date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Middle Band,Real Upper Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,LEAD SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Hist,MACD,MACDEXT,MACD,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastK,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,13.94,3255633.8028,,,,,,,,,,,0.8826,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3450000.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,13.94,3787486.8415,,,,,,,,,,,-0.0331,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3450000.0,,,,,,,25.81,,,,,,,,,,1.81,,,,,
1998-01-06,13.44,2280533.8028,,,,,,,,,,,-0.4807,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,852300.0,,,,,,,25.8388,,,,,,,,,,1.81,,,,,
1998-01-07,13.25,3992889.3584,,,,,,,,,,,0.1481,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-2373300.0,,,,,,,25.8673,,,,,,,,,,1.0,,,,,
1998-01-08,14.19,8246451.8584,,,,,,,,,,,0.6944,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6503700.0,,,,,,,25.88,,,,,,,,,,2.88,,,,,
1998-01-09,13.75,4938007.4139,,,,,,,,,,,-0.64,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,548500.0,,,,,,,25.88,,,,,,,,,,2.25,,,,,
1998-01-12,14.315,7623756.2139,,,,,,,,,,,0.552,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9383200.0,,,,,,,25.9811,,,,67.1492,75.9669,,,,,2.5,,,,,
1998-01-13,16.0,14825732.1721,,,,,,,,,,,0.6969,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,20436500.0,,,,,,,26.1219,,,,72.1617,92.4471,,,,,3.87,,,,,
1998-01-14,15.565,18149007.3721,,,,,,,,,,,0.104,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,13842700.0,,,,,,,26.4408,,73.8252,82.1647,82.1647,78.08,,,,,1.81,,,,,
1998-01-15,15.78,17357141.4147,5518339.4853,,,,,,,,,,0.266,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,19568500.0,,,,,,,26.7437,,79.389,83.8406,83.8406,80.9947,,,,,1.88,,,,,
1998-01-16,14.315,8640471.129,2210708.4022,,,,,,,,,,-0.7829,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9330800.0,,,,,,,27.0969,,76.2269,62.6756,62.6756,28.952,,,,,3.06,,,,,
1998-01-20,15.03,10957527.129,1393858.1953,,,,,,,,,,0.625,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,13468400.0,,,,,,,27.4289,,65.252,49.2397,49.2397,37.7724,,,,,2.0,,,,,
1998-01-21,16.065,16949739.129,2839590.7293,,,,,,,,,,0.9467,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,20176100.0,,,,,,,27.741,,54.4849,51.5393,51.5393,87.8935,,,,,2.25,,,,,
1998-01-22,16.345,19042463.4879,3838748.9956,,,,,,,,,,0.3397,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,26705400.0,,,,,,,28.0343,,56.4236,68.4918,68.4918,79.8095,,,,,3.12,,,,,
1998-01-23,16.03,16857414.599,3203275.5494,,,,,,,,,,-0.2533,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,21181400.0,,,,,,,28.4344,,66.1784,78.5042,78.5042,67.8095,,,,,2.25,,,,,
1998-01-26,15.565,15001702.6943,2061648.4836,,,,,,,,,,-0.5179,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,16596700.0,,,,,,,28.8065,,70.9669,65.9048,65.9048,50.0952,,,,,1.68,,,,,
1998-01-27,16.19,17157784.2894,2093222.6021,,,,,,,,,,0.7669,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,19706800.0,,,,,,,29.1525,,68.2887,60.4571,60.4571,63.4667,,,,,1.63,,,,,
1998-01-28,17.315,19902752.2894,2789245.2322,,,,,,,,,,0.6267,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,30542200.0,,,,,,,29.4744,,63.4192,63.8956,63.8956,78.125,,,,,3.37,,,,,
1998-01-29,16.905,15103546.1544,1293393.8804,,,,,,,,,,-0.5031,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,25361600.0,,,,,,,29.9764,,64.0844,67.9003,67.9003,62.1094,,,,,1.63,,,,,
1998-01-30,17.28,15970271.037,839649.5282,,,,,,,25.5092,30.521,35.5328,0.3521,120.5209,,,,30.521,,,,,,,,0.0,,,,,,,,,,,30.565,30.78,,4.5,,,29129200.0,,14.69,,,,,30.4383,30.521,68.0422,72.3307,72.3307,76.7578,,,,,2.13,30.5061,,,-11.9718,31.7463
1998-02-02,17.625,14891871.037,234567.7907,,,,0.0,100.0,100.0,25.6309,30.8895,36.1481,0.266,136.8662,30.3918,,54.3525,30.9714,,,,,,,,0.0,34.6023,,,,,,,,,69.4554,30.875,30.88,10.1536,4.275,7.37,6.2766,32297000.0,34.3333,14.4555,,26.4347,1.2643,65.1959,30.8632,30.8895,71.8501,75.3191,75.3191,87.0902,,,,,1.32,30.873,,,-6.3,32.1967
1998-02-03,18.905,21043835.721,1923153.3165,,,,10.0,100.0,90.0,25.518,31.386,37.254,0.8364,172.3818,37.3533,,59.5975,31.6227,,,,,,,,0.0,34.8675,,,,,,,,,70.8375,32.155,32.035,9.4583,4.0613,9.93,5.9478,40871500.0,37.3623,16.0427,,35.6169,1.3562,68.6766,31.3147,31.386,77.7569,85.6209,85.6209,93.0147,,,,,2.94,31.3035,,,-3.0869,32.8558
1998-02-04,19.0,24596752.3877,3569579.6696,,,,5.0,100.0,95.0,25.7869,31.942,38.0971,0.1736,164.6125,37.8389,,61.1242,32.23,,,,,,,,0.0,35.1924,,,,,,,,,74.6675,32.25,32.41,8.8346,3.8582,11.12,6.0011,51103900.0,36.6157,15.9906,,41.369,1.4137,68.9195,32.0023,31.942,82.9339,87.8616,87.8616,83.4798,,,,,2.88,31.7676,,,-7.1975,33.4857
1998-02-05,17.44,14511239.4664,709583.6418,,,,0.0,95.0,95.0,26.6176,32.361,38.1044,-0.9466,104.2987,21.5503,,50.2107,32.4824,,,,,,,,0.0,35.1744,,,,,,,,,69.4194,32.75,32.595,11.1776,5.0353,8.38,6.7214,39813200.0,33.7221,15.1911,,31.6226,1.3162,60.7751,32.7654,32.361,80.621,68.3804,68.3804,28.6467,,,,,3.56,32.2039,,,-31.9937,33.7655
1998-02-06,18.03,20849439.4664,1491777.663,,,,0.0,90.0,90.0,27.0914,32.745,38.3986,0.7031,70.2525,25.0751,,38.9313,32.8231,,,,,,,,0.0,35.221,,,,,,,,,64.3479,32.75,32.97,13.8731,6.3435,7.68,6.5826,46151400.0,31.5612,14.4315,,27.0613,1.2706,62.5376,38.94,32.745,70.1425,54.1856,54.1856,50.4303,,,,,2.93,32.6203,,,-24.1206,34.1178
1998-02-09,17.94,21420988.2059,1858006.3921,,,2.8465,5.0,85.0,80.0,27.8985,33.164,38.4295,-0.4202,81.3413,24.1792,,39.9057,33.1143,,,,,,,,0.0,35.2619,,,,,,,,,67.7408,33.315,32.97,13.5031,6.0263,8.38,6.4507,42571700.0,31.4367,14.0299,8.935,30.4727,1.3047,62.0896,38.8819,33.164,54.9008,42.1364,42.1364,47.3322,,,,,1.19,33.0464,,,-25.6281,34.4164
1998-02-10,18.5,23803628.9826,2597030.5382,,,2.9074,0.0,80.0,80.0,28.4976,33.5825,38.6674,0.6068,92.4133,27.577,,42.7024,33.4843,,,,,,,,0.0,35.3696,,,,,,,,,66.8099,33.315,33.72,12.8775,5.725,8.37,6.221,45980200.0,32.0719,14.2584,9.0267,29.2351,1.2924,63.7885,38.8244,33.5825,50.3709,54.7906,54.7906,66.6093,36.9996,24.9265,,,2.06,33.4815,,,-18.5824,34.7817
1998-02-11,18.69,27596851.2048,3870199.2562,,,3.0628,20.0,75.0,55.0,28.5647,33.8515,39.1383,0.6667,91.0668,28.7179,,43.6522,33.8554,,,,,,,,0.0,35.4481,,,,,,,,,65.4895,33.315,33.72,12.2261,5.4388,5.38,6.1509,50857200.0,31.1691,13.8655,9.4027,16.8125,1.1681,64.3589,38.7674,33.8515,54.1923,65.6498,65.6498,83.0078,100.0,51.0464,,,2.25,33.9075,,,-14.9425,35.1434
1998-02-12,17.845,22501076.2957,2417821.7828,,,2.9998,15.0,70.0,55.0,28.8894,34.0795,39.2696,-0.6582,71.9123,19.8775,,44.9431,34.0301,,,,,,,,0.0,35.4554,,,,,,,,,64.688,33.315,33.72,11.4791,5.1668,4.56,6.5053,43815300.0,30.2201,13.6022,9.1144,14.6482,1.1465,59.9387,38.7111,34.0795,62.5406,67.1814,67.1814,51.927,0.0,45.6665,,,2.75,34.3266,,56.5717,-31.1303,35.3185
1998-02-13,17.53,20390427.2391,932295.2272,,,2.7064,10.0,65.0,55.0,29.1813,34.2545,39.3277,-0.5943,37.0607,16.7315,,41.9966,34.1282,,,,,,,,0.0,35.4468,,,,,,,,,61.661,33.315,33.72,12.0458,5.2785,3.5,6.4422,41086900.0,29.4891,12.9221,8.1416,11.09,1.1109,58.3658,38.6553,34.2545,59.6971,46.2603,46.2603,3.8462,0.0,33.3333,,,1.06,34.726,,53.558,-37.1648,35.4119
1998-02-17,16.845,17402513.5248,-710874.1116,,,2.4922,5.0,60.0,55.0,30.1237,34.5075,38.8913,-0.8229,-13.2237,10.1167,,30.2455,34.0864,,,,,,,,0.0,35.3817,,,,,,,,,63.8097,34.03,33.72,15.1561,6.5746,5.06,6.6287,36459600.0,28.2994,12.276,7.4513,17.6738,1.1767,55.0583,38.6,34.5075,44.7469,20.799,20.799,6.6239,0.0,0.0,,,1.75,35.0839,,56.7886,-50.2874,35.3581
1998-02-18,17.5,20817927.6352,-231732.1595,,,2.2404,0.0,55.0,55.0,30.873,34.7545,38.636,0.8834,-3.5468,14.9668,,30.4784,34.1734,,,,,,,,0.0,35.3679,,,,,,,,,64.0875,34.565,34.47,14.5794,6.2458,4.94,6.2944,40913300.0,27.3627,11.7222,6.6412,16.4338,1.1643,57.4834,38.5453,34.7545,27.3626,15.0285,15.0285,34.6154,26.0741,8.6914,,,1.63,35.3561,,53.7286,-44.0716,35.405
1998-02-19,16.97,16413449.0256,-1416077.9949,,,1.927,0.0,50.0,50.0,31.1317,34.845,38.5583,-0.6364,-14.1998,9.915,,32.6868,34.1512,15.6467,,0.6868,-0.2178,,,,0.0,35.3498,,,,,,,0.3578,6.6167,59.6076,34.565,34.785,13.9389,5.9335,1.81,6.442,36206800.0,27.4762,11.6961,5.6778,5.6334,1.0563,54.9575,38.4911,34.845,17.8542,17.735,17.735,11.9658,0.0,8.6914,,,1.87,35.5209,,49.0438,-60.1685,35.3274
1998-02-20,17.0,15028274.0256,-2212586.2462,,,1.5326,10.0,45.0,35.0,31.307,34.9105,38.514,-0.1319,-39.1698,10.1503,,29.743,34.1368,17.2118,,-0.0176,-2.2926,,,,0.0,35.3362,2.2872,-0.8122,1.475,2.5239,1.5326,-0.9913,0.3905,6.8906,55.1221,34.565,34.785,14.367,6.0169,1.31,6.3208,40740100.0,26.5315,11.1113,4.5055,4.0073,1.0401,55.0751,38.4375,34.9105,18.7262,23.4151,23.4151,23.6641,3.451,9.8417,,,1.44,35.6244,,44.3787,-59.4465,35.247
1998-02-23,16.875,14663905.884,-2453221.6444,,,1.0776,5.0,40.0,35.0,31.589,34.995,38.401,-0.1681,-64.6327,8.903,,27.7798,34.1,18.9332,,-1.1076,-2.5923,,,,0.0,35.3166,2.0863,-0.8035,1.2828,2.3274,1.0776,-1.2497,0.4243,7.1592,51.5415,34.565,34.785,14.5813,5.966,1.69,6.2167,37572900.0,25.7987,10.5557,3.1587,5.2714,1.0527,54.4515,38.3845,34.995,19.8978,18.5433,18.5433,20.0,0.0,1.1503,,,1.13,35.6869,,38.9087,-62.4549,35.1364
1998-02-24,16.19,10871591.2173,-3535288.8245,,,0.8378,0.0,35.0,35.0,31.9007,35.0575,38.2143,-0.8733,-128.724,2.2259,,20.5596,33.9362,20.8267,,-2.0106,-1.3733,,,,0.0,35.2882,1.8707,-0.8624,1.0084,2.0974,0.8378,-1.2596,0.4592,7.4114,51.6269,35.19,34.97,16.3679,6.6077,1.25,6.3873,33390200.0,24.8402,10.0279,2.4533,4.0154,1.0402,51.1129,38.3319,35.0575,19.0638,15.233,15.233,2.0349,0.0,1.1503,,,1.5,35.6813,,36.8989,-82.6196,34.8874
1998-02-25,17.375,16748091.2173,-1786767.3232,,,0.4932,0.0,30.0,30.0,32.2615,35.176,38.0905,0.8733,-86.7982,12.0459,,25.0194,34.0137,22.9095,,-1.8556,1.0241,,,,0.0,35.2797,1.6908,-0.7198,0.9709,1.8119,0.4932,-1.3187,0.4954,7.6848,52.8276,35.19,35.345,15.1805,6.2773,2.37,6.0858,39266700.0,25.3112,10.4666,1.4344,7.3193,1.0732,56.0229,38.2115,35.176,22.0404,32.345,32.345,75.0,100.0,33.3333,,,3.0,35.612,,49.0227,-58.2754,34.8581
1998-02-26,17.53,19498226.5115,-33986.6316,,,0.2326,95.0,25.0,-70.0,32.2931,35.1975,38.1019,0.2299,-27.1456,13.2456,,28.3955,34.1133,25.2005,,-1.1522,0.8236,,,,0.0,35.2784,1.5437,-0.5884,0.9552,1.5044,0.2326,-1.2718,0.5327,7.9585,50.4358,35.19,35.345,14.4907,5.9635,0.43,5.9971,44461400.0,25.9835,10.6932,0.6726,1.2417,1.0124,56.6228,38.0176,35.1975,34.2262,55.1005,55.1005,88.2667,100.0,66.6667,,,1.87,35.4796,,56.2987,-53.9638,34.847
1998-02-27,16.595,17053700.5115,-91654.0185,,,-0.1257,90.0,20.0,-70.0,32.1912,35.1665,38.1418,-0.905,-84.2826,4.2191,34.7508,23.9313,34.0254,26.3248,,-1.2519,1.1228,,,,0.0,35.2647,1.3915,-0.6086,0.7829,1.1897,-0.1257,-1.3154,0.5711,8.2108,51.5639,35.19,35.345,15.1725,6.2353,-0.62,6.3195,41651600.0,24.719,10.1586,-0.3631,-1.8338,0.9817,52.1096,37.8296,35.1665,51.5559,67.2222,67.2222,38.4,18.0881,72.696,,,2.0,35.2995,,47.1261,-79.9722,34.6559
1998-03-02,17.19,21011865.6002,1152503.1259,37.3884,,-0.4407,85.0,15.0,-70.0,32.1738,35.1575,38.1412,0.6331,-75.5406,9.0739,34.7461,21.5126,34.0592,26.5503,,-0.7121,0.6593,,,,0.0,35.2604,1.26,-0.5261,0.7339,0.8639,-0.4407,-1.3046,0.6106,8.4725,51.7548,35.19,35.345,15.304,6.2335,-0.18,6.0415,45912300.0,23.6934,9.6506,-1.2707,-0.5208,0.9948,54.5369,37.6472,35.1575,62.6409,65.6,65.6,70.1333,62.1432,60.0771,,,1.69,35.0962,,55.4157,-63.4214,34.581
1998-03-03,16.815,21216359.2308,1621769.6469,36.5946,,-0.6728,80.0,10.0,-70.0,32.0202,35.0765,38.1328,0.4777,-81.5703,5.5254,34.6028,21.5126,34.0183,26.4062,,-1.4036,0.7481,,,,0.0,35.2417,1.1334,-0.5062,0.6273,0.5402,-0.6728,-1.2129,0.6512,8.7241,48.1981,35.19,35.345,14.7073,5.9219,-1.62,6.1008,41325800.0,22.7695,9.1681,-1.9364,-4.5957,0.954,52.7627,37.4703,35.0765,61.9037,52.8889,52.8889,50.1333,14.4721,31.5678,,,1.57,34.8877,,55.5248,-73.8526,34.4355
1998-03-04,16.5,13382259.2308,-826359.4715,36.2123,,-0.9163,75.0,5.0,-70.0,31.9243,34.836,37.7477,-0.6076,-56.0768,2.5749,34.3624,28.9473,33.9213,25.8045,,-0.4495,4.6149,,,,0.0,35.1501,1.004,-0.5177,0.4863,0.2242,-0.9163,-1.1406,0.6927,8.9669,47.463,35.19,35.345,13.6775,5.6258,-4.81,6.3428,33491700.0,24.8221,10.2097,-2.6321,-12.7215,0.8728,51.2874,37.2987,34.836,53.7467,42.7513,42.7513,7.9872,0.0,25.5384,,,2.88,34.6753,,46.4653,-82.6147,34.2377
1998-03-05,17.28,15953824.5641,-934517.9165,35.849,,-0.9277,70.0,0.0,-70.0,32.1396,34.664,37.1884,0.5244,-30.5923,9.1929,34.4362,28.9473,33.9821,25.0248,,1.6059,1.1825,,,,0.0,35.1355,0.9022,-0.4073,0.4948,-0.0491,-0.9277,-0.8786,0.7354,9.2228,45.1334,34.88,35.0,12.9328,5.3445,-3.44,6.0792,40142300.0,23.4706,9.6992,-2.6583,-9.0526,0.9095,54.5965,37.1322,34.664,44.7632,38.6493,38.6493,57.8275,100.0,38.1574,,,2.25,34.494,,52.4277,-56.7692,34.2114
1998-03-06,17.47,15841149.5641,-929659.5152,35.6379,,-0.9446,65.0,0.0,-65.0,32.1415,34.667,37.1925,-0.0357,25.3049,10.7475,34.5668,31.6264,34.0734,24.8369,,0.3034,-2.1579,,,,0.0,35.1347,0.827,-0.3008,0.5262,-0.2738,-0.9446,-0.6708,0.7791,9.48,52.6157,34.88,34.905,12.4021,5.0773,0.06,5.9528,43297200.0,23.8753,9.7743,-2.7059,0.172,1.0017,55.3738,36.9708,34.667,42.2205,45.2609,45.2609,69.9681,100.0,66.6667,,,1.68,34.3582,,47.012,-49.4453,34.2377
1998-03-09,16.94,12450854.3641,-1921887.7769,35.2913,,-0.9523,60.0,20.0,-40.0,32.095,34.558,37.021,-0.848,-27.6645,5.4469,34.4847,28.7073,34.0549,24.7301,,-0.0987,-0.4027,,,,0.0,35.1129,0.7536,-0.2935,0.4602,-0.4727,-0.9523,-0.4796,0.8238,9.724,54.1385,34.88,34.905,12.8131,5.1434,-2.18,6.0166,39479300.0,23.1319,9.2855,-2.7277,-6.0455,0.9395,52.7234,36.8141,34.558,46.0422,54.2163,54.2163,34.8534,35.1417,78.3806,,,1.25,34.2315,,42.1123,-66.2441,34.1628
1998-03-10,17.0,11980194.0091,-2302837.8354,34.7096,,-0.9308,55.0,15.0,-40.0,32.0673,34.464,36.8607,-0.0769,-38.3621,5.9831,34.4338,23.6555,34.0497,24.1246,,-0.0706,-1.2661,,,,0.0,35.0962,0.6854,-0.2727,0.4128,-0.6309,-0.9308,-0.2998,0.8695,9.9667,49.8607,34.88,34.905,13.6755,5.4462,-1.88,5.9441,43665700.0,22.1502,8.8213,-2.6677,-5.2397,0.9476,52.9916,36.6622,34.464,48.6639,46.5146,46.5146,34.7222,41.703,58.9483,,,1.69,34.1406,,44.3885,-64.3423,34.1096
1998-03-11,17.0,10075182.0091,-2855472.3289,34.1568,,-0.8619,50.0,10.0,-40.0,32.2138,34.314,36.4142,-0.13,-18.9854,5.9831,34.3882,23.6555,34.045,23.2427,,-0.9424,0.1741,,,,0.0,35.0671,0.6225,-0.2516,0.3709,-0.7525,-0.8619,-0.1093,0.9162,10.2071,49.5533,34.88,34.905,13.3233,5.1739,-3.0,5.794,43665700.0,21.5798,8.3802,-2.4736,-8.1081,0.9189,52.9916,36.5148,34.314,45.2617,35.0543,35.0543,35.5872,10.1163,28.987,,,1.0,34.0747,,39.7972,-64.3423,34.0654
1998-03-12,17.155,9757298.0091,-2923106.5917,33.6524,,-0.5664,45.0,5.0,-40.0,32.5996,34.1605,35.7214,0.31,11.5934,7.4849,34.4036,24.0683,34.0702,22.4332,,0.0302,2.5936,,,,0.0,35.0463,0.5698,-0.2111,0.3587,-0.8015,-0.5664,0.2351,0.9639,10.4481,47.88,34.035,34.905,12.9717,4.9152,-3.07,5.6003,45936300.0,21.1951,8.0312,-1.6319,-8.2129,0.9179,53.7425,36.3719,34.1605,39.6025,37.2386,37.2386,41.4063,38.4494,30.0896,,,1.0,34.0225,,38.9174,-59.4295,34.065
1998-03-13,16.5,4546498.0091,-4343020.0091,32.759,,-0.5199,40.0,0.0,-40.0,32.5544,34.026,35.4976,-0.5,-78.3431,0.3541,34.1777,15.7839,33.9683,21.7424,,1.132,0.5334,,,,0.0,34.9972,0.5039,-0.2634,0.2405,-0.8103,-0.5199,0.2904,1.0124,10.6736,49.1754,33.72,33.875,14.6049,5.5495,-2.69,5.8345,40725500.0,20.0795,7.6296,-1.5064,-7.5371,0.9246,50.1771,36.2332,34.026,32.6524,25.6645,25.6645,0.0,0.0,16.1886,,,2.0,33.9895,,39.1315,-70.5882,33.9545
1998-03-16,16.875,3106298.0091,-4987319.1336,31.9102,,-0.5856,35.0,0.0,-35.0,32.5641,33.9605,35.3569,0.2467,-36.0161,4.185,34.1182,15.7839,33.9475,21.2835,,0.5009,-1.2014,,,,0.0,34.9826,0.4441,-0.2392,0.2049,-0.8006,-0.5856,0.215,1.0619,10.9044,53.9017,33.72,33.815,13.9517,5.272,-1.31,5.67,46410500.0,19.1814,7.2481,-1.6989,-3.7365,0.9626,52.0925,36.0987,33.9605,29.735,26.3021,26.3021,37.5,53.722,30.7238,,,1.69,33.9736,,36.0757,-51.5738,33.9282
1998-03-17,16.0,2312538.8091,-5050063.1451,30.467,,-0.5287,100.0,55.0,-45.0,32.2404,33.876,35.5116,-0.4,-281.6398,-4.8039,33.7486,3.0459,33.762,20.9562,,0.0071,-1.0445,,,,0.0,34.9398,0.3623,-0.3272,0.0352,-0.7575,-0.5287,0.2289,1.1122,11.1153,52.4139,33.53,33.38,18.8774,7.3184,-1.69,6.1295,38778200.0,17.7614,6.8857,-1.5405,-5.0163,0.9498,47.5981,35.9683,33.876,24.5094,21.5615,21.5615,27.1845,0.0,17.9073,,,2.87,33.9491,,33.6326,-77.6,33.7415
1998-03-18,15.845,870857.1999,-5075351.3759,29.096,,-0.5917,95.0,50.0,-45.0,31.9025,33.7105,35.5185,-0.2184,-253.7401,-6.3112,33.374,3.0459,33.5647,20.488,,-0.2525,-0.7017,,,,0.0,34.8356,0.2653,-0.3882,-0.123,-0.7202,-0.5917,0.1285,1.1632,11.3211,48.2465,33.375,33.38,18.4418,6.9525,-3.31,6.0172,35388300.0,17.3515,6.5415,-1.7323,-9.4571,0.9054,46.8444,35.7648,33.7105,25.3262,28.1149,28.1149,19.6602,0.0,17.9073,,,0.87,33.9132,,34.5356,-83.8,33.5333
1998-03-19,16.0,870857.1999,-4624300.9816,27.7935,,-0.5352,90.0,45.0,-45.0,31.6627,33.6135,35.5643,0.4032,-183.0041,-4.5684,33.1083,3.0459,33.4157,19.8793,,-0.2426,-0.8595,,,,0.0,34.7842,0.1681,-0.3888,-0.2207,-0.6747,-0.5352,0.1395,1.215,11.5279,51.8677,33.375,33.38,18.1279,6.6048,-1.94,5.7579,37240400.0,17.0563,6.2144,-1.5758,-5.716,0.9428,47.7158,35.5694,33.6135,24.7843,24.6764,24.6764,27.1845,16.6041,5.5347,,,0.62,33.8722,,34.3073,-77.6,33.3704
1998-03-20,15.25,-2176382.0639,-4988965.4968,27.0495,,-0.4789,100.0,40.0,-60.0,31.0737,33.4385,35.8033,-0.8834,-217.3402,-11.9226,32.6087,12.9141,33.138,19.171,,-0.7059,-1.1211,,,,0.0,34.6439,0.0516,-0.466,-0.4145,-0.6221,-0.4789,0.1432,1.2676,11.7176,52.4237,32.78,33.095,21.0854,7.6546,-3.5,6.016,33266800.0,16.2622,5.9037,-1.4212,-10.2941,0.8971,44.0387,35.3818,33.4385,23.284,17.0609,17.0609,4.3379,0.0,5.5347,,,1.69,33.7852,,31.2002,-96.5889,33.0739
1998-03-23,15.03,-4010942.0639,-5268327.7533,26.4834,,-0.6374,100.0,35.0,-65.0,30.4756,33.254,36.0324,0.24,-204.8803,-13.9697,32.1007,15.7275,32.8448,18.4586,,-0.9086,-0.7917,,,,0.0,34.4854,-0.0781,-0.5186,-0.5966,-0.5895,-0.6374,-0.0479,1.3207,11.901,52.4328,32.56,32.88,21.8569,7.7019,-3.69,5.9236,29738800.0,15.9161,5.6085,-1.9037,-10.9333,0.8907,43.0152,35.1282,33.254,17.9863,12.2217,12.2217,5.1429,0.0,5.5347,,,0.75,33.6549,,29.4288,-97.0,32.7521
1998-03-24,14.345,-9292967.6113,-6584317.9185,26.3247,,-0.9132,100.0,30.0,-70.0,29.6641,33.0695,36.4749,-0.8686,-209.7988,-20.0592,31.4179,23.3088,32.4491,17.8686,,-1.2361,-1.4115,,,,0.0,34.2849,-0.2308,-0.611,-0.8418,-0.5952,-0.9132,-0.318,1.3745,12.0689,51.89,31.875,32.255,24.5425,8.5668,-3.69,6.1454,23949700.0,15.2641,5.3281,-2.7476,-11.3959,0.886,39.9704,34.8133,33.0695,10.9954,3.7037,3.7037,1.6304,0.0,0.0,,,1.43,33.4752,,30.8343,-99.1724,32.3175
1998-03-25,14.72,-11308582.8785,-7165435.3058,26.0593,,-1.1197,95.0,25.0,-70.0,29.1455,32.804,36.4625,0.2366,-151.1744,-15.3539,30.9702,21.0168,32.1626,17.4039,,-2.0111,-0.466,,,,0.0,33.9666,-0.3776,-0.587,-0.9645,-0.6567,-1.1197,-0.463,1.4288,12.2426,52.727,31.875,32.255,23.4398,8.1384,-5.31,5.9544,32467300.0,15.2983,5.3117,-3.3857,-15.2806,0.8472,42.323,34.3805,32.804,8.5067,9.5947,9.5947,22.0109,30.3743,10.1248,,,1.56,33.2393,,30.467,-88.8276,31.9718
1998-03-26,14.565,-13885882.8785,-7571811.9364,25.8256,,-1.2998,90.0,20.0,-70.0,28.6715,32.5075,36.3435,-0.12,-136.5569,-16.7731,30.5336,21.386,31.8737,17.2427,,-1.4735,0.1025,,,,0.0,33.5908,-0.5169,-0.5575,-1.0744,-0.7434,-1.2998,-0.5565,1.4837,12.4115,47.2926,31.815,32.255,22.9267,7.7915,-5.93,5.8885,27312700.0,14.8481,5.0461,-3.9571,-16.9139,0.8309,41.6135,33.9779,32.5075,8.738,12.9157,12.9157,15.1057,40.3865,23.5869,,29.5556,1.0,32.9631,,27.647,-93.1034,31.6219
1998-03-27,14.5,-14127129.2553,-7126470.5928,25.6639,31.5262,-1.5265,85.0,15.0,-70.0,28.1863,32.298,36.4097,-0.1884,-126.3336,-17.3845,30.14,22.5919,31.6001,17.6061,,-1.7107,-0.6474,,,,0.0,33.3405,-0.6453,-0.5133,-1.1586,-0.8479,-1.5265,-0.6786,1.5392,12.5774,47.6992,31.815,32.255,23.0231,7.5919,-4.19,5.7381,24934700.0,14.5375,4.7938,-4.6742,-12.6243,0.8738,41.3078,33.6036,32.298,13.6831,18.5389,18.5389,18.5,43.9225,38.2278,,29.1465,0.69,32.6574,-0.1463,29.1495,-94.8966,31.2879
1998-03-30,14.25,-15169233.3973,-6628003.1253,25.7247,31.1597,-1.7991,100.0,10.0,-90.0,27.6937,32.004,36.3143,-0.4438,-120.0092,-19.7707,29.7167,26.8798,31.3048,18.1706,,-1.9876,-0.2692,,,,0.0,32.8658,-0.7665,-0.4848,-1.2513,-0.9891,-1.7991,-0.81,1.5952,12.7366,43.9405,31.72,31.94,23.9345,7.9023,-5.88,5.8433,22382300.0,13.7933,4.5541,-5.545,-17.103,0.829,40.1146,33.2554,32.004,16.688,18.6093,18.6093,22.2222,6.1303,30.1464,,28.702,1.69,32.3056,-0.1801,27.8569,-93.6548,30.9261
