date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Upper Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Signal,MACDEXT,MACD_Hist,MACD_Signal,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,6.1875,-71544.0,,,,,,,,,,,-0.94,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,81300.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,6.4075,-17244.0,,,,,,,,,,,0.7937,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,135600.0,,,,,,,24.63,,,,,,,,,,0.88,,,,,
1998-01-06,6.9075,82541.3333,,,,,,,,,,,0.9467,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,247300.0,,,,,,,24.64,,,,,,,,,,2.25,,,,,
1998-01-07,6.9375,187781.3333,,,,,,,,,,,0.4,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,422700.0,,,,,,,24.7022,,,,,,,,,,1.25,,,,,
1998-01-08,7.0,115041.456,,,,,,,,,,,-0.1534,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,610900.0,,,,,,,24.8011,,,,,,,,,,1.63,,,,,
1998-01-09,6.765,75841.456,,,,,,,,,,,-0.8889,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,560500.0,,,,,,,24.9743,,,,,,,,,,1.62,,,,,
1998-01-12,6.75,89663.2951,,,,,,,,,,,0.5747,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,528000.0,,,,,,,25.1405,,,,41.3223,55.3634,,,,,0.87,,,,,
1998-01-13,6.7825,236963.2951,,,,,,,,,,,0.2281,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,675300.0,,,,,,,25.3001,,,,27.2727,39.4913,,,,,0.57,,,,,
1998-01-14,7.11,315863.2951,,,,,,,,,,,0.7899,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,754200.0,,,,,,,25.4533,,47.8347,47.5631,74.9091,47.8347,,,,,1.31,,,,,
1998-01-15,7.0475,284879.2951,110469.4406,,,,,,,,,,-0.62,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,625100.0,,,,,,,25.6004,,62.5197,49.9486,85.3774,62.5197,,,,,0.5,,,,,
1998-01-16,7.1875,422538.386,141332.9272,,,,,,,,,,0.5682,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,961600.0,,,,,,,25.7415,,85.0288,65.1278,94.8,85.0288,,,,,0.69,,,,,
1998-01-20,7.22,432677.0957,144336.4041,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1006500.0,,,,,,,25.8771,,91.7531,79.7672,95.082,91.7531,,,,,0.31,,,,,
1998-01-21,6.9375,432677.0957,132443.6079,,,,,,,,,,-0.3333,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,598100.0,,,,,,,26.0072,,75.794,84.192,37.5,75.794,,,,,1.88,,,,,
1998-01-22,6.5625,362194.0768,93111.6301,,,,,,,,,,-0.7075,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,428300.0,,,,,,,29.13,,50.3265,72.6245,18.3976,50.3265,,,,,2.12,,,,,
1998-01-23,6.515,259708.3625,35947.4909,,,,,,,,,,-0.9048,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,301700.0,,,,,,,29.095,,22.8858,49.6688,12.7596,22.8858,,,,,0.63,,,,,
1998-01-26,6.5775,275740.3625,14395.2985,,,,,,,,,,0.62,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,368500.0,,,,,,,29.0603,,17.1118,30.108,20.178,17.1118,,,,,0.5,,,,,
1998-01-27,6.47,224343.934,-12083.5801,,,,,,,,,,-0.5536,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-111200.0,,,,,,,29.026,,16.3211,18.7729,16.0256,16.3211,,,,,1.12,,,,,
1998-01-28,6.5,224343.934,-21817.3414,,,,,,,,,,-0.5,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,20900.0,,,,,,,28.9531,,20.788,18.0736,26.1603,20.788,,,,,0.5,,,,,
1998-01-29,6.595,247899.934,-16320.849,,,,,,,,,,0.76,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,66200.0,,,,,,,28.8817,,40.7287,25.9459,80.0,40.7287,,,,,0.5,,,,,
1998-01-30,6.345,193287.934,-29965.1159,,,,,,,26.961,29.2729,24.6491,-0.7467,-97.6966,,,,26.961,,,,,,,,0.0,,,,,,,,,,,26.815,26.88,,5.8,,,-44500.0,,5.62,,,,,28.8116,26.961,43.8312,35.116,25.3333,43.8312,,,,,1.5,27.4264,,,-83.3333,26.8374
1998-02-02,6.4375,276391.1086,-6380.8408,,,,0.0,20.0,20.0,27.011,29.1674,24.8546,0.7937,-100.0495,8.3333,,1.5762,26.8457,,,,,,,,0.0,25.3849,,,,,,,,,53.1836,27.13,27.065,27.2388,5.51,1.0,4.1282,97000.0,26.3935,5.339,,4.0404,1.0404,54.1667,28.6973,27.011,51.7778,45.4459,50.0,51.7778,,,,,0.63,27.3633,,,-81.8402,26.7221
1998-02-03,6.5,292491.1086,8970.0755,,,,90.0,15.0,-75.0,27.0295,29.1442,24.9148,0.3333,-93.4877,10.3004,,0.4071,26.7651,,,,,,,,0.0,25.3892,,,,,,,,,52.5995,27.13,27.065,26.2157,5.2345,0.37,4.0283,113100.0,26.0031,5.1921,,1.4436,1.0144,55.1502,28.5864,27.0295,47.3333,47.6474,66.6667,47.3333,,,,,0.75,27.2376,,,-75.7869,26.6258
1998-02-04,6.6875,314171.1086,21332.7162,,,,85.0,10.0,-75.0,26.9855,29.0849,24.8861,0.6,-22.9573,15.9932,,10.844,26.7637,,,,,,,,0.0,25.4078,,,,,,,,,52.5255,27.13,27.065,24.5949,4.9728,-0.88,3.9532,221500.0,30.5778,6.1824,,-3.1849,0.9682,57.9966,28.4788,26.9855,64.8148,54.642,77.7778,64.8148,,,,,1.25,27.0734,,,-57.6271,26.5992
1998-02-05,6.7825,361258.0651,39433.0357,,,,80.0,5.0,-75.0,26.9545,29.026,24.883,-0.1739,2.3773,18.7436,,10.844,26.7986,,,,,,,,0.0,25.4252,,,,,,,,,50.6908,27.13,27.065,23.742,4.7241,-0.62,3.8301,293700.0,29.5175,5.8733,,-2.2342,0.9777,59.3718,28.3744,26.9545,79.7037,63.9506,94.6667,79.7037,,,,,0.69,26.916,,,-48.4262,26.613
1998-02-06,6.875,409658.0651,58652.8904,,,,75.0,0.0,-75.0,26.9295,28.9616,24.8974,0.2874,25.6225,21.3817,,13.0043,26.8654,,,,,,,,0.0,25.4432,,,,,,,,,47.8953,27.13,27.0,22.6974,4.4879,-0.5,3.7478,342100.0,29.4831,5.8297,,-1.7857,0.9821,60.6909,28.2732,26.9295,90.8148,78.4444,100.0,90.8148,,,,,0.87,26.7854,,,-37.5,26.6649
1998-02-09,6.9375,441218.0651,71225.2955,,,-0.5194,70.0,30.0,-40.0,26.964,29.027,24.901,0.12,61.9575,23.1562,,18.2582,26.9496,,,,,,,,0.0,25.4696,,,,,,,,,51.417,27.13,27.0,21.5501,4.2635,0.69,3.7085,473600.0,31.1772,6.1682,-1.929,2.5499,1.0255,61.5781,28.175,26.964,93.8241,88.1142,86.8056,93.8241,,,,,1.0,26.6855,,,-31.25,26.743
1998-02-10,7.0625,446536.5836,71585.7812,,,-0.4715,65.0,100.0,35.0,27.0265,29.1645,24.8885,0.1543,92.881,26.6419,,24.8551,27.0735,,,,,,,,0.0,25.5225,,,,,,,,,53.3584,27.13,27.0,19.8401,4.0504,1.25,3.7475,545400.0,32.9648,6.7298,-1.7425,4.6296,1.0463,63.3209,25.0,27.0265,87.2685,90.6358,75.0,87.2685,100.0,100.0,,,1.62,26.6139,,,-18.75,26.8655
1998-02-11,7.1875,487836.5836,78366.3634,,,-0.3882,60.0,95.0,35.0,27.1075,29.3739,24.8411,0.0,102.2162,29.985,,24.8551,27.2331,,,,,,,,0.0,25.6014,,,,,,,,,51.5268,27.13,27.0,19.2255,3.8478,1.62,3.606,586700.0,31.9436,6.3933,-1.4282,5.9712,1.0597,64.9925,25.04,27.1075,83.8532,88.3153,89.7541,83.8532,100.0,100.0,,,0.62,26.5775,,,-6.25,27.0297
1998-02-12,7.095,494923.0034,76270.793,,,-0.2087,55.0,90.0,35.0,27.1045,29.364,24.845,-0.4568,86.7746,25.5289,,22.4635,27.3424,,,,,,,,0.0,25.6143,,,,,,,,,48.3352,27.13,27.0,19.3984,3.8454,-0.06,3.6131,504700.0,30.6383,6.0736,-0.7671,-0.211,0.9979,62.7645,25.0796,27.1045,79.5313,83.551,73.8397,79.5313,48.2046,82.7349,,,0.81,26.5696,,66.1324,-15.5,27.1509
1998-02-13,7.22,543623.0034,83975.2603,,,-0.0122,50.0,85.0,35.0,27.139,29.4832,24.7948,1.0,99.1274,28.9916,,23.5186,27.4888,,,,,,,,0.0,25.6513,,,,,,,,,46.6461,27.13,27.0,18.5324,3.6532,0.69,3.5254,553400.0,29.9301,5.8999,-0.0447,2.4477,1.0245,64.4958,25.1188,27.139,85.7255,83.0367,93.5829,85.7255,85.453,77.8859,,,0.88,26.6123,,70.2678,-3.0,27.32
1998-02-17,7.4075,657723.0034,115797.5187,,,0.196,45.0,100.0,55.0,27.183,29.6749,24.6911,0.63,139.4922,33.8483,,29.3566,27.6927,,,,,,,,0.0,25.7056,,,,,,,,,41.2652,27.505,27.315,17.5929,3.4705,0.88,3.4331,667500.0,32.2148,6.3549,0.7174,3.0609,1.0306,66.9241,25.1576,27.183,89.1409,84.7992,100.0,89.1409,100.0,77.8859,,,1.0,26.7157,,73.0417,-0.0,27.5572
1998-02-18,7.0,578823.0034,93184.1227,,,0.3781,40.0,100.0,60.0,27.139,29.5389,24.7391,-0.6933,93.7863,15.7387,,21.1779,27.722,,,,,,,,0.0,25.7334,,,,,,,,,38.6049,27.505,27.315,19.2779,3.927,-0.88,3.7423,588600.0,29.637,6.0372,1.3825,-3.0471,0.9695,57.8693,25.2471,27.139,65.7111,80.1925,3.5503,65.7111,0.0,61.8177,,,1.63,26.8646,,59.1925,-35.2052,27.635
1998-02-19,6.595,439971.0034,31281.7223,,,0.4545,35.0,95.0,60.0,27.0705,29.4749,24.6661,-0.748,-7.0122,1.3876,,0.0409,27.5942,15.6467,,0.9931,-0.1297,,,,0.0,25.7448,,,,,,,0.2792,5.1658,42.5969,27.505,27.315,26.2249,5.7306,-1.37,4.2474,389100.0,26.2464,5.7353,1.663,-4.9369,0.9506,50.6938,25.3347,27.0705,38.0062,64.286,10.4683,38.0062,0.0,33.3333,,,2.5,27.0364,,49.5641,-70.1944,27.5627
1998-02-20,6.7025,603101.9768,55019.5298,,,0.5343,30.0,90.0,60.0,27.0985,29.4769,24.7201,0.7168,-39.0116,4.6896,,2.2036,27.5195,17.2118,,0.817,-0.6774,,,,0.0,25.7544,0.0788,0.0588,-0.02,0.5343,0.5384,-0.0041,0.3048,5.3822,42.2859,27.505,27.315,26.0132,5.6941,0.56,4.1811,575300.0,24.8914,5.4486,1.9559,2.1333,1.0213,52.3448,25.4206,27.0985,13.7794,39.1656,27.3196,13.7794,10.1723,3.3908,,,1.13,27.2143,,54.554,-60.9071,27.5379
1998-02-23,7.125,677901.9768,83528.6756,,,0.6778,25.0,85.0,60.0,27.2205,29.6235,24.8175,0.9124,58.885,16.2863,,11.3615,27.6129,18.9037,,0.56,-0.6885,,,,0.0,25.8451,0.1241,0.1351,0.011,0.6778,0.5489,0.1289,0.3313,5.6134,46.8909,27.505,27.315,24.058,5.4094,2.44,4.033,650100.0,30.2254,6.7961,2.4811,9.363,1.0936,58.1432,25.5048,27.2205,36.2214,29.3357,70.8763,36.2214,45.8978,18.69,,,1.69,27.3933,,58.9053,-24.406,27.6714
1998-02-24,7.25,819101.9768,132525.2648,,,0.8025,20.0,80.0,60.0,27.355,29.8389,24.8711,1.0,93.4394,19.3426,,15.0257,27.745,20.5216,,0.6795,-1.5255,,,,0.0,25.9604,0.1778,0.2333,0.0555,0.8025,0.532,0.2705,0.3589,5.8473,48.9623,27.505,27.315,23.2419,5.1389,2.69,3.8946,791300.0,31.4615,6.9563,2.9342,10.2242,1.1022,59.6713,25.5873,27.355,60.6529,36.8846,83.7629,60.6529,100.0,52.0234,,,0.75,27.5705,,60.9931,-13.6069,27.8409
1998-02-25,7.2825,842882.622,148088.1416,,,0.9237,15.0,75.0,60.0,27.5175,30.0193,25.0157,0.8065,97.9916,20.1406,,16.8351,27.8769,21.6331,,-0.1304,-3.5045,,,,0.0,26.1154,0.2099,0.3179,0.108,0.9237,0.5075,0.4162,0.3875,6.0801,62.9061,27.505,27.315,22.5756,4.882,3.25,3.7897,830100.0,31.7156,6.8585,3.3756,12.558,1.1256,60.0703,25.6682,27.5175,83.7369,60.2037,96.5714,83.7369,100.0,81.9659,,,0.62,27.7427,,59.6955,-10.7991,28.0099
1998-02-26,7.5,1086582.622,218533.1237,,,1.0681,10.0,100.0,90.0,27.7175,30.3388,25.0962,0.37,125.307,25.3436,,22.0751,28.0791,22.4257,,-1.7288,-2.3524,,,,0.0,26.3514,0.2736,0.45,0.1764,1.0681,0.51,0.5581,0.4171,6.3193,65.6356,27.69,27.5,21.5277,4.6379,4.0,3.6625,1073800.0,33.7247,7.2656,3.8972,15.3846,1.1538,62.6718,25.7474,27.7175,93.4448,79.2782,100.0,93.4448,100.0,100.0,,,1.0,27.9047,,60.3576,-0.0,28.2463
1998-02-27,7.4225,1078566.622,224934.3325,,,1.1135,5.0,100.0,95.0,27.883,30.5629,25.2031,-0.62,116.8695,22.3537,29.1069,22.0751,28.2325,23.75,,-2.0243,2.0975,,,,0.0,26.5069,0.2778,0.5236,0.2458,1.1135,0.4303,0.6832,0.4478,6.553,65.5031,27.69,27.5,21.0143,4.406,3.31,3.5999,1040400.0,32.9204,6.9023,4.0518,12.5474,1.1255,61.1768,25.875,27.883,95.2567,90.8128,89.1986,95.2567,66.9884,88.9961,,,0.5,28.0536,,65.3186,-6.2,28.4342
1998-03-02,7.5625,1104466.622,215345.3422,15.8159,,1.0847,0.0,100.0,100.0,28.1265,30.7365,25.5165,0.5,129.0814,25.7228,29.3897,25.5406,28.4247,25.5097,,-0.4061,5.6577,,,,0.0,26.8324,0.2993,0.62,0.3206,1.0847,0.3028,0.7819,0.4795,6.79,70.2854,28.0,27.875,20.0097,4.1857,4.87,3.5219,1092200.0,33.7369,7.0572,3.9249,19.1883,1.1919,62.8614,25.9987,28.1265,92.6958,93.7991,88.8889,92.6958,100.0,88.9961,,,1.0,28.1968,,77.5046,-4.7619,28.6596
1998-03-03,7.4075,987366.622,154586.6332,16.3021,,1.0515,5.0,95.0,90.0,28.3205,30.7668,25.8742,-0.5968,107.9429,19.6712,29.5164,25.5406,28.5395,26.6933,,1.4304,4.8331,,,,0.0,26.9996,0.2547,0.639,0.3843,1.0515,0.1948,0.8567,0.5122,7.0184,65.7032,28.125,27.875,19.4043,3.9764,3.88,3.5204,975100.0,32.7162,6.7043,3.7861,15.068,1.1507,59.8356,26.1788,28.3205,77.1878,88.3801,53.4759,77.1878,0.0,55.6628,,,0.62,28.3082,,71.4461,-16.5714,28.8028
1998-03-04,7.375,987366.622,115677.4674,16.5375,,0.9805,0.0,90.0,90.0,28.4955,30.7456,26.2454,-0.5,80.3722,18.4132,29.5976,21.0087,28.6309,27.193,,2.0544,2.4773,,,,0.0,27.1301,0.2015,0.6362,0.4347,0.9805,0.0653,0.9152,0.5459,7.2432,63.7489,28.315,28.125,20.8215,4.1576,3.5,3.4439,927400.0,31.897,6.3691,3.5149,13.4615,1.1346,59.2066,26.3516,28.4955,58.5661,76.1499,33.3333,58.5661,0.0,33.3333,,,0.5,28.3979,,65.4508,-21.0526,28.9151
1998-03-05,7.2825,966870.622,82722.4935,16.6135,,0.8138,55.0,85.0,30.0,28.6145,30.7305,26.4985,-0.74,54.026,14.7978,29.5961,18.0574,28.6785,27.2101,,2.4632,0.1371,,,,0.0,27.1944,0.1301,0.5972,0.4672,0.8138,-0.1324,0.9463,0.5805,7.462,60.2677,28.315,28.125,21.5708,4.1997,2.38,3.3991,884700.0,31.0778,6.0507,2.9044,8.8972,1.089,57.3989,26.5176,28.6145,31.8253,55.8597,8.6667,31.8253,0.0,0.0,,,0.5,28.4945,,59.8913,-28.8421,28.9756
1998-03-06,7.375,985817.9904,67749.3947,16.7396,,0.8042,50.0,80.0,30.0,28.733,30.7671,26.6989,0.0,67.1967,17.4509,29.6577,19.1369,28.7567,26.6328,,1.9783,-2.2534,,,,0.0,27.2682,0.0978,0.5894,0.4916,0.8042,-0.1561,0.9603,0.616,7.6824,60.1318,28.315,28.125,21.0031,3.9897,2.37,3.2734,944700.0,30.9442,5.8781,2.8564,8.7357,1.0874,58.7254,26.6769,28.733,25.1111,38.5008,33.3333,25.1111,24.2844,8.0948,,,0.5,28.6188,,58.6199,-21.0526,29.0599
1998-03-09,7.36,985817.9904,55465.0002,16.8595,,0.9415,45.0,75.0,30.0,28.83,30.8038,26.8562,-0.5,59.3591,16.8299,29.6959,19.1369,28.8218,25.6915,,1.2419,-2.5988,,,,0.0,27.3242,0.0642,0.5718,0.5077,0.9415,-0.0342,0.9757,0.6524,7.9,58.107,28.315,28.125,20.5699,3.7902,1.94,3.1806,914500.0,30.306,5.5842,3.3301,7.0545,1.0705,58.4149,26.8298,28.83,25.7333,27.5566,35.2,25.7333,41.6973,21.9939,,,0.38,28.7546,,51.3185,-22.3158,29.1272
1998-03-10,7.375,1009486.2444,52928.1014,16.8107,,1.0072,40.0,70.0,30.0,28.9175,30.8466,26.9884,0.7937,48.3355,17.2902,29.7356,15.8839,28.8864,24.5428,,0.5868,-2.7499,,,,0.0,27.3749,0.0389,0.5563,0.5174,1.0072,0.0222,0.985,0.6897,8.116,53.6717,28.315,28.125,21.2339,3.8507,1.75,3.1222,954800.0,29.2532,5.305,3.5427,6.3063,1.0631,58.6451,26.9766,28.9175,45.0667,31.9704,66.6667,45.0667,68.938,44.9732,,,0.63,28.8859,,57.2785,-21.0526,29.191
1998-03-11,7.39,1031310.2444,54022.6336,16.7644,,0.949,35.0,65.0,30.0,28.983,30.906,27.06,-0.28,56.7566,17.7693,29.777,15.8839,28.9505,23.2895,,-0.3127,-1.9971,,,,0.0,27.4135,0.0201,0.5426,0.5224,0.949,-0.0228,0.9718,0.7279,8.3304,53.1445,28.315,28.125,20.9302,3.6582,1.31,3.0023,1004400.0,28.8348,5.0398,3.3208,4.6372,1.0464,58.8846,27.1175,28.983,63.5852,44.7951,88.8889,63.5852,100.0,70.2118,,,0.25,29.0097,,57.7955,-19.7895,29.2522
1998-03-12,7.1875,998527.9435,39128.5162,16.1627,,0.8224,30.0,60.0,30.0,28.983,30.906,27.06,-0.7788,1.9106,8.8129,29.6619,4.7303,28.9314,22.0998,,-0.6293,-0.5063,,,,0.0,27.4191,-0.0491,0.461,0.5102,0.8224,-0.117,0.9395,0.7669,8.5346,50.2206,28.315,28.125,24.5587,4.3553,0.0,3.1291,945600.0,26.9974,4.7878,2.8672,0.0,1.0,54.4064,27.2528,28.983,59.2265,55.9594,22.1239,59.2265,0.0,56.3127,,,1.13,29.1142,,55.6362,-36.8421,29.23
1998-03-13,7.125,981127.9435,23941.9667,15.5911,,0.7026,25.0,55.0,30.0,28.989,30.9052,27.0728,0.0,-32.618,6.1892,29.5141,4.7303,28.8903,21.1073,,-0.5163,0.4591,,,,0.0,27.4245,-0.1106,0.3719,0.4825,0.7026,-0.1944,0.897,0.8068,8.7343,52.1317,28.315,28.125,24.017,4.1375,0.12,3.0654,928200.0,26.4019,4.5484,2.4438,0.4228,1.0042,53.0946,27.3827,28.989,37.0043,53.272,0.0,37.0043,0.0,33.3333,,,0.38,29.1965,,49.8792,-42.1053,29.184
1998-03-16,7.095,931927.9435,-101.8006,15.048,,0.5196,20.0,50.0,30.0,28.964,30.8982,27.0298,-0.8065,-36.6059,4.9111,29.3621,4.7303,28.8417,20.264,,-0.1398,0.5132,,,,0.0,27.4324,-0.1553,0.2883,0.4437,0.5196,-0.3183,0.8379,0.8474,8.9307,49.2175,28.315,28.125,23.1404,3.9306,-0.5,3.0337,879000.0,25.4383,4.321,1.804,-1.7313,0.9827,52.4555,27.5074,28.964,7.3746,34.5351,0.0,7.3746,0.0,0.0,,,0.62,29.2498,,44.596,-44.6316,29.126
1998-03-17,6.9075,940075.5371,-7336.2164,15.0148,,0.3429,15.0,45.0,30.0,28.864,30.856,26.872,-0.4652,-115.9355,-2.7868,29.0927,14.383,28.7263,19.5088,,-0.048,0.12,,,,0.0,27.4381,-0.2272,0.1597,0.3869,0.3429,-0.4242,0.767,0.8888,9.1177,42.3542,28.315,28.125,30.4558,5.4841,-2.0,3.2986,761800.0,22.7965,4.1049,1.1904,-6.7499,0.9325,48.6066,30.5,28.864,11.1111,18.4967,33.3333,11.1111,0.0,0.0,,,1.87,29.2725,,45.3153,-60.4211,28.999
1998-03-18,6.875,940075.5371,-9628.8214,14.9832,,0.1233,10.0,40.0,30.0,28.839,30.8856,26.7924,0.5,-109.7354,-4.0711,28.8353,14.383,28.6095,18.8536,,0.0182,-0.48,,,,0.0,27.4387,-0.2721,0.0467,0.3189,0.1233,-0.567,0.6903,0.9308,9.3016,43.3262,28.315,28.125,29.5909,5.2099,-0.5,3.2394,719000.0,22.1491,3.8997,0.4283,-1.7857,0.9821,47.9644,30.4613,28.839,20.7778,13.0878,29.0,20.7778,0.0,0.0,,,0.5,29.2771,,43.779,-63.1579,28.8691
1998-03-19,7.0625,945779.8849,-7876.3381,14.2927,,0.0083,5.0,35.0,30.0,28.9325,30.6685,27.1965,0.5435,-61.5205,3.6582,28.7486,1.1725,28.5753,18.3478,,-0.4157,-1.1832,,,,0.0,27.468,-0.2411,0.0175,0.2586,0.0083,-0.5936,0.6019,0.9736,9.491,51.1274,28.53,28.125,27.3355,4.9494,1.87,3.24,784600.0,26.7019,4.8347,0.0289,7.0887,1.0709,51.8291,30.423,28.9325,43.5626,25.1505,68.3544,43.5626,75.3326,25.1109,,,1.38,29.26,,43.5474,-47.3684,28.813
1998-03-20,7.095,968249.4501,706.0247,13.6366,,-0.0708,0.0,30.0,30.0,29.011,30.4769,27.5451,-0.2681,-76.9065,4.9463,28.6967,1.1725,28.5567,18.0273,,-0.9307,-0.7466,,,,0.0,27.4955,-0.203,0.0048,0.2078,-0.0708,-0.5602,0.4894,1.0172,9.6799,60.0917,28.875,28.565,25.3053,4.7019,1.57,3.307,866200.0,24.7188,4.593,-0.2459,5.856,1.0586,52.4732,30.3851,29.011,57.0647,40.4684,73.8397,57.0647,100.0,58.4442,,,1.38,29.2077,,45.4461,-54.7804,28.7604
1998-03-23,7.25,1003349.4501,15320.9891,12.964,,-0.1054,80.0,25.0,-55.0,29.036,30.4832,27.5888,0.8267,-29.0388,10.925,28.7638,0.184,28.5989,17.9273,,-0.954,-0.2198,,,,0.0,27.5118,-0.1309,0.0443,0.1751,-0.1054,-0.4712,0.3658,1.0614,9.8731,58.9948,28.875,28.565,24.274,4.4668,0.5,3.2038,901300.0,24.3634,4.4833,-0.3661,1.7544,1.0175,55.4625,30.3475,29.036,80.7314,60.4529,100.0,80.7314,100.0,91.7775,,,0.75,29.127,,53.0027,-38.7597,28.7593
1998-03-24,6.89,961549.4501,6607.021,12.7126,,-0.2163,75.0,20.0,-55.0,28.964,30.548,27.38,-0.9318,-120.5169,-3.859,28.5596,7.9368,28.5,18.0032,,-1.083,0.0231,,,,0.0,27.5131,-0.1723,-0.0402,0.1321,-0.2163,-0.4526,0.2363,1.1064,10.05,52.3294,28.875,28.565,26.3069,4.9935,-1.44,3.4748,852900.0,22.4382,4.2591,-0.7524,-4.9655,0.9503,48.0705,30.3103,28.964,63.8513,67.2158,17.7143,63.8513,1.4142,67.1381,,,1.5,29.0201,,46.931,-75.969,28.6188
1998-03-25,6.75,871549.4501,-26194.7861,12.8357,,-0.3185,70.0,15.0,-55.0,28.8575,30.6546,27.0604,-0.5,-155.3765,-8.833,28.2818,15.1744,28.3571,18.0757,,-1.0398,1.127,,,,0.0,27.491,-0.2261,-0.1506,0.0755,-0.3185,-0.428,0.1095,1.1519,10.2195,44.7153,28.625,28.565,28.8653,5.4938,-2.13,3.5547,672900.0,21.2592,4.0462,-1.1117,-7.312,0.9269,45.5835,30.2735,28.8575,42.9418,62.5082,11.1111,42.9418,0.0,33.8047,,,1.0,28.8854,,47.0378,-90.4393,28.4317
1998-03-26,7.0475,912998.7255,-24043.9572,12.5784,,-0.435,65.0,10.0,-55.0,28.767,30.5062,27.0278,0.6812,-82.7654,2.4554,28.2587,7.6886,28.3412,18.0785,,-0.3075,1.5956,,,,0.0,27.5141,-0.1728,-0.1404,0.0323,-0.435,-0.4181,-0.0169,1.1982,10.3992,35.8166,28.625,28.565,26.8185,5.2191,-1.81,3.4792,730100.0,22.989,4.4739,-1.5178,-6.0333,0.9397,51.2277,30.2371,28.767,30.9418,45.9116,64.0,30.9418,57.1334,19.5159,,27.845,1.38,28.7416,,51.0424,-59.6899,28.3681
1998-03-27,6.9375,902048.7255,-24462.3492,12.2646,14.0403,-0.6385,60.0,5.0,-55.0,28.67,30.4089,26.9311,-0.75,-69.8579,-1.5202,28.1593,6.3033,28.2849,18.078,,0.2277,0.9992,,,,0.0,27.5225,-0.1587,-0.166,-0.0073,-0.6385,-0.493,-0.1456,1.2451,10.5727,35.1094,28.625,28.565,25.4423,4.9582,-1.94,3.5378,708200.0,22.4251,4.3702,-2.2238,-6.5342,0.9347,49.2399,30.201,28.67,39.8519,37.9118,44.4444,39.8519,37.012,31.3818,,27.746,1.0,28.6025,0.1078,48.3774,-71.0594,28.2713
1998-03-30,6.86,890032.5964,-26232.9735,12.0292,14.1656,-0.7719,55.0,0.0,-55.0,28.5295,30.1872,26.8718,-0.9032,-89.1573,-4.2749,28.018,7.5551,28.2044,18.176,,0.5787,-0.0045,,,,0.0,27.5174,-0.1612,-0.2088,-0.0476,-0.7719,-0.5025,-0.2694,1.2925,10.7414,31.6586,28.315,28.44,25.245,4.8303,-2.81,3.5119,693300.0,21.6984,4.1517,-2.6862,-9.2893,0.9071,47.8626,30.1653,28.5295,49.291,40.0282,39.4286,49.291,40.3786,44.8413,,27.589,0.62,28.4655,0.0908,45.4175,-77.6243,28.1541
1998-03-31,6.89,900000.7783,-21400.8098,11.8431,14.1903,-0.8141,50.0,0.0,-50.0,28.426,30.0542,26.7978,-0.4318,-86.2137,-3.0998,27.9188,8.3073,28.1431,18.5129,,0.1435,-1.6312,,,,0.0,27.5192,-0.1463,-0.2305,-0.0842,-0.8141,-0.4405,-0.3736,1.3406,10.9096,33.1232,28.28,28.19,25.0244,4.6588,-2.07,3.4016,766400.0,21.1856,3.9441,-2.8365,-6.9862,0.9301,48.4501,30.13,28.426,43.3862,44.1764,46.2857,43.3862,50.7886,42.7264,,27.4966,0.44,28.345,0.0741,44.1966,-70.1923,28.0618
