date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Lower Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD_Signal,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,36.2194,2229615.3846,,,,,,,,,,,0.6627,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2635000.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,36.5006,5195466.2133,,,,,,,,,,,0.4862,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7652000.0,,,,,,,104.06,,,,,,,,,,1.81,,,,,
1998-01-06,36.0925,2274198.6077,,,,,,,,,,,-0.0563,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4096400.0,,,,,,,104.0875,,,,,,,,,,2.13,,,,,
1998-01-07,35.7496,3867146.5069,,,,,,,,,,,-0.3151,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-211800.0,,,,,,,107.19,,,,,,,,,,2.63,,,,,
1998-01-08,35.729,3772004.3194,,,,,,,,,,,0.2695,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-4271200.0,,,,,,,107.19,,,,,,,,,,2.56,,,,,
1998-01-09,34.3127,-1608565.8624,,,,,,,,,,,-0.7727,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-11454000.0,,,,,,,107.1443,,,,,,,,,,5.5,,,,,
1998-01-12,34.3333,1260310.9331,,,,,,,,,,,0.5166,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-5043300.0,,,,,,,106.9888,,,,27.0382,23.4054,,,,,3.62,,,,,
1998-01-13,35.0191,3648857.8815,,,,,,,,,,,0.7324,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1628800.0,,,,,,,106.7041,,,,57.75,31.2039,,,,,2.32,,,,,
1998-01-14,35.1906,3633310.9724,,,,,,,,,,,-0.32,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2646600.0,,,,,,,106.428,,34.7351,49.5961,64.0,49.5961,,,,,2.75,,,,,
1998-01-15,35.4718,2575594.63,226030.7223,,,,,,,,,,0.0973,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8968300.0,,,,,,,106.1602,,49.3321,67.1962,79.8387,67.1962,,,,,2.57,,,,,
1998-01-16,36.0068,4457654.0503,714511.1635,,,,,,,,,,0.1884,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,13157400.0,,,,,,,105.9004,,65.7494,80.456,97.5293,80.456,,,,,1.75,,,,,
1998-01-20,37.1624,9428254.0503,2430943.0564,,,,,,,,,,0.8641,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,18128000.0,,,,,,,97.5,,80.0361,92.456,100.0,92.456,,,,,3.68,,,,,
1998-01-21,34.3333,1364067.4957,346247.3765,,,,,,,,,,-0.0546,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4220200.0,,,,,,,97.6087,,80.2199,67.7478,5.7143,67.7478,,,,,8.75,,,,,
1998-01-22,34.0761,184006.1749,-913533.7653,,,,,,,,,,-0.2075,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-2363300.0,,,,,,,97.7163,,66.1267,38.1763,8.8146,38.1763,,,,,2.12,,,,,
1998-01-23,34.0144,-1882446.6553,-2003357.9724,,,,,,,,,,-0.5849,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-6274800.0,,,,,,,97.8228,,37.6991,7.1733,6.9909,7.1733,,,,,1.06,,,,,
1998-01-26,33.6475,-4342977.5831,-3049967.9003,,,,,,,,,,-0.5825,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9082700.0,,,,,,,97.9283,,17.0013,5.6542,1.1572,5.6542,,,,,1.94,,,,,
1998-01-27,33.0919,-5871712.2498,-3687272.2738,,,,,,,,,,-0.1111,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-16102400.0,,,,,,,108.37,,6.7137,7.3137,13.7931,7.3137,,,,,2.5,,,,,
1998-01-28,33.2634,-7602512.2498,-4163490.2199,,,,,,,,,,-0.08,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-10910000.0,,,,,,,108.2425,,9.0505,14.1834,27.6,14.1834,,,,,1.5,,,,,
1998-01-29,33.6715,-7468766.7952,-3937252.1696,,,,,,,,,,0.5152,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-6496400.0,,,,,,,108.1163,,18.2845,33.3563,58.6758,33.3563,,,,,2.31,,,,,
1998-01-30,33.8635,-7580309.1029,-3522258.9588,,,,,,,108.4431,95.0289,101.736,0.2821,-71.6999,,,,101.736,,,,,,,,0.0,,,,,,,,,,,102.435,101.995,,17.39,,,-3596300.0,,10.88,,,,,107.9913,101.736,33.4832,52.9098,72.4537,52.9098,,,,,1.56,102.0735,,,-75.451,100.3876
1998-02-02,34.4842,-7937829.9029,-3146040.2672,,,,55.0,80.0,-25.0,107.9628,95.0032,101.483,0.448,-23.3877,-16.0941,,15.7445,101.624,,,,,,,,0.0,98.7972,,,,,,,,,46.9058,102.435,101.995,31.2255,16.5205,-5.06,2.7625,-158600.0,22.7305,12.026,,-4.7908,0.9521,41.9529,107.8676,101.483,53.0747,72.9579,87.7442,72.9579,,,,,2.5,101.7286,,,-61.2549,100.2756
1998-02-03,34.0761,-8397522.2106,-2852394.6942,,,,50.0,75.0,-25.0,107.2505,95.0085,101.1295,-0.4808,-47.5955,-19.309,,19.6269,101.4093,,,,,,,,0.0,98.8197,,,,,,,,,42.5604,102.435,101.995,32.6183,17.0045,-7.07,2.7499,-3744200.0,21.9151,11.4247,,-6.6422,0.9336,40.3455,107.7451,101.1295,66.4691,73.5397,60.4211,73.5397,,,,,1.87,101.3075,,,-70.5882,100.0744
1998-02-04,33.7126,-11457736.4963,-3446662.8967,,,,45.0,70.0,-25.0,106.7137,94.8513,100.7825,-0.4629,-61.7336,-22.1074,,21.459,101.1142,,,,,,,,0.0,98.8,,,,,,,,,42.3694,102.435,101.995,32.7337,16.7843,-6.94,2.7296,-8028500.0,21.1671,10.8535,,-6.5938,0.9341,38.9463,107.6239,100.7825,68.7202,59.6629,30.8235,59.6629,,,,,1.75,100.8525,,,-78.902,99.8059
1998-02-05,34.1413,-7681036.4963,-2174762.3526,,,,40.0,65.0,-25.0,106.2798,94.8162,100.548,0.3697,-44.7627,-17.0678,,21.459,100.9661,,,,,,,,0.0,98.8178,,,,,,,,,46.2976,102.435,101.995,31.9148,15.945,-4.69,2.6233,-4251800.0,20.6376,10.3108,,-4.4988,0.955,41.4661,107.5038,100.548,59.8725,46.4149,48.0,46.4149,,,,,1.25,100.4457,,,-69.098,99.6894
1998-02-06,33.6749,-10671958.9562,-2408390.8806,,,,35.0,60.0,-25.0,105.8167,94.6603,100.2385,-0.5989,-61.6895,-21.333,,23.3639,100.6837,,,,,,,,0.0,98.7925,,,,,,,,,42.2868,102.435,101.995,31.9618,15.7678,-6.19,2.6273,-8334300.0,19.8553,9.7953,,-5.9411,0.9406,39.3335,107.385,100.2385,44.9111,28.6555,7.1429,28.6555,,,,,1.87,100.0725,,,-81.3333,99.4468
1998-02-09,33.6749,-14120358.9562,-3382239.7439,,,-2.6344,30.0,55.0,-25.0,105.7985,94.4725,100.1355,-0.0741,-54.3996,-21.333,,23.3639,100.4281,,,,,,,,0.0,98.7834,,,,,,,,,47.372,102.435,101.995,30.8939,14.9794,-2.06,2.5785,-8334300.0,19.1919,9.3055,-2.6058,-2.0588,0.9794,39.3335,107.2673,100.1355,32.2615,21.7143,10.0,21.7143,,,,,1.62,99.7437,,,-81.3333,99.2336
1998-02-10,34.6611,-11145512.8024,-2526614.1622,,,-2.3117,25.0,50.0,-25.0,105.845,94.501,100.173,0.5688,2.4098,-9.8195,,9.9272,100.4702,,,,,,,,0.0,98.7963,,,,,,,,,54.6353,102.435,101.995,27.9016,14.2304,0.75,2.6248,-170000.0,22.8622,11.6602,-2.2908,0.7491,1.0075,45.0902,107.1509,100.173,26.2745,28.4538,68.2186,28.4538,100.0,42.7484,,,4.94,99.4723,,,-58.8235,99.3035
1998-02-11,35.2865,-9630812.8024,-1464943.3187,,,-1.7867,20.0,45.0,-25.0,105.9179,94.4851,100.2015,0.6114,73.7028,-3.2777,,6.4225,100.6816,,,,,,,,0.0,98.8184,,,,,,,,,55.0105,102.435,101.995,26.5952,13.5189,0.57,2.5652,4037500.0,23.3852,11.8872,-1.773,0.5582,1.0056,48.3612,107.0356,100.2015,35.4426,56.1598,90.2609,56.1598,100.0,71.7889,,,2.38,99.2855,,,-44.549,99.5432
1998-02-12,35.3483,-7634999.7846,-262415.348,,,-1.1643,15.0,40.0,-25.0,105.9526,94.4754,100.214,0.5917,76.5847,-2.6412,,6.4225,100.89,,,,,,,,0.0,98.8378,,,,,,,,,54.7133,102.435,101.995,25.6959,12.843,0.25,2.5149,7664300.0,22.5945,11.2928,-1.1564,0.2436,1.0024,48.6794,106.9214,100.214,56.1902,83.9569,93.3913,83.9569,100.0,100.0,,,1.69,99.1877,,50.588,-43.1373,99.7974
1998-02-13,35.1765,-9879099.7846,-460647.9648,,,-0.6445,10.0,35.0,-25.0,105.7968,94.5242,100.1605,-0.256,87.444,-4.3646,,4.7324,101.0309,,,,,,,,0.0,98.8634,,,,,,,,,52.7307,102.435,101.995,25.0368,12.2008,-1.07,2.4618,5420200.0,22.7742,11.0982,-0.6406,-1.0344,0.9897,47.8177,106.8084,100.1605,75.9531,87.7424,79.5752,87.7424,90.7795,96.9265,,,1.25,99.1632,,50.6223,-47.0588,100.0027
1998-02-17,35.0494,-11961219.4193,-1162358.6495,,,-0.2428,5.0,30.0,-25.0,105.2708,94.7502,100.0105,-0.484,84.9483,-5.6654,,8.3354,101.1232,,,,,,,,0.0,98.912,,,,,,,,,48.4304,102.435,101.995,25.7003,12.4608,-3.0,2.4546,1588400.0,21.7455,10.5433,-0.2415,-2.8571,0.9714,47.1673,106.6965,100.0105,84.5292,81.8881,72.6979,81.8881,57.8697,82.8831,,,2.19,99.1944,,45.9636,-49.9608,100.1779
1998-02-18,35.3071,-11158703.8349,-1088407.2755,,,-0.0129,0.0,25.0,-25.0,103.5869,95.8721,99.7295,0.3247,116.9387,-2.6853,,9.1255,101.2782,,,,,,,,0.0,99.0472,,,,,,,,,47.3435,99.685,99.655,24.8657,12.0277,-5.62,2.4272,4840700.0,20.707,10.0161,-0.0128,-5.1859,0.9481,48.6573,106.5857,99.7295,80.1854,70.9258,60.5042,70.9258,98.5403,82.3965,,,2.31,99.2966,,49.9437,-11.6481,100.4388
1998-02-19,35.3071,-15435403.8349,-2319976.5066,,,0.0685,100.0,20.0,80.0,103.9358,95.7862,99.861,-0.1337,131.6911,-2.6853,,4.152,101.4183,15.6467,,2.5138,2.3803,,,,0.0,99.1271,,,,,,,1.0365,19.0197,57.8913,99.685,100.12,23.8934,11.4263,2.63,2.3969,4840700.0,21.9884,10.5153,0.068,2.6268,1.0263,48.6573,106.4761,99.861,70.572,58.9022,43.5045,58.9022,98.5403,84.9834,,,1.87,99.5211,,48.3564,-20.7778,100.7265
1998-02-20,35.2624,-14956578.303,-2460539.7494,,,0.3201,95.0,15.0,80.0,104.2629,95.7841,100.0235,-0.2021,87.3589,-3.2096,,9.3284,101.5328,17.2118,,2.9614,-0.0438,,,,0.0,99.2276,-1.2552,-0.2862,0.969,0.3201,-0.9343,1.2544,1.1306,19.8557,59.797,99.685,100.12,25.4592,12.045,3.25,2.3715,1089900.0,21.1146,9.9896,0.3177,3.2706,1.0327,48.3952,106.3675,100.0235,59.23,47.8619,39.577,47.8619,82.4072,93.1626,,,1.88,99.7898,,45.7325,-22.2222,100.9892
1998-02-23,35.3483,-17303711.0464,-3041172.4263,,,0.6904,90.0,10.0,80.0,104.6028,95.8122,100.2075,-0.5044,98.1371,-2.0961,,6.7779,101.6601,18.8497,,2.3225,-2.4281,,,,0.0,99.3498,-1.034,-0.1492,0.8848,0.6904,-0.5649,1.2553,1.2284,20.6858,64.013,99.685,100.12,24.7329,11.4428,3.68,2.3116,3715900.0,21.5929,9.9901,0.6853,3.7101,1.0371,48.9519,106.2601,100.2075,50.056,43.4038,47.1299,43.4038,100.0,93.6492,,,1.32,100.1011,,39.4399,-19.4444,101.2603
1998-02-24,35.2212,-16430932.4749,-2724531.4826,,,0.9716,85.0,5.0,80.0,104.8204,96.0326,100.4265,-0.1071,62.798,-3.7144,,11.3909,101.7401,20.3966,,1.0076,-2.9476,,,,0.0,99.4903,-0.8411,-0.0697,0.7715,0.9716,-0.2001,1.1717,1.3298,21.504,64.1219,99.685,100.12,26.4701,11.9306,4.38,2.2586,1143500.0,21.0564,9.4906,0.9647,4.4639,1.0446,48.1428,106.1536,100.4265,44.0507,40.8862,35.9517,40.8862,0.0,60.8024,,,1.12,100.4641,,38.0037,-23.5556,101.4787
1998-02-25,36.1661,-12582832.4749,-1122916.4163,,,1.5662,100.0,0.0,100.0,105.3485,96.3795,100.864,0.9782,116.6059,8.1619,,0.2725,102.0744,21.8018,,0.3803,-1.3233,,,,0.0,100.157,-0.6303,0.2128,0.8431,1.5662,0.1725,1.3937,1.4348,22.3414,71.5404,101.125,100.875,24.8726,11.3341,8.75,2.2203,4991600.0,25.0085,11.396,1.5548,9.0674,1.0907,54.081,106.0483,100.864,48.4391,61.0272,100.0,61.0272,100.0,66.6667,,,2.75,100.868,,49.9291,-0.0,101.938
1998-02-26,36.252,-10893001.7057,172046.4843,,,2.3015,100.0,0.0,100.0,105.8388,96.7392,101.289,0.4808,133.9311,9.1574,,3.056,102.4006,23.0557,,0.4135,-0.5854,,,,0.0,100.7599,-0.414,0.4516,0.8656,2.3015,0.5576,1.744,1.5435,23.173,70.9212,101.75,101.435,24.0075,10.7674,8.5,2.1782,8206400.0,25.5211,11.4462,2.2874,8.7629,1.0876,54.5787,105.944,101.289,59.2341,75.789,91.4153,75.789,100.0,66.6667,,,1.56,101.2577,,54.3284,-4.1714,102.3796
1998-02-27,35.8878,-11919614.2771,359513.9906,,,2.4329,95.0,0.0,95.0,106.1154,97.0876,101.6015,-0.2114,105.9331,4.1204,103.8469,0.9511,102.5949,24.1351,,0.2538,0.3983,,,,0.0,101.0192,-0.2214,0.549,0.7704,2.4329,0.8995,1.5334,1.6557,23.9857,66.3364,101.75,101.685,24.0523,10.669,6.25,2.174,5261200.0,24.5142,10.8739,2.4139,6.3652,1.0637,52.0602,105.87,101.6015,74.1283,85.5689,65.2913,85.5689,60.8679,86.956,,,1.75,101.61,,51.9444,-17.0848,102.6797
1998-03-02,35.0288,-12440082.6982,237918.5645,11.0507,,2.2715,90.0,35.0,55.0,106.0819,97.4401,101.761,-0.4934,14.3913,-6.5816,103.6089,15.1026,102.5325,25.0585,,0.5574,1.0466,,,,0.0,101.042,-0.0931,0.4197,0.5128,2.2715,1.1789,1.0927,1.7713,24.7652,61.9469,101.75,101.685,29.9907,14.0056,3.19,2.3397,1771000.0,22.1205,10.3302,2.2516,3.2304,1.0323,46.7092,105.87,101.761,74.8699,63.252,33.0494,63.252,0.0,53.6226,,,4.56,101.9158,,53.7332,-46.9534,102.7119
1998-03-03,35.0906,-9591574.8915,1072889.4138,11.2879,,2.0963,85.0,30.0,55.0,106.1265,97.5515,101.839,0.7881,-14.2689,-5.7577,103.4315,15.7947,102.4932,25.8422,,0.5339,2.1592,,,,0.0,101.056,-0.0089,0.3279,0.3368,2.0963,1.4132,0.6831,1.8901,25.5388,56.9594,101.75,101.685,28.68,13.4953,1.56,2.3505,5741200.0,20.8559,9.8137,2.0757,1.5513,1.0155,47.1211,105.7675,101.839,64.7691,45.4865,38.1188,45.4865,5.2345,22.0341,,,2.69,102.1898,,57.793,-44.8029,102.7461
1998-03-04,34.0185,-12598574.8915,360160.269,11.5132,,1.7817,80.0,25.0,55.0,106.1535,97.4875,101.8205,-0.6961,-59.8922,-17.4062,102.7085,15.7947,102.1605,26.5166,,1.8278,3.2635,,,,0.0,101.0444,-0.0065,0.0034,0.0098,1.7817,1.6036,0.1781,2.012,26.2734,57.3687,101.75,101.685,26.1579,12.8205,-0.37,2.521,2734200.0,19.0219,9.323,1.7635,-0.3723,0.9963,41.2969,105.666,101.8205,44.1537,23.7227,0.0,23.7227,0.0,1.7448,,,4.31,102.4166,,48.3039,-82.0789,102.4757
1998-03-05,33.9979,-14680904.9886,-626712.1637,11.861,,1.4328,75.0,20.0,55.0,106.0905,97.6135,101.852,-0.6068,-113.9219,-17.6124,102.0721,18.4689,101.8538,27.0857,,3.0276,-1.5004,,,,0.0,101.0297,-0.0563,-0.2557,-0.1994,1.4328,1.7272,-0.2944,2.137,27.0,56.5565,101.75,101.685,26.4688,12.8695,0.63,2.5005,-2627800.0,18.216,8.8569,1.4169,0.6408,1.0064,41.1938,105.5656,101.852,28.2628,15.579,8.6183,15.579,0.0,1.7448,,,2.06,102.5781,,45.7889,-82.7957,102.2014
1998-03-06,33.7161,-19886004.9886,-2629627.0531,12.2286,,1.0039,70.0,15.0,55.0,106.2162,97.3438,101.78,-0.5917,-132.3552,-20.4679,101.3739,19.2126,101.4982,27.5317,,1.5628,-8.7066,,,,0.0,100.9952,-0.1493,-0.5212,-0.3719,1.0039,1.7621,-0.7581,2.2648,27.7112,50.773,101.75,101.685,25.9314,12.416,-1.44,2.4814,-7832900.0,17.573,8.414,0.9923,-1.4464,0.9855,39.766,105.4661,101.78,14.0582,2.8728,0.0,2.8728,0.0,-0.0,,,1.69,102.6583,,38.7338,-92.5926,101.846
1998-03-09,33.0289,-24992179.7785,-4834636.2998,12.9902,,0.531,65.0,100.0,-35.0,106.502,96.87,101.686,-0.4202,-195.3976,-26.9669,100.4101,27.4605,100.986,28.7688,,-1.6401,-10.3609,,,,0.0,100.9236,-0.296,-0.8828,-0.5868,0.531,1.7131,-1.1821,2.3955,28.3953,49.3654,100.81,100.87,29.3426,14.0452,-1.88,2.5302,-14297100.0,16.6993,7.9933,0.5253,-1.9184,0.9808,36.5165,105.3676,101.686,7.4816,3.9928,3.3602,3.9928,0.0,-0.0,,,2.38,102.6493,,34.6843,-97.5,101.3069
1998-03-10,33.5031,-24658811.7785,-5191101.5099,13.7137,,0.1524,60.0,95.0,-35.0,106.5578,96.7642,101.661,0.0867,-159.2456,-19.8535,99.8326,27.4605,100.654,28.9165,,-3.7805,-8.7812,,,,0.0,100.9025,-0.446,-1.046,-0.6,0.1524,1.556,-1.4036,2.5289,29.0864,49.7787,100.81,100.87,28.065,13.343,-0.5,2.4758,-10130000.0,15.9722,7.5937,0.1509,-0.5102,0.9949,40.0733,105.2702,101.661,5.0962,8.4229,21.9086,8.4229,74.4028,24.8009,,,2.07,102.5505,,36.9352,-83.7,100.9082
1998-03-11,34.0597,-23356275.976,-4450566.6578,13.9047,,-0.1047,55.0,90.0,-35.0,106.5849,96.5621,101.5735,0.5144,-101.0351,-12.0932,99.6326,17.533,100.5079,29.9795,,-5.5237,-5.8795,,,,0.0,100.8781,-0.5633,-1.0327,-0.4693,-0.1047,1.2887,-1.3933,2.6652,29.7867,46.6095,100.81,100.87,26.6322,12.6758,-1.75,2.4362,-6726600.0,18.6865,8.894,-0.1037,-1.7349,0.9827,43.9534,105.1737,101.5735,14.9709,32.497,72.2222,32.497,100.0,58.1343,,,2.43,102.3552,,39.7411,-67.5,100.6662
1998-03-12,34.448,-21303447.581,-3089850.9418,13.8786,,-0.326,50.0,85.0,-35.0,106.467,96.436,101.4515,0.4362,-62.306,-7.006,99.6691,13.3831,100.4833,30.9392,,-6.4251,-0.1099,,,,0.0,100.8657,-0.6347,-0.9203,-0.2856,-0.326,0.9821,-1.3081,2.8044,30.4914,45.6356,100.81,100.87,25.2739,12.042,-2.44,2.4095,-3774900.0,19.3075,9.1993,-0.3227,-2.3761,0.9762,46.497,105.0781,101.4515,34.3446,62.1138,92.2105,62.1138,100.0,91.4676,,,2.43,102.0723,,40.078,-56.2,100.5402
1998-03-13,34.2316,-22517723.0527,-2638659.3498,13.7167,,-0.8456,45.0,80.0,-35.0,106.3207,96.2573,101.289,-0.5896,-48.9458,-9.4186,99.5901,10.6416,100.4011,30.918,,-5.3108,3.7918,,,,0.0,100.8326,-0.6822,-0.8721,-0.1899,-0.8456,0.6358,-1.4813,2.9462,31.1826,45.0523,100.81,100.87,24.1431,11.4399,-3.25,2.4099,-6700200.0,19.4989,9.2393,-0.8366,-3.1593,0.9684,45.2907,104.9836,101.289,57.7437,78.6204,71.4286,78.6204,87.9137,95.9712,,,2.12,101.72,,45.0181,-62.5,100.3658
1998-03-16,34.7917,-19483828.7131,-1248872.8314,13.4935,,-1.2647,40.0,75.0,-35.0,106.2402,96.2258,101.233,0.7358,-22.2479,-2.1978,99.8213,9.2513,100.482,30.2313,,-4.955,5.65,,,,0.0,100.8365,-0.6846,-0.6943,-0.0097,-1.2647,0.2623,-1.5271,3.0909,31.8833,45.88,100.81,100.87,23.0572,10.8679,-1.12,2.3572,-3279000.0,19.1523,9.0274,-1.2506,-1.0941,0.9891,48.9011,104.8899,101.233,75.9197,87.025,97.4359,87.025,100.0,95.9712,,,2.12,101.3472,,50.9668,-46.2,100.362
1998-03-17,34.6611,-18894278.9353,-379205.8871,13.1571,,-1.6726,35.0,70.0,-35.0,106.1733,96.1797,101.1765,-0.1956,-15.6282,-3.7564,99.9546,6.7658,100.5189,29.1431,,-3.3046,11.0398,,,,0.0,100.8369,-0.6632,-0.5774,0.0858,-1.6726,-0.1215,-1.5511,3.2383,32.5732,50.8802,100.81,100.87,21.9541,10.3245,-1.13,2.3593,-6864100.0,19.1716,9.016,-1.6521,-1.1078,0.9889,48.1218,104.7972,101.1765,82.6989,82.4514,78.4897,82.4514,84.2492,90.7209,,,2.25,100.9669,,53.8409,-50.0,100.3275
1998-03-18,34.8982,-18380750.3638,174435.6707,12.6961,,-1.8412,30.0,65.0,-35.0,106.0656,96.1684,101.117,0.5371,11.0871,-0.6894,100.1972,3.9374,100.6181,27.8275,,0.5131,11.3733,,,,0.0,100.8439,-0.6154,-0.4242,0.1912,-1.8412,-0.4853,-1.3559,3.3885,33.263,51.0836,100.81,100.87,21.1265,9.8083,-1.19,2.3123,-3269400.0,19.5259,9.0652,-1.8161,-1.1582,0.9884,49.6553,104.7054,101.117,85.1279,85.9072,81.7961,85.9072,100.0,94.7497,,,1.75,100.6088,,57.722,-43.1,100.364
1998-03-19,35.3483,-16226583.6972,1070484.2773,12.0656,,-1.8556,25.0,60.0,-35.0,106.0797,96.1663,101.123,0.7564,47.0985,4.927,100.6458,0.0857,100.8325,26.4555,,3.0122,5.5797,,,,0.0,100.8532,-0.5313,-0.1949,0.3364,-1.8556,-0.803,-1.0526,3.5413,33.9591,49.9058,100.81,100.87,20.4048,9.3179,0.12,2.2445,-684400.0,20.3699,9.3019,-1.829,0.1168,1.0012,52.4635,104.6146,101.123,84.6791,85.6786,96.75,85.6786,100.0,94.7497,,,1.56,100.3205,,60.3206,-30.0,100.531
1998-03-20,35.07,-17520200.2718,928127.5902,11.5278,,-1.5764,20.0,55.0,-35.0,106.0238,96.1662,101.095,-0.5193,41.3067,1.2511,100.8863,1.3091,100.9494,25.3391,,3.2431,1.084,,,,0.0,100.8608,-0.4405,-0.0776,0.363,-1.5764,-1.0372,-0.5392,3.6968,34.6401,49.6669,100.81,100.87,19.5876,8.852,-0.56,2.2379,-4792200.0,20.1072,9.0868,-1.5541,-0.5457,0.9945,50.6256,104.5246,101.095,84.8393,82.932,70.25,82.932,57.6675,85.8892,,,1.81,100.1027,,57.8698,-38.1,100.6202
1998-03-23,34.8329,-20617000.2718,-199829.9264,11.0513,,-1.3162,15.0,50.0,-35.0,105.8837,96.1563,101.02,-0.095,36.9276,-1.8327,100.9686,1.9992,100.9895,24.3557,,2.9895,-0.518,,,,0.0,100.8662,-0.3604,-0.0398,0.3206,-1.3162,-1.2003,-0.1159,3.8549,35.3074,45.7259,100.81,100.87,18.7157,8.4094,-1.5,2.2391,-7889000.0,19.4793,8.7525,-1.2984,-1.4582,0.9854,49.0837,104.4356,101.02,80.0376,71.5022,47.5066,71.5022,22.154,59.9405,,,2.0,99.9735,,48.1167,-45.0,100.6464
1998-03-24,35.5648,-18795087.5329,-63401.2275,10.693,,-0.9113,10.0,45.0,-35.0,106.0135,96.1265,101.07,0.7962,73.4835,7.3378,101.426,3.8856,101.2286,23.3661,,2.5743,-1.9254,,,,0.0,100.8868,-0.2563,0.1601,0.4164,-0.9113,-1.29,0.3786,4.0155,35.9893,49.1578,100.81,100.87,17.7509,7.9889,1.0,2.1955,-5485300.0,19.1862,8.6349,-0.8986,0.9756,1.0098,53.6689,104.3474,101.07,74.9988,70.5621,93.9297,70.5621,100.0,59.9405,,,2.32,99.9603,,56.9416,-23.7,100.8826
1998-03-25,36.4239,-17164379.8406,517035.7994,11.1198,,-0.2419,100.0,40.0,60.0,106.1868,96.0282,101.1075,0.5495,163.5237,16.6153,102.2727,19.2291,101.683,22.3916,,1.6989,-1.0565,,,,0.0,100.9217,-0.1022,0.5144,0.6165,-0.2419,-1.2806,1.0388,4.1789,36.6895,51.2104,101.06,101.28,16.5185,7.5895,0.75,2.187,1259900.0,24.3836,11.2031,-0.2381,0.7126,1.0071,58.3076,95.62,101.1075,72.7399,76.1554,87.0301,76.1554,100.0,74.0513,,,3.19,100.055,,57.658,-6.3771,101.3521
1998-03-26,36.1009,-19809472.4332,-134136.3145,11.5253,,0.2993,95.0,35.0,60.0,106.0918,96.0792,101.0855,-0.5,151.4316,12.1703,102.8292,19.2291,102.0046,21.5009,,2.1521,-0.3234,,,,0.0,100.9449,0.0605,0.7111,0.6506,0.2993,-1.1534,1.4527,4.3449,37.3732,47.0636,101.06,101.28,15.9273,7.21,-0.44,2.1733,-1596800.0,23.511,10.643,0.2944,-0.4171,0.9958,56.0852,95.7307,101.0855,76.7193,83.4402,69.3609,83.4402,75.9054,91.9685,,103.762,1.62,100.2492,,54.2383,-15.0647,101.7285
1998-03-27,35.8638,-20903546.6663,-736445.2248,11.5381,11.2944,0.6745,90.0,30.0,60.0,106.079,96.085,101.082,-0.5399,117.9611,8.9612,103.1797,11.7815,102.2299,20.7431,,1.7234,-1.6814,,,,0.0,100.96,0.2088,0.802,0.5932,0.6745,-0.9379,1.6124,4.5134,38.0431,47.138,101.06,101.28,17.8774,7.9795,-0.07,2.1564,-4427500.0,22.6524,10.1108,0.6631,-0.067,0.9993,54.4806,95.8403,101.082,76.841,70.9273,56.391,70.9273,58.5099,78.1384,,104.1371,1.63,100.5343,-0.0008,53.202,-21.4418,102.0413
1998-03-30,35.4789,-21606044.1347,-1139416.6804,11.1376,11.2128,0.9003,85.0,25.0,60.0,106.2215,96.0735,101.1475,-0.3671,76.9556,3.8832,103.2743,3.5285,102.3271,20.1708,,0.6478,-0.3541,,,,0.0,100.9818,0.322,0.7748,0.4528,0.9003,-0.6521,1.5523,4.6843,38.6952,48.1294,101.06,101.28,19.9909,8.9505,1.31,2.1856,-6341200.0,21.4533,9.6053,0.8848,1.2851,1.0129,51.9416,95.9488,101.1475,68.1757,50.1595,24.7265,50.1595,0.0,44.8051,,104.1382,2.37,100.8814,0.0087,48.0678,-31.793,102.2478
