date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Upper Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,LEAD SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Hist,MACD,MACDEXT,MACD_Hist,MACD,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,0.5152,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,0.5152,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,5.0,,,,,,,,,,0.0,,,,,
1998-01-06,0.5152,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,5.0,,,,,,,,,,0.0,,,,,
1998-01-07,0.5152,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,5.0,,,,,,,,,,0.0,,,,,
1998-01-08,0.5152,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,5.0,,,,,,,,,,0.0,,,,,
1998-01-09,0.5152,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,5.0,,,,,,,,,,0.0,,,,,
1998-01-12,0.6182,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1100.0,,,,,,,5.0,,,,33.3333,100.0,,,,,1.0,,,,,
1998-01-13,0.5088,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1100.0,,,,,,,6.0,,,,33.3333,0.0,,,,,1.062,,,,,
1998-01-14,0.509,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1100.0,,,,,,,6.0,,33.3961,33.3543,33.3961,0.1883,,,,,0.002,,,,,
1998-01-15,0.509,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1100.0,,,,,,,5.9894,,0.1255,22.285,0.1255,0.1883,,,,,0.0,,,,,
1998-01-16,0.6053,6000.0,1909.0909,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4900.0,,,,,,,5.9789,,29.5355,21.019,29.5355,88.2298,,,,,0.935,,,,,
1998-01-20,0.5152,2600.0,1434.7107,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1500.0,,,,,,,5.9685,,31.6783,20.4464,31.6783,6.6169,,,,,0.875,,,,,
1998-01-21,0.5232,2600.0,1110.2179,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9200.0,,,,,,,5.9582,,36.5353,32.583,36.5353,14.7594,,,,,0.078,,,,,
1998-01-22,0.5023,2600.0,876.5419,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8700.0,,,,,,,5.948,,7.1254,25.113,7.1254,0.0,,,,,0.203,,,,,
1998-01-23,0.5028,2600.0,701.2616,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8700.0,,,,,,,5.9265,,5.0865,16.2491,5.0865,0.5,,,,,0.005,,,,,
1998-01-26,0.5028,2600.0,565.8049,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8700.0,,,,,,,5.9055,,0.4805,4.2308,0.4805,0.9416,,,,,0.0,,,,,
1998-01-27,0.5152,2600.0,458.954,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9800.0,,,,,,,5.8849,,21.006,8.8577,21.006,61.5764,,,,,0.12,,,,,
1998-01-28,0.5152,2600.0,373.5192,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9800.0,,,,,,,5.8647,,54.1727,25.2197,54.1727,100.0,,,,,0.0,,,,,
1998-01-29,0.5152,2600.0,304.6123,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9800.0,,,,,,,5.8449,,87.1921,54.1236,87.1921,100.0,,,,,0.0,,,,,
1998-01-30,0.5312,2600.0,248.7311,,,,,,,4.49,5.6662,5.0781,0.0,35.6874,,,,5.0781,,,,,,,,0.0,,,,,,,,,,,5.4375,5.4375,,1.265,,,10300.0,,2.218,,,,,5.8255,5.0781,100.0,80.4549,100.0,100.0,,,,,0.156,5.1154,,,-75.0222,5.065
1998-02-02,0.5023,2400.0,139.6223,,,,100.0,100.0,0.0,4.4779,5.6658,5.0718,-1.0,65.1631,-2.65,,42.1241,5.0588,,,,,,,,0.0,5.1542,,,,,,,,,41.3369,5.4375,5.4375,22.5081,1.2018,-0.125,5.7036,10100.0,55.2723,2.9511,,-2.5,0.975,48.675,4.875,5.0718,66.6667,84.6196,66.6667,0.0,,,,,1.125,5.1057,,,-100.0,5.0457
1998-02-03,0.5409,2400.0,82.294,,,,95.0,95.0,0.0,4.4865,5.6822,5.0843,0.0,57.2082,5.2768,,42.1241,5.077,,,,,,,,0.0,5.155,,,,,,,,,41.3369,5.4375,5.4375,20.9585,1.1417,0.25,5.3885,10200.0,51.4673,2.8035,,5.0,1.05,52.6384,4.875,5.0843,44.4444,70.3704,44.4444,33.3333,,,,,0.375,5.0902,,,-66.6667,5.0626
1998-02-04,0.5409,2400.0,51.3602,,,,90.0,90.0,0.0,4.4961,5.6976,5.0968,0.0,50.6962,5.2768,,42.1241,5.0934,,,,,,,,0.0,5.1559,,,,,,,,,41.3369,5.4375,5.4375,20.9585,1.0846,0.25,5.1191,10200.0,51.4673,2.6634,,5.0,1.05,52.6384,4.875,5.0968,22.2222,44.4444,22.2222,33.3333,,,,,0.0,5.0764,,,-66.6667,5.0784
1998-02-05,0.5409,2400.0,34.0364,,,,85.0,85.0,0.0,4.5068,5.7119,5.1094,0.0,45.2195,5.2768,,42.1241,5.1084,,,,,,,,0.0,5.1567,,,,,,,,,41.3369,5.4375,5.4375,20.9585,1.0304,0.25,4.8631,10200.0,51.4673,2.5302,,5.0,1.05,52.6384,4.8863,5.1094,33.3333,33.3333,33.3333,33.3333,,,,,0.0,5.0652,,,-66.6667,5.093
1998-02-06,0.5924,2400.0,23.8551,,,,80.0,80.0,0.0,4.4857,5.808,5.1468,0.0,177.1367,15.4325,,49.5775,5.1695,,,,,,,,0.0,5.1692,,,,,,,,,44.2954,5.4375,5.4375,18.9317,0.9788,0.75,4.653,11300.0,56.1606,2.9037,,15.0,1.15,57.7163,4.8974,5.1468,48.1481,34.5679,48.1481,77.7778,,,,,0.5,5.063,,,-22.2222,5.154
1998-02-09,0.5924,2400.0,17.5214,,,0.0283,75.0,75.0,0.0,4.4773,5.8914,5.1844,0.0,146.6884,15.4325,,49.5775,5.2248,,,,,,,,0.0,5.1815,,,,,,,,,44.2954,5.4375,5.4375,18.9317,0.9299,0.75,4.4204,11300.0,56.1606,2.7585,0.5499,15.0,1.15,57.7163,4.9084,5.1844,70.3704,50.6173,70.3704,100.0,,,,,0.0,5.0699,,,-22.2222,5.2115
1998-02-10,0.5152,2400.0,13.3375,,,0.0383,70.0,70.0,0.0,4.5313,5.7374,5.1343,0.0,-46.6309,-2.026,,23.2061,5.2034,,,,,,,,0.0,5.1758,,,,,,,,,30.0667,5.375,5.4375,30.1575,1.6334,-1.0,5.5793,2500.0,48.3839,2.6206,0.7444,-16.6667,0.8333,48.987,4.9193,5.1343,59.2593,59.2593,59.2593,0.0,66.6667,0.0,,,0.75,5.0779,,,-88.8889,5.1939
1998-02-11,0.5152,2400.0,10.4134,,,0.0483,65.0,65.0,0.0,4.5378,5.7371,5.1374,0.0,-48.2014,-2.026,,23.2061,5.184,,,,,,,,0.0,5.1748,,,,,,,,,32.2163,5.375,5.4375,30.1575,1.5517,0.062,5.3003,2500.0,48.3839,2.4896,0.9389,1.2556,1.0126,48.987,4.9301,5.1374,33.3333,54.321,33.3333,0.0,33.3333,0.0,,,0.0,5.0949,,,-88.8889,5.1811
1998-02-12,0.5152,2400.0,8.2705,,,0.0483,60.0,60.0,0.0,4.5442,5.7367,5.1404,0.0,-49.7579,-2.026,,23.2061,5.1665,,,,,,,,0.0,5.1739,,,,,,,,,32.2163,5.375,5.4375,30.1575,1.4741,0.06,5.0353,2500.0,48.3839,2.3651,0.9389,1.2146,1.0121,48.987,4.9408,5.1404,-0.0,30.8642,-0.0,0.0,0.0,0.0,,,0.0,5.1114,,40.0288,-88.8889,5.168
1998-02-13,0.5152,2400.0,6.642,,,0.0483,55.0,55.0,0.0,4.5507,5.7362,5.1434,0.0,-51.3516,-2.026,,23.2061,5.1506,,,,,,,,0.0,5.173,,,,,,,,,32.2163,5.375,5.4375,30.1575,1.4004,0.06,4.7835,2500.0,48.3839,2.2468,0.9389,1.2146,1.0121,48.987,4.9514,5.1434,-0.0,11.1111,-0.0,0.0,0.0,0.0,,,0.0,5.1259,,40.0288,-88.8889,5.1546
1998-02-17,0.5152,2400.0,5.372,,,0.0483,50.0,50.0,0.0,4.609,5.5904,5.0997,0.0,-46.6461,-2.026,,23.2061,5.1363,,,,,,,,0.0,5.1644,,,,,,,,,13.0459,5.3125,5.4375,30.1575,1.3304,-0.875,4.5443,2500.0,48.3839,2.1345,0.9389,-14.8936,0.8511,48.987,4.9619,5.0997,-0.0,0.0,-0.0,0.0,33.3333,100.0,,,0.0,5.1396,,39.2977,-88.8889,5.141
1998-02-18,0.5152,-2600.0,-1586.545,,,0.0353,45.0,45.0,0.0,4.609,5.5904,5.0997,0.0,14.703,-2.026,,33.3328,5.1233,,,,,,,,0.0,5.1638,,,,,,,,,32.5539,5.3125,5.4375,26.9431,1.2639,0.0,4.8171,2500.0,53.8856,2.5278,0.6861,0.0,1.0,48.987,4.9723,5.0997,-0.0,0.0,-0.0,0.0,33.3333,0.0,,,0.5,5.1601,,14.5424,-88.8889,5.1315
1998-02-19,0.5409,-2600.0,-2093.5524,,,0.0954,40.0,40.0,0.0,4.6134,5.6032,5.1083,0.0,41.2094,4.5221,,33.3328,5.1354,15.6467,,-0.3527,-0.3924,,,,0.0,5.1647,,,,,,,0.0531,0.9724,47.064,5.3125,5.4375,25.5119,1.2007,0.172,4.5964,2500.0,51.0232,2.4014,1.8653,3.3872,1.0339,52.2611,4.9826,5.1083,16.6667,5.5556,16.6667,50.0,66.6667,100.0,,,0.25,5.1783,,25.6929,-66.6667,5.1458
1998-02-20,0.5152,-2600.0,-2110.6416,,,0.0722,35.0,35.0,0.0,4.6285,5.6006,5.1145,0.0,-52.5161,-2.0924,,24.2551,5.1225,17.2118,,-0.3657,-0.0232,,,,0.0,5.1633,-0.0069,-0.0097,-0.0165,0.0514,0.0208,0.0722,0.0579,1.0127,47.0305,5.3125,5.4375,29.4563,1.3907,0.125,4.835,2000.0,48.3213,2.2813,1.4105,2.5641,1.0256,48.9538,4.9927,5.1145,16.6667,11.1111,16.6667,0.0,33.3333,0.0,,,0.25,5.1927,,28.8273,-88.8889,5.1355
1998-02-23,0.5152,-2600.0,-1925.7561,,,0.049,30.0,30.0,0.0,4.6433,5.5978,5.1205,0.0,-56.4358,-2.0924,,24.2551,5.1108,18.9332,,-0.3167,0.3145,,,,0.0,5.1619,-0.0098,-0.0117,-0.0215,0.0537,-0.0047,0.049,0.0628,1.0526,47.0305,5.3125,5.4375,29.4563,1.3211,0.12,4.5932,2000.0,48.3213,2.1672,0.9577,2.459,1.0246,48.9538,6.0,5.1205,16.6667,16.6667,16.6667,0.0,33.3333,0.0,,,0.0,5.1969,,31.3435,-88.8889,5.1246
1998-02-24,0.4636,-2600.0,-1675.0524,,,0.0034,100.0,25.0,-75.0,4.5614,5.6417,5.1016,0.0,-218.8492,-14.1344,,7.9655,5.0526,19.9647,,-0.1301,0.4582,,,,0.0,5.1496,-0.0208,-0.0442,-0.065,0.0498,-0.0464,0.0034,0.068,1.087,43.4656,5.125,5.25,36.8651,1.7551,-0.38,5.4039,400.0,43.2464,2.0589,0.0674,-7.7869,0.9221,42.9328,5.99,5.1016,-0.0,11.1111,-0.0,0.0,0.0,0.0,,,0.5,5.1818,,22.5373,-100.0,5.0655
1998-02-25,0.4636,-2600.0,-1420.2143,,,-0.0478,100.0,20.0,-80.0,4.4769,5.6762,5.0766,0.0,-188.0507,-14.1344,,7.9655,5.0,20.2908,,-0.0279,0.3578,,,,0.0,5.1324,-0.0363,-0.062,-0.0983,0.0391,-0.087,-0.0478,0.0732,1.1212,39.9908,5.125,5.25,36.8651,1.6673,-0.5,5.1337,400.0,43.2464,1.9559,-0.9479,-10.0,0.9,42.9328,5.9602,5.0766,-0.0,5.5556,-0.0,0.0,0.0,0.0,,,0.0,5.1543,,22.5346,-100.0,5.0082
1998-02-26,0.4636,-2600.0,-1186.852,,,-0.1328,100.0,15.0,-85.0,4.4017,5.7014,5.0516,0.0,-163.1125,-14.1344,,7.9655,4.9524,20.2392,,0.1144,0.0894,,,,0.0,5.1156,-0.0537,-0.0696,-0.1233,0.019,-0.1518,-0.1328,0.0786,1.1549,39.9908,5.125,5.25,36.8651,1.584,-0.5,4.8771,400.0,43.2464,1.8581,-2.6405,-10.0,0.9,42.9328,5.931,5.0516,-0.0,0.0,-0.0,0.0,-0.0,0.0,,,0.0,5.1222,,22.5346,-100.0,4.9533
1998-02-27,0.4636,-2600.0,-983.4899,,,-0.1522,100.0,10.0,-90.0,4.3336,5.7195,5.0266,0.0,-142.5072,-14.1344,4.7158,7.9655,4.9093,20.25,,0.0587,-0.3885,,,,0.0,5.0993,-0.0713,-0.0702,-0.1415,-0.0033,-0.149,-0.1522,0.0842,1.1884,39.9908,5.125,5.25,36.8651,1.5048,-0.5,4.6332,400.0,43.2464,1.7652,-3.0405,-10.0,0.9,42.9328,5.9024,5.0266,-0.0,0.0,-0.0,0.0,-0.0,0.0,,,0.0,5.0855,,21.1881,-100.0,4.9007
1998-03-02,0.5409,-2600.0,-810.8882,27.8292,,-0.1458,95.0,5.0,-90.0,4.3336,5.7289,5.0313,0.0,48.3701,6.9434,4.796,25.8642,4.9417,20.6772,,-0.1372,-0.6105,,,,0.0,5.1002,-0.0759,-0.0184,-0.0943,-0.0248,-0.121,-0.1458,0.0899,1.229,38.5818,5.125,5.25,30.8905,1.4295,0.094,4.487,500.0,52.4443,2.427,-2.9041,1.8231,1.0182,53.4717,5.8743,5.0313,33.3333,11.1111,33.3333,100.0,33.3333,100.0,,,0.75,5.0511,,43.8332,-50.0,4.922
1998-03-03,0.5409,-2600.0,-666.5613,27.7309,,-0.1392,90.0,0.0,-90.0,4.35,5.75,5.05,0.0,48.3701,6.9434,4.8658,25.8642,4.9711,21.6743,,-0.3959,-0.6284,,,,0.0,5.1028,-0.072,0.0157,-0.0563,-0.0442,-0.095,-0.1392,0.0958,1.2692,37.8352,5.125,5.125,30.8905,1.358,0.375,4.2627,500.0,52.4443,2.3056,-2.7647,7.6923,1.0769,53.4717,5.8468,5.05,66.6667,33.3333,66.6667,100.0,66.6667,100.0,,,0.0,5.0205,,52.6005,-40.0,4.9429
1998-03-04,0.5409,-2600.0,-546.922,27.6376,,-0.1326,85.0,20.0,-65.0,4.35,5.75,5.05,0.0,48.3701,6.9434,4.9264,25.8642,4.9977,23.1245,,-0.5914,0.0983,,,,0.0,5.1034,-0.0627,0.0369,-0.0258,-0.0695,-0.0631,-0.1326,0.1019,1.309,37.8352,5.125,5.125,30.8905,1.2901,0.0,4.0496,500.0,52.4443,2.1903,-2.6262,0.0,1.0,53.4717,5.8199,5.05,100.0,66.6667,100.0,100.0,100.0,100.0,,,0.0,4.9909,,52.8164,-40.0,4.9619
1998-03-05,0.5409,-2600.0,-448.2584,27.5489,,-0.1214,80.0,15.0,-65.0,4.35,5.75,5.05,0.0,48.3701,6.9434,4.979,25.8642,5.0217,24.9564,,-0.3814,0.8242,,,,0.0,5.104,-0.0505,0.0489,-0.0017,-0.091,-0.0303,-0.1214,0.1081,1.3484,37.8352,5.125,5.125,30.8905,1.2256,0.0,3.8471,500.0,52.4443,2.0808,-2.3994,0.0,1.0,53.4717,5.7935,5.05,100.0,88.8889,100.0,100.0,100.0,100.0,,,0.0,4.9636,,75.6655,-40.0,4.981
1998-03-06,0.5409,-2600.0,-367.1453,27.4647,,-0.1102,75.0,10.0,-65.0,4.35,5.75,5.05,0.0,48.3701,6.9434,5.0245,25.8642,5.0434,25.7135,,-0.1917,1.532,,,,0.0,5.1047,-0.037,0.0542,0.0173,-0.1087,-0.0014,-0.1102,0.1145,1.3875,37.8352,5.125,5.125,30.8905,1.1644,0.0,3.6547,500.0,52.4443,1.9768,-2.1736,0.0,1.0,53.4717,5.7676,5.05,66.6667,88.8889,66.6667,0.0,66.6667,0.0,,,0.0,4.9386,,75.6655,-40.0,5.0
1998-03-09,0.5409,-2600.0,-300.5858,27.3847,,-0.1198,70.0,5.0,-65.0,4.3945,5.6555,5.025,0.0,61.0329,6.9434,5.0637,25.8642,5.0631,25.6272,,0.4123,1.9036,,,,0.0,5.1096,-0.0232,0.0551,0.0319,-0.1224,0.0026,-0.1198,0.1211,1.4261,32.9239,5.125,5.125,30.8905,1.1061,-0.5,3.472,500.0,52.4443,1.8779,-2.3588,-8.6957,0.913,53.4717,5.7423,5.025,33.3333,66.6667,33.3333,0.0,33.3333,0.0,,,0.0,4.9182,,75.4686,-40.0,5.019
1998-03-10,0.5023,-7500.0,-1805.1219,26.5734,,-0.1194,65.0,0.0,-65.0,4.4435,5.519,4.9813,-1.0,1.4006,-4.991,5.0296,11.1598,5.0452,26.3363,,0.8997,0.6274,,,,0.0,5.0952,-0.0159,0.029,0.0131,-0.1304,0.011,-0.1194,0.1278,1.4606,25.2092,4.875,5.0,37.7524,1.4258,-0.875,3.9367,-4400.0,47.2371,1.784,-2.3561,-15.2174,0.8478,47.5045,5.7174,4.9813,0.0,33.3333,0.0,0.0,0.0,0.0,,,0.375,4.908,,56.7864,-62.5,5.0048
1998-03-11,0.5028,-7500.0,-2256.5119,25.8027,,-0.1296,60.0,25.0,-35.0,4.4358,5.5147,4.9752,0.0,-35.3873,-4.8268,5.0011,11.1598,5.0295,27.7279,,0.7633,-0.5258,,,,0.0,5.0931,-0.013,0.0116,-0.0014,-0.13,0.0004,-0.1296,0.1346,1.4948,43.5255,4.875,5.0,37.6999,1.3545,-0.12,3.7412,-4400.0,47.1714,1.6948,-2.5571,-2.4,0.976,47.5866,5.6931,4.9752,0.4444,11.2593,0.4444,1.3333,0.4586,1.3757,,,0.005,4.9125,,17.48,-62.0,4.9951
1998-03-12,0.5409,-7500.0,-2236.034,25.5737,,-0.0671,55.0,20.0,-35.0,4.4351,5.5404,4.9878,0.0,76.951,6.5558,5.0438,21.2216,5.0505,28.1896,,0.5218,-1.1456,,,,0.0,5.0956,-0.007,0.0239,0.0168,-0.1206,0.0535,-0.0671,0.1416,1.5323,44.488,4.875,5.0,34.0129,1.2868,0.25,3.656,-4200.0,52.3379,1.9801,-1.3238,5.0,1.05,53.2779,5.6692,4.9878,33.7778,11.4074,33.7778,100.0,32.7094,96.7524,,,0.37,4.9285,,50.2329,-25.0,5.0213
1998-03-13,0.5409,-7500.0,-2024.3809,25.3561,,-0.0046,50.0,15.0,-35.0,4.4359,5.5646,5.0002,0.0,69.1158,6.5558,5.0806,21.2216,5.0695,27.8646,,0.1766,-1.185,,,,0.0,5.098,0.0005,0.0303,0.0309,-0.1049,0.1003,-0.0046,0.1487,1.5695,44.488,4.875,5.0,34.0129,1.2225,0.25,3.4732,-4200.0,52.3379,1.8811,-0.0904,5.0,1.05,53.2779,5.6458,5.0002,67.1111,33.7778,67.1111,100.0,64.9602,96.7524,,,0.0,4.9558,,51.5927,-25.0,5.0463
1998-03-16,0.5409,-7500.0,-1753.7609,25.1494,,0.0579,45.0,10.0,-35.0,4.438,5.5875,5.0127,0.0,62.7407,6.5558,5.1123,21.2216,5.0867,27.0543,,-0.009,-0.8777,,,,0.0,5.1003,0.0087,0.0328,0.0415,-0.083,0.1409,0.0579,0.156,1.6063,44.488,4.875,5.0,34.0129,1.1613,0.25,3.2996,-4200.0,52.3379,1.787,1.1429,5.0,1.05,53.2779,5.6229,5.0127,100.0,66.963,100.0,100.0,97.8349,100.0,,,0.0,4.9877,,56.3025,-25.0,5.07
1998-03-17,0.5409,-7500.0,-1483.6199,24.953,,0.1396,40.0,5.0,-35.0,4.4413,5.6092,5.0252,0.0,57.454,6.5558,5.1395,21.2216,5.1022,25.9579,,-0.2753,-0.6796,,,,0.0,5.1027,0.0169,0.0325,0.0494,-0.0527,0.1924,0.1396,0.1634,1.6427,44.488,4.875,5.0,34.0129,1.1033,0.25,3.1346,-4200.0,52.3379,1.6977,2.7662,5.0,1.05,53.2779,5.6005,5.0252,100.0,89.037,100.0,100.0,98.9175,100.0,,,0.0,5.0173,,56.3025,-25.0,5.0926
1998-03-18,0.5409,-7500.0,-1238.2331,24.7664,,0.1589,35.0,0.0,-35.0,4.4459,5.6296,5.0377,0.0,55.5556,6.5558,5.1628,21.2216,5.1163,24.8162,,-0.4387,0.2969,,,,0.0,5.105,0.0245,0.0305,0.055,-0.0216,0.1805,0.1589,0.171,1.6788,4.4025,4.875,4.875,34.0129,1.0481,0.25,2.9779,-4200.0,52.3379,1.6128,3.1592,5.0,1.05,53.2779,5.5785,5.0377,66.6667,88.8889,66.6667,0.0,66.6667,0.0,,,0.0,5.0446,,56.3025,-0.0,5.114
1998-03-19,0.5409,-7500.0,-1025.281,24.5892,,0.1493,30.0,100.0,70.0,4.4459,5.6296,5.0377,0.0,55.5556,6.5558,5.1826,21.2216,5.129,23.8389,,-0.0628,0.8784,,,,0.0,5.1056,0.0314,0.0274,0.0588,0.0073,0.142,0.1493,0.1787,1.7145,4.4025,4.875,4.875,34.0129,0.9957,0.0,2.829,-4200.0,52.3379,1.5322,2.9624,0.0,1.0,53.2779,5.5569,5.0377,33.3333,66.6667,33.3333,0.0,33.3333,0.0,,,0.0,5.0696,,83.8095,-0.0,5.1343
1998-03-20,0.5023,-7500.0,-844.9568,23.6021,,0.1228,25.0,95.0,70.0,4.4355,5.6275,5.0315,0.0,-42.5991,-7.3196,5.1314,4.849,5.1048,22.9442,,0.2102,0.4407,,,,0.0,5.1034,0.0313,-0.0002,0.0311,0.0342,0.0886,0.1228,0.1866,1.7461,4.4102,4.875,4.875,41.8534,1.3209,-0.125,3.2789,-4700.0,46.1192,1.4556,2.4399,-2.5,0.975,46.3402,5.5358,5.0315,0.0,33.3333,0.0,0.0,0.0,0.0,,,0.375,5.0913,,42.6654,-50.0,5.1188
1998-03-23,0.5409,-7500.0,-694.3736,23.2567,,0.1132,20.0,100.0,80.0,4.4408,5.6472,5.044,0.0,51.2821,5.6175,5.1552,16.6929,5.1187,22.0588,,0.2329,0.076,,,,0.0,5.1055,0.0329,0.0062,0.0391,0.0601,0.0532,0.1132,0.1945,1.7812,23.5228,4.875,4.875,37.2006,1.2549,0.25,3.2496,-3000.0,52.109,1.7578,2.2446,5.0,1.05,52.8087,5.515,5.044,33.3333,22.2222,33.3333,100.0,31.0792,93.2376,,,0.375,5.1106,,49.5238,-0.0,5.1396
1998-03-24,0.5183,-7500.0,-569.6465,22.5138,,0.0938,15.0,95.0,80.0,4.5211,5.62,5.0705,0.0,-13.5607,-1.6693,5.1358,8.3983,5.1103,21.2327,,0.1991,-0.2403,,,,0.0,5.1027,0.0318,-0.0044,0.0273,0.0849,0.0089,0.0938,0.2026,1.8137,27.6748,4.875,4.875,41.2178,1.4111,0.531,3.4391,-3100.0,48.7757,1.6699,1.8587,11.8,1.118,49.1653,5.4947,5.0705,47.2,26.8444,47.2,41.6,44.6531,40.7218,,,0.219,5.1291,,40.8786,-29.2,5.1383
1998-03-25,0.5409,-6200.0,-53.1994,22.1268,,0.0841,10.0,100.0,90.0,4.6206,5.5955,5.1081,1.0,23.5547,5.2143,5.1587,14.775,5.1236,20.486,,0.0541,-0.3003,,,,0.0,5.1107,0.0325,0.0028,0.0353,0.1017,-0.0175,0.0841,0.2109,1.848,38.5714,4.875,4.875,38.6175,1.3406,0.75,3.3394,-1800.0,52.0073,1.8054,1.6649,16.6667,1.1667,52.6072,5.4748,5.1081,80.5333,53.6889,80.5333,100.0,74.7639,90.3322,,,0.219,5.1476,,49.5736,-0.0,5.1554
1998-03-26,0.5409,-6200.0,162.9108,21.7592,,0.1058,5.0,100.0,95.0,4.743,5.5481,5.1456,0.0,46.6747,5.2143,5.1783,14.775,5.1357,19.8165,,-0.0002,-0.3394,,,,0.0,5.1182,0.0342,0.007,0.0412,0.1139,-0.0082,0.1058,0.2192,1.882,38.5714,4.875,4.875,38.6175,1.2735,0.75,3.1725,-1800.0,52.0073,1.7151,2.089,16.6667,1.1667,52.6072,5.4553,5.1456,80.5333,69.4222,80.5333,100.0,75.9793,96.8839,,5.2008,0.0,5.1626,,49.5736,-0.0,5.1689
1998-03-27,0.5409,-6200.0,236.5094,21.41,24.6196,0.1366,0.0,100.0,100.0,4.9087,5.4574,5.183,0.0,44.4444,5.2143,5.195,14.775,5.1465,19.2361,,-0.2031,-0.2022,,,,0.0,5.1253,0.0364,0.0089,0.0453,0.1227,0.0139,0.1366,0.2277,1.9157,38.5714,5.0625,5.0625,38.6175,1.2099,0.75,3.0138,-1800.0,52.0073,1.6294,2.6978,16.6667,1.1667,52.6072,5.4362,5.183,100.0,87.0222,100.0,100.0,93.8946,94.4677,,5.2206,0.0,5.1708,0.0474,49.5736,-0.0,5.1789
1998-03-30,0.4765,-8400.0,-454.8829,20.6804,24.2057,0.099,100.0,95.0,-5.0,4.7874,5.5162,5.1518,-1.0,-216.0321,-14.1366,5.0958,6.8169,5.0969,18.7782,,-0.1502,0.2078,,,,0.0,5.103,0.0288,-0.0306,-0.0019,0.1182,-0.0192,0.099,0.2363,1.9428,30.5978,4.9375,4.9375,49.2703,1.7744,-0.625,3.9257,-4000.0,42.9815,1.5479,1.9597,-11.9048,0.881,42.9317,5.4175,5.1518,66.6667,82.4,66.6667,0.0,63.7839,0.0,,5.0741,0.625,5.1665,0.0426,37.8972,-100.0,5.1257
1998-03-31,0.477,-8400.0,-696.3723,19.9872,23.8124,0.0615,95.0,90.0,-5.0,4.6948,5.5468,5.1208,0.0,-206.6505,-13.9601,5.0112,6.8169,5.0524,18.4241,,-0.0225,0.1749,,,,0.0,5.0821,0.0153,-0.0537,-0.0384,0.1073,-0.0458,0.0615,0.245,1.9697,30.5978,4.9375,4.9375,49.1984,1.6857,-0.62,3.7308,-4000.0,42.9188,1.4705,1.2218,-11.8095,0.8819,43.0199,5.3992,5.1208,33.6,66.7556,33.6,0.8,31.7933,0.9121,,4.9553,0.005,5.1566,0.0304,42.4281,-99.2,5.076
