date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Upper Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,0.0377,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,0.0371,-755.5556,,,,,,,,,,,-0.5079,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-47600.0,,,,,,,1.75,,,,,,,,,,0.063,,,,,
1998-01-06,0.0365,-755.5556,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-49600.0,,,,,,,1.813,,,,,,,,,,0.031,,,,,
1998-01-07,0.0358,-22255.5556,,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-71100.0,,,,,,,1.813,,,,,,,,,,0.031,,,,,
1998-01-08,0.0378,-17455.5556,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-66300.0,,,,,,,1.719,,,,,,,,,,0.094,,,,,
1998-01-09,0.0339,-37055.5556,,,,,,,,,,,-0.504,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-85900.0,,,,,,,1.813,,,,,,,,,,0.188,,,,,
1998-01-12,0.0312,-56555.5556,,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-105400.0,,,,,,,1.813,,,,33.3333,0.0,,,,,0.125,,,,,
1998-01-13,0.0312,-56555.5556,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-105400.0,,,,,,,1.8067,,,,0.0,0.0,,,,,0.0,,,,,
1998-01-14,0.0306,-56555.5556,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-109400.0,,,,,,,1.8006,,11.1111,0.0,0.0,0.0,,,,,0.031,,,,,
1998-01-15,0.0339,-56555.5556,-17960.2596,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-105500.0,,,,,,,1.7907,,6.1684,18.5053,18.5053,55.516,,,,,0.156,,,,,
1998-01-16,0.0352,-49555.5556,-13080.2061,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-98500.0,,,,,,,1.781,,23.448,51.8387,51.8387,100.0,,,,,0.188,,,,,
1998-01-20,0.0345,-52755.5556,-10912.8927,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-101700.0,,,,,,,1.7716,,48.1218,74.0214,74.0214,66.548,,,,,0.094,,,,,
1998-01-21,0.0365,-52755.5556,-9034.1834,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-101600.0,,,,,,,1.7626,,71.5698,88.8493,88.8493,100.0,,,,,0.094,,,,,
1998-01-22,0.0326,-60755.5556,-9989.7856,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-109600.0,,,,,,,1.7538,,75.5956,63.916,63.916,25.2,,,,,0.187,,,,,
1998-01-23,0.0326,-66255.5556,-11222.5515,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-109600.0,,,,,,,1.75,,67.6329,50.1333,50.1333,25.2,,,,,0.156,,,,,
1998-01-26,0.0358,-49455.5556,-5361.1783,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-92800.0,,,,,,,1.75,,52.8856,44.6075,44.6075,83.4225,,,,,0.156,,,,,
1998-01-27,0.0345,-49455.5556,-2475.9639,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-99100.0,,,,,,,1.7416,,49.1753,52.785,52.785,49.7326,,,,,0.063,,,,,
1998-01-28,0.0345,-47855.5556,-561.4704,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-99100.0,,,,,,,1.7334,,52.785,60.9626,60.9626,49.7326,,,,,0.062,,,,,
1998-01-29,0.0339,-63055.5556,-4563.5894,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-114300.0,,,,,,,1.7255,,53.3835,46.4029,46.4029,39.7436,,,,,0.063,,,,,
1998-01-30,0.0332,-57438.5343,-3998.7141,,,,,,,1.454,1.8522,1.6531,-0.3298,-67.6488,,,,1.6531,,,,,,,,0.0,,,,,,,,,,,1.641,1.641,,0.809,,,-130800.0,,0.313,,,,,1.7178,1.6531,49.4537,40.9956,40.9956,33.5106,,,,,0.094,1.6311,,,-63.6628,1.6334
1998-02-02,0.0345,-57709.7343,-3490.4002,,,,40.0,20.0,-20.0,1.4598,1.831,1.6454,0.248,6.9178,-10.9687,,32.52,1.6534,,,,,,,,0.0,1.5951,,,,,,,,,35.5812,1.641,1.641,40.2973,0.7685,-0.154,6.0417,-96900.0,20.5196,0.3914,,-8.5083,0.9149,44.5157,1.469,1.6454,44.6599,46.5812,46.5812,66.4894,,,,,0.125,1.6297,,,-45.6395,1.6337
1998-02-03,0.0339,-57709.7343,-2965.1445,,,,35.0,15.0,-20.0,1.4626,1.8126,1.6376,0.0,-18.839,-12.9909,,32.52,1.6507,,,,,,,,0.0,1.5956,,,,,,,,,45.1884,1.641,1.641,39.6194,0.7301,-0.156,5.9445,-97100.0,20.1744,0.3718,,-8.7591,0.9124,43.5045,1.4715,1.6376,45.8589,50.0,50.0,50.0,,,,,0.031,1.6291,,,-54.6512,1.6318
1998-02-04,0.0339,-57709.7343,-2480.7086,,,,30.0,10.0,-20.0,1.4641,1.7986,1.6313,0.0,-12.9512,-12.9909,,32.52,1.6482,,,,,,,,0.0,1.596,,,,,,,,,45.6997,1.641,1.641,39.6194,0.6936,-0.125,5.6472,-97100.0,20.1744,0.3532,,-7.1429,0.9286,43.5045,1.474,1.6313,50.6926,55.4965,55.4965,50.0,,,,,0.0,1.6285,,,-54.6512,1.6306
1998-02-05,0.0358,-49509.7343,552.0796,,,,25.0,5.0,-20.0,1.4641,1.7986,1.6313,0.0,81.2559,-4.9794,,21.0756,1.655,,,,,,,,0.0,1.5965,,,,,,,,,54.2821,1.641,1.641,37.5,0.6589,0.0,5.3449,-88900.0,24.4447,0.4295,,0.0,1.0,47.5103,1.4764,1.6313,57.3877,66.6667,66.6667,100.0,,,,,0.094,1.6294,,,-27.3256,1.6389
1998-02-06,0.0345,-56709.7343,-548.3324,,,,20.0,0.0,-20.0,1.4777,1.7693,1.6235,-0.5079,68.0286,-9.5061,,21.0756,1.6551,,,,,,,,0.0,1.5975,,,,,,,,,50.6688,1.6095,1.6095,36.1362,0.626,-0.157,5.4611,-96100.0,23.5557,0.4081,,-8.6597,0.9134,45.247,1.4789,1.6235,62.8988,66.5333,66.5333,49.6,,,,,0.063,1.6325,,,-33.452,1.6413
1998-02-09,0.0345,-57409.7343,-1171.3799,,,-0.008,15.0,40.0,25.0,1.4786,1.7715,1.625,0.0,66.5738,-9.5061,,21.0756,1.6552,,,,,,,,0.0,1.5979,,,,,,,,,57.111,1.6095,1.6095,34.8038,0.5947,0.031,5.3782,-96100.0,22.6872,0.3877,-0.4822,1.9077,1.0191,45.247,1.4813,1.625,64.6865,60.8596,60.8596,32.9787,,,,,0.063,1.6373,,,-33.452,1.6444
1998-02-10,0.0365,-67651.4455,-4578.5001,,,0.0099,10.0,100.0,90.0,1.4932,1.7819,1.6375,0.3316,176.2327,-1.5111,,3.7351,1.6642,,,,,,,,0.0,1.6035,,,,,,,,,71.3509,1.6095,1.672,30.6665,0.565,0.25,5.4606,-65700.0,28.4581,0.5243,0.6005,16.6667,1.1667,49.2444,1.4836,1.6375,57.1953,44.1929,44.1929,50.0,62.3319,100.0,,,0.219,1.6421,,,-30.7882,1.6563
1998-02-11,0.0371,-70675.4455,-6518.2766,,,0.0151,5.0,100.0,95.0,1.5089,1.7943,1.6516,-0.752,195.3791,0.9981,,3.7351,1.6753,,,,,,,,0.0,1.6108,,,,,,,,,72.7109,1.625,1.672,28.6222,0.5367,0.281,5.4482,-59700.0,26.5611,0.4981,0.9133,18.7333,1.1873,50.499,1.4915,1.6516,50.5793,46.6854,46.6854,57.0776,81.1659,100.0,,,0.125,1.6466,,,-23.1527,1.6699
1998-02-12,0.0378,-70675.4455,-6719.2509,,,0.0257,0.0,95.0,95.0,1.5357,1.8019,1.6688,0.0,186.5199,3.5876,,3.7351,1.6884,,,,,,,,0.0,1.6219,,,,,,,,,74.6624,1.688,1.6875,28.1171,0.5099,0.344,5.1727,-56900.0,26.0924,0.4732,1.5565,23.4173,1.2342,51.7938,1.4991,1.6688,50.1558,59.589,59.589,71.6895,100.0,100.0,,,0.032,1.6514,,44.6163,-16.5333,1.6853
1998-02-13,0.0391,-36175.4455,4786.646,,,0.038,5.0,100.0,95.0,1.5225,1.8401,1.6813,1.0,203.4043,8.4702,,2.7231,1.7062,,,,,,,,0.0,1.6319,,,,,,,,,78.8859,1.719,1.6875,27.1403,0.4844,0.25,4.9169,-22400.0,28.6599,0.5115,2.2889,15.3846,1.1538,54.2351,1.5066,1.6813,60.8434,76.2557,76.2557,100.0,100.0,100.0,,,0.062,1.6574,,46.6767,-0.0,1.7049
1998-02-17,0.0404,-21875.4455,13608.4542,,,0.0593,0.0,100.0,100.0,1.4995,1.8881,1.6938,0.256,187.504,13.1734,,8.7964,1.7283,,,,,,,,0.0,1.6439,,,,,,,,,79.7998,1.7505,1.7345,25.2768,0.4602,0.25,4.8417,-8100.0,30.1526,0.5489,3.5603,14.8104,1.1481,56.5867,1.514,1.6938,75.4693,90.5632,90.5632,100.0,100.0,100.0,,,0.125,1.6662,,50.8441,-0.0,1.7294
1998-02-18,0.0423,20824.5545,29566.6072,,,0.0801,40.0,100.0,60.0,1.47,1.9551,1.7125,1.0,201.3418,19.5936,,16.862,1.7571,,,,,,,,0.0,1.669,,,,,,,,,83.4088,1.797,1.781,23.1854,0.4372,0.375,4.773,34600.0,32.5903,0.6145,4.7651,22.6449,1.2264,59.7968,1.5267,1.7125,88.9396,100.0,100.0,100.0,100.0,100.0,,,0.156,1.679,,60.3181,-0.0,1.7615
1998-02-19,0.043,50203.2779,42754.8448,,,0.0923,35.0,100.0,65.0,1.4416,2.0148,1.7282,0.0,200.6376,21.6908,,21.7937,1.7862,15.6467,,0.0776,0.0819,,,,0.0,1.6902,,,,,,,0.3303,0.0175,88.146,1.813,1.8125,22.0294,0.4153,0.313,4.6919,120900.0,34.3071,0.6468,5.425,17.8857,1.1789,60.8454,1.5469,1.7282,95.6286,96.3227,96.3227,88.968,100.0,100.0,,,0.094,1.696,,64.2039,-5.5062,1.7949
1998-02-20,0.0417,50203.2779,44263.2288,,,0.1044,30.0,95.0,65.0,1.4508,2.0493,1.75,-0.5,140.6642,15.4503,,18.1631,1.8066,17.2118,,0.0921,0.1012,,,,0.0,1.7234,0.0375,0.0878,0.0503,0.0463,0.1044,0.058,0.347,0.0191,83.5873,1.813,1.8125,22.5754,0.4255,0.437,4.8327,97500.0,32.5963,0.6144,6.0627,27.9591,1.2796,57.7252,1.5743,1.75,93.8316,85.172,85.172,66.548,84.2657,52.7972,,,0.094,1.7168,,65.8558,-16.6963,1.8207
1998-02-23,0.0397,41534.4779,38098.1105,,,0.111,25.0,90.0,65.0,1.4736,2.0608,1.7672,-0.256,88.353,6.8448,,7.897,1.8161,18.9332,,0.1014,0.1348,,,,0.0,1.7351,0.0469,0.0845,0.0376,0.0595,0.111,0.0514,0.3626,0.0208,80.5951,1.8285,1.8125,26.0092,0.4983,0.343,5.1454,80300.0,30.4693,0.5837,6.3843,21.945,1.2194,53.4224,1.6002,1.7672,81.4551,62.8707,62.8707,33.0961,50.9324,0.0,,,0.125,1.7384,,65.3264,-33.3925,1.8356
1998-02-24,0.0404,37928.0949,30965.0666,,,0.1172,20.0,85.0,65.0,1.4763,2.08,1.7781,-0.6596,88.3795,9.2683,,7.897,1.8277,20.8267,,0.0806,0.1612,,,,0.0,1.7433,0.0542,0.0834,0.0293,0.0714,0.1172,0.0457,0.3783,0.0226,80.4119,1.8285,1.8125,24.7318,0.4733,0.219,5.0499,91600.0,28.9728,0.5545,6.6953,12.74,1.1274,54.6341,1.6249,1.7781,63.6155,42.8038,42.8038,28.7671,23.0405,16.3241,,,0.094,1.7617,,61.7266,-27.7087,1.8519
1998-02-25,0.0436,132028.0949,55172.9062,,,0.1381,15.0,100.0,85.0,1.4742,2.1259,1.8,1.0,120.1725,19.9544,,15.9849,1.853,22.9095,,0.0225,0.1921,,,,0.0,1.7775,0.0622,0.0941,0.032,0.0851,0.1381,0.053,0.3955,0.0245,85.8071,1.844,1.8125,22.7775,0.4497,0.438,4.8125,185700.0,31.4448,0.6208,7.8189,26.4493,1.2645,59.9772,1.6484,1.8,53.2096,53.9544,53.9544,100.0,34.8761,88.304,,,0.156,1.7887,,65.5864,-0.0,1.8819
1998-02-26,0.0436,132028.0949,60060.3946,,,0.1577,10.0,100.0,90.0,1.4794,2.1645,1.8219,0.0,127.9455,19.9544,,18.4702,1.876,24.5334,,-0.1654,0.197,,,,0.0,1.8084,0.07,0.1015,0.0314,0.0998,0.1577,0.0579,0.4125,0.0264,86.7929,1.844,1.828,22.0486,0.4272,0.438,4.7199,185700.0,32.0386,0.6207,8.8476,26.4493,1.2645,59.9772,1.6707,1.8219,56.2935,72.1224,72.1224,87.6,68.2094,100.0,,,0.062,1.8177,,60.7485,-5.2189,1.9099
1998-02-27,0.0469,236211.8158,89749.1515,,,0.1801,5.0,100.0,95.0,1.4759,2.2305,1.8532,0.5436,144.9576,29.1947,2.0899,31.4209,1.9116,25.1268,,-0.3459,0.1156,,,,0.0,1.8725,0.0797,0.1185,0.0388,0.1156,0.1801,0.0646,0.4309,0.0285,90.3679,1.922,1.922,18.5767,0.4058,0.625,4.9375,350100.0,35.5993,0.7777,9.9984,38.4615,1.3846,64.5973,1.6979,1.8532,72.383,91.0721,91.0721,85.6164,96.1013,100.0,,,0.344,1.8495,,63.0136,-8.0563,1.9507
1998-03-02,0.0462,325474.2158,122137.2111,17.6711,,0.1914,0.0,95.0,95.0,1.4949,2.274,1.8844,0.124,122.8582,26.1486,2.1286,31.4209,1.9409,25.2123,,-0.2799,-0.0154,,,,0.0,1.9228,0.0894,0.128,0.0386,0.1302,0.1914,0.0612,0.4487,0.0306,76.1401,1.9375,1.9535,16.5796,0.3855,0.625,5.3195,231400.0,31.772,0.7388,10.4771,39.2095,1.3921,63.0743,1.741,1.8844,82.1894,83.3735,83.3735,76.9042,94.9045,84.7134,,,0.25,1.8828,,67.8835,-13.0737,1.9855
1998-03-03,0.0443,305174.2158,117824.398,18.3586,,0.1958,0.0,90.0,90.0,1.5197,2.2961,1.9079,-1.0,107.3652,17.3196,2.1442,31.4209,1.9584,26.1073,,0.1269,-0.0742,,,,0.0,1.9405,0.0968,0.1265,0.0297,0.1431,0.1958,0.0527,0.4655,0.0327,72.9224,1.9375,1.969,15.9029,0.3663,0.469,5.4982,211100.0,30.4753,0.7019,10.5918,28.3213,1.2832,58.6598,1.781,1.9079,81.7471,70.7958,70.7958,49.8667,61.5711,0.0,,,0.094,1.9152,,65.7726,-27.3256,2.0085
1998-03-04,0.0423,303534.5333,104827.0394,18.291,,0.1968,5.0,85.0,80.0,1.5593,2.2971,1.9282,-0.5079,51.859,9.2695,2.1396,17.0073,1.9653,27.6285,,0.4138,0.0667,,,,0.0,1.9464,0.1007,0.1164,0.0157,0.1547,0.1968,0.0421,0.4812,0.035,63.7004,1.9375,1.969,20.4478,0.4729,0.406,5.7728,107800.0,28.8283,0.6668,10.5772,24.9846,1.2498,54.6348,1.8183,1.9282,67.478,48.2647,48.2647,18.0233,28.2378,0.0,,,0.125,1.945,,66.0724,-40.9884,2.0202
1998-03-05,0.0417,303534.5333,89980.2072,18.2268,,0.1887,0.0,80.0,80.0,1.6044,2.2895,1.9469,0.0,31.6856,6.7273,2.1293,17.0073,1.9686,29.6613,,0.3157,0.1732,,,,0.0,1.9494,0.1015,0.1046,0.0031,0.1641,0.1887,0.0246,0.4963,0.0373,63.6466,1.953,1.9845,20.1633,0.4493,0.375,5.6466,107100.0,28.4272,0.6334,10.0722,23.0769,1.2308,53.3636,1.8529,1.9469,48.2314,25.6339,25.6339,9.0116,0.0,0.0,,,0.031,1.9706,,66.4614,-47.6408,2.027
1998-03-06,0.0443,343034.5333,88294.6661,18.6155,,0.1785,10.0,75.0,65.0,1.6332,2.3013,1.9672,0.248,68.2066,15.1102,2.1424,26.0,1.9835,32.0932,,0.1492,0.2445,,,,0.0,1.96,0.102,0.1042,0.0022,0.1716,0.1785,0.0069,0.5126,0.0397,65.0862,1.953,1.9845,19.0391,0.4268,0.406,5.3429,146600.0,32.4179,0.7268,9.4367,23.6184,1.2362,57.5551,1.8851,1.9672,33.1923,25.6783,25.6783,50.0,14.3879,43.1638,,,0.125,1.9933,,66.1605,-28.6149,2.044
1998-03-09,0.0456,388934.5333,94182.8842,19.1858,,0.1673,5.0,70.0,65.0,1.679,2.3087,1.9939,1.0,91.1124,18.9737,2.1643,30.0227,2.003,34.5786,,-0.4274,0.265,,,,0.0,1.9809,0.1032,0.1077,0.0046,0.1772,0.1673,-0.0099,0.5294,0.0421,67.4081,1.953,1.9845,17.7319,0.4055,0.532,5.2884,192500.0,32.9472,0.7534,8.7427,32.1256,1.3213,59.4869,1.9151,1.9939,34.772,53.0039,53.0039,100.0,47.7213,100.0,,,0.157,2.016,,69.9633,-19.0259,2.065
1998-03-10,0.0417,377334.5333,84338.7113,19.5496,,0.1517,0.0,65.0,65.0,1.7369,2.2852,2.0111,-1.0,29.5686,4.0926,2.1484,26.462,2.0027,36.9286,,-0.8864,0.0716,,,,0.0,1.9816,0.1014,0.0943,-0.0071,0.1787,0.1517,-0.027,0.5441,0.0446,66.5387,2.0,2.0005,17.633,0.4162,0.344,5.9662,180900.0,30.3231,0.7158,7.8625,20.7729,1.2077,52.0463,1.9429,2.0111,42.8941,50.0,50.0,0.0,47.7213,0.0,,,0.188,2.0371,,56.7874,-50.08,2.0656
1998-03-11,0.0443,416534.5333,85117.1213,19.8953,,0.1519,0.0,60.0,60.0,1.7794,2.2802,2.0298,0.3298,59.0307,11.8126,2.1567,26.462,2.0144,37.5948,,-0.7009,-0.1206,,,,0.0,1.9879,0.0996,0.0926,-0.007,0.178,0.1519,-0.0261,0.5599,0.0472,67.0454,2.0155,2.0315,16.702,0.3954,0.375,5.6286,220100.0,28.722,0.68,7.8005,21.4286,1.2143,55.9063,1.9688,2.0298,52.8334,55.4965,55.4965,66.4894,50.626,51.8781,,,0.125,2.0558,,56.0866,-33.3925,2.0764
1998-03-12,0.0436,409634.5333,75502.1871,20.3319,,0.1469,0.0,55.0,55.0,1.8214,2.2695,2.0455,0.3333,62.0315,9.5114,2.1576,28.6277,2.0219,37.193,,-0.1179,-0.2355,,,,0.0,1.9915,0.0973,0.0878,-0.0095,0.1743,0.1469,-0.0275,0.5752,0.0498,67.6143,2.0315,2.063,16.0387,0.3756,0.313,5.6484,199400.0,28.9051,0.677,7.4725,17.5744,1.1757,54.7557,1.9929,2.0455,48.1087,38.8298,38.8298,50.0,29.4308,36.4142,,,0.093,2.0714,,58.0916,-43.8,2.0826
1998-03-13,0.0462,430331.9692,71290.5175,21.1432,,0.1344,10.0,50.0,40.0,1.8566,2.2749,2.0658,0.6026,139.5852,16.781,2.1805,36.5581,2.0407,36.1314,,0.6085,-0.1383,,,,0.0,2.0017,0.0964,0.093,-0.0034,0.168,0.1344,-0.0336,0.5917,0.0525,70.9487,2.0625,2.063,14.7953,0.3569,0.406,5.4851,300300.0,31.8466,0.7681,6.7615,22.3938,1.2239,58.3905,2.0153,2.0658,53.0449,64.8084,64.8084,77.9359,57.8526,85.2654,,,0.187,2.0839,,62.7395,-18.8,2.0991
1998-03-16,0.0495,472029.4051,76353.9716,22.2461,,0.1326,5.0,100.0,95.0,1.8603,2.3212,2.0908,0.3974,222.0718,24.7253,2.2278,43.2013,2.0725,36.4777,,0.335,0.0996,,,,0.0,2.0226,0.0988,0.1084,0.0096,0.161,0.1326,-0.0284,0.6095,0.0553,72.2334,2.1405,2.1095,13.6789,0.339,0.5,5.2622,369500.0,34.4874,0.8547,6.5866,26.6667,1.2667,62.3627,2.0362,2.0908,59.0239,73.4335,73.4335,92.3645,73.8932,100.0,,,0.187,2.0939,,67.025,-5.2277,2.1285
1998-03-17,0.0514,508267.0051,83014.26,23.5112,,0.1196,0.0,100.0,100.0,1.8449,2.3897,2.1173,0.0,253.1516,29.023,2.2849,47.5489,2.1103,35.9,,-0.0723,0.0171,,,,0.0,2.0491,0.1044,0.1268,0.0224,0.1524,0.1196,-0.0328,0.6281,0.0582,73.9841,2.1875,2.1875,12.9893,0.3221,0.531,5.0619,441400.0,36.5399,0.906,5.8491,27.3994,1.274,64.5115,2.0657,2.1173,75.3796,87.8969,87.8969,93.3902,95.0885,100.0,,,0.125,2.1038,,64.8573,-4.96,2.1646
1998-03-18,0.0475,396167.0051,42523.9906,24.163,,0.1007,15.0,100.0,85.0,1.8515,2.4081,2.1298,-1.0,154.1924,15.179,2.2993,36.5469,2.1266,34.7565,,0.2559,-0.003,,,,0.0,2.054,0.1085,0.1247,0.0163,0.1426,0.1007,-0.0419,0.6446,0.0611,65.4355,2.1875,2.1875,15.5356,0.4,0.25,5.6852,329300.0,33.4316,0.8607,4.8689,12.3092,1.1231,57.5895,2.1048,2.1298,79.959,78.5468,78.5468,49.8856,76.349,29.0471,,,0.219,2.1143,,52.4645,-35.04,2.1801
1998-03-19,0.0475,341567.0051,4721.245,24.7822,,0.0933,10.0,95.0,85.0,1.8567,2.4247,2.1407,-0.752,115.4291,15.179,2.3108,36.5469,2.1413,33.284,,0.3639,0.0752,,,,0.0,2.0582,0.1111,0.1217,0.0106,0.1332,0.0933,-0.0399,0.661,0.0641,59.6457,2.1875,2.1875,14.7802,0.38,0.218,5.675,329300.0,31.806,0.8177,4.4659,10.5671,1.1057,57.5895,2.1404,2.1407,76.023,61.6253,61.6253,41.6,43.0157,0.0,,,0.125,2.1274,,51.817,-35.04,2.1945
1998-03-20,0.0495,341567.0051,-11172.7187,25.6126,,0.0991,5.0,100.0,95.0,1.8657,2.4532,2.1595,0.248,127.0234,19.9383,2.3371,41.3893,2.1635,31.6376,,0.5187,0.1542,,,,0.0,2.069,0.114,0.1255,0.0115,0.1256,0.0991,-0.0265,0.6781,0.0672,65.1862,2.1875,2.1875,13.4077,0.361,0.375,5.7042,459300.0,32.344,0.8708,4.6932,18.75,1.1875,59.9691,2.1728,2.1595,62.4446,47.1619,47.1619,50.0,21.1417,34.378,,,0.25,2.1433,,47.541,-20.0,2.2169
1998-03-23,0.0521,407567.0051,4340.9069,26.4014,,0.1144,0.0,100.0,100.0,1.884,2.4943,2.1892,1.0,147.9086,25.7685,2.3816,41.3893,2.1956,29.9182,,0.4305,0.359,,,,0.0,2.0964,0.1186,0.1369,0.0183,0.1214,0.1144,-0.0071,0.6964,0.0703,67.8961,2.219,2.203,12.7829,0.3429,0.594,5.398,525300.0,30.8369,0.8272,5.3481,31.1647,1.3116,62.8843,2.2022,2.1892,57.5513,63.8667,63.8667,100.0,36.9566,76.4917,,,0.125,2.1609,,53.1222,-0.0,2.2493
1998-03-24,0.0508,403960.6221,9145.2767,27.1508,,0.1188,0.0,100.0,100.0,1.9135,2.5148,2.2142,-0.6596,122.4818,21.1619,2.4078,41.3893,2.2187,28.2739,,-0.1954,0.4296,,,,0.0,2.1129,0.1227,0.1394,0.0167,0.1178,0.1188,0.001,0.7138,0.0736,67.0009,2.25,2.219,12.3282,0.3258,0.5,5.4513,514000.0,29.7399,0.7859,5.4996,25.7998,1.258,60.5809,2.229,2.2142,62.0317,75.0667,75.0667,75.2,55.7893,56.4981,,,0.094,2.1799,,51.1412,-11.032,2.273
1998-03-25,0.0501,377760.6221,1942.9483,27.8627,,0.119,0.0,100.0,100.0,1.9234,2.5361,2.2298,-0.6702,101.84,18.7978,2.4238,41.3893,2.2365,26.8235,,-0.5696,0.233,,,,0.0,2.1212,0.1256,0.1372,0.0116,0.1147,0.119,0.0043,0.7307,0.0768,63.152,2.25,2.2345,11.8832,0.3095,0.312,5.443,487800.0,28.6665,0.7466,5.4618,14.8997,1.149,59.3989,2.2534,2.2298,72.7111,79.2,79.2,62.4,55.7212,34.1737,,,0.094,2.2009,,44.2197,-17.7024,2.2913
1998-03-26,0.0508,366111.686,-4886.5701,28.5391,,0.1398,5.0,100.0,95.0,1.9344,2.5595,2.247,-0.3298,94.0907,20.432,2.4425,41.3893,2.2557,25.3317,,-0.3276,0.0267,,,,0.0,2.131,0.1278,0.1365,0.0087,0.1152,0.1398,0.0246,0.7478,0.0802,63.7157,2.25,2.2345,11.4483,0.294,0.344,5.2957,524300.0,27.6173,0.7092,6.3731,16.4279,1.1643,60.216,2.2756,2.247,75.0667,70.9333,70.9333,75.2,38.0385,23.4438,,2.4588,0.094,2.2248,,40.084,-11.6761,2.3111
1998-03-27,0.0514,359611.686,-9304.4122,29.2739,23.4725,0.1529,0.0,100.0,100.0,1.9307,2.5851,2.2579,-0.6667,95.7428,22.0321,2.4634,43.2357,2.276,23.8873,,0.0343,0.0257,,,,0.0,2.1378,0.1296,0.1368,0.0072,0.1175,0.1529,0.0354,0.765,0.0836,59.2083,2.25,2.2655,11.0279,0.2793,0.219,5.1561,543800.0,27.8272,0.7048,6.9188,9.7333,1.0973,61.016,2.2958,2.2579,72.0285,65.9521,65.9521,60.2564,34.6719,46.3982,,2.4787,0.093,2.2509,0.9546,43.0572,-11.6761,2.3322
1998-03-30,0.0514,368611.686,-7402.2192,29.972,24.1653,0.1661,30.0,95.0,65.0,1.9312,2.6096,2.2704,0.0,78.5708,22.0321,2.4806,43.2357,2.2944,22.7459,,0.0999,0.1137,,,,0.0,2.1456,0.1308,0.1355,0.0047,0.1227,0.1661,0.0434,0.782,0.0871,65.3383,2.25,2.2655,10.8876,0.2653,0.25,4.9611,543800.0,27.4732,0.6695,7.456,11.2663,1.1127,61.016,2.3193,2.2704,66.2792,61.9521,61.9521,50.4,56.614,100.0,,2.4933,0.031,2.2782,0.9529,49.3775,-11.6761,2.3524
1998-03-31,0.0527,386515.9413,-254.3118,30.9068,24.5989,0.168,25.0,100.0,75.0,1.9403,2.6411,2.2907,0.3298,95.3018,25.3584,2.5058,48.6685,2.3169,21.883,,-0.0524,0.1412,,,,0.0,2.1629,0.1322,0.1379,0.0057,0.1301,0.168,0.0379,0.7995,0.0907,68.6266,2.2655,2.2815,10.4628,0.2521,0.406,4.7833,599900.0,30.3029,0.7301,7.4635,19.1059,1.1911,62.6792,2.3405,2.2907,63.7763,63.4247,63.4247,79.6178,82.1327,100.0,,2.5197,0.094,2.3046,0.9519,49.7272,-5.6838,2.3772
