date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Lower Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD,MACDEXT,MACD,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2003-06-24,0.0,0.0,0.0,5.608,25.1896,56.7179,100.0,55.0,65.0,8314.9579,-2772.6709,2771.1435,0.0,-66.6667,-5.6749,2353.4152,5.6749,2598.1005,10.4732,82.7396,491.4563,-2835.8541,0.7908,0.992,2575.0966,1.0,5584.0315,-51.6273,-141.7434,-193.3707,344.6183,56.7179,-287.9005,2796.6364,3107.7596,0.0,2823.385,2823.385,41.7881,27047.6379,0.0,0.7478,0.0,58.2119,483.3001,2.0732,3.4234,1.0342,47.1625,5631.4102,2771.1435,55.2307,66.1794,0.0,66.1794,1.3145,66.5921,2667.3567,2261.3091,5549.0898,3040.4249,-0.5333,47.1341,-100.0,2604.2488
2003-06-25,0.0,0.0,0.0,5.6114,24.9476,-203.423,100.0,50.0,65.0,8035.9418,-3031.4278,2502.257,0.0,-60.6061,-5.6749,1905.4078,5.6749,2350.6624,10.4808,115.2115,2139.105,-1403.8884,0.3385,0.9047,2183.3582,1.0,5582.2334,-187.6837,-188.6643,-376.3481,263.5569,-203.423,-466.9799,2768.67,3106.0642,0.0,2823.385,2823.385,43.7728,25695.256,-5377.73,0.7392,0.0,56.2272,459.1351,-8.0216,2.7078,1.0271,47.1625,5575.0961,2502.257,55.0683,32.8461,0.0,32.8461,1.3145,33.6969,2632.5462,1640.6063,0.0,2892.9896,-0.6341,25.01,-100.0,2340.3303
2003-06-26,0.0,0.0,0.0,5.6145,24.9551,-667.1205,100.0,45.0,65.0,7706.193,-3238.302,2233.9455,0.0,-55.5556,-5.6749,1521.389,5.6749,2126.7898,10.5299,130.0045,2373.8738,-855.0729,0.0871,0.766,1841.9428,1.0,5581.1656,-261.4026,-254.015,-515.4175,152.8539,-667.1205,-819.9745,2740.9833,3104.2388,0.0,2823.385,2823.385,42.0132,24410.4932,-5366.23,0.7274,0.0,57.9868,468.6681,-26.3066,3.5334,1.0353,47.1625,5519.3451,2233.9455,33.0085,-0.0,0.0,-0.0,0.0,0.8763,2581.9535,1136.9125,0.0,2743.1086,-0.7813,31.2716,-100.0,2102.0201
2003-06-27,5509.6099,0.0,0.0,5.6394,24.8668,-689.5655,95.0,40.0,60.0,8058.2842,-3039.4322,2509.426,0.0,72.4585,6.1113,2192.7097,6.1113,2448.9631,10.5832,175.7383,3207.4346,1376.7455,-0.6526,0.0743,1827.952,1.0,5580.1435,60.0213,-239.0097,-178.9884,67.2311,-689.5655,-756.7967,2768.6696,3102.5609,0.0,2823.385,2823.385,45.3063,23189.9686,5509.6099,0.7388,0.0,54.6937,445.2347,-27.0741,1.3659,1.0137,53.0557,0.0,2509.426,21.9807,33.0962,99.2885,33.0962,100.0,33.7715,2534.2466,2160.7453,5509.6099,2641.2023,-0.7995,31.315,-2.429,2413.9882
2003-06-30,5505.1699,0.0,0.0,5.6625,24.7903,-442.5387,90.0,35.0,55.0,8354.4431,-2785.0741,2784.6845,0.0,65.1297,6.1013,2771.5287,6.1013,2740.0304,10.6721,209.4543,-762.6199,3070.1006,-0.9634,-0.4917,1887.8411,1.0,5579.515,260.2328,-173.9515,86.2813,-13.3495,-442.5387,-429.1892,2796.0346,3101.0283,0.0,2823.385,2823.385,45.6185,22034.9101,5505.1699,0.7064,0.0,54.3815,422.973,-16.0416,0.6426,1.0064,53.0507,0.0,2784.6845,33.1663,66.4026,99.9194,66.4026,99.9148,66.6383,2501.688,3002.9553,4.4399,2538.4465,-0.7184,32.9676,-2.5076,2699.2971
2003-07-01,0.0,0.0,0.0,5.6573,24.925,-705.6876,100.0,30.0,50.0,8354.4431,-2785.0741,2784.6845,0.0,-66.6667,-5.5594,2271.4712,5.5594,2479.0752,10.8723,232.8087,-3378.2095,411.6385,-0.9907,-0.7966,1970.2137,1.0,5578.999,22.3384,-168.3668,-146.0284,-123.1689,-705.6876,-582.5186,2768.0742,3099.3635,0.0,2823.385,2823.385,44.3397,26438.3345,0.0,0.6878,0.0,55.6603,423.1344,-27.6167,0.8189,1.0082,47.2203,5509.6099,2784.6845,55.3005,66.4026,0.0,66.4026,0.9802,66.965,2470.9647,2264.5266,5505.1699,2435.6908,-0.7262,34.7221,-100.0,2434.0891
2003-07-02,5590.5498,0.0,0.0,5.6513,25.2805,-454.8296,95.0,25.0,-45.0,8607.9789,-2479.5549,3064.212,0.0,61.0715,5.538,2855.6829,5.538,2775.4061,11.0835,198.8138,-1359.9907,-1441.5287,-0.8974,-0.3225,2221.8949,1.0,5579.0912,230.3706,-110.7742,119.5964,-205.1153,-454.8296,-249.7143,2796.299,3097.8482,0.0,2823.385,2823.385,40.7266,25116.4178,5590.5498,0.7032,0.0,59.2734,466.0475,-16.418,0.578,1.0058,52.769,0.0,3064.212,66.4817,66.6398,100.0,66.6398,95.1355,65.3435,2454.3933,3109.8631,5590.5498,2383.7583,-0.634,56.5075,-0.9956,2701.3143
2003-07-03,0.0,0.0,0.0,5.6177,25.4847,-247.9938,100.0,20.0,-45.0,8355.2039,-2785.3299,2784.937,0.0,-66.6667,-4.9774,2344.5624,4.9774,2511.0817,11.1955,180.7725,1036.6775,-1524.1391,-0.7166,-0.0135,2373.515,1.0,5578.9412,-7.0811,-112.5445,-119.6256,-314.7185,-247.9938,66.7247,2768.336,3096.2006,0.0,2823.385,2823.385,43.1682,29451.1467,-5585.5,0.7008,0.0,56.8318,442.7451,-9.6741,-0.4841,0.9952,47.5113,5590.5498,2784.937,55.4586,33.3333,0.0,33.3333,4.9865,33.7007,2438.376,2351.2434,5590.5498,2331.8257,-0.6355,51.5861,-100.0,2409.4846
2003-07-07,5639.1602,0.0,0.0,5.5901,25.6061,211.4389,95.0,15.0,-45.0,8363.6929,-2788.2109,2787.741,0.0,68.1895,5.0659,2927.8733,5.0659,2808.9939,11.3254,153.3616,3471.1369,264.1546,-0.315,0.4484,2680.2217,1.0,5579.5882,205.364,-61.2035,144.1605,-349.2224,211.4389,560.6613,2797.0442,3094.7048,0.0,2823.385,2823.385,38.9239,27978.5893,56.0801,0.7278,0.0,61.0761,501.308,8.2145,1.0045,1.01,52.5329,0.0,2787.741,55.5466,66.6667,100.0,66.6667,91.1204,63.7475,2435.2445,3192.1357,5639.1602,2330.7409,-0.5368,61.3719,-0.1348,2681.3154
2003-07-08,5642.4399,0.0,0.0,5.5641,25.8207,464.6253,90.0,10.0,-45.0,8382.0443,-2794.3263,2793.859,0.0,67.9724,5.0714,3430.5553,5.0714,3078.8459,11.4866,163.0416,387.7182,2784.7722,-0.4701,0.2917,2885.2412,1.0,5581.1227,328.5222,20.9271,349.4493,-303.8994,464.6253,768.5247,2825.4982,3093.3588,0.0,2823.385,2823.385,38.7609,26579.6599,122.3599,0.6939,0.0,61.2391,479.5224,16.6473,2.2166,1.0222,52.5357,0.0,2793.859,55.5556,66.6667,100.0,66.6667,95.7958,63.9675,2452.4881,3880.3055,3.2798,2330.0653,-0.364,59.2192,-0.0767,2953.1915
2003-07-09,5617.1699,0.0,0.0,5.537,26.0761,247.3936,85.0,5.0,-45.0,8389.9646,-2796.9667,2796.499,0.0,67.2429,5.0216,3857.5261,5.0216,3320.5911,11.6379,162.6566,-1783.4981,519.891,-0.4642,0.2981,3073.99,1.0,5581.5206,386.6903,117.5996,504.2899,-253.8087,247.3936,501.2023,2853.4149,3092.1591,0.0,2823.385,2823.385,40.7728,25275.9469,52.7998,0.6846,0.0,59.2272,455.5463,8.2272,0.9489,1.0095,52.5108,112.8488,2796.499,77.728,99.8507,99.5521,99.8507,95.0887,94.0016,2493.8684,4432.0281,25.27,2380.1912,-0.14,62.3889,-0.5242,3222.0783
2003-07-10,0.0,0.0,0.0,5.5341,26.0587,-215.0305,100.0,0.0,-45.0,8073.5912,-3045.2703,2514.1605,0.0,-60.6061,-5.4789,3204.0146,5.4789,3004.3443,11.6823,196.8952,-289.7007,405.5551,-0.8821,-0.2906,3004.9242,1.0,5580.7606,43.3312,128.4324,171.7636,-203.5764,-215.0305,-11.4541,2824.8807,3090.8227,0.0,2821.22,2821.22,46.1109,29629.3195,-5646.77,0.7242,0.0,53.8891,432.769,-7.1509,-1.806,0.9819,47.2605,5642.4399,2514.1605,77.6783,66.5174,0.0,66.5174,0.0,63.6281,2539.3846,3418.6579,5617.1699,2480.9023,-0.0559,52.1166,-100.0,2955.745
2003-07-11,5588.79,0.0,0.0,5.4834,25.9402,35.7485,95.0,85.0,-45.0,8381.2107,-2794.0107,2793.6,0.0,66.7046,4.5193,3653.8321,4.5193,3250.482,11.5295,217.5534,-734.0199,-115.1173,-0.9916,-0.6095,3095.5491,1.0,5580.8583,181.3415,173.7678,355.1092,-122.986,35.7485,158.7345,2852.5198,3089.6312,0.0,2821.22,2821.22,43.5965,28147.8535,5588.79,0.7219,0.0,56.4035,455.1305,1.1095,-1.0949,0.9891,52.2597,5617.1699,2793.6,77.5228,66.2004,99.0492,66.2004,94.7666,63.2851,2596.5986,4032.3149,5588.79,2683.7549,0.0928,55.1555,-0.9508,3248.5669
2003-07-14,0.0,0.0,0.0,5.4574,26.1382,250.5754,100.0,80.0,-45.0,8072.0121,-3044.6732,2513.6695,0.0,-60.6061,-4.9633,3025.7612,4.9633,2940.9123,11.4032,235.5173,1477.082,-256.8881,-0.9832,-0.8243,3282.7268,1.0,5581.1767,-99.9103,148.7902,48.8799,-45.9733,250.5754,296.5487,2823.9946,3088.303,0.0,2821.22,2821.22,41.6146,32329.2509,-5598.6099,0.7138,0.0,58.3854,468.8838,8.3326,0.4767,1.0048,47.5184,5588.79,2513.6695,55.2447,33.0164,0.0,33.0164,4.8878,33.2181,2648.6853,3080.0303,5588.79,2836.5201,0.1141,56.4762,-100.0,2982.5097
2003-07-15,5583.8501,0.0,0.0,5.3935,26.1897,715.8667,95.0,75.0,-45.0,8378.9943,-2793.2703,2792.862,0.0,66.6219,4.1795,3497.1248,4.1795,3192.6206,11.505,253.5172,1137.0589,1974.956,-0.8787,-0.9589,3486.1434,1.0,5581.2567,84.0358,169.7992,253.8349,111.9772,715.8667,603.8895,2851.5932,3087.1195,0.0,2821.22,2821.22,44.6232,30712.7883,5583.8501,0.7203,0.0,55.3768,445.4396,23.8051,-2.2848,0.9772,52.0898,5588.79,2792.862,55.1229,66.152,99.4068,66.152,91.9813,63.8786,2705.7153,3744.9612,5583.8501,2990.8096,0.2111,53.4293,-1.0384,3274.9079
2003-07-16,5552.5098,0.0,0.0,5.3301,26.0574,718.1943,90.0,70.0,-45.0,8625.637,-2484.662,3070.4875,0.0,59.8776,4.126,3896.2222,4.126,3417.372,11.5386,261.6575,-2464.3626,1395.0935,-0.8022,-0.9894,3644.127,1.0,5580.0862,191.3762,217.6432,409.0194,242.3132,718.1943,475.8812,2878.6024,3086.0769,0.0,2821.22,2821.22,46.8048,29208.4892,5552.5098,0.7163,0.0,53.1952,423.1676,23.8726,-2.9765,0.9702,52.063,5583.8501,3070.4875,55.1403,66.2526,99.3508,66.2526,96.0659,64.3117,2773.7664,4278.1968,31.3403,3145.5295,0.3601,40.8292,-1.5938,3537.7315
2003-07-17,5484.1899,0.0,0.0,5.2637,25.5149,719.5299,85.0,65.0,-100.0,8807.1631,-2117.7691,3344.697,0.0,53.3056,4.0032,4225.5504,4.0032,3614.2118,11.4839,22.5709,-1906.7497,-899.3151,0.9244,0.3838,3843.399,1.0,5574.9346,242.2786,278.2129,520.4915,349.8158,719.5299,369.7141,2904.6582,3085.1698,0.0,2821.22,2821.22,51.2151,27816.3846,5484.1899,0.7513,0.0,48.7849,402.0092,23.9416,-3.8883,0.9611,52.0016,5583.8501,3344.697,77.1222,98.962,98.1284,98.962,94.5575,94.2016,2855.8128,4691.0169,68.3198,3299.2825,0.5404,33.451,-2.8046,3767.6079
2003-07-18,5555.2598,0.0,0.0,5.2069,25.0998,1185.9878,80.0,60.0,-35.0,8939.3994,-1694.4795,3622.46,0.0,50.8152,4.127,4519.4452,4.127,3799.0735,11.4988,102.5399,-19.3634,-911.2915,0.5367,0.9761,3960.8104,1.0,5574.6539,263.4818,344.0833,607.5651,458.099,1185.9878,727.8888,2931.1643,3084.3998,0.0,2821.22,2821.22,46.9526,26425.5654,5555.2598,0.7686,0.0,53.0474,452.9786,39.5087,-1.2825,0.9872,52.0635,0.0,3622.46,88.0679,98.9891,99.488,98.9891,99.4249,96.6828,2953.1198,5039.2306,71.0698,3452.7147,0.739,46.459,-1.5451,3978.1377
2003-07-21,5483.6099,0.0,0.0,5.1458,24.313,966.1681,75.0,55.0,-45.0,8921.2198,-1691.0799,3615.0699,0.0,49.2262,3.9847,4756.4232,3.9847,3959.5055,11.5518,136.4528,369.7545,-939.3574,-0.0254,0.689,4075.0244,1.0,5572.08,255.2498,407.8958,663.1456,513.826,966.1681,452.3421,2956.6887,3083.7612,0.0,2821.22,2821.22,51.2577,25175.937,-147.8003,0.805,0.0,48.7423,430.3297,30.073,-2.6246,0.9738,51.9924,55.5526,3615.0699,87.9411,65.8721,0.0,65.8721,0.0,64.6608,3065.1792,5295.9611,71.6499,3604.7328,0.9413,44.2655,-2.8149,4155.3901
2003-07-22,0.0,0.0,0.0,5.2048,23.5714,1181.4992,100.0,50.0,-45.0,8788.5751,-2113.3442,3337.6155,0.0,-83.3333,-6.326,3962.2487,6.326,3582.4098,11.5647,156.3212,2718.2879,-477.75,-0.3636,0.4016,4143.6532,1.0,5571.7875,-116.9603,378.6557,261.6954,617.6155,1181.4992,563.8837,2927.1218,3082.978,0.0,2821.22,2821.22,48.7303,29400.75,-5549.0898,0.7981,0.0,51.2697,452.3132,39.4173,-0.3961,0.996,46.837,5555.2598,3337.6155,66.008,33.1627,0.0,33.1627,0.0,33.1416,3169.9244,4073.0449,5483.6099,3705.3855,0.9748,44.4464,-100.0,3811.0977
2003-07-23,5538.6201,0.0,0.0,5.1353,22.8007,960.097,95.0,45.0,-45.0,8919.935,-1690.8421,3614.5465,0.0,50.6966,3.8141,4280.9416,3.8141,3768.7155,11.5405,180.7864,1825.6752,2070.5844,-0.7167,-0.0137,4163.7028,1.0,5571.6076,5.8866,380.1273,386.0139,748.1852,960.097,211.9118,2953.2368,3082.3293,0.0,2821.22,2821.22,48.0702,27930.7125,5538.6201,0.767,0.0,51.9298,441.2078,29.9055,-0.2264,0.9977,51.907,0.0,3614.5465,44.0894,33.2335,99.7005,33.2335,97.0068,32.3356,3273.7446,4500.9648,5538.6201,3804.4755,1.0485,40.8465,-1.84,4020.7172
2003-07-24,0.0,0.0,0.0,5.1613,22.1341,489.8937,100.0,40.0,-45.0,8919.935,-1690.8421,3614.5465,0.0,-95.2381,-5.6567,3548.491,5.6567,3409.7902,11.5377,237.4463,-1001.2424,1531.4702,-0.9765,-0.8429,3984.9688,1.0,5571.4079,-274.3514,311.5395,37.1881,798.6458,489.8937,-308.7521,2923.7044,3081.5362,0.0,2821.22,2821.22,48.5173,32072.797,0.0,0.7359,0.0,51.4827,419.1474,15.2594,0.1495,1.0015,47.1716,5538.6201,3614.5465,33.2099,33.2335,0.0,33.2335,6.4022,34.4697,3359.7043,3409.608,5538.6201,3852.5003,0.9857,44.0476,-100.0,3676.4747
2003-07-25,5611.02,0.0,0.0,5.0888,21.5621,273.5728,95.0,35.0,-45.0,8995.7351,-1205.5401,3895.0975,0.0,48.9482,3.7108,3934.5974,3.7108,3619.4312,11.5123,275.7963,-976.5844,1027.3506,-0.6321,-0.9949,3842.0271,1.0,5571.831,-80.3752,291.4457,211.0706,801.2011,273.5728,-527.6283,2950.5776,3080.8814,0.0,2821.22,2821.22,43.9998,30469.1572,5611.02,0.76,0.0,56.0002,477.6002,7.9846,0.9932,1.0099,51.8554,0.0,3895.0975,44.3446,66.5668,100.0,66.5668,97.3436,66.9175,3438.4183,3968.6007,5611.02,3900.7272,0.9887,53.4138,-0.5568,3866.615
2003-07-28,0.0,0.0,0.0,5.0915,20.9879,273.5728,100.0,30.0,-45.0,8932.4291,-1693.1952,3619.617,0.0,-95.2381,-5.142,3247.9954,5.142,3274.7234,11.2456,-41.9493,-2988.7327,505.7251,0.0532,-0.6685,3678.3051,1.0,5572.4771,-315.3205,212.6156,-102.7049,752.0573,273.5728,-478.4845,2921.0718,3080.0823,0.0,2821.22,2821.22,44.303,34556.7193,-5509.6099,0.7265,0.0,55.697,453.7202,7.9846,1.7606,1.0176,47.429,5611.02,3619.617,44.3779,33.3333,0.0,33.3333,11.6765,38.4741,3495.8451,2969.4274,5611.02,3898.147,0.8769,60.5271,-100.0,3495.6534
2003-07-29,5570.5898,0.0,0.0,5.0104,20.3826,274.3953,95.0,25.0,-45.0,8940.4181,-1694.6422,3622.888,0.0,51.201,3.4691,3667.0247,3.4691,3493.3774,10.8396,-1.6994,-1879.7807,-2107.6065,0.6858,-0.0297,3782.2318,1.0,5572.4538,-92.4864,189.494,97.0076,702.7463,274.3953,-428.351,2947.567,3079.4198,0.0,2821.22,2821.22,46.78,32828.8834,65.4199,0.727,0.0,53.22,431.0342,8.0141,1.1883,1.0119,51.7346,5611.02,3622.888,55.4422,66.4265,99.2795,66.4265,96.3574,68.4592,3544.605,3596.2788,5570.5898,3945.5335,0.8436,49.7906,-1.2734,3681.4603
2003-07-30,5557.5298,0.0,0.0,4.9322,19.9437,737.1982,90.0,20.0,-45.0,9008.6769,-1207.148,3900.7645,0.0,47.192,3.4482,4024.9363,3.4482,3689.9633,10.6436,39.9514,473.3916,-1552.2824,0.9961,0.6421,3898.8038,1.0,5572.3412,49.469,201.8612,251.3302,704.7094,737.1982,32.4888,2973.6666,3078.891,0.0,2821.22,2821.22,47.6683,31200.4992,5557.5298,0.704,0.0,52.3317,409.4824,21.5289,0.5618,1.0056,51.7241,5570.5898,3900.7645,55.2895,66.1087,99.0467,66.1087,97.1966,68.4102,3593.2061,4106.8894,13.0601,3992.2504,0.866,60.6886,-1.5048,3865.7119
2003-07-31,0.0,0.0,0.0,4.9426,19.4093,271.8773,100.0,15.0,-45.0,8936.3423,-1693.8684,3621.237,0.0,-95.2381,-5.1383,3323.653,5.1383,3338.5382,10.6354,61.5031,578.4314,-1327.9623,0.9588,0.8788,3780.2875,1.0,5572.2353,-220.6583,146.6967,-73.9617,603.1416,271.8773,-331.2643,2943.93,3078.2162,0.0,2821.22,2821.22,47.5749,35198.0041,-5590.5498,0.6699,0.0,52.4251,390.4688,7.9398,-0.5645,0.9944,47.4308,5570.5898,3621.237,66.2146,66.1087,0.0,66.1087,0.0411,64.5317,3626.1574,3081.2627,5557.5298,3938.6337,0.772,54.6439,-100.0,3494.2105
2003-08-01,5505.73,0.0,0.0,4.8573,19.0549,56.2202,95.0,10.0,-45.0,8998.9548,-1205.9079,3896.5235,0.0,45.8872,3.2372,3718.212,3.2372,3544.9375,10.5428,89.0985,1667.8959,-678.6359,0.7181,0.9999,3679.8018,1.0,5571.5101,-28.3762,139.6026,111.2264,502.0363,56.2202,-445.8161,2969.548,3077.6728,0.0,2821.22,2821.22,51.2448,33438.1039,5505.73,0.6909,0.0,48.7552,370.9453,1.5462,-0.9486,0.9905,51.6186,5557.5298,3896.5235,66.0594,65.9608,98.8357,65.9608,97.3069,64.8482,3654.6728,3669.1463,5505.73,3885.5336,0.7487,41.6681,-2.4229,3673.686
2003-08-04,5515.6802,0.0,0.0,4.777,18.6916,-153.2972,90.0,5.0,-45.0,8984.6238,-1203.9248,3890.3495,0.0,46.4206,3.2519,4059.214,3.2519,3732.6272,10.4538,153.7519,569.5264,163.2062,-0.3215,0.4423,3499.4399,1.0,5569.9513,92.9923,162.8507,255.843,353.7256,-153.2972,-507.0227,2995.0093,3077.2595,0.0,2821.22,2821.22,50.5489,31766.1987,-123.48,0.6642,0.0,49.4511,362.3483,-3.9837,-2.1897,0.9781,51.6259,0.0,3890.3495,66.0065,65.95,99.0143,65.95,97.4761,64.9414,3686.2716,4153.5323,9.9502,3782.2227,0.7763,45.511,-2.2465,3827.8914
2003-08-05,5451.02,0.0,0.0,4.6954,18.4559,-159.7304,85.0,0.0,-100.0,8962.5536,-1200.9967,3880.7785,0.0,44.9578,3.145,4339.8371,3.145,3896.2837,10.3927,167.6306,1485.522,-138.0138,-0.5392,0.2142,3607.5785,1.0,5564.6505,158.5778,202.4952,361.073,229.3003,-159.7304,-389.0307,3019.5694,3076.9711,0.0,2808.585,2808.585,54.7519,30242.5489,-191.4199,0.6978,0.0,45.2481,344.2309,-4.1533,-3.3925,0.9661,51.5725,55.1568,3880.7785,76.8518,98.6445,98.0835,98.6445,96.4684,97.0838,3725.3771,4530.9996,64.6602,3729.8806,0.8371,21.8041,-2.9579,3976.5267
2003-08-06,0.0,0.0,0.0,4.7374,17.9282,-404.9606,100.0,0.0,-80.0,8883.6677,-1683.8277,3599.92,0.0,-95.2381,-5.5347,3590.7851,5.5347,3525.2091,10.3325,212.3506,119.3094,1923.6215,-0.9757,-0.5351,3509.8824,1.0,5561.0392,-158.3448,162.9089,4.5641,129.872,-404.9606,-534.8326,2989.3737,3076.5331,0.0,2805.51,2805.51,54.0128,34181.4415,-5617.1699,0.6708,0.0,45.9872,336.9094,-11.1432,-2.7818,0.9722,47.2327,5515.6802,3599.92,76.7646,65.6993,0.0,65.6993,0.0,64.6482,3753.8592,3421.7621,5451.02,3678.4823,0.7716,26.5483,-100.0,3606.9288
2003-08-07,0.0,0.0,0.0,4.7772,17.4091,-404.9606,100.0,55.0,-80.0,8883.6677,-1683.8277,3599.92,0.0,-95.2381,-5.5347,2945.046,5.5347,3189.4749,10.3676,254.7468,-1489.641,-297.7727,-0.8682,-0.9648,3432.8054,1.0,5560.4154,-350.1704,75.3664,-274.804,54.4795,-404.9606,-459.44,2959.48,3075.9478,0.0,2805.51,2805.51,51.1412,32472.3694,0.0,0.6682,0.0,48.8588,359.1441,-11.1432,-0.808,0.9919,47.2327,5460.5234,3599.92,65.6794,32.6945,0.0,32.6945,0.0,32.1561,3760.2349,2511.6399,0.0,3627.7981,0.6168,37.6182,-100.0,3264.0793
2003-08-08,5526.4199,0.0,0.0,4.7174,16.9941,-403.5107,95.0,50.0,-80.0,8875.9217,-1682.3188,3596.8015,0.0,51.0935,3.58,3392.2606,3.58,3412.0411,10.4229,292.2983,1070.8799,-101.5728,-0.3859,-0.9252,3373.1592,1.0,5559.9525,-100.0502,50.3538,-49.6965,-20.752,-403.5107,-382.7587,2985.1494,3075.4938,0.0,2805.51,2805.51,49.2762,30848.7509,-62.3701,0.6557,0.0,50.7238,367.6165,-11.1109,-1.116,0.9888,51.79,0.0,3596.8015,43.909,33.3333,100.0,33.3333,100.0,33.3333,3758.8351,3203.3845,5526.4199,3576.3449,0.5485,47.3315,-1.5077,3447.5555
2003-08-11,5552.29,0.0,0.0,4.6626,16.5386,-154.3695,90.0,45.0,-80.0,8947.7011,-1198.8692,3874.416,0.0,48.1183,3.621,3782.3982,3.621,3615.8743,10.3478,-19.9618,-146.9058,1226.0446,0.4232,-0.3414,3537.3266,1.0,5559.8299,63.1569,66.143,129.2999,-68.3926,-154.3695,-85.9769,3010.8208,3075.1705,0.0,2805.51,2805.51,47.4917,29306.3134,5552.29,0.6433,0.0,52.5083,375.1058,-4.0146,-1.2979,0.987,51.8105,0.0,3874.416,44.2315,66.6667,100.0,66.6667,100.0,66.6667,3759.5467,3780.0715,25.8701,3575.1649,0.5448,50.2788,-1.0467,3633.7925
2003-08-12,5594.8999,0.0,0.0,4.614,16.1372,-154.0105,85.0,40.0,-35.0,8949.0005,-1199.0636,3874.9685,0.0,49.3174,3.692,4125.5457,3.692,3804.3529,10.1507,46.1105,-1574.9522,449.1396,0.9998,0.7207,3703.1757,1.0,5560.0214,164.2574,107.2074,271.4648,-167.4158,-154.0105,13.4053,3036.6616,3074.9779,0.0,2805.51,2805.51,44.686,27840.9977,11.0498,0.6446,0.0,55.314,398.9604,-4.007,0.1979,1.002,51.846,111.0458,3874.9685,66.6667,100.0,100.0,100.0,100.0,100.0,3768.898,4263.3791,42.6099,3574.2059,0.5884,63.6364,-0.2873,3797.6481
2003-08-13,0.0,0.0,0.0,4.678,15.5583,63.0064,100.0,35.0,-35.0,8877.2809,-1682.595,3597.343,0.0,-95.2381,-5.8939,3404.8239,5.8939,3442.0336,9.8923,65.2944,-1993.5164,-861.6637,0.9379,0.9085,3591.8036,1.0,5560.0815,-139.0162,72.4533,-66.5629,-190.6236,63.0064,253.6301,3006.2949,3074.6345,0.0,2805.51,2805.51,46.6542,32043.8477,-5552.5098,0.6378,0.0,53.3458,379.0124,1.7374,0.3082,1.0031,47.053,5594.8999,3597.343,77.7778,66.6667,0.0,66.6667,0.0,66.6667,3769.6367,3205.2613,5594.8999,3522.8444,0.5179,57.9266,-100.0,3428.6035
2003-08-14,0.0,0.0,0.0,4.7388,15.2332,-185.1644,100.0,30.0,-35.0,8750.2062,-2103.9392,3323.1335,0.0,-83.3333,-5.8939,2783.9625,5.8939,3114.2209,9.628,84.9775,406.9097,-2527.0089,0.7663,0.9962,3481.0868,1.0,5561.6577,-322.4753,-8.1655,-330.6408,-217.4441,-185.1644,32.2797,2976.232,3074.1425,0.0,2805.51,2805.51,43.9911,30441.6553,-5484.1899,0.6379,0.0,56.0089,400.9216,-5.4293,2.3028,1.023,47.053,5594.8999,3323.1335,66.6667,33.3333,0.0,33.3333,0.0,33.3333,3750.8441,2338.2666,0.0,3471.4373,0.3663,71.4686,-100.0,3085.9994
2003-08-15,0.0,0.0,0.0,4.7966,14.8538,-648.2919,100.0,25.0,40.0,8555.0596,-2464.3187,3045.3705,0.0,-74.0741,-5.8939,2250.4776,5.8939,2817.6284,9.3741,284.1434,2688.0526,-326.7232,-0.5129,-0.9697,3027.6546,1.0,5562.5076,-420.4848,-113.2867,-533.7715,-272.4436,-648.2919,-375.8483,2946.4697,3073.5041,0.0,2805.51,2805.51,43.614,28919.5726,-5555.2598,0.6106,0.0,56.386,386.7554,-19.0089,1.0999,1.011,47.053,5538.9509,3045.3705,33.3333,-0.0,0.0,-0.0,0.0,0.0,3706.3719,1632.8978,0.0,3419.8344,0.1595,71.7267,-100.0,2769.5105
2003-08-18,5652.0098,0.0,0.0,4.7821,14.607,-179.7226,95.0,100.0,45.0,8578.8518,-2471.2708,3053.7905,0.0,63.0235,4.5076,2818.6655,4.5076,3087.5695,9.136,-42.2017,1039.898,1445.6645,0.0488,-0.6717,2724.1186,1.0,5567.6897,-98.1419,-137.8222,-235.964,-274.6649,-179.7226,94.9423,2973.5251,3073.0042,0.0,2826.0049,2826.0049,41.3516,27473.5939,168.3999,0.608,0.0,58.6484,403.0676,-5.266,3.071,1.0307,52.2538,0.0,3053.7905,22.2222,33.3333,100.0,33.3333,100.0,33.3333,3654.8696,2529.7451,5652.0098,3369.9212,0.0632,74.639,-0.0,3017.7618
