date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Middle Band,Real Upper Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Signal,MACDEXT,MACD_Hist,MACD,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,11.5729,-84072.7273,,,,,,,,,,,-0.5152,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,163200.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,11.7483,57027.2727,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,304300.0,,,,,,,28.06,,,,,,,,,,0.68,,,,,
1998-01-06,11.6219,-232472.7273,,,,,,,,,,,-0.4318,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,14800.0,,,,,,,28.0675,,,,,,,,,,0.88,,,,,
1998-01-07,11.7238,-105791.7749,,,,,,,,,,,0.1905,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,230500.0,,,,,,,28.0938,,,,,,,,,,0.63,,,,,
1998-01-08,11.9032,122222.5108,,,,,,,,,,,0.3393,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,520700.0,,,,,,,28.1195,,,,,,,,,,0.56,,,,,
1998-01-09,11.316,-22126.6016,,,,,,,,,,,-0.8521,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,315700.0,,,,,,,29.38,,,,,,,,,,1.69,,,,,
1998-01-12,11.418,-84526.6016,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,493300.0,,,,,,,29.3612,,,,41.8332,26.5957,,,,,0.5,,,,,
1998-01-13,11.5444,90273.3984,,,,,,,,,,,0.7209,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,668100.0,,,,,,,29.3426,,,,28.7264,46.2857,,,,,0.43,,,,,
1998-01-14,11.7768,194603.1856,,,,,,,,,,,0.5319,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,808200.0,,,,,,,29.3242,,50.5795,40.3797,50.5795,78.8571,,,,,0.94,,,,,
1998-01-15,11.8788,325746.3674,147741.0726,,,,,,,,,,0.2841,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1111900.0,,,,,,,27.5,,70.615,49.9737,70.615,86.7021,,,,,0.88,,,,,
1998-01-16,12.413,550636.8784,227050.2178,,,,,,,,,,0.6861,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1522700.0,,,,,,,27.5188,,84.9193,68.7046,84.9193,89.1986,,,,,1.62,,,,,
1998-01-20,13.1021,660879.3442,273931.0874,,,,,,,,,,0.6575,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1872600.0,,,,,,,27.5834,,86.9669,80.8337,86.9669,85.0,,,,,2.44,,,,,
1998-01-21,13.0736,541747.2687,230301.1385,,,,,,,,,,-0.4151,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1241200.0,,,,,,,27.7423,,85.7287,85.8716,85.7287,82.9876,,,,,1.06,,,,,
1998-01-22,13.4324,818447.2687,279556.965,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1517900.0,,,,,,,27.8965,,89.3292,87.3416,89.3292,100.0,,,,,0.94,,,,,
1998-01-23,12.8207,-206195.0626,-51729.7537,,,,,,,,,,-0.9202,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,298800.0,,,,,,,28.0982,,80.2842,85.114,80.2842,57.8652,,,,,1.63,,,,,
1998-01-26,13.0246,418713.6965,16281.1715,,,,,,,,,,0.8248,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,983700.0,,,,,,,28.2919,,71.525,80.3795,71.525,56.71,,,,,1.37,,,,,
1998-01-27,12.8452,418713.6965,42623.7162,,,,,,,,,,-0.38,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,693200.0,,,,,,,28.4778,,50.7458,67.5184,50.7458,37.6623,,,,,0.69,,,,,
1998-01-28,13.1266,1161433.6965,285845.3284,,,,,,,,,,0.94,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1537200.0,,,,,,,28.6563,,53.9683,58.7464,53.9683,67.5325,,,,,1.0,,,,,
1998-01-29,13.151,891865.6965,273587.5036,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2055600.0,,,,,,,28.8276,,58.4416,54.3852,58.4416,70.1299,,,,,0.5,,,,,
1998-01-30,13.0002,702987.0298,183603.5901,,,,,,,26.7439,30.2235,33.7031,-0.8267,76.5219,,,,30.2235,,,,,,,,0.0,,,,,,,,,,,30.345,30.22,,3.19,,,1766500.0,,6.7,,,,,28.9921,30.2235,66.7208,59.7102,66.7208,62.5,,,,,0.75,30.187,,,-19.4853,31.0424
1998-02-02,13.253,1207687.8702,290687.3846,,,,70.0,25.0,45.0,26.9231,30.4295,33.9359,0.521,74.2284,33.2795,,31.1627,30.4403,,,,,,,,0.0,31.9235,,,,,,,,,60.3314,30.345,30.22,17.2009,3.3405,4.12,3.1354,2412300.0,32.7746,6.365,,14.5173,1.1452,66.6397,29.15,30.4295,74.4032,66.5218,74.4032,90.5797,,,,,1.19,30.5064,,,-8.0882,31.2592
1998-02-03,13.5588,1379551.8702,362752.2656,,,,100.0,20.0,80.0,27.0233,30.6515,34.2797,0.896,94.1115,37.2792,,36.341,30.7079,,,,,,,,0.0,32.0238,,,,,,,,,62.3984,30.5,30.44,16.1094,3.1735,4.44,3.0994,2629300.0,34.5022,6.7968,,15.4113,1.1541,68.6396,29.3016,30.6515,82.3255,74.4831,82.3255,93.8967,,,,,1.25,30.8172,,,-2.2109,31.5278
1998-02-04,13.5833,1497985.9127,396939.4336,,,,100.0,15.0,85.0,27.2286,30.892,34.5554,0.0638,93.8972,37.5942,,37.1374,30.9557,,,,,,,,0.0,32.1374,,,,,,,,,62.1382,30.53,30.5,15.339,3.0148,4.81,3.0802,2828100.0,33.4626,6.5769,,16.8772,1.1688,68.7971,29.5056,30.892,91.751,82.8266,91.751,90.7767,,,,,0.94,31.1092,,,-3.1667,31.781
1998-02-05,13.7138,1159774.3105,267226.9077,,,,100.0,10.0,90.0,27.426,31.136,34.846,-0.8619,122.9872,39.3057,,46.9723,31.2104,,,,,,,,0.0,32.2711,,,,,,,,,65.8916,30.69,31.345,13.9358,2.8641,4.88,3.1779,3295400.0,38.6247,7.9381,,16.9739,1.1697,69.6529,29.7452,31.136,81.0245,85.0337,81.0245,58.4,,,,,1.88,31.3751,,,-20.2861,32.0418
1998-02-06,13.8157,1260225.6619,221831.1309,,,,95.0,5.0,90.0,27.59,31.3705,35.151,0.0,107.6104,40.6444,,46.9723,31.4647,,,,,,,,0.0,32.4097,,,,,,,,,62.3889,30.815,31.345,13.6766,2.7209,4.69,3.0513,3581300.0,37.9064,7.5412,,16.0671,1.1607,70.3222,30.1264,31.3705,71.4145,81.3967,71.4145,65.0667,,,,,0.37,31.6251,,,-17.0351,32.3031
1998-02-09,13.6363,1138308.0148,144301.6862,,,1.6593,90.0,0.0,90.0,28.1616,31.655,35.1484,-0.6807,95.3924,35.123,,38.8538,31.6528,,,,,,,,0.0,32.5484,,,,,,,,,61.1021,30.94,31.535,15.7038,3.1548,5.69,3.1148,3243900.0,35.661,7.1641,5.3627,20.5045,1.205,67.5615,30.4808,31.655,55.4257,69.2882,55.4257,42.8105,,,,,1.19,31.8683,,,-23.9398,32.5002
1998-02-10,13.7138,1172743.4987,110423.505,,,1.6399,85.0,5.0,80.0,28.775,31.9365,35.098,0.2258,96.0825,36.2604,,38.8538,31.8411,,,,,,,,0.0,32.6928,,,,,,,,,62.9692,31.095,31.535,15.4528,2.9971,5.63,2.9885,3396400.0,35.091,6.8059,5.2655,20.1071,1.2011,68.1302,30.8105,31.9365,49.5205,58.7869,49.5205,40.6844,40.2,20.5999,,,0.31,32.0927,,,-21.3406,32.6883
1998-02-11,14.0196,1377946.0197,151817.4598,,,1.629,80.0,0.0,80.0,29.3781,32.24,35.1019,0.6303,122.3007,40.5883,,44.1328,32.0829,,,,,,,,0.0,32.9321,,,,,,,,,63.927,31.63,31.625,14.5153,2.8472,6.07,2.9502,3750300.0,37.4484,7.3456,5.1948,21.4412,1.2144,70.2942,31.117,32.24,48.4889,51.145,48.4889,61.9718,39.8614,98.9842,,,1.19,32.3053,,,-11.3604,32.921
1998-02-12,13.8647,1538602.6235,206067.7734,,,1.6258,75.0,0.0,75.0,29.988,32.496,35.004,-0.2358,93.3289,35.6751,,40.5053,32.2655,,,,,,,,0.0,33.0499,,,,,,,,,61.0946,31.755,31.845,14.9051,2.9549,5.12,3.009,3446200.0,35.2005,6.9783,5.1499,17.7285,1.1773,67.8375,31.4021,32.496,54.1763,50.7286,54.1763,59.8726,43.1943,9.9987,,,1.19,32.4985,,55.6643,-17.7877,33.0886
1998-02-13,13.8402,1640822.6235,242052.1951,,,1.572,70.0,0.0,70.0,30.6848,32.7365,34.7882,0.88,85.6531,34.8916,,40.5053,32.425,,,,,,,,0.0,33.1412,,,,,,,,,59.8456,32.41,32.285,14.5196,2.8071,4.81,2.9372,3311700.0,34.2902,6.6294,4.9482,16.5122,1.1651,67.4458,31.6673,32.7365,59.2985,53.9879,59.2985,56.051,36.3277,0.0,,,0.5,32.6797,,54.1494,-21.5146,33.2261
1998-02-17,13.7627,1403222.6235,159168.3498,,,1.5216,65.0,0.0,65.0,31.0991,32.902,34.7049,-0.5,85.2227,32.344,,42.1194,32.5511,,,,,,,,0.0,33.1822,,,,,,,,,59.1998,32.91,32.91,14.1348,2.6668,3.31,2.8802,3074100.0,34.7065,6.5479,4.7633,10.8739,1.1087,66.172,31.9139,32.902,51.6042,55.0263,51.6042,38.8889,3.3329,0.0,,,0.5,32.8474,,58.018,-31.5789,33.3227
1998-02-18,14.0196,1392710.2778,107446.635,,,1.4749,60.0,20.0,40.0,31.1389,33.0145,34.8901,0.4691,110.4239,36.528,,45.5995,32.7253,,,,,,,,0.0,33.2364,,,,,,,,,58.3823,32.91,32.91,13.3456,2.5334,2.25,2.8402,3244400.0,35.7185,6.7805,4.5807,7.0028,1.07,68.264,32.1432,33.0145,56.1322,55.6783,56.1322,73.4568,16.9166,50.7499,,,1.06,33.0065,,57.0349,-17.7632,33.4634
1998-02-19,13.7138,1309782.6182,50133.8022,,,1.3526,55.0,15.0,40.0,31.2527,33.093,34.9333,-0.6596,59.6128,26.7086,,36.9331,32.8115,15.6467,,0.371,0.1414,,,,0.0,33.2465,,,,,,,6.2964,0.3413,53.8911,32.91,32.91,15.6358,2.9668,1.57,2.8981,3105200.0,33.949,6.4415,4.1725,4.8971,1.049,63.3543,32.3565,33.093,46.5021,51.4128,46.5021,27.1605,16.9166,0.0,,,0.94,33.1585,,55.9178,-34.2105,33.522
1998-02-20,13.7627,1343787.3801,32949.722,,,1.185,50.0,10.0,40.0,31.2729,33.1335,34.9941,0.0952,41.0078,27.5857,,34.0828,32.9009,17.2118,,0.3745,-0.2801,,,,0.0,33.2536,-0.2474,1.2517,1.4991,1.5178,-0.3328,1.185,6.571,0.3724,51.7382,32.91,32.91,16.1262,3.0084,0.81,2.8367,3163100.0,32.8025,6.1194,3.6322,2.459,1.0246,63.7929,32.5548,33.1335,44.2229,48.9524,44.2229,32.0513,19.8943,8.933,,,0.63,33.3001,,58.542,-31.5789,33.5846
1998-02-23,14.3255,1424512.7135,48609.775,,,1.0963,100.0,5.0,95.0,31.4341,33.318,35.2019,0.7533,124.9672,36.7494,,44.1332,33.1132,18.9332,,0.1715,-0.4813,,,,0.0,33.4371,-0.1721,1.2839,1.4561,1.4552,-0.3589,1.0963,6.8566,0.4048,62.5234,33.315,33.035,14.7223,2.858,3.69,2.8296,3300700.0,37.9828,7.3735,3.3357,11.7366,1.1174,68.3747,32.7393,33.318,48.3522,46.359,48.3522,85.8447,36.311,100.0,,,1.69,33.4468,,60.1067,-6.4449,33.7748
1998-02-24,14.2724,1424512.7135,50597.0899,,,0.9847,95.0,0.0,95.0,31.5627,33.471,35.3793,-0.0968,132.0931,35.0547,,44.1332,33.2929,20.8267,,-0.0168,-0.2787,,,,0.0,33.559,-0.1375,1.2842,1.4217,1.3824,-0.3977,0.9847,7.138,0.4385,71.0911,33.315,33.345,14.2435,2.7151,3.06,2.7866,3056500.0,36.7474,7.0048,2.9757,9.5805,1.0958,67.5274,32.9553,33.471,65.9349,52.8366,65.9349,79.9087,64.0183,83.1218,,,0.62,33.5855,,57.53,-10.5012,33.935
1998-02-25,14.7577,1729412.7135,143823.9833,,,0.956,100.0,5.0,95.0,31.6749,33.7055,35.7361,0.94,198.3095,41.9827,,48.9941,33.5688,22.9095,,0.0414,0.2323,,,,0.0,33.9138,-0.0456,1.3647,1.4103,1.3076,-0.3516,0.956,7.4285,0.4734,76.0044,34.035,33.72,13.3652,2.5793,4.69,2.7247,3361400.0,39.0414,7.5346,2.8699,14.8889,1.1489,70.9914,33.1541,33.7055,88.5845,67.6239,88.5845,100.0,94.3739,100.0,,,1.19,33.7339,,61.2994,-0.0,34.1939
1998-02-26,14.5294,1619469.3506,133905.3712,,,1.0039,100.0,0.0,100.0,31.8072,33.8775,35.9478,-0.7168,187.0966,34.8566,,51.2276,33.7651,25.0084,,0.0591,0.0643,,,,0.0,34.0578,-0.0342,1.3676,1.4018,1.2386,-0.2346,1.0039,7.7105,0.5096,73.0153,34.035,34.035,12.5893,2.4504,3.44,2.7877,3218600.0,39.0354,7.5978,3.0015,10.6865,1.1069,67.4283,33.4273,33.8775,83.441,79.3201,83.441,70.4142,77.8749,50.503,,,1.13,33.8743,,59.4057,-19.2678,34.3772
1998-02-27,14.5294,1596642.0779,110411.3184,,,1.0333,95.0,10.0,85.0,31.9834,34.0465,36.1096,0.1477,141.5381,34.8566,35.6883,47.3681,33.9427,26.9163,,-0.1523,1.9303,,,,0.0,34.1875,-0.038,1.3542,1.3922,1.1787,-0.1454,1.0333,7.9897,0.547,67.6033,34.035,34.035,13.308,2.5779,3.38,2.7718,3218600.0,37.262,7.2179,3.0766,10.4806,1.1048,67.4283,33.7476,34.0465,77.7465,83.2573,77.7465,62.8253,50.1677,0.0,,,0.88,34.0095,,57.6436,-19.2678,34.5441
1998-03-02,14.5294,1558650.0779,78674.3588,42.2033,,1.034,90.0,5.0,85.0,32.316,34.234,36.152,0.25,125.7945,34.8566,35.8282,48.0382,34.1034,28.4913,,0.9294,3.4317,,,,0.0,34.337,-0.0511,1.3283,1.3795,1.1245,-0.0905,1.034,8.2661,0.5856,72.6453,34.345,34.035,12.6221,2.449,3.75,2.7735,3218600.0,35.96,6.977,3.0693,11.7629,1.1176,67.4283,34.0358,34.234,60.5644,73.9173,60.5644,48.4536,16.8343,0.0,,,1.0,34.1443,,58.8862,-19.2678,34.6949
1998-03-03,14.7332,1896650.0779,166084.2973,42.495,,1.0311,85.0,0.0,85.0,32.5012,34.4155,36.3298,0.5507,122.7582,38.0923,36.0315,48.0382,34.2964,30.5923,,1.5922,2.2134,,,,0.0,34.5174,-0.0373,1.3328,1.3701,1.0752,-0.0441,1.0311,8.5448,0.6254,71.0866,34.72,34.38,12.1666,2.3265,3.63,2.6939,3556600.0,34.6624,6.6282,3.0444,11.1692,1.1117,69.0462,34.2953,34.4155,58.8522,65.721,58.8522,65.2778,15.1356,45.4067,,,0.69,34.2819,,60.9586,-11.1111,34.8755
1998-03-04,14.9371,2017528.0779,225205.5178,42.9981,,1.0749,100.0,0.0,100.0,32.5207,34.5845,36.6483,0.69,145.1481,41.1684,36.2896,52.5556,34.5187,31.2408,,2.1002,1.1471,,,,0.0,34.7163,-0.0073,1.361,1.3683,1.0443,0.0305,1.0749,8.8256,0.6664,71.9129,34.97,34.75,11.5318,2.2102,3.38,2.6608,3874700.0,37.0801,7.1068,3.1569,10.1654,1.1017,70.5842,34.5287,34.5845,65.1294,61.5153,65.1294,81.6568,48.4689,100.0,,,1.0,34.4286,,58.2074,-7.0776,35.0864
1998-03-05,14.9086,2088718.0187,251569.5876,43.1619,,1.1144,100.0,0.0,100.0,32.6,34.747,36.894,-0.0414,123.7089,40.1422,36.4913,46.2757,34.7131,32.7497,,2.1004,-2.1278,,,,0.0,34.8792,-0.0051,1.362,1.367,1.0365,0.0779,1.1144,9.103,0.7086,64.5769,35.035,35.155,12.4621,2.4797,3.25,2.7637,3486600.0,33.9307,6.7514,3.2544,9.7568,1.0976,70.0711,34.794,34.747,70.8115,64.931,70.8115,65.5,76.3829,83.7419,,,1.69,34.5917,,58.9494,-16.4678,35.2745
1998-03-06,15.0636,2072196.5902,234228.1081,43.3176,,1.1451,100.0,10.0,90.0,32.6295,34.9125,37.1955,-0.5536,137.2446,42.5294,36.7259,46.2757,34.9252,32.9806,,0.9259,-2.9359,,,,0.0,35.0644,0.0084,1.3776,1.3691,1.0419,0.1031,1.1451,9.3813,0.752,62.2214,35.19,35.155,12.0233,2.3557,3.31,2.6919,3640800.0,32.7358,6.4139,3.3262,9.8424,1.0984,71.2647,35.0887,34.9125,77.2189,71.0533,77.2189,84.5,94.5806,100.0,,,0.69,34.7809,,54.151,-7.3986,35.4834
1998-03-09,15.0391,2164129.9235,235091.9173,43.2032,,1.2378,95.0,5.0,90.0,32.6786,35.0625,37.4464,0.1733,111.7038,41.5909,36.909,41.028,35.1113,32.4068,,0.5801,-0.8783,,,,0.0,35.2095,0.0001,1.3693,1.3692,1.07,0.1678,1.2378,9.6563,0.7965,62.0298,35.19,35.155,13.1585,2.5479,3.0,2.6631,3365000.0,31.4678,6.0932,3.5771,8.8548,1.0885,70.7954,35.3481,35.0625,76.5193,74.8499,76.5193,79.558,87.53,78.8479,,,0.75,34.9849,,59.8227,-8.8305,35.6708
1998-03-10,15.0636,2059163.2568,180674.8165,43.0944,,1.309,90.0,0.0,90.0,32.8418,35.2375,37.6332,-0.3333,108.7483,41.9929,37.0695,41.028,35.2855,31.3419,,0.5538,0.8536,,,,0.0,35.3994,-0.0138,1.352,1.3657,1.1093,0.1998,1.309,9.9292,0.8421,69.4408,35.285,35.22,13.031,2.4205,3.5,2.5502,3679900.0,31.1629,5.7885,3.7618,10.4665,1.1047,70.9965,35.5763,35.2375,81.9049,78.5477,81.9049,81.6568,85.4585,77.5277,,,0.18,35.1952,,60.4619,-7.6355,35.8496
1998-03-11,14.8066,1854663.2568,76920.1101,42.5108,,1.2608,85.0,10.0,75.0,33.0519,35.3715,37.6911,-1.0,74.6954,31.9536,37.0855,31.4223,35.3831,30.5835,,1.2486,1.217,,,,0.0,35.4601,-0.0744,1.2727,1.3471,1.1378,0.123,1.2608,10.193,0.8889,65.1349,35.285,35.22,15.7006,2.8695,2.68,2.5515,3475400.0,30.0887,5.4991,3.6081,7.9691,1.0797,65.9768,35.7771,35.3715,68.5312,75.6518,68.5312,44.3787,52.1252,0.0,,,0.63,35.3924,,58.8013,-23.1527,35.9517
1998-03-12,15.243,2095043.2568,103966.8111,42.182,,1.3003,100.0,5.0,95.0,33.0923,35.5215,37.9507,0.8,98.7091,39.5896,37.2856,35.935,35.5732,30.218,,1.3374,-0.1436,,,,0.0,35.6033,-0.0525,1.2815,1.334,1.1675,0.1328,1.3003,10.4648,0.9368,64.8964,35.505,35.345,14.6462,2.726,3.0,2.5218,3772900.0,31.0767,5.7841,3.7042,8.726,1.0873,69.7948,35.9539,35.5215,72.1452,74.1938,72.1452,90.4,49.9103,72.2032,,,1.25,35.5822,,60.758,-2.7842,36.143
1998-03-13,14.8841,1998843.2568,74970.7514,41.8696,,1.2035,95.0,0.0,95.0,33.2871,35.6465,38.0059,-0.75,70.4212,27.2294,37.2906,35.935,35.6615,30.1387,,1.1689,-0.93,,,,0.0,35.6502,-0.1043,1.2036,1.3079,1.1863,0.0171,1.2035,10.7252,0.9857,66.2699,35.505,35.375,13.7664,2.5897,2.5,2.6082,3580500.0,29.21,5.4949,3.4163,7.3529,1.0735,63.6147,36.1549,35.6465,51.5929,64.0897,51.5929,20.0,24.0677,0.0,,,1.13,35.7685,,53.897,-23.5294,36.2362
1998-03-16,15.0391,2000597.9235,56851.5072,41.5729,,1.1826,90.0,20.0,70.0,33.5127,35.7935,38.0743,0.5067,80.0725,30.045,37.3565,35.935,35.7776,30.3014,,0.8627,-1.3715,,,,0.0,35.7279,-0.119,1.1591,1.2782,1.2032,-0.0205,1.1826,10.9867,1.0357,67.31,35.505,35.375,13.2119,2.4602,2.94,2.554,3712100.0,28.0335,5.2202,3.3453,8.6623,1.0866,65.0225,36.25,35.7935,53.6,59.1127,53.6,50.4,30.4248,19.0713,,,0.75,35.9515,,52.3012,-14.5882,36.3537
1998-03-17,14.9371,1911401.4949,15890.0884,41.291,,1.1602,85.0,15.0,70.0,33.8342,35.9375,38.0408,-0.4464,64.9122,26.6514,37.3608,35.935,35.8587,30.5672,,0.509,-1.9254,,,,0.0,35.7826,-0.1496,1.0912,1.2408,1.2126,-0.0525,1.1602,11.2432,1.0868,62.9668,35.505,35.375,12.8065,2.3372,2.88,2.5193,3545600.0,27.1733,4.9592,3.2721,8.5333,1.0853,63.3257,36.25,35.9375,33.6,46.2643,33.6,30.4,6.3571,0.0,,,0.56,36.1235,,48.4108,-20.4706,36.4333
1998-03-18,14.8841,1911401.4949,-2311.4091,40.7866,,1.115,80.0,10.0,70.0,34.0542,36.0435,38.0328,0.12,41.1295,24.8679,37.3341,31.2029,35.9198,31.0371,,-0.1137,-1.0838,,,,0.0,35.813,-0.1805,1.0151,1.1956,1.2127,-0.0977,1.115,11.4957,1.1388,56.6517,35.505,35.375,13.8491,2.4704,2.12,2.4703,3193700.0,26.4116,4.7112,3.1342,6.1664,1.0617,62.4339,37.5,36.0435,33.6,40.2667,33.6,20.0,6.3571,0.0,,,0.5,36.2728,,48.3335,-23.5294,36.4869
1998-03-19,14.5783,1707367.404,-74467.2862,39.7049,,1.0018,75.0,5.0,70.0,34.4868,36.1495,37.8122,-0.7841,-20.5859,15.0303,37.1686,19.1523,35.9036,32.2107,,0.0933,0.1437,,,,0.0,35.8103,-0.2492,0.8841,1.1333,1.1968,-0.195,1.0018,11.7383,1.1918,53.932,35.565,35.375,16.9791,3.0368,2.12,2.5275,2834600.0,25.0235,4.4757,2.8096,6.3039,1.063,57.5151,37.4875,36.1495,20.5475,29.2492,20.5475,11.2426,0.0,0.0,,,0.94,36.3943,,45.548,-41.1765,36.459
1998-03-20,14.6313,1829359.404,-58400.2099,38.6276,,0.8816,70.0,0.0,70.0,34.9982,36.256,37.5138,0.26,-53.2806,16.2344,37.0438,18.1589,35.9014,33.0457,,0.1389,-0.9782,,,,0.0,35.8133,-0.2812,0.7818,1.063,1.1572,-0.2756,0.8816,11.9797,1.2457,51.9673,36.19,35.72,16.8367,2.945,2.13,2.4621,3069200.0,24.3082,4.2519,2.4685,6.3111,1.0631,58.1172,37.4489,36.256,17.6523,23.9333,17.6523,21.7143,2.6732,8.0195,,,0.5,36.4795,,50.8121,-45.5056,36.4333
1998-03-23,14.7577,1926859.404,-15495.4778,37.7817,,0.7665,65.0,0.0,65.0,35.1609,36.309,37.4571,0.76,-26.6295,19.1116,36.9874,21.7088,35.9289,32.9375,,-0.26,-0.8141,,,,0.0,35.8211,-0.2765,0.7174,0.9939,1.0969,-0.3304,0.7665,12.2218,1.3006,52.4974,36.19,36.095,16.3449,2.7977,1.06,2.388,3256700.0,25.4092,4.3493,2.1413,3.0174,1.0302,59.5558,37.3905,36.309,25.7292,21.3097,25.7292,44.2308,14.3798,35.12,,,0.5,36.5294,,45.7689,-46.6192,36.427
1998-03-24,15.0636,1837615.404,-24930.6803,37.5618,,0.6512,100.0,0.0,100.0,35.3973,36.406,37.4147,0.44,91.5068,25.6183,37.07,33.3843,36.0252,32.4938,,-0.1436,-0.9639,,,,0.0,35.866,-0.2202,0.7186,0.9388,1.0292,-0.378,0.6512,12.469,1.3565,57.0452,36.505,36.345,15.1263,2.6579,1.94,2.3999,4000400.0,30.2873,5.3218,1.8131,5.5429,1.0554,62.8091,35.5,36.406,45.9817,29.7877,45.9817,72.0,47.7132,100.0,,,1.31,36.5634,,50.1966,-24.2424,36.4871
1998-03-25,15.141,1761865.404,-50626.3831,37.4091,,0.542,100.0,0.0,100.0,35.4022,36.453,37.5038,-0.4205,112.8657,27.1803,37.1709,34.5074,36.1304,32.3764,,-0.6165,-1.7658,,,,0.0,35.8905,-0.1698,0.7266,0.8964,0.9449,-0.4029,0.542,12.7156,1.4133,59.0543,36.505,36.44,14.3688,2.525,0.94,2.3867,4555900.0,29.5104,5.1857,1.5037,2.5974,1.026,63.5901,35.52,36.453,64.2522,45.321,64.2522,76.5258,78.3733,100.0,,,0.88,36.5872,,48.7836,-21.0084,36.556
1998-03-26,15.243,1982571.8556,13688.917,37.264,,0.4633,95.0,10.0,85.0,35.487,36.5405,37.594,0.8065,124.6835,29.2385,37.2985,34.5074,36.2494,32.4095,,-1.1101,-0.5705,,,,0.0,35.9556,-0.1216,0.7444,0.866,0.8627,-0.3994,0.4633,12.9622,1.471,60.6292,36.505,36.44,14.1069,2.3987,1.75,2.2937,4916000.0,28.9724,4.9264,1.2812,4.9116,1.0491,64.6192,35.5622,36.5405,78.9296,63.0545,78.9296,88.2629,100.0,100.0,,36.9939,0.31,36.6099,,51.646,-10.5042,36.6443
1998-03-27,15.0636,1865405.189,1474.9715,36.7779,39.4906,0.3885,90.0,5.0,85.0,35.6268,36.606,37.5852,-0.7467,77.8568,22.8079,37.3239,27.5427,36.3152,32.8969,,-1.1155,1.7274,,,,0.0,35.9829,-0.1209,0.7149,0.8358,0.7744,-0.386,0.3885,13.202,1.5297,59.8448,36.505,36.44,15.729,2.6588,1.31,2.3065,4678500.0,27.6869,4.6801,1.0705,3.6767,1.0368,61.404,35.6036,36.606,75.6255,72.9358,75.6255,62.0879,78.8333,36.4999,,37.0117,0.75,36.6207,0.4108,48.7114,-28.9916,36.6824
1998-03-30,15.3164,1882595.755,1813.9947,36.5855,39.5403,0.2569,100.0,0.0,100.0,35.7469,36.7025,37.6581,0.5283,147.2724,28.1133,37.4536,32.9299,36.4337,33.0337,,-0.3743,3.9369,,,,0.0,36.0483,-0.0822,0.733,0.8152,0.6741,-0.4172,0.2569,13.4456,1.5892,60.8725,36.655,36.75,14.7035,2.5258,1.93,2.3041,4982200.0,29.1417,5.0061,0.7052,5.4168,1.0542,64.0567,35.6441,36.7025,72.7665,75.7739,72.7665,67.9487,73.0011,82.5034,,37.1813,1.12,36.6298,0.4002,52.6518,-19.084,36.7732
1998-03-31,15.4958,1977320.3927,31927.4349,36.4352,39.7166,0.2715,100.0,0.0,100.0,35.7239,36.796,37.8681,0.2754,182.7819,31.624,37.6406,33.5797,36.5829,32.3998,,0.7226,3.8837,,,,0.0,36.1267,-0.033,0.774,0.807,0.5804,-0.3088,0.2715,13.6911,1.6498,59.7285,36.875,36.815,14.107,2.3996,1.87,2.2543,5134200.0,28.3711,4.8258,0.7431,5.1758,1.0518,65.812,35.7166,36.796,73.5388,73.9769,73.5388,90.5797,73.0011,100.0,,37.4285,0.69,36.64,0.3917,55.0872,-4.943,36.8968
