date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Upper Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD_Hist,MACDEXT,MACD_Hist,MACD_Signal,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,20.7466,0.0,,,,,,,,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,188000.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,21.9447,169148.016,,,,,,,,,,,0.724,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,387467.0,,,,,,,39.0,,,,,,,,,,2.5,,,,,
1998-01-06,21.203,78748.016,,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,297067.0,,,,,,,39.035,,,,,,,,,,1.62,,,,,
1998-01-07,21.5246,48212.2496,,,,,,,,,,,0.1825,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,618867.0,,,,,,,39.0696,,,,,,,,,,1.37,,,,,
1998-01-08,22.6604,500145.0227,,,,,,,,,,,0.9202,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1156667.0,,,,,,,39.104,,,,,,,,,,2.38,,,,,
1998-01-09,22.1107,298478.0227,,,,,,,,,,,-0.3316,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,955000.0,,,,,,,39.1995,,,,,,,,,,1.87,,,,,
1998-01-12,21.4623,299930.977,,,,,,,,,,,-0.4971,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,700733.0,,,,,,,39.3585,,,,58.8503,22.0,,,,,2.13,,,,,
1998-01-13,21.5557,318947.017,,,,,,,,,,,-0.19,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,859200.0,,,,,,,39.5127,,,,35.6481,26.5,,,,,1.0,,,,,
1998-01-14,21.2652,385165.1988,,,,,,,,,,,-0.3636,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,616400.0,,,,,,,44.5,,27.2778,40.5921,27.2778,33.3333,,,,,2.75,,,,,
1998-01-15,20.8762,317565.1988,78140.0143,,,,,,,,,,-0.7533,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,515000.0,,,,,,,44.4475,,26.2937,29.7399,26.2937,19.0476,,,,,1.5,,,,,
1998-01-16,21.6542,746432.1988,195846.9109,,,,,,,,,,0.9133,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,943867.0,,,,,,,44.3955,,45.2381,32.9365,45.2381,83.3333,,,,,1.5,,,,,
1998-01-20,22.3026,811498.0449,246898.2369,,,,,,,,,,0.3077,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1157467.0,,,,,,,44.3441,,59.7417,43.7578,59.7417,76.8443,,,,,3.25,,,,,
1998-01-21,22.0432,873631.3783,265107.2729,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,971067.0,,,,,,,44.2931,,75.592,60.1906,75.592,66.5984,,,,,1.5,,,,,
1998-01-22,22.1729,873631.3783,248455.7628,,,,,,,,,,0.2,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1160734.0,,,,,,,44.2427,,70.0095,68.4478,70.0095,66.586,,,,,2.5,,,,,
1998-01-23,22.0432,909564.7116,230490.2273,,,,,,,,,,-0.3333,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1052934.0,,,,,,,44.1928,,63.7247,69.7754,63.7247,57.9897,,,,,1.5,,,,,
1998-01-26,21.815,926004.7116,207417.942,,,,,,,,,,0.56,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,915934.0,,,,,,,44.1433,,53.6278,62.454,53.6278,36.3077,,,,,1.0,,,,,
1998-01-27,22.0432,1018445.6762,208536.1375,,,,,,,,,,0.3274,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1036001.0,,,,,,,44.0944,,44.7658,54.0394,44.7658,40.0,,,,,1.13,,,,,
1998-01-28,22.4322,1158445.6762,234581.205,,,,,,,,,,0.2756,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1176001.0,,,,,,,44.046,,50.4359,49.6098,50.4359,75.0,,,,,2.25,,,,,
1998-01-29,22.1729,1116953.1872,210708.2857,,,,,,,,,,-0.365,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,738734.0,,,,,,,43.998,,61.6667,52.2895,61.6667,70.0,,,,,1.37,,,,,
1998-01-30,21.6542,1026486.1872,153001.8381,,,,,,,42.0005,43.901,40.1,-0.94,46.1497,,,,42.0005,,,,,,,,0.0,,,,,,,,,,,41.845,41.75,,4.26,,,648267.0,,8.38,,,,,43.9505,42.0005,57.4242,56.5089,57.4242,27.2727,,,,,2.0,41.9744,,,-50.0,42.2195
1998-02-02,22.3337,1146898.8805,153798.5267,,,,25.0,0.0,25.0,42.1535,43.8689,40.4381,0.2867,66.1302,16.5049,,32.5949,42.1014,,,,,,,,0.0,41.7852,,,,,,,,,72.3437,41.97,41.875,11.608,4.047,3.06,4.2522,809534.0,22.8344,7.961,,7.65,1.0765,58.2524,43.9035,42.1535,57.3939,58.8283,57.3939,74.9091,,,,,1.5,42.0736,,,-27.4286,42.3204
1998-02-03,21.8513,1087287.4165,121175.4765,,,,20.0,35.0,-15.0,42.1445,43.8584,40.4306,-0.896,38.6965,10.6617,,32.5949,42.1041,,,,,,,,0.0,41.7869,,,,,,,,,69.7387,41.97,41.875,11.1858,3.8447,-0.18,4.2771,734267.0,22.004,7.563,,-0.4254,0.9957,55.3309,43.857,42.1445,47.7576,54.1919,47.7576,41.0909,,,,,1.25,42.1491,,,-45.1429,42.3181
1998-02-04,21.8773,1120843.0832,107490.5339,,,,15.0,30.0,-15.0,42.2005,43.8158,40.5852,0.0,-31.0949,9.851,,21.3934,42.0942,,,,,,,,0.0,41.7894,,,,,,,,,69.5551,41.97,41.875,13.6226,4.6524,1.12,4.2544,633600.0,21.0376,7.1848,,2.7397,1.0274,54.9255,43.8109,42.2005,50.7879,51.9798,50.7879,36.3636,,,,,1.5,42.2137,,,-47.619,42.3044
1998-02-05,20.8355,989576.0832,50353.5088,,,,10.0,25.0,-15.0,42.1255,43.9848,40.2662,-1.0,-145.8291,-1.799,,11.48,41.8948,,,,,,,,0.0,41.7649,,,,,,,,,64.9596,41.845,41.875,15.7348,5.4198,-1.5,4.4938,502333.0,19.816,6.8256,,-3.6145,0.9639,49.1005,43.7653,42.1255,25.8182,41.4545,25.8182,0.0,,,,,2.0,42.2386,,,-85.7143,42.0948
1998-02-06,21.945,1091243.0832,54750.2705,,,,5.0,20.0,-15.0,42.0475,43.7631,40.3319,0.6133,-61.5457,9.018,,13.3423,41.9172,,,,,,,,0.0,41.7701,,,,,,,,,60.5478,41.625,41.875,14.7225,5.1488,-1.56,4.3203,604000.0,19.256,6.7343,,-3.5706,0.9643,54.509,43.7202,42.0475,34.3764,36.9942,34.3764,66.7656,,,,,2.25,42.2488,,,-45.1429,42.0952
1998-02-09,21.4866,1026092.8332,30842.0234,,,0.1696,0.0,15.0,-15.0,41.9785,43.7058,40.2512,0.125,-17.6091,4.2027,,19.5429,41.8536,,,,,,,,0.0,41.7634,,,,,,,,,59.1637,41.625,41.69,13.8865,4.8914,-1.38,4.4342,517133.0,20.6326,7.2676,0.4044,-3.2372,0.9676,52.1014,43.6755,41.9785,35.8061,32.0002,35.8061,40.6528,,,,,2.0,42.2625,,,-59.0164,42.0193
1998-02-10,22.4659,1250512.3887,89663.7788,,,0.1017,25.0,10.0,15.0,42.066,43.8398,40.2922,0.1111,71.2101,12.8583,,22.8811,41.9752,,,,,,,,0.0,41.7845,,,,,,,,,67.2482,41.625,41.69,13.0116,4.6468,1.75,4.2898,851533.0,20.7327,7.4042,0.2418,4.2291,1.0423,56.4292,43.6312,42.066,65.7325,45.305,65.7325,89.779,69.0871,100.0,,,2.25,42.287,,,-20.4918,42.129
1998-02-11,22.6586,1314245.722,125854.7594,,,0.176,20.0,5.0,15.0,42.163,44.0255,40.3005,0.1667,133.558,14.4595,,26.1082,42.1204,,,,,,,,0.0,41.8135,,,,,,,,,67.619,41.75,41.69,12.4607,4.4145,1.94,4.213,1042733.0,21.2662,7.534,0.4178,4.6679,1.0467,57.2297,39.25,42.163,72.7653,58.1013,72.7653,87.8641,82.7216,100.0,,,1.5,42.3036,,,-12.9098,42.2655
1998-02-12,22.7263,1515712.722,193321.9552,,,0.1644,15.0,0.0,15.0,42.2945,44.1812,40.4078,1.0,99.2924,15.0369,,19.5768,42.2642,,,,,,,,0.0,41.8575,,,,,,,,,68.1716,41.815,42.005,13.596,4.8137,2.63,4.191,1244200.0,20.2151,7.1573,0.3893,6.4146,1.0641,57.5184,39.2975,42.2945,89.5542,76.0173,89.5542,91.0194,100.0,100.0,,,1.75,42.3129,,60.1284,-11.7647,42.4052
1998-02-13,22.7888,1540770.8511,211320.4895,,,0.1195,10.0,75.0,-65.0,42.4695,44.2087,40.7303,-0.4032,173.0339,15.5905,,22.1109,42.4057,,,,,,,,0.0,41.926,,,,,,,,,71.2218,41.875,42.005,13.3499,4.573,3.5,4.0414,1373667.0,20.9293,7.1694,0.2824,8.6957,1.087,57.7952,39.3445,42.4695,90.1834,84.1676,90.1834,91.6667,100.0,100.0,,,0.62,42.3245,,59.5052,-8.9412,42.5439
1998-02-17,23.0493,1636504.1844,229933.1787,,,0.2229,100.0,70.0,30.0,42.5945,44.4634,40.7256,0.8333,180.7977,17.9357,,25.4523,42.5813,,,,,,,,0.0,41.9855,,,,,,,,,68.8756,42.125,42.19,12.7617,4.3444,2.5,3.9654,1517267.0,21.4759,7.3109,0.5267,5.988,1.0599,58.9678,39.3911,42.5945,91.6646,90.4674,91.6646,92.3077,100.0,100.0,,,1.5,42.3332,,67.4029,-5.4113,42.7134
1998-02-18,23.4399,1716704.1844,242162.6263,,,0.4026,100.0,65.0,35.0,42.6945,44.8339,40.5551,0.4464,215.1178,21.3845,,28.6732,42.8117,,,,,,,,0.0,42.0476,,,,,,,,,67.5909,42.5,42.44,12.3345,4.1272,2.0,3.8288,1597467.0,22.2513,7.4454,0.9492,4.6512,1.0465,60.6922,39.4933,42.6945,94.6581,92.1687,94.6581,100.0,100.0,100.0,,,1.12,42.3561,,65.4293,-0.0,42.9425
1998-02-19,23.6691,1877685.5177,276372.1312,,,0.4448,100.0,60.0,40.0,42.8415,45.2891,40.3939,0.6267,212.3059,23.3731,,33.2283,43.062,15.6467,,1.5824,1.1984,,,,0.0,42.1587,,,,,,,8.1559,0.4442,74.3359,42.72,42.815,11.7787,3.9208,2.94,3.7672,1871867.0,23.5018,7.8231,1.0448,6.9176,1.0692,61.6866,39.6585,42.8415,94.7658,93.6962,94.7658,91.9897,100.0,100.0,,,1.5,42.4182,,73.1363,-5.2811,43.204
1998-02-20,23.9608,2101352.5177,336408.9622,,,0.5965,100.0,55.0,45.0,43.004,45.8109,40.1971,0.2,193.5788,25.8849,,34.6917,43.3418,17.1675,,1.4682,-0.0991,,,,0.0,42.2984,0.8972,0.4893,0.4079,0.5965,0.3301,0.2665,8.5344,0.4847,74.7166,43.0,42.94,11.3308,3.7248,3.25,3.6711,2095534.0,23.3686,7.682,1.3956,7.6023,1.076,62.9424,39.9021,43.004,97.3299,95.5846,97.3299,100.0,100.0,100.0,,,1.25,42.5394,,77.0995,-0.0,43.5048
1998-02-23,23.7004,2119938.2677,336300.4988,,,0.7151,100.0,50.0,50.0,43.154,46.1513,40.1567,-0.4464,151.8452,22.1226,,34.6917,43.5474,18.6166,,1.2748,-0.1508,,,,0.0,42.4011,0.9489,0.5812,0.3677,0.7151,0.3881,0.3271,8.904,0.5268,72.9929,43.0,42.94,10.9385,3.5385,3.0,3.649,1922067.0,22.5595,7.2979,1.6663,7.0588,1.0706,61.0613,40.207,43.154,91.7743,94.6233,91.7743,83.3333,84.2238,52.6715,,,1.12,42.7162,,76.2904,-8.1699,43.7425
1998-02-24,22.919,1950738.2677,251846.9911,,,0.9042,95.0,45.0,50.0,43.251,46.2259,40.2761,-1.0,85.5981,11.5909,,24.0847,43.5905,19.839,,1.1685,0.1238,,,,0.0,42.4298,0.8589,0.6367,0.2222,0.9042,0.488,0.4162,9.255,0.5704,72.0984,43.0,42.94,13.0584,4.2416,1.94,3.7836,1752867.0,21.3441,6.933,2.0999,4.6125,1.0461,55.7955,40.4967,43.251,62.9979,84.034,62.9979,5.6604,50.8905,0.0,,,1.75,42.9214,,64.1021,-32.6797,43.8231
1998-02-25,22.919,1950738.2677,194402.6479,,,0.9735,90.0,40.0,50.0,43.326,46.297,40.355,-0.5,45.6041,11.5909,,13.4024,43.6295,20.8595,,1.3682,0.5169,,,,0.0,42.4523,0.7786,0.6651,0.1135,0.9735,0.4687,0.5049,9.6024,0.6156,67.8884,43.0,42.94,15.3069,5.0295,1.5,3.8217,1752867.0,20.0449,6.5863,2.2563,3.5294,1.0353,55.7955,40.7718,43.326,40.7757,65.1826,40.7757,33.3333,17.5572,0.0,,,2.0,43.1418,,62.088,-32.6797,43.8944
1998-02-26,23.117,1978161.7972,161955.3897,,,1.1813,85.0,35.0,50.0,43.3825,46.3883,40.3767,-0.0642,50.1964,13.6805,,13.4024,43.7009,21.8226,,1.6504,-0.0855,,,,0.0,42.4744,0.7371,0.6795,0.0576,1.1813,0.5634,0.6178,9.9502,0.6623,67.367,43.0,42.94,14.4418,4.7781,1.13,3.8102,1834267.0,18.912,6.257,2.7344,2.6127,1.0261,56.8402,41.0332,43.3825,28.3312,44.0349,28.3312,46.0,4.8729,14.6186,,,1.87,43.3645,,62.7648,-26.4706,43.9948
1998-02-27,22.1377,1868161.7972,98958.2942,,,1.1288,80.0,30.0,50.0,43.37,46.3883,40.3517,-0.6761,-7.0144,1.2215,44.544,6.9737,43.5866,22.6768,,1.619,-1.5214,,,,0.0,42.4745,0.5463,0.6529,-0.1066,1.1288,0.3988,0.73,10.2757,0.7103,60.2645,43.0,42.94,15.4024,5.1692,-0.25,4.0304,1724267.0,17.7117,5.9442,2.6129,-0.5848,0.9942,50.6108,41.2816,43.37,26.4444,31.8505,26.4444,0.0,4.8729,0.0,,,2.13,43.5747,,50.9055,-57.1895,43.9108
1998-03-02,22.5284,1811710.7333,46228.8444,22.16,,1.0887,75.0,25.0,50.0,43.445,46.3717,40.5183,-0.3989,9.7103,5.5676,44.3918,6.9737,43.5545,23.2136,,1.0051,-3.7043,,,,0.0,42.4852,0.4504,0.6124,-0.162,1.0887,0.2625,0.8262,10.6054,0.7598,63.5854,43.0,42.94,14.4378,4.9107,1.5,4.0087,1844867.0,16.6025,5.647,2.519,3.5928,1.0359,52.7838,41.5175,43.445,23.0256,25.9338,23.0256,23.0769,16.5006,34.8831,,,2.13,43.7724,,47.8268,-44.9346,43.8993
1998-03-03,23.4399,1932977.7333,59040.0382,21.5662,,1.1067,70.0,20.0,50.0,43.542,46.539,40.545,1.0,55.2217,14.7773,44.5742,10.2834,43.6922,23.4691,,-0.6223,-4.5475,,,,0.0,42.5283,0.5097,0.5918,-0.0822,1.1067,0.2023,0.9044,10.9494,0.8108,63.1676,43.0,42.94,13.648,4.6652,1.94,3.8679,1966134.0,16.7767,5.7346,2.555,4.5053,1.0451,57.3886,41.7416,43.542,41.0256,30.1652,41.0256,100.0,44.961,100.0,,,1.87,43.9586,,49.9683,-16.3399,44.0474
1998-03-04,23.7681,1998066.809,79623.8653,21.3689,,1.1261,65.0,15.0,50.0,43.717,46.772,40.662,0.2647,85.1411,17.8146,44.8418,17.621,43.8767,24.0872,,-1.7683,-1.7713,,,,0.0,42.6361,0.6006,0.5936,0.007,1.1261,0.146,0.9801,11.2962,0.8632,65.7418,43.0,42.94,12.716,4.4319,3.5,3.8846,2048534.0,18.1559,6.3279,2.5915,8.3076,1.0831,58.9073,41.9545,43.717,71.8935,45.3149,71.8935,92.6036,78.2944,100.0,,,2.38,44.1398,,54.9335,-6.0458,44.2463
1998-03-05,24.2212,2056612.3705,99434.1219,21.9055,,1.1597,100.0,10.0,90.0,43.942,47.1184,40.7656,0.3079,142.5111,21.8627,45.2257,32.1016,44.1266,25.3376,,-1.4325,0.0187,,,,0.0,42.8146,0.7344,0.6217,0.1126,1.1597,0.1171,1.0427,11.6482,0.9171,70.6138,43.25,43.97,11.3271,4.2103,4.5,4.0579,2301401.0,22.0377,8.1915,2.6595,10.7143,1.1071,60.9314,42.1568,43.942,88.182,67.0337,88.182,71.9424,100.0,100.0,,,4.06,44.3045,,58.8324,-19.0709,44.5113
1998-03-06,25.5235,2226412.3705,152526.1249,22.6662,,1.2719,100.0,5.0,95.0,44.392,47.7518,41.0322,0.7075,237.7801,31.9948,46.0051,37.1186,44.5907,25.9293,,-1.7247,0.9093,,,,0.0,43.6035,1.0303,0.7034,0.3268,1.2719,0.1674,1.1046,12.0217,0.9726,74.9684,45.125,44.44,10.5782,3.9998,9.0,3.9134,2471201.0,23.0667,8.7219,2.9021,22.5,1.225,65.9974,42.511,44.392,88.182,82.7525,88.182,100.0,100.0,100.0,,,2.5,44.4653,,64.2566,-0.0,44.993
1998-03-09,24.5807,1889745.3705,53258.2511,23.4525,,1.247,100.0,0.0,100.0,44.645,48.0472,41.2428,-0.8204,185.4263,20.1239,46.3419,38.393,44.8383,25.7348,,-1.394,5.0896,,,,0.0,43.7964,1.1059,0.7839,0.322,1.247,0.1043,1.1426,12.3734,1.0296,66.4229,45.125,45.125,10.0044,3.7998,5.06,4.0786,2134534.0,22.4738,8.5358,2.8341,12.0104,1.1201,60.0619,42.9652,44.645,79.4274,85.2638,79.4274,66.3399,77.0178,31.0534,,,2.06,44.5868,,57.581,-24.9697,45.2595
1998-03-10,25.0703,2116952.136,80100.0689,24.0212,,1.1791,95.0,0.0,95.0,44.989,48.3394,41.6386,0.6975,157.0904,23.867,46.7959,34.8264,45.1518,25.0527,,0.8234,7.2405,,,,0.0,44.1644,1.2276,0.8727,0.3549,1.1791,0.0136,1.1655,12.731,1.0881,57.8943,45.75,45.25,10.3968,3.9198,6.88,3.9673,2552801.0,21.5081,8.109,2.665,16.6788,1.1668,61.9335,43.468,44.989,82.2872,83.2989,82.2872,80.5217,57.9116,42.6816,,,1.62,44.7153,,62.5362,-14.0,45.5914
1998-03-11,25.7839,2245326.9259,124645.5122,24.9126,,1.2647,100.0,0.0,100.0,45.3075,49.0756,41.5394,0.3151,179.2193,28.9732,47.4281,41.8489,45.5659,24.0801,,2.7398,4.7316,,,,0.0,44.5845,1.4183,0.9818,0.4365,1.2647,0.09,1.1748,13.0987,1.1482,56.6138,46.0,45.88,9.749,3.7238,6.37,3.905,2741401.0,23.7808,9.0836,2.8426,14.7693,1.1477,64.4866,43.9306,45.3075,80.133,80.6159,80.133,93.5374,49.427,74.546,,,2.38,44.8687,,66.7261,-4.75,46.021
1998-03-12,26.2423,2381934.3784,175003.2455,25.9534,,1.4791,100.0,5.0,95.0,45.6515,49.9197,41.3833,0.2774,189.1592,32.0544,48.124,45.7295,46.0244,23.1744,,3.4989,3.0691,,,,0.0,45.0766,1.6216,1.1098,0.5119,1.4791,0.2654,1.2137,13.4715,1.2098,58.2861,46.44,46.315,9.3943,3.5376,6.88,3.7809,3038468.0,25.226,9.4994,3.3009,15.8161,1.1582,66.0272,44.466,45.6515,88.1661,83.5288,88.1661,90.4393,72.4092,100.0,,,1.37,45.0688,,65.0259,-4.1714,46.5041
1998-03-13,26.2423,2437712.9499,197442.4777,26.9423,,1.6885,100.0,0.0,100.0,45.989,50.6168,41.3612,0.3393,157.4904,32.0544,48.7142,45.7295,46.4392,22.2393,,4.6178,0.2767,,,,0.0,45.5187,1.7625,1.2403,0.5222,1.6885,0.4081,1.2803,13.8406,1.273,63.2489,46.44,46.625,9.1091,3.3607,6.75,3.703,3038468.0,24.4602,9.0244,3.7412,15.471,1.1547,66.0272,45.0944,45.989,91.472,86.5904,91.472,90.4393,91.5153,100.0,,,1.12,45.3325,,63.1551,-4.4848,46.9545
1998-03-16,26.6955,2531312.9499,218454.6656,28.0442,,1.8283,100.0,45.0,55.0,46.364,51.4025,41.3255,0.31,146.2093,35.1369,49.3703,48.9816,46.8974,21.2038,,3.4761,-3.3431,,,,0.0,46.0473,1.9222,1.3767,0.5455,1.8283,0.4678,1.3605,14.2147,1.3377,63.3931,46.875,47.0,8.6174,3.1927,7.5,3.6533,3163268.0,25.1641,9.3232,4.0125,17.1429,1.1714,67.5684,45.66,46.364,91.8224,90.4869,91.8224,94.5887,100.0,100.0,,,2.0,45.6793,,67.7171,-2.7778,47.4555
1998-03-17,25.5235,2306045.9499,135515.182,29.2194,,2.1057,100.0,40.0,60.0,46.6015,51.6668,41.5362,-0.7987,106.517,20.2819,49.5162,51.5488,47.0976,20.1556,,1.8587,-1.5999,,,,0.0,46.1692,1.8459,1.4705,0.3754,2.1057,0.6364,1.4693,14.5625,1.4038,58.0494,46.875,47.315,7.9137,3.0331,4.75,3.9494,2938001.0,24.7528,9.487,4.5948,10.7345,1.1073,60.141,46.3024,46.6015,72.4751,85.2565,72.4751,32.3974,66.6667,0.0,,,3.13,46.0669,,53.2601,-32.5026,47.7066
1998-03-18,26.633,2484469.6185,146036.9985,29.7482,,2.3824,95.0,35.0,60.0,46.908,52.2811,41.5349,0.5562,96.8645,28.1521,50.0173,39.7954,47.4816,19.2111,,2.3037,0.1598,,,,0.0,46.4367,1.935,1.5634,0.3716,2.3824,0.7772,1.6052,14.9282,1.4714,59.6298,46.875,47.315,9.7546,3.8814,6.13,3.9262,3147401.0,22.6502,9.0127,5.1557,13.6222,1.1362,64.0761,47.0017,46.908,67.591,77.2962,67.591,75.7869,50.9934,52.9802,,,3.38,46.4977,,64.2001,-10.3842,48.1379
1998-03-19,26.8934,2599045.6185,173521.2873,30.3389,,2.6079,90.0,30.0,60.0,47.2175,52.9197,41.5153,0.92,111.2579,29.8631,50.5284,41.5606,47.8767,18.4963,,2.4615,-0.7383,,,,0.0,46.7196,2.0227,1.6553,0.3674,2.6079,0.8543,1.7536,15.2952,1.5405,58.4075,47.065,47.315,9.3823,3.6874,6.19,3.839,3283801.0,22.7272,8.9321,5.6042,13.6224,1.1362,64.9315,47.6171,47.2175,65.3593,68.4751,65.3593,87.8935,39.1594,64.498,,,1.5,46.9695,,66.4997,-5.1921,48.5876
1998-03-20,26.8413,2490632.2852,134495.0459,31.1249,,2.7908,100.0,25.0,75.0,47.494,53.4633,41.5247,-0.7733,113.8349,29.2153,50.9386,46.06,48.2247,18.1235,,2.0983,-0.9131,,,,0.0,46.9495,2.0603,1.7363,0.324,2.7908,0.8656,1.9252,15.6576,1.6111,58.1197,47.065,47.625,9.0199,3.503,5.53,3.7997,3110801.0,24.4243,9.4855,5.9576,12.0217,1.1202,64.6076,48.0,47.494,79.3321,70.7608,79.3321,74.3158,59.2051,60.1371,,,1.5,47.4545,,61.9419,-11.9024,48.9983
1998-03-23,26.8257,2522521.2852,116449.443,31.4532,,2.9047,95.0,20.0,75.0,47.794,53.933,41.655,0.3733,91.8057,29.012,51.2743,37.6907,48.5366,18.0812,,1.8811,-1.8719,,,,0.0,47.2017,2.064,1.8018,0.2621,2.9047,0.7878,2.1169,16.016,1.6832,59.1119,47.065,47.625,10.6209,4.0778,6.0,3.7574,3015134.0,23.4701,9.0112,6.161,13.1868,1.1319,64.506,48.6175,47.794,78.6312,74.4408,78.6312,73.6842,71.9176,91.1175,,,1.5,47.9515,,60.9369,-12.1951,49.3798
1998-03-24,26.8934,2636610.8852,134782.0743,31.7651,,2.8208,90.0,15.0,75.0,48.1755,54.2721,42.0789,0.504,83.67,29.5177,51.5747,37.6907,48.8312,18.2694,,0.5299,-2.1816,,,,0.0,47.5921,2.0536,1.8522,0.2015,2.8208,0.531,2.2898,16.3721,1.7566,59.2141,47.065,47.625,10.269,3.8739,7.63,3.6816,3156334.0,22.6924,8.5606,5.9449,17.3409,1.1734,64.7588,49.1547,48.1755,74.807,77.5901,74.807,76.4211,77.0227,79.8134,,,1.25,48.465,,61.9685,-10.9268,49.7451
1998-03-25,27.4143,2712422.7209,154150.8189,32.3334,,2.9519,100.0,10.0,90.0,48.607,54.682,42.532,0.8826,96.0462,33.3612,52.0025,43.1308,49.193,18.7528,,0.1191,0.488,,,,0.0,48.0911,2.1019,1.9021,0.1998,2.9519,0.4984,2.4534,16.7347,1.8315,62.7153,47.565,47.69,9.6929,3.6802,8.63,3.6334,3255401.0,24.3955,9.2626,6.179,19.6136,1.1961,66.6806,49.6221,48.607,80.1999,77.8793,80.1999,90.4943,90.3103,100.0,,,2.13,48.9694,,62.7727,-2.4085,50.1694
1998-03-26,27.0861,2712422.7209,148060.6855,32.8732,,3.0051,95.0,5.0,90.0,48.988,54.9086,43.0674,-0.5,87.3701,28.7068,52.2442,43.1308,49.4603,19.5511,,1.1483,0.832,,,,0.0,48.4037,2.0656,1.9348,0.1307,3.0051,0.4054,2.5997,17.0874,1.9078,59.3474,47.565,47.69,9.3059,3.4962,7.62,3.6378,3114534.0,23.4215,8.7995,6.2553,17.1699,1.1717,64.3534,50.0782,48.988,76.6469,77.2179,76.6469,63.0252,59.9378,0.0,,52.6334,1.5,49.4385,,69.3681,-8.4778,50.4925
1998-03-27,26.1746,2588262.7209,92603.7504,32.6943,27.4271,2.8826,90.0,0.0,90.0,49.3755,54.509,44.242,-0.9,52.8012,16.7885,52.1223,29.2947,49.5355,20.3712,,1.0272,-0.1383,,,,0.0,48.5567,1.8739,1.9226,-0.0487,2.8826,0.1657,2.7169,17.419,1.9853,58.3053,47.94,47.815,11.9697,4.5714,7.75,3.825,2959334.0,21.8884,8.3595,5.9773,18.2353,1.1824,58.3943,52.88,49.3755,54.0667,70.3045,54.0667,8.6806,33.3333,0.0,,52.2962,2.5,49.8518,0.5736,58.2346,-25.9625,50.6127
1998-03-30,26.2423,2571318.7209,56107.0269,32.5243,27.0452,2.7142,85.0,0.0,85.0,49.732,54.038,45.426,-0.56,32.9659,17.3867,52.0291,29.2947,49.616,21.1167,,1.0063,-0.3011,,,,0.0,48.696,1.7128,1.8807,-0.1679,2.7142,-0.0703,2.7845,17.7486,2.0641,55.9038,48.815,48.005,11.6487,4.3428,7.13,3.7236,3029934.0,21.3013,7.9415,5.6084,16.4855,1.1649,58.6933,52.8512,49.732,28.3001,53.0045,28.3001,13.1944,1.2032,3.6095,,52.0294,1.0,50.1856,0.5703,53.9165,-25.641,50.7084
1998-03-31,26.9559,2659170.6706,64028.8034,32.69,27.0294,2.5879,80.0,0.0,80.0,50.0695,53.8672,46.2718,0.7991,61.8121,23.4883,52.1864,35.8373,49.8192,21.8918,,0.7167,-0.8233,,,,0.0,48.9167,1.6763,1.8398,-0.1635,2.5879,-0.2194,2.8073,18.0886,2.1443,56.4322,49.13,48.19,10.9703,4.1257,6.75,3.6554,3176801.0,23.2251,8.7344,5.3211,15.0,1.15,61.7441,52.8227,50.0695,27.5463,36.6377,27.5463,60.7639,14.6787,40.4265,,52.1451,2.19,50.4717,0.566,59.1388,-12.0469,50.9006
