date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Middle Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-11-05,19.4924,7090867.5695,1224218.9509,27.4705,37.9233,2.7859,100.0,0.0,100.0,39.1263,33.3005,27.4747,0.5849,153.5432,32.4656,36.2017,26.7415,34.2647,21.0622,192.4758,1.2807,1.386,-0.8432,-0.216,32.6075,1.0,35.8825,0.9171,1.6059,0.6888,1.7705,2.7859,1.0154,40.8862,23.8635,93.3195,33.31,32.59,21.316,4.9558,11.31,3.01,6235000.0,36.878,8.5738,8.6075,41.4134,1.4141,66.2328,30.799,33.3005,98.8832,98.7321,100.0,98.8832,100.0,100.0,30.8925,38.2363,1.06,33.3248,-0.0316,84.8356,-0.0,34.862
1998-11-06,19.9062,7462806.9312,1259924.3668,27.7155,37.8922,2.9317,100.0,0.0,100.0,39.7505,33.8725,27.9945,0.766,156.1558,36.2172,36.9561,32.3715,34.7576,21.7155,189.7306,1.4838,1.8183,-0.8164,-0.169,32.9607,1.0,37.2384,1.0946,1.8048,0.7102,2.0484,2.9317,0.8834,40.8717,23.9486,93.4469,33.97,34.0,19.6439,4.708,11.44,3.0384,6741700.0,38.4497,9.2151,8.9544,40.8571,1.4086,68.1086,31.6593,33.8725,96.7681,98.1781,93.6548,96.7681,100.0,100.0,31.3465,39.0334,1.88,33.7856,0.0393,85.7702,-2.1968,35.4467
1998-11-09,19.023,7310450.9679,1111515.6517,27.5135,37.591,3.0167,95.0,5.0,90.0,39.8861,34.332,28.7779,-0.6284,109.9643,21.1043,37.2787,23.6757,35.0368,22.5134,188.5892,1.0878,2.2011,-0.8048,-0.1493,33.248,1.0,37.3374,1.2358,1.8004,0.5647,2.2954,3.0167,0.7213,40.8399,24.033,87.1098,34.25,34.0,21.3302,5.4026,9.19,3.3601,6148600.0,34.5635,8.7543,9.1386,32.2456,1.3225,60.5522,32.623,34.332,79.8181,91.8231,45.7995,79.8181,0.0,66.6667,31.8199,39.1973,2.56,34.2385,0.1049,73.9007,-17.5747,35.8103
1998-11-10,18.6444,7310450.9679,949756.1181,27.1517,37.008,3.0608,90.0,0.0,90.0,39.8279,34.726,29.6241,0.0682,73.1146,15.3318,37.4104,20.2773,35.2181,23.5045,189.1209,1.1417,2.3523,-0.8103,-0.1585,33.4688,1.0,37.2719,1.332,1.7167,0.3847,2.5071,3.0608,0.5537,40.8009,24.1169,83.5609,34.595,34.44,21.8299,5.5125,7.88,3.418,5806900.0,32.9347,8.3166,9.1959,27.1163,1.2712,57.6659,33.471,34.726,51.0825,75.8896,13.7931,51.0825,0.0,33.3333,32.3021,39.1015,1.19,34.6744,0.1625,69.374,-26.1905,36.0587
1998-11-11,18.6142,7425186.4518,833747.043,26.7536,36.1073,3.0613,85.0,0.0,85.0,39.7189,35.0825,30.4461,0.1129,59.2444,14.8707,37.5031,19.1886,35.3764,24.6159,190.7627,0.5417,2.8399,-0.8267,-0.1867,33.631,1.0,37.2129,1.3909,1.6267,0.2358,2.6727,3.0613,0.3886,40.7617,24.2001,81.1605,35.565,34.75,21.7675,5.3568,7.13,3.3364,5619700.0,32.1049,7.9008,9.119,23.9664,1.2397,57.4354,34.2173,35.0825,24.8994,51.9333,15.1057,24.8994,0.0,0.0,32.7836,38.9738,0.62,35.0885,0.2123,68.7634,-28.4413,36.2638
1998-11-12,18.7353,7883586.4518,856348.1447,26.0914,34.9709,3.0021,80.0,0.0,80.0,39.7959,35.354,30.9121,0.3139,49.782,16.28,37.6168,13.5107,35.5424,25.5607,193.0188,-1.1916,2.8631,-0.8482,-0.2253,33.7691,1.0,37.2017,1.4241,1.5568,0.1327,2.7885,3.0021,0.2135,40.7253,24.2827,76.1782,35.72,35.75,23.1081,5.719,5.43,3.3336,6078100.0,30.3277,7.5057,8.8557,17.1347,1.1713,58.14,34.874,35.354,21.2235,32.4018,34.7716,21.2235,6.6019,2.2006,33.2579,38.9002,1.37,35.4816,0.2555,70.9288,-32.6142,36.4579
1998-11-13,19.0533,8162994.3465,876646.7306,25.7091,34.0394,2.8763,75.0,5.0,70.0,39.9409,35.632,31.3231,0.8289,74.4338,19.9421,37.8197,18.4443,35.7527,26.0151,196.1261,-3.7665,2.6059,-0.8757,-0.2778,34.0086,1.0,37.2691,1.4462,1.5346,0.0884,2.8645,2.8763,0.0119,40.6955,24.3648,76.4358,35.72,35.75,22.3846,5.433,5.56,3.2148,6502800.0,32.5093,7.8905,8.3856,17.2724,1.1727,59.971,35.452,35.632,36.7668,27.6299,60.423,36.7668,81.3554,29.3191,33.7218,38.9742,0.76,35.8651,0.294,70.5606,-24.6193,36.686
1998-11-16,19.1492,7955022.4167,739082.6535,25.5008,33.1445,2.7599,70.0,0.0,70.0,40.0084,35.929,31.8496,0.0,83.3857,21.0386,38.0197,21.5435,35.961,25.8637,198.5747,-6.7269,1.0495,-0.8955,-0.3185,34.3207,1.0,37.3611,1.4599,1.5149,0.0549,2.9051,2.7599,-0.1452,40.6679,24.4463,79.8129,36.22,35.97,21.7892,5.1614,5.94,3.1217,6885200.0,33.7555,7.9959,7.9573,18.5625,1.1856,60.5193,35.75,35.929,59.4882,39.1595,83.27,59.4882,100.0,62.6524,34.173,39.0566,0.63,36.2321,0.3282,66.5955,-23.5215,36.9059
1998-11-17,19.1794,8173668.0957,685186.1876,25.1282,32.1408,2.582,65.0,0.0,65.0,40.1202,36.179,32.2378,0.6173,72.3581,21.3964,38.1935,18.0491,36.1552,25.6767,200.438,-4.7878,-1.2433,-0.9095,-0.3492,34.6748,1.0,37.4368,1.4653,1.4869,0.0216,2.8974,2.582,-0.3154,40.6413,24.5273,73.6148,36.28,36.285,22.6192,5.2733,5.0,3.0676,7456500.0,32.5827,7.5961,7.3668,15.1515,1.1515,60.6982,36.2228,36.179,76.4148,57.5566,85.5513,76.4148,100.0,93.7851,34.6093,39.1133,0.81,36.5706,0.3581,63.6745,-24.8164,37.1031
1998-11-18,18.9877,7944068.0957,527793.4346,24.7743,31.2053,2.3719,60.0,5.0,55.0,40.1375,36.4005,32.6635,-0.8636,60.5539,17.8361,38.2651,18.0491,36.2947,26.3863,201.8392,-0.6368,-1.8254,-0.9194,-0.372,35.0327,1.0,37.4542,1.4558,1.4177,-0.0381,2.8514,2.3719,-0.4795,40.6111,24.6077,69.8779,36.28,36.285,22.1786,5.0097,4.43,3.0021,7140800.0,31.948,7.2163,6.7045,13.3474,1.1335,58.9181,36.6389,36.4005,79.9747,71.9592,71.1027,79.9747,30.4142,76.8047,35.0272,39.0358,0.44,36.8694,0.3827,67.2697,-30.3965,37.2403
1998-11-19,19.1492,8249768.0957,512692.4506,24.438,30.3167,2.1403,55.0,0.0,55.0,40.1588,36.6255,33.0922,0.76,61.7684,19.918,38.3759,18.0491,36.4514,27.4866,203.7239,2.5075,-1.3883,-0.9318,-0.4023,35.2807,1.0,37.501,1.4392,1.3729,-0.0663,2.7635,2.1403,-0.6232,40.5843,24.6876,69.8045,36.28,36.345,21.8528,4.7592,4.5,2.8701,7446500.0,31.4786,6.8555,5.9963,13.4569,1.1346,59.959,37.005,36.6255,73.9111,76.7668,65.0794,73.9111,58.4752,62.9631,35.4253,39.0317,0.32,37.1176,0.4032,72.2563,-26.1584,37.387
1998-11-20,19.24,8238697.8254,456384.012,24.2515,29.5153,1.8979,50.0,0.0,50.0,40.0728,36.8755,33.6782,0.4865,70.5043,21.1017,38.4953,20.708,36.6103,27.8131,205.7456,3.9097,-0.1546,-0.9441,-0.4344,35.4494,1.0,37.5731,1.4187,1.3365,-0.0822,2.6392,1.8979,-0.7412,40.5597,24.7669,73.2533,36.44,36.405,21.4688,4.5212,5.0,2.7623,7856100.0,32.6825,6.8827,5.2808,15.0966,1.151,60.5509,37.3272,36.8755,69.5075,74.4644,72.3404,69.5075,91.7226,60.204,35.8028,39.0529,0.37,37.3068,0.4201,70.0572,-23.8965,37.5293
1998-11-23,19.6236,8414116.0072,447674.1621,24.3117,28.774,1.6623,45.0,0.0,45.0,40.0406,37.1475,34.2544,0.8636,93.2594,25.9654,38.7275,25.4557,36.8265,27.4116,207.8532,2.2508,0.7597,-0.9556,-0.4672,35.7224,1.0,37.7368,1.4056,1.3534,-0.0522,2.4838,1.6623,-0.8215,40.5429,24.8458,73.1326,36.66,36.565,20.5643,4.2951,5.44,2.686,8097300.0,34.609,7.2286,4.5923,16.2679,1.1627,62.9827,37.6107,37.1475,76.5758,73.3315,92.3077,76.5758,100.0,83.3993,36.1619,39.2466,0.88,37.4494,0.4356,66.3188,-12.96,37.7202
1998-11-24,19.2097,8114178.0762,307978.5943,24.2674,27.9338,1.3142,40.0,0.0,40.0,39.8518,37.3565,34.8612,-0.7931,66.3647,17.7233,38.7702,23.4263,36.9439,26.5633,211.3434,0.127,0.9518,-0.9717,-0.5202,35.9822,1.0,37.7621,1.3817,1.2858,-0.0959,2.2897,1.3142,-0.9754,40.5181,24.9242,67.6912,36.94,36.785,20.5003,4.2604,4.18,2.7302,7683100.0,33.0436,6.8672,3.6075,12.3377,1.1234,58.8617,37.8602,37.3565,66.4568,70.8467,34.7222,66.4568,0.0,63.9075,36.5006,39.1722,0.94,37.5635,0.447,55.9816,-28.0551,37.8071
1998-11-25,19.3056,8162346.0762,238158.5353,24.2254,27.1827,1.159,35.0,0.0,35.0,39.6777,37.547,35.4163,0.12,58.8733,19.0158,38.8332,23.4263,37.0683,25.5547,217.7556,-0.7107,0.552,-0.992,-0.6123,36.2997,1.0,37.7968,1.352,1.2333,-0.1187,2.0849,1.159,-0.9259,40.4954,25.002,64.5786,37.095,37.0,19.9939,4.0474,3.81,2.6462,7883800.0,32.2275,6.5238,3.1638,11.0627,1.1106,59.5079,39.69,37.547,56.5927,66.5418,42.7481,56.5927,15.6807,38.5602,36.8184,39.1414,0.5,37.6622,0.4551,57.6868,-26.7658,37.8922
1998-11-27,19.2753,8130968.8035,177961.3303,24.2082,26.6617,1.0708,30.0,0.0,30.0,39.4335,37.719,36.0045,0.2955,59.5955,18.3975,38.8686,23.8811,37.1752,24.5405,225.8367,-0.2742,0.2842,-0.9999,-0.7174,36.6322,1.0,37.8217,1.3163,1.1734,-0.1429,1.8843,1.0708,-0.8134,40.4723,25.0794,63.1551,37.595,37.19,19.5467,3.845,3.44,2.5754,7807100.0,31.8116,6.2576,2.9079,9.8993,1.099,59.1988,39.6725,37.719,33.6851,52.2448,23.5849,33.6851,8.1799,7.9535,37.1143,39.0828,0.44,37.7485,0.4601,52.8763,-30.0,37.9534
1998-11-30,18.6444,7756568.8035,18029.6255,23.5445,25.8965,0.9412,25.0,0.0,25.0,39.2856,37.7785,36.2714,-0.8,-38.7434,6.2898,38.6647,10.9353,37.1528,23.5569,234.1773,0.4101,0.3781,-0.9872,-0.8108,36.9478,1.0,37.8073,1.2557,1.0133,-0.2424,1.6822,0.9412,-0.741,40.437,25.1562,56.2611,37.815,37.72,23.9388,4.7728,1.19,2.6986,7432700.0,29.8171,5.9447,2.5466,3.3287,1.0333,53.1449,39.6552,37.7785,22.111,37.4629,0.0,22.111,0.0,7.9535,37.3833,38.6942,1.25,37.8058,0.4589,46.4497,-69.797,37.8792
1998-12-01,19.24,8004942.4146,29991.9293,22.8441,25.26,0.8322,20.0,40.0,-20.0,39.199,37.875,36.551,0.9097,-8.1356,14.934,38.6962,9.5367,37.2449,22.6445,238.5863,0.0971,0.775,-0.972,-0.8534,37.2646,1.0,37.8154,1.1987,0.9705,-0.2281,1.4878,0.8322,-0.6555,40.4138,25.2325,55.7423,38.16,37.72,22.8852,4.6641,1.93,2.6732,7735800.0,27.7104,5.6475,2.2401,5.333,1.0533,57.467,39.6009,37.875,29.695,28.497,65.5,29.695,67.9257,25.3686,37.6269,38.668,1.44,37.8466,0.4559,54.167,-39.8477,37.9118
1998-12-02,19.4621,8157834.4146,80806.5145,22.3984,24.9536,0.7028,15.0,35.0,-20.0,39.2388,37.956,36.6732,0.68,73.1546,17.9063,38.7965,13.9298,37.3701,21.8181,224.0818,-1.2511,0.5652,-0.9999,-0.6957,37.5532,1.0,37.8316,1.1511,0.961,-0.1901,1.3023,0.7028,-0.5995,40.3953,25.3083,53.9176,38.16,37.72,21.7613,4.4309,1.62,2.6402,7982400.0,28.8051,5.8651,1.8818,4.3855,1.0439,58.9532,39.5171,37.956,51.9021,34.5693,90.2062,51.9021,91.2821,53.0693,37.848,38.7485,1.0,37.8766,0.4523,57.2871,-28.6802,37.977
1998-12-03,19.1189,7739318.4854,-38915.9067,22.057,24.7637,0.544,10.0,30.0,-20.0,39.2293,37.947,36.6647,-0.6018,47.693,11.5647,38.7532,15.5699,37.4187,21.0928,170.0108,-0.9809,-0.0769,-0.5737,0.1735,37.7711,1.0,37.8319,1.0986,0.8884,-0.2102,1.125,0.544,-0.581,40.3702,25.3836,46.0676,38.16,37.72,20.5602,4.2094,-0.18,2.7024,7504700.0,28.1433,5.7619,1.4505,-0.4729,0.9953,55.7824,39.4359,37.947,68.647,50.0813,50.2347,68.647,43.5665,67.5914,38.0463,38.6265,1.13,37.8994,0.4462,46.9574,-45.9391,37.9698
1998-12-04,19.7145,8022460.0783,5735.0557,21.8664,24.791,0.4546,5.0,25.0,-20.0,39.3105,37.969,36.6275,0.8319,125.1544,19.4758,38.9238,18.2453,37.575,20.5073,162.3439,-0.8989,-0.1018,-0.4593,0.3033,37.909,1.0,37.8411,1.0619,0.9154,-0.1465,0.9646,0.4546,-0.51,40.3571,25.4584,46.197,38.16,37.72,19.2073,3.9989,0.44,2.6651,7931300.0,27.7803,5.7838,1.2065,1.1393,1.0114,59.7379,39.3572,37.969,77.5513,66.0335,92.2131,77.5513,100.0,78.2828,38.2266,38.8222,1.37,37.9363,0.441,54.7857,-15.9898,38.0758
1998-12-07,19.9365,8399156.5069,143337.9444,21.8173,24.6654,0.4286,0.0,20.0,-20.0,39.3268,37.972,36.6172,0.3929,170.3805,22.2073,39.1446,20.8844,37.7583,20.0484,184.842,-0.5942,-0.802,-0.7643,-0.0844,37.9622,1.0,37.8487,1.0418,0.9613,-0.0805,0.8275,0.4286,-0.3989,40.3485,25.5329,45.5588,38.19,37.655,18.1779,3.799,0.06,2.6454,8353200.0,27.7749,5.8046,1.1319,0.1521,1.0015,61.1036,36.81,37.972,80.0887,75.429,97.8182,80.0887,100.0,81.1888,38.3938,39.0865,1.12,37.9919,0.4372,59.4895,-1.5748,38.2216
1998-12-08,19.4015,8030824.2488,69402.6854,21.7312,24.4415,0.3668,95.0,15.0,80.0,39.3725,38.0095,36.6465,-0.6022,95.6052,12.5277,39.1362,20.0946,37.8233,19.7058,196.466,1.6099,-0.5947,-0.8785,-0.2834,37.9906,1.0,37.8553,1.0138,0.9018,-0.112,0.7222,0.3668,-0.3554,40.3294,25.6069,46.6028,38.19,37.655,17.4933,3.669,0.75,2.7281,7930300.0,26.2917,5.5144,0.9661,1.9899,1.0199,56.2638,36.8375,38.0095,76.0509,77.897,38.1215,76.0509,9.0478,69.6826,38.547,39.0174,1.12,38.0555,0.4315,54.3006,-29.3963,38.2661
1998-12-09,19.4015,8226124.2488,94988.0172,21.3987,24.0761,0.3069,90.0,10.0,80.0,39.3665,38.0845,36.8025,0.2955,36.8192,12.5277,39.123,15.0819,37.882,19.4687,195.5549,1.3926,0.4785,-0.8708,-0.2682,38.0564,1.0,37.8692,0.98,0.8448,-0.1352,0.6276,0.3069,-0.3206,40.3105,25.6804,47.522,38.19,37.655,18.9813,3.8656,1.5,2.6489,7930300.0,25.7236,5.2386,0.8066,4.0606,1.0406,56.2638,36.8647,38.0845,57.3132,71.151,36.0,57.3132,9.0478,39.3652,38.686,38.9505,0.44,38.1118,0.4242,61.7597,-29.3963,38.3071
1998-12-10,19.1794,8180086.5677,82171.1164,20.8838,23.4876,0.1928,85.0,5.0,80.0,39.2991,38.1405,36.9819,-0.4493,-12.289,8.5724,39.0262,11.0999,37.8932,19.236,184.2664,0.5061,0.4149,-0.7578,-0.0744,38.1212,1.0,37.8713,0.9351,0.7555,-0.1796,0.53,0.1928,-0.3372,40.2874,25.7534,45.7038,38.22,37.655,19.8154,3.9823,1.12,2.6443,7476500.0,24.7637,4.9767,0.5062,3.0369,1.0304,54.2862,36.8917,38.1405,30.233,54.5324,16.5775,30.233,0.0,6.0319,38.8088,38.7724,0.75,38.1556,0.4144,56.3969,-40.9449,38.2991
1998-12-11,19.023,8287688.0169,103694.5621,20.0863,22.8977,0.1762,80.0,0.0,80.0,39.2513,38.169,37.0867,-0.1739,-105.7482,5.814,38.8815,4.9352,37.8739,18.9143,187.3509,0.9522,0.7226,-0.7918,-0.1279,38.1652,1.0,37.8696,0.8785,0.6522,-0.2264,0.445,0.1762,-0.2688,40.2614,25.826,47.0582,38.22,38.185,21.5213,4.2832,0.57,2.6402,7237000.0,23.7558,4.7279,0.4628,1.5356,1.0154,52.907,36.9184,38.169,24.5582,37.3682,21.097,24.5582,0.0,3.0159,38.9136,38.5383,0.81,38.1825,0.402,54.7828,-68.0,38.2562
1998-12-14,18.9271,8374040.0169,130548.4661,19.1454,22.3231,0.1568,75.0,55.0,20.0,39.2634,38.1565,37.0496,0.0,-132.7762,4.1076,38.7177,1.268,37.8383,18.4727,202.4716,-0.5469,1.2084,-0.9237,-0.3822,38.1818,0.0,37.8673,0.8125,0.5486,-0.2639,0.37,0.1568,-0.2132,40.2338,25.898,41.39,38.22,38.185,21.9974,4.379,-0.25,2.6543,6877200.0,22.5624,4.4915,0.4122,-0.6623,0.9934,52.0538,39.56,38.1565,21.063,25.2847,25.5144,21.063,0.0,0.0,38.9987,38.2912,1.0,38.2046,0.387,59.5169,-74.9091,38.1925
1998-12-15,19.1794,8793940.0169,263270.6571,18.3209,21.7245,0.1963,70.0,50.0,20.0,39.2643,38.1595,37.0547,0.8519,-69.2025,8.2081,38.6633,2.6542,37.8537,17.9655,223.5372,-1.8323,0.413,-0.9997,-0.6888,38.1901,0.0,37.8679,0.7503,0.5011,-0.2491,0.3137,0.1963,-0.1173,40.2115,25.9696,41.6795,38.22,38.185,21.0939,4.1601,0.06,2.5949,7297100.0,22.2442,4.3869,0.517,0.1581,1.0016,54.104,39.5332,38.1595,39.4688,28.3633,71.7949,39.4688,48.699,16.233,39.0656,38.2143,0.81,38.2331,0.3716,60.9776,-56.7273,38.1776
1998-12-16,19.023,8827844.0169,304420.0392,17.5375,21.1559,0.2588,65.0,45.0,20.0,39.2659,38.144,37.0221,-0.2533,-78.9004,5.2703,38.5565,2.6542,37.8381,17.4477,248.0624,-1.3731,-0.2707,-0.9201,-0.9276,38.1893,0.0,37.8667,0.6869,0.4335,-0.2534,0.282,0.2588,-0.0231,40.1863,26.0407,44.0818,38.22,38.185,20.282,3.9521,-0.31,2.585,7101500.0,21.388,4.1676,0.6815,-0.8158,0.9918,52.6351,39.5067,38.144,50.4364,36.9894,54.0,50.4364,26.041,24.9133,39.1146,38.0677,0.75,38.252,0.3551,56.8157,-68.0,38.1329
1998-12-17,19.6236,9132635.6836,390558.495,17.3221,20.88,0.2476,60.0,40.0,20.0,39.3455,38.207,37.0685,0.9167,52.0219,14.6352,38.6771,13.2284,37.9373,16.9971,270.8445,-0.967,-0.6421,-0.6966,-0.9999,38.1892,0.0,37.884,0.6436,0.4705,-0.1732,0.259,0.2476,-0.0114,40.1732,26.1113,49.0659,38.22,38.185,18.8182,3.7544,1.26,2.5657,7434000.0,24.5558,4.8992,0.6505,3.3493,1.0335,57.3176,39.4804,38.207,74.2941,54.7331,97.0874,74.2941,100.0,58.2467,39.151,38.2542,1.44,38.2749,0.3408,69.0188,-24.7273,38.203
1998-12-18,19.4015,8648907.6836,236378.1819,17.1798,20.7157,0.1776,55.0,35.0,20.0,39.3679,38.232,37.0961,-0.7467,73.8062,10.3878,38.6978,14.4767,37.9852,16.6194,292.5268,-0.2641,-0.9646,-0.3823,-0.9237,38.1982,0.0,37.8885,0.6067,0.459,-0.1477,0.2311,0.1776,-0.0535,40.1559,26.1815,52.3259,38.22,38.185,18.1019,3.5667,0.5,2.5629,6693600.0,24.2302,4.7742,0.4659,1.3179,1.0132,55.1939,39.4544,38.232,74.2157,66.3154,71.5596,74.2157,59.6548,61.8986,39.1771,38.2906,0.75,38.2898,0.3271,65.2332,-40.7273,38.2251
1998-12-21,19.4318,9162295.9189,315166.2939,16.75,20.5309,0.1762,50.0,30.0,20.0,39.3915,38.251,37.1105,0.2794,21.554,10.8619,38.7233,8.5843,38.0342,16.273,-32.1112,0.7801,-0.8347,0.2231,-0.5316,38.2106,0.0,37.8929,0.5753,0.4495,-0.1257,0.2099,0.1762,-0.0338,40.1393,26.2513,45.0482,38.22,38.185,19.684,3.8184,0.38,2.5193,7317000.0,23.3808,4.5355,0.4615,0.9969,1.01,55.4309,39.4287,38.251,79.5668,76.0255,70.0535,79.5668,59.708,73.1209,39.195,38.3337,0.68,38.2855,0.3141,68.3705,-38.5455,38.2507
1998-12-22,19.4621,9128208.9624,307900.4633,16.5506,20.409,0.1033,45.0,25.0,20.0,39.3484,38.235,37.1216,0.087,69.7406,11.3555,38.7531,12.7614,38.0843,15.9117,9.5342,1.0472,-0.3106,0.8145,0.1656,38.2607,0.0,37.8974,0.5486,0.4418,-0.1068,0.1873,0.1033,-0.084,40.1235,26.3207,45.7681,38.22,38.185,18.9736,3.6275,-0.32,2.4791,7653000.0,24.5246,4.6887,0.2705,-0.823,0.9918,55.6778,39.4032,38.235,71.3296,75.0374,72.3757,71.3296,64.9791,61.4473,39.2064,38.3821,0.69,38.2696,0.3018,66.5955,-36.3636,38.2801
1998-12-23,19.7145,9589708.9624,423778.0359,16.4264,20.3259,0.0236,40.0,20.0,20.0,39.451,38.285,37.119,0.9118,103.0756,15.4622,38.8664,14.0667,38.1772,15.4866,66.9934,1.0052,-0.0047,0.9272,0.9205,38.3156,0.0,37.9147,0.533,0.4706,-0.0624,0.1685,0.0236,-0.1449,40.1129,26.3897,51.8363,38.22,38.185,18.2889,3.4461,1.0,2.412,8114500.0,24.2764,4.5743,0.0617,2.6274,1.0263,57.7311,39.3779,38.285,80.8097,77.2354,100.0,80.8097,100.0,74.8957,39.2146,38.5492,0.68,38.2635,0.2912,71.286,-18.1818,38.3587
1998-12-24,19.6236,9602760.5753,436810.0073,16.3084,20.2583,0.0264,35.0,15.0,20.0,39.5108,38.3165,37.1222,-0.1935,95.4986,13.4701,38.9282,14.0667,38.2441,15.0322,96.227,0.9012,0.4979,0.6262,0.9941,38.3784,0.0,37.9245,0.5211,0.4734,-0.0476,0.1518,0.0264,-0.1254,40.1005,26.4582,53.6798,38.22,38.185,17.9185,3.2738,0.63,2.3496,8056700.0,23.7847,4.3456,0.069,1.6471,1.0165,56.7351,39.353,38.3165,85.7072,79.2822,84.7458,85.7072,60.7431,75.2407,39.2211,38.6367,0.37,38.2618,0.2815,67.3262,-24.7273,38.4153
1998-12-28,20.5018,10104851.1856,562187.371,17.0329,20.2887,0.0927,100.0,10.0,90.0,39.9953,38.438,36.8807,0.8779,220.7919,26.3922,39.2941,30.7975,38.4704,14.6263,119.5172,0.0382,0.7549,0.2669,0.8702,38.4595,1.0,38.0167,0.5387,0.6091,0.0704,0.1447,0.0927,-0.052,40.1057,26.5264,56.8189,38.78,38.78,15.9599,3.1101,2.43,2.3987,8628600.0,30.1653,5.8783,0.2414,6.3629,1.0636,63.1961,36.88,38.438,93.4054,86.6408,95.4704,93.4054,100.0,86.9144,39.2335,39.1566,2.13,38.2891,0.2766,73.5317,-3.2995,38.6347
1998-12-29,20.411,10226386.8999,601040.6224,17.7211,20.2826,0.1999,95.0,5.0,90.0,40.2426,38.613,36.9834,-0.3214,225.7939,24.3698,39.5729,30.7975,38.658,14.2999,149.3626,-0.3051,0.4126,-0.2481,0.5096,38.5387,1.0,38.1739,0.5697,0.694,0.1243,0.1451,0.1999,0.0548,40.1091,26.5944,61.5399,39.06,38.78,15.4913,2.9546,3.5,2.3581,8288300.0,29.2796,5.5844,0.5193,9.4748,1.0947,62.1849,36.9187,38.613,89.272,89.4615,87.6,89.272,86.5498,82.431,39.2554,39.5311,0.56,38.3476,0.2745,72.2205,-7.868,38.8254
1998-12-30,20.3151,10159438.5128,540993.3182,18.3269,20.3627,0.3313,90.0,0.0,90.0,40.4795,38.7195,36.9595,-0.3065,182.1735,22.1972,39.7746,29.8372,38.8096,13.9936,163.53,0.1129,0.3336,-0.4776,0.2835,38.6403,1.0,38.2502,0.6033,0.7375,0.1342,0.1532,0.3313,0.1781,40.1105,26.6619,57.164,39.06,38.815,15.299,2.8669,2.13,2.3278,7942400.0,28.3109,5.3052,0.8589,5.5876,1.0559,61.0986,36.957,38.7195,87.3244,90.0006,78.903,87.3244,67.5357,84.6952,39.2881,39.782,0.62,38.4215,0.274,73.6477,-12.9199,38.9813
1998-12-31,20.3454,10231486.5128,490171.6649,18.9024,20.4797,0.5104,85.0,40.0,45.0,40.6958,38.807,36.9182,0.38,150.147,22.6463,39.9549,29.8372,38.9525,13.7012,174.3674,0.2436,0.4496,-0.6343,0.0981,38.7705,1.0,38.3118,0.6362,0.768,0.1318,0.1824,0.5104,0.3281,40.1125,26.7292,53.4994,39.06,38.815,14.881,2.7235,1.75,2.2702,8242600.0,27.5375,5.0399,1.3215,4.5384,1.0454,61.3232,36.9949,38.807,81.9486,86.1817,79.3427,81.9486,71.0118,75.0324,39.3319,39.9954,0.5,38.5204,0.2745,72.2506,-11.3695,39.1328
1999-01-04,19.9365,10278907.8146,439908.5241,18.3887,20.1276,0.5801,80.0,35.0,45.0,40.7496,38.888,37.0264,-0.2959,62.5806,13.3472,39.9587,8.6279,39.0047,13.5821,185.3223,0.5589,0.5087,-0.7696,-0.0928,38.905,1.0,38.3437,0.6527,0.7185,0.0658,0.2271,0.5801,0.353,40.1064,26.7961,53.7904,39.06,38.815,21.0449,4.0273,1.62,2.4224,7820800.0,25.0193,4.7879,1.4996,4.2767,1.0428,56.6736,37.0325,38.888,67.056,78.7763,42.9224,67.056,0.0,46.1825,39.383,39.9517,1.75,38.6327,0.2735,70.2822,-32.2997,39.1988
1999-01-05,19.9971,10367544.1782,407557.1254,17.9006,19.859,0.6882,75.0,30.0,45.0,40.8038,38.916,37.0282,0.0,65.1669,14.3598,39.9795,8.6279,39.0633,13.8527,195.2858,0.7556,1.0266,-0.8685,-0.2636,39.0503,1.0,38.3572,0.6584,0.6811,0.0227,0.284,0.6882,0.4042,40.1015,26.8626,53.2075,39.06,38.815,20.0733,3.826,0.56,2.4054,8145800.0,23.8641,4.5485,1.7768,1.4337,1.0143,57.1799,37.0697,38.916,57.9071,68.9706,51.4563,57.9071,9.1866,26.7328,39.439,39.9389,0.88,38.7467,0.2715,68.0167,-29.199,39.2685
