date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Middle Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-02-11,15.4064,574099.171,179672.7732,,,0.449,95.0,35.0,60.0,62.4186,59.9755,57.5324,-0.2143,160.069,-4.647,,2.3627,60.7035,,,,,,,,0.0,59.5009,,,,,,,,,55.0505,60.09,60.16,25.4837,4.8938,2.19,1.602,-743600.0,24.3073,4.6679,0.7474,3.6616,1.0366,47.6765,58.5151,59.9755,91.5556,91.6615,85.3333,91.5556,94.4004,98.1335,,,0.56,59.6143,,,-9.6491,60.4403
1998-02-12,15.3766,644154.7265,174329.3398,,,0.7132,90.0,30.0,60.0,62.64,60.06,57.48,0.0864,118.0936,-5.7106,,7.4566,60.8156,,,,,,,,0.0,59.5652,,,,,,,,,51.0528,60.09,60.16,27.0245,5.1491,1.69,1.5903,-869700.0,23.2739,4.4345,1.1875,2.8078,1.0281,47.1447,58.6721,60.06,82.4941,89.898,72.8155,82.4941,2.468,65.6228,,,0.81,59.7836,,68.386,-12.2807,60.6217
1998-02-13,15.4213,626084.9591,150545.7965,,,0.9004,85.0,25.0,60.0,62.8951,60.188,57.4809,0.4186,120.3062,-3.8811,,4.5848,60.9341,,,,,,,,0.0,59.6901,,,,,,,,,54.8887,60.09,60.16,26.3974,4.8916,2.56,1.5411,-758700.0,24.083,4.4628,1.4985,4.3025,1.043,48.0595,58.8228,60.188,75.9163,83.322,69.6,75.9163,87.2682,61.3789,,,0.43,59.9876,,72.6484,-8.3333,60.8122
1998-02-17,15.5928,714356.9591,155216.7291,,,1.0801,100.0,20.0,80.0,63.2562,60.3475,57.4388,0.5,132.1325,2.8999,,1.719,61.107,,,,,,,,0.0,59.8826,,,,,,,,,61.2725,60.405,60.38,25.2225,4.6471,3.19,1.5133,-574800.0,26.1049,4.8096,1.7948,5.3559,1.0536,51.45,58.9675,60.3475,78.1467,78.8523,92.0245,78.1467,100.0,63.2454,,,0.82,60.2195,,73.6525,-2.6,61.0562
1998-02-18,15.5605,534653.1855,85838.48,,,1.269,100.0,15.0,85.0,63.5445,60.4785,57.4125,-0.2453,123.308,1.5848,,8.6346,61.2511,,,,,,,,0.0,60.0178,,,,,,,,,61.4972,60.405,60.72,23.7823,4.4147,2.62,1.5252,-807100.0,28.2774,5.2491,2.1048,4.3667,1.0437,50.7924,59.1632,60.4785,73.644,75.9023,59.3074,73.644,84.7269,90.665,,,1.06,60.4603,,59.4916,-16.5493,61.2726
1998-02-19,15.4685,490606.377,35638.0772,,,1.3107,95.0,10.0,85.0,63.7303,60.6315,57.5327,-0.3936,87.5801,-2.1613,,3.0237,61.3463,15.6467,,-0.6907,0.7745,,,,0.0,60.1656,,,,,,,11.5402,0.6254,62.5192,60.405,60.72,25.2705,4.694,3.06,1.5331,-901200.0,26.8464,4.9867,2.1694,5.1698,1.0517,48.9193,59.427,60.6315,64.874,72.2215,43.29,64.874,41.2201,75.3157,,,0.94,60.7119,,52.6287,-23.0634,61.4413
1998-02-20,15.4685,490606.377,11861.7236,,,1.326,90.0,5.0,85.0,63.8254,60.822,57.8186,-0.5,72.5382,-2.1613,,3.0237,61.4323,17.2118,,-0.7635,0.3409,,,,0.0,60.3856,0.2353,0.5329,0.2976,0.7647,1.326,0.5613,12.0473,0.6825,63.4059,60.405,60.72,24.7378,4.4593,3.81,1.4869,-901200.0,26.2805,4.7373,2.1913,6.5195,1.0652,48.9193,59.6749,60.822,41.5404,60.0195,22.0238,41.5404,25.3611,50.436,,,0.38,60.9738,,54.1293,-23.0634,61.5955
1998-02-23,15.4835,565750.377,24966.1495,,,1.427,85.0,0.0,85.0,63.8196,61.0345,58.2494,-0.19,59.3475,-1.4888,,3.182,61.5159,18.9332,,-0.0183,0.1643,,,,0.0,60.6433,0.2974,0.5458,0.2484,0.9534,1.427,0.4736,12.5499,0.7419,64.4575,60.53,60.78,26.4627,4.7963,4.25,1.4915,-780000.0,24.8305,4.5005,2.355,7.32,1.0732,49.2556,59.9081,61.0345,34.8781,47.0975,39.3204,34.8781,13.2868,26.6227,,,1.0,61.2237,,57.2784,-22.482,61.7372
1998-02-24,15.4064,579538.377,32444.492,,,1.4817,80.0,0.0,80.0,63.7335,61.219,58.7045,-0.38,46.8142,-4.8936,,3.8353,61.562,20.8267,,0.3658,0.4442,,,,0.0,60.7861,0.3429,0.5249,0.182,1.1063,1.4817,0.3753,13.0444,0.8034,60.7801,60.815,60.905,25.3395,4.6165,3.69,1.5046,-894900.0,23.4676,4.2755,2.4414,6.3282,1.0633,47.5532,60.1272,61.219,29.2531,35.2239,26.4151,29.2531,0.0,12.8826,,,1.0,61.4395,,54.1391,-29.3785,61.8291
1998-02-25,15.3294,391498.377,-27276.5944,,,1.3839,75.0,0.0,75.0,63.6385,61.3595,59.0805,-0.448,41.0805,-8.2322,,0.8507,61.5742,22.8353,,-0.4128,0.5939,,,,0.0,60.8513,0.3699,0.4779,0.108,1.2102,1.3839,0.1737,13.5309,0.867,53.1912,60.845,61.03,23.6327,4.3857,2.81,1.5379,-1208300.0,23.234,4.3117,2.2772,4.7724,1.0477,45.8839,60.3331,61.3595,27.4674,30.5329,16.6667,27.4674,0.0,4.4289,,,1.25,61.6183,,50.471,-36.9565,61.874
1998-02-26,15.235,461143.5097,-27068.4426,,,1.281,70.0,0.0,70.0,63.5643,61.45,59.3357,-0.3363,-15.2116,-12.2088,,10.3942,61.549,24.6785,,-1.1753,0.2445,,,,0.0,60.8697,0.377,0.4053,0.0283,1.2733,1.281,0.0077,14.0087,0.9327,47.8059,60.845,61.155,26.9,5.0464,1.81,1.5622,-1421000.0,21.8345,4.0961,2.1062,3.042,1.0304,43.8956,60.5267,61.45,26.0977,27.6061,35.2113,26.0977,0.0,0.0,,,1.13,61.7614,,49.8648,-46.7775,61.8693
1998-02-27,15.4213,495057.1461,-13731.8196,,,1.1656,65.0,5.0,60.0,63.5064,61.578,59.6496,0.2727,42.3837,-2.9413,62.3624,3.7075,61.5977,26.4221,,-1.07,-0.091,,,,0.0,60.938,0.3823,0.4036,0.0213,1.3028,1.1656,-0.1371,14.4892,1.0005,48.6943,60.845,61.155,25.5523,4.7941,2.56,1.5419,-1172300.0,23.7253,4.4513,1.913,4.3025,1.043,48.5293,60.56,61.578,40.7668,31.444,70.4225,40.7668,86.4507,28.8169,,,0.94,61.8834,,54.7544,-31.185,61.9274
1998-03-02,15.2971,477469.7898,-12623.5582,8.5188,,1.009,60.0,0.0,60.0,63.2117,61.709,60.2063,-0.5747,-4.2906,-8.2586,62.2828,10.0566,61.5941,28.3181,,-1.0913,-0.2568,,,,0.0,60.9754,0.3774,0.3578,-0.0196,1.2949,1.009,-0.2859,14.9599,1.0703,49.0945,61.435,61.5,27.6797,5.1744,2.62,1.5474,-1290000.0,22.6212,4.2287,1.6526,4.4452,1.0445,45.8707,60.56,61.709,50.8607,39.2417,46.9484,50.8607,42.6249,43.0252,,,0.87,61.9792,,54.8632,-48.5437,61.9257
1998-03-03,15.3915,636663.3382,39629.9104,8.5957,,0.8647,55.0,15.0,40.0,63.1405,61.7935,60.4465,0.9032,4.8699,-3.7131,62.2799,10.0566,61.6271,30.2343,,-0.9893,-0.5037,,,,0.0,61.012,0.3715,0.3481,-0.0234,1.25,0.8647,-0.3852,15.4297,1.1421,48.0673,61.435,61.5,26.746,4.9156,1.69,1.511,-1092600.0,21.8581,4.0173,1.4129,2.805,1.028,48.1434,60.74,61.7935,60.7199,50.7825,64.7887,60.7199,91.6719,73.5825,,,0.62,62.0393,,57.8731,-39.3204,61.9477
1998-03-04,15.2822,566055.2301,34937.394,8.592,,0.6954,50.0,10.0,40.0,63.1188,61.8215,60.5242,-0.6757,-17.0704,-8.4007,62.1947,8.5221,61.615,31.8782,,-0.8989,-0.7129,,,,0.0,61.0178,0.3575,0.3015,-0.056,1.1816,0.6954,-0.4862,15.8904,1.2158,44.5082,61.435,61.5,25.6585,4.6699,0.56,1.5059,-1197100.0,21.6287,3.9364,1.1339,0.9189,1.0092,45.7996,60.9092,61.8215,55.7861,55.7889,55.6213,55.7861,41.0908,58.4625,,,0.74,62.0665,,52.6597,-50.0,61.9197
1998-03-05,15.2051,504348.9801,10207.7947,8.7295,,0.4765,45.0,5.0,40.0,62.9577,61.875,60.7923,-0.1875,-92.3525,-11.5927,62.0624,11.3414,61.5745,33.0818,,0.4354,-1.0016,,,,0.0,61.022,0.3334,0.2368,-0.0966,1.0872,0.4765,-0.6107,16.3434,1.2915,47.4982,61.47,61.5,26.5781,4.6964,1.07,1.4689,-1306800.0,21.1635,3.7396,0.776,1.7798,1.0178,44.2037,61.0682,61.875,42.2016,52.9025,6.1947,42.2016,0.0,44.2543,,,0.38,62.0687,,50.2929,-57.5243,61.8596
1998-03-06,15.3766,525964.3647,6040.7814,8.4086,,0.3233,40.0,0.0,40.0,62.7183,61.9595,61.2007,0.5256,-24.1356,-3.1694,62.0714,2.3108,61.6036,33.7374,,1.795,-0.5031,,,,0.0,61.0554,0.3144,0.2385,-0.0759,0.9646,0.3233,-0.6412,16.7988,1.369,52.0594,61.97,61.97,24.3182,4.4616,1.69,1.506,-1138200.0,25.4687,4.6726,0.5257,2.8078,1.0281,48.4153,63.56,61.9595,39.4087,45.7988,56.4103,39.4087,100.0,47.0303,,,1.56,62.0483,,55.1237,-52.8302,61.86
1998-03-09,15.2822,555705.744,13250.0984,8.0685,,0.1839,35.0,0.0,35.0,62.7249,61.9405,61.1561,-0.2874,-105.3922,-7.2289,62.008,1.6083,61.5937,33.7061,,0.7734,-0.1199,,,,0.0,61.0598,0.2929,0.2067,-0.0861,0.8204,0.1839,-0.6365,17.2458,1.4484,46.9667,61.97,62.06,23.4004,4.2985,-0.38,1.5159,-1241700.0,24.1654,4.439,0.2986,-0.6141,0.9939,46.3856,63.5344,61.9405,32.3909,38.0004,34.5679,32.3909,51.8066,50.6022,,,0.94,62.0017,,53.8931,-68.6667,61.8163
1998-03-10,15.5158,661846.4847,48766.8639,8.1231,,0.0651,30.0,60.0,-30.0,62.7796,61.9655,61.1514,0.8519,51.5873,3.3245,62.1221,9.1595,61.6743,32.9818,,0.5341,-0.0921,,,,0.0,61.0754,0.2852,0.2545,-0.0307,0.6739,0.0651,-0.6087,17.6977,1.5297,46.8402,61.97,62.06,22.1321,4.0836,0.5,1.4985,-1117100.0,26.5954,4.907,0.1055,0.8072,1.0081,51.6623,63.4825,61.9655,61.1903,44.33,92.5926,61.1903,100.0,83.9355,,,1.0,61.9553,,57.2331,-37.3333,61.8639
1998-03-11,15.4835,660686.4847,58494.0076,8.2738,,-0.0141,25.0,55.0,-30.0,62.8004,61.975,61.1496,0.16,69.7456,1.865,62.1947,11.1363,61.7349,32.1342,,-0.7137,0.0317,,,,0.0,61.0834,0.2839,0.2787,-0.0052,0.53,-0.0141,-0.5441,18.1438,1.6127,45.46,61.97,62.06,21.224,3.8794,0.19,1.4868,-1204100.0,26.5436,4.8517,-0.0228,0.3059,1.0031,50.9325,63.4317,61.975,68.4821,54.0211,78.2857,68.4821,90.2161,80.6742,,,0.75,61.9139,,58.4986,-41.6667,61.8967
