date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Middle Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD_Hist,MACDEXT,MACD_Signal,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,5.7689,-72613.1944,,,,,,,,,,,-0.8472,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,104563.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,5.6667,-234053.39,,,,,,,,,,,-0.28,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-255081.0,,,,,,,41.38,,,,,,,,,,2.25,,,,,
1998-01-06,5.6489,-451440.5204,,,,,,,,,,,-0.8116,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-522933.0,,,,,,,41.3425,,,,,,,,,,1.38,,,,,
1998-01-07,5.6859,-383984.5204,,,,,,,,,,,0.3333,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-423733.0,,,,,,,41.3054,,,,,,,,,,0.75,,,,,
1998-01-08,5.6756,-349792.7668,,,,,,,,,,,0.1812,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-487496.0,,,,,,,41.2686,,,,,,,,,,1.38,,,,,
1998-01-09,5.4578,-440627.9936,,,,,,,,,,,-0.6171,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-875348.0,,,,,,,41.1882,,,,,,,,,,2.69,,,,,
1998-01-12,5.5926,-295027.7079,,,,,,,,,,,0.7857,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-705481.0,,,,,,,41.0269,,,,39.1904,66.5984,,,,,3.5,,,,,
1998-01-13,5.7407,-195184.9379,,,,,,,,,,,0.4695,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-550251.0,,,,,,,40.7658,,,,61.2327,91.7927,,,,,2.13,,,,,
1998-01-14,5.5556,-333673.9379,,,,,,,,,,,-0.625,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-734903.0,,,,,,,40.5152,,73.8496,58.0909,73.8496,63.1579,,,,,2.0,,,,,
1998-01-15,5.3896,-487761.6384,-82490.9536,,,,,,,,,,-0.7326,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1066103.0,,,,,,,40.2746,,64.8432,66.6418,64.8432,39.5789,,,,,1.87,,,,,
1998-01-16,5.3156,-604309.3022,-134175.6281,,,,,,,,,,-0.885,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1217481.0,,,,,,,40.0436,,43.9298,60.8742,43.9298,29.0526,,,,,1.13,,,,,
1998-01-20,5.3896,-602283.8222,-142477.1032,,,,,,,,,,0.304,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-964296.0,,,,,,,39.8219,,28.8772,45.8834,28.8772,18.0,,,,,1.25,,,,,
1998-01-21,5.3704,-700213.7085,-164080.2066,,,,,,,,,,-0.1477,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1191081.0,,,,,,,39.609,,20.4461,31.0844,20.4461,14.2857,,,,,0.88,,,,,
1998-01-22,5.3704,-1074769.7085,-277178.3665,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1191081.0,,,,,,,39.4046,,19.0952,22.8062,19.0952,25.0,,,,,0.37,,,,,
1998-01-23,5.5748,-1241831.3752,-351403.7471,,,,,,,,,,-0.2467,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-689896.0,,,,,,,39.2084,,34.8545,24.7986,34.8545,65.2778,,,,,2.38,,,,,
1998-01-26,5.6859,-1237502.8392,-348445.6188,,,,,,,,,,0.4,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-148829.0,,,,,,,39.0201,,57.067,37.0056,57.067,80.9231,,,,,1.37,,,,,
1998-01-27,5.6119,-1525502.8392,-407194.9647,,,,,,,,,,-0.185,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-532829.0,,,,,,,34.5,,65.9972,52.6395,65.9972,51.7906,,,,,2.0,,,,,
1998-01-28,6.2044,-1072503.8051,-250075.0076,,,,,,,,,,0.8934,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,42934.0,,,,,,,34.5513,,74.9046,65.9896,74.9046,92.0,,,,,4.69,,,,,
1998-01-29,6.1852,-1149303.8051,-187500.9335,,,,,,,,,,-0.0578,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-187466.0,,,,,,,34.7079,,73.0936,71.3318,73.0936,75.4902,,,,,2.25,,,,,
1998-01-30,6.3052,-1033000.7651,-107851.3966,,,,,,,41.9094,38.2035,34.4976,0.7067,209.5308,,,,38.2035,,,,,,,,0.0,,,,,,,,,,,39.22,38.875,,5.87,,,-31703.0,,8.12,,,,,34.9641,38.2035,85.0709,77.6897,85.0709,87.7224,,,,,1.5,37.476,,,-7.8857,38.5822
1998-02-02,6.3704,-1053753.0217,-72065.8134,,,,100.0,30.0,70.0,42.6564,38.4065,34.1566,-0.115,211.997,25.3433,,21.2942,38.6603,,,,,,,,0.0,42.5807,,,,,,,,,50.5767,39.44,39.065,15.8823,5.5765,4.06,4.2907,148682.0,24.4763,8.594,,10.4263,1.1043,62.6717,35.2127,38.4065,84.2375,80.8007,84.2375,89.5,,,,,1.13,37.5917,,,-6.9003,39.039
1998-02-03,6.4074,-1053753.0217,-50874.8191,,,,100.0,25.0,75.0,43.3998,38.6565,33.9132,0.0,171.2172,26.5499,,21.9896,39.0974,,,,,,,,0.0,42.6252,,,,,,,,,55.7053,39.565,39.125,15.42,5.2977,5.0,4.1682,364534.0,24.1132,8.2843,,13.0719,1.1307,63.2749,35.5494,38.6565,89.6572,86.3219,89.6572,91.7492,,,,,1.0,37.7977,,,-5.4054,39.5003
1998-02-04,6.4444,-890711.0217,14296.2076,,,,100.0,20.0,80.0,44.1064,38.925,33.7436,0.0,135.8017,27.7785,,17.4387,39.5167,,,,,,,,0.0,42.6891,,,,,,,,,55.6454,39.69,39.125,16.2071,5.5328,5.37,4.1095,609097.0,23.0537,7.8701,,14.0834,1.1408,63.8893,35.9594,38.925,90.7194,88.2047,90.7194,90.9091,,,,,1.5,38.0866,,,-2.7027,39.9616
1998-02-05,6.5837,-722833.7909,93072.9094,,,,100.0,15.0,85.0,44.9292,39.228,33.5268,0.6026,132.3916,32.263,,22.0314,39.9856,,,,,,,,0.0,42.8334,,,,,,,,,58.0908,40.16,39.5,15.4633,5.2562,6.06,3.9969,790964.0,24.2021,8.2266,,15.7895,1.1579,66.1315,36.349,39.228,93.604,91.3269,93.604,98.1538,,,,,1.56,38.4671,,,-0.6,40.4868
1998-02-06,6.4444,-852828.2998,75476.6792,,,,100.0,10.0,90.0,45.4638,39.4875,33.5112,-0.2959,123.3189,24.1484,,33.1484,40.3203,,,,,,,,0.0,42.8735,,,,,,,,,59.8955,40.16,40.565,13.9981,4.9933,5.19,4.2676,638401.0,27.88,9.9453,,13.5474,1.1355,62.0742,36.838,39.4875,72.5339,85.6191,72.5339,28.5388,,,,,3.38,38.9203,,,-25.8038,40.8937
1998-02-09,6.4074,-815819.6042,73192.1992,,,2.3282,95.0,5.0,90.0,45.8689,39.808,33.7471,0.087,74.8643,22.0521,,22.3701,40.5993,,,,,,,,0.0,42.9086,,,,,,,,,63.2268,40.16,40.565,16.937,5.9937,6.41,4.2511,592801.0,26.6982,9.448,5.9056,17.3996,1.174,61.026,37.5235,39.808,51.2302,72.456,51.2302,26.9978,,,,,1.5,39.4239,,,-27.8648,41.252
1998-02-10,6.3837,-802946.8769,69699.6707,,,2.6236,90.0,0.0,90.0,46.2196,40.075,33.9304,0.4773,71.0944,20.6792,,22.3701,40.8365,,,,,,,,0.0,42.9223,,,,,,,,,65.3703,40.16,41.19,16.7182,5.694,5.34,4.1046,545601.0,26.3533,8.9756,6.6281,14.1457,1.1415,60.3396,38.1609,40.075,26.3596,50.0412,26.3596,23.5421,0.0,0.0,,,0.44,39.9609,,,-32.5368,41.5646
1998-02-11,6.2222,-847057.8769,47899.2571,,,2.781,85.0,20.0,65.0,46.4052,40.2375,34.0698,-0.5,45.4631,11.672,,10.051,40.9473,,,,,,,,0.0,42.8884,,,,,,,,,62.231,40.16,41.19,20.2857,6.9693,3.25,4.2387,369157.0,24.8192,8.5268,7.0003,8.3871,1.0839,55.836,38.7538,40.2375,21.4935,33.0277,21.4935,13.9405,0.0,0.0,,,2.0,40.4978,,,-42.5551,41.7479
1998-02-12,6.083,-1081040.7899,-39822.6805,,,2.9333,80.0,15.0,65.0,46.4612,40.4155,34.3698,-0.7754,25.7159,4.5858,,8.2133,40.9581,,,,,,,,0.0,42.8103,,,,,,,,,61.2277,40.16,41.19,20.1977,6.8708,3.56,4.287,112890.0,23.8123,8.1005,7.3628,9.4933,1.0949,52.2929,39.3051,40.4155,12.8495,20.2342,12.8495,1.0657,0.0,0.0,,,1.38,41.0,,48.3397,-51.1949,41.8262
1998-02-13,6.2222,-1033424.4602,-56938.0336,,,2.8041,75.0,10.0,65.0,46.4827,40.6965,34.9103,0.5957,29.2093,10.5599,,8.2133,41.0573,,,,,,,,0.0,42.7414,,,,,,,,,65.712,40.16,41.19,19.0873,6.5273,5.62,4.2053,257275.0,22.5032,7.6954,7.0139,15.448,1.1545,55.28,39.8178,40.6965,20.8449,18.396,20.8449,47.5285,11.4013,34.2039,,,1.88,41.4585,,48.0159,-42.5551,41.9771
1998-02-17,6.5378,-946329.0024,-31051.393,,,2.7786,70.0,5.0,65.0,46.6332,41.109,35.5848,0.8356,73.5698,22.1817,,19.3722,41.3499,,,,,,,,0.0,42.9264,,,,,,,,,68.2508,40.345,41.19,17.7234,6.2009,8.25,4.0854,387053.0,26.2401,9.1807,6.9114,22.9933,1.2299,61.0909,40.2947,41.109,46.2425,26.6456,46.2425,90.1333,44.7346,100.0,,,2.5,41.871,,51.085,-22.9779,42.3041
1998-02-18,6.4356,-1046726.2736,-49583.1361,,,2.5981,65.0,0.0,65.0,46.6227,41.462,36.3013,-0.8983,75.7464,16.9977,,19.7019,41.549,,,,,,,,0.0,42.9786,,,,,,,,,67.6102,40.345,41.315,17.1158,5.8909,7.06,4.0786,275290.0,25.5148,8.7816,6.4218,19.4063,1.1941,58.4989,40.7382,41.462,69.4218,45.5031,69.4218,70.6037,68.2475,70.5387,,,1.18,42.2205,,52.632,-30.0094,42.5261
1998-02-19,6.3526,-1073126.2736,-61056.7458,,,2.3908,60.0,0.0,60.0,46.3937,41.7935,37.1933,-1.0,52.5661,12.9052,,15.5568,41.6758,15.6467,,-0.9397,-1.0191,,,,0.0,42.9699,,,,,,,7.9231,0.4244,67.2518,40.345,41.38,18.1617,6.0963,6.63,4.0267,248890.0,24.8535,8.3426,5.8807,18.2897,1.1829,56.4526,41.1506,41.7935,72.2142,62.6262,72.2142,55.9055,72.6064,47.2806,,,0.87,42.502,,47.2465,-35.7143,42.6612
1998-02-20,6.2222,-1177956.2736,-93554.882,,,2.1616,55.0,0.0,55.0,45.9143,42.081,38.2477,-0.5029,23.2083,6.7298,,8.5902,41.7066,17.2118,,0.3732,-1.4353,,,,0.0,42.906,1.511,1.8946,-0.3836,2.1616,2.5999,-0.4383,8.2639,0.4636,79.984,41.035,41.88,19.8329,6.6715,5.75,4.1139,144060.0,23.5605,7.9254,5.3007,15.8621,1.1586,53.3649,41.5341,42.081,53.1059,64.914,53.1059,32.8084,39.2731,0.0,,,1.75,42.6954,,40.9844,-48.7368,42.6809
1998-02-23,6.3333,-1156000.6736,-91358.7121,,,1.8972,50.0,0.0,50.0,45.5865,42.337,39.0875,0.6,19.0553,11.0924,,8.5902,41.806,18.9332,,2.8035,-0.9528,,,,0.0,42.8969,1.4274,1.8012,-0.3738,1.8972,2.552,-0.6549,8.6087,0.5044,78.27,41.16,42.13,19.0863,6.3379,5.12,3.9858,253838.0,22.6736,7.5292,4.6294,13.6062,1.1361,55.5462,41.8909,42.337,39.3369,54.8857,39.3369,29.2969,25.1714,28.2335,,,1.25,42.8075,,42.2869,-43.1111,42.7446
1998-02-24,6.3526,-1096416.6736,-63196.396,,,1.5172,45.0,5.0,40.0,45.2609,42.562,39.8631,0.63,5.8289,11.8448,,8.5902,41.9083,20.8267,,3.2362,0.7001,,,,0.0,42.8961,1.3559,1.7121,-0.3562,1.5172,2.4291,-0.9119,8.9515,0.5466,73.4895,41.16,42.13,18.4999,6.021,4.5,3.8917,332238.0,21.977,7.1527,3.6797,11.7249,1.1172,55.9224,46.63,42.562,32.1601,41.5343,32.1601,34.375,26.0161,49.8148,,,1.0,42.8628,,47.9867,-41.6667,42.7963
1998-02-25,6.3156,-1159931.3896,-66139.5495,,,1.1851,40.0,0.0,40.0,44.4351,42.7995,41.1639,0.1605,0.7086,9.9612,,10.3805,41.977,22.6057,,0.2556,1.448,,,,0.0,42.8811,1.2645,1.6226,-0.3581,1.1851,2.2518,-1.0667,9.2882,0.5903,71.6611,42.75,42.16,18.0276,5.72,4.75,3.8138,212594.0,22.2039,7.0451,2.8562,12.5396,1.1254,54.9806,46.5837,42.7995,33.224,34.907,33.224,36.0,43.4582,52.3262,,,0.81,42.8697,,43.8739,-44.7427,42.8028
1998-02-26,6.4074,-1153265.9983,-59210.0742,,,0.9208,35.0,0.0,35.0,44.4579,42.868,41.2781,0.3623,36.3759,13.7529,,14.8064,42.0983,24.212,,-2.3101,0.7818,,,,0.0,42.887,1.228,1.5437,-0.3157,0.9208,2.0282,-1.1073,9.6279,0.6355,66.8918,42.75,43.69,17.2384,5.434,1.37,3.7307,289246.0,23.2304,7.3228,2.2053,3.2713,1.0327,56.8765,46.5379,42.868,45.6215,37.0018,45.6215,66.4894,67.3803,100.0,,,1.38,42.8406,,36.8888,-57.483,42.8457
1998-02-27,6.4267,-840760.7983,48440.9179,,,0.6708,30.0,55.0,-25.0,44.4673,42.9495,41.4317,0.3333,2.2322,14.5472,43.617,10.2574,42.2203,25.4455,,-2.5549,-0.2772,,,,0.0,42.8966,1.1957,1.4741,-0.2784,0.6708,1.7911,-1.1203,9.9654,0.6821,55.8375,42.75,43.69,18.0061,5.6623,1.63,3.7064,661276.0,22.1223,6.9567,1.596,3.9042,1.039,57.2736,46.4925,42.9495,58.6312,45.8255,58.6312,73.4043,84.1087,100.0,,,1.5,42.8315,,48.1345,-55.2721,42.8944
1998-03-02,6.2963,-1016235.1387,32243.4957,15.8852,,0.4721,25.0,50.0,-25.0,44.4676,42.9465,41.4254,-0.4681,-2.822,7.4935,43.5347,14.7381,42.247,26.0533,,-0.1154,-0.8131,,,,0.0,42.8948,1.0866,1.3966,-0.31,0.4721,1.5348,-1.0628,10.2907,0.7302,53.4014,42.75,43.69,16.9401,5.3792,-0.06,3.8152,422224.0,22.7965,7.2388,1.1168,-0.141,0.9986,53.7467,46.4476,42.9465,54.4559,52.9029,54.4559,23.4742,66.6667,0.0,,,1.88,42.8333,,44.9052,-70.2381,42.8516
1998-03-03,6.2593,-1016235.1387,22686.0506,15.7107,,0.3935,20.0,45.0,-25.0,44.4597,42.909,41.3583,-0.5,-87.7032,5.5498,43.4126,12.3941,42.2473,26.3054,,1.2743,-0.1882,,,,0.0,42.8884,0.9688,1.3111,-0.3422,0.3935,1.2899,-0.8964,10.6103,0.7796,45.3735,42.75,43.69,17.4791,5.3602,-0.75,3.705,144624.0,22.4248,6.8769,0.9271,-1.7442,0.9826,52.7749,46.4031,42.909,36.2052,49.7641,36.2052,11.7371,33.3333,0.0,,,0.5,42.823,,50.3701,-74.4898,42.7853
1998-03-04,6.3526,-985287.5227,26560.7872,15.8103,,0.2938,15.0,40.0,-25.0,44.4333,42.8905,41.3477,0.704,-26.0999,9.8727,43.4164,17.7034,42.3075,26.2901,,1.0164,0.0517,,,,0.0,42.8884,0.9158,1.232,-0.3162,0.2938,1.0569,-0.7631,10.933,0.8304,42.5272,42.75,43.69,16.76,5.0922,-0.37,3.6138,220476.0,23.9707,7.2831,0.6893,-0.8555,0.9914,54.9364,46.3591,42.8905,25.5086,38.7232,25.5086,41.3146,16.0154,48.0462,,,1.25,42.7974,,52.044,-63.7755,42.7825
1998-03-05,6.2415,-1009347.8442,18075.7329,15.7254,,-0.0363,10.0,35.0,-25.0,44.3721,42.822,41.2719,0.0,-85.3514,3.9128,43.2786,14.1121,42.2906,25.997,,0.9728,0.4593,,,,0.0,42.8768,0.8039,1.1464,-0.3425,-0.0363,0.8127,-0.849,11.245,0.8824,42.9261,42.75,43.69,17.293,5.2076,-1.37,3.6426,-4087.0,22.9757,6.9189,-0.085,-3.1494,0.9685,51.9564,46.3155,42.822,24.3505,28.6881,24.3505,20.0,16.0154,0.0,,,1.25,42.7632,,49.2504,-76.5306,42.7101
1998-03-06,6.2415,-985833.8327,20443.0568,15.6447,,-0.1551,5.0,30.0,-25.0,44.0927,42.7065,41.3203,-0.4253,-88.1443,3.9128,43.1554,14.1121,42.2753,25.5756,,-0.7534,0.7165,,,,0.0,42.8547,0.7071,1.0585,-0.3514,-0.1551,0.5846,-0.7398,11.5538,0.9358,36.4599,42.595,43.69,16.7826,4.9472,-2.31,3.5637,-4087.0,22.2976,6.573,-0.3625,-5.198,0.948,51.9564,46.2218,42.7065,27.1049,25.6547,27.1049,20.0,16.0154,0.0,,,0.87,42.7358,,50.7016,-76.5306,42.6442
1998-03-09,6.1482,-1004704.9631,13548.5972,15.4707,,-0.2605,0.0,25.0,-25.0,44.0371,42.6065,41.1759,-0.7246,-129.6991,-1.0813,42.9309,12.1648,42.2015,25.2664,,-2.2023,-0.0191,,,,0.0,42.8202,0.573,0.9614,-0.3884,-0.2605,0.3871,-0.6476,11.8533,0.9904,32.1756,42.595,42.655,17.0412,4.8899,-2.0,3.5201,-26931.0,21.7615,6.2443,-0.6089,-4.5977,0.954,49.4593,46.1299,42.6065,14.4383,21.9646,14.4383,3.3149,0.0,0.0,,,0.69,42.7193,,46.3492,-80.315,42.5293
1998-03-10,6.2593,-941237.9631,29690.4912,15.3547,,-0.2278,30.0,20.0,10.0,43.9634,42.5565,41.1496,0.8621,-81.9218,4.6606,42.8702,13.1501,42.2061,25.1519,,-0.9658,-0.7697,,,,0.0,42.8133,0.5212,0.8734,-0.3522,-0.2278,0.2301,-0.4579,12.1573,1.0462,34.4015,42.595,42.655,16.5141,4.6454,-1.0,3.3877,36536.0,21.515,6.0521,-0.5325,-2.3121,0.9769,52.3303,45.9892,42.5565,23.2797,21.6076,23.2797,46.5241,17.4729,52.4187,,,0.87,42.7038,,45.9288,-60.6299,42.4953
1998-03-11,6.2415,-570985.9631,151402.3123,15.0405,,-0.246,25.0,15.0,10.0,43.9048,42.5085,41.1122,0.5575,-95.8381,3.6688,42.7932,9.0717,42.1988,25.5144,,-0.1096,-0.522,,,,0.0,42.8052,0.4651,0.7917,-0.3266,-0.246,0.1005,-0.3465,12.457,1.1033,28.9869,42.595,42.655,17.1346,4.7931,-0.96,3.3758,-333716.0,20.5536,5.7495,-0.5755,-2.2279,0.9777,51.8344,45.8049,42.5085,38.1368,25.2849,38.1368,64.5714,45.0485,82.7268,,,1.25,42.6872,,57.9041,-63.7795,42.4547
1998-03-12,6.4904,-330450.1231,263963.7962,15.4183,,-0.19,20.0,10.0,10.0,44.0835,42.599,41.1145,0.96,85.4916,15.4733,43.0289,22.5964,42.3523,25.5636,,-0.3956,-0.5982,,,,0.0,42.826,0.5498,0.7433,-0.1935,-0.19,0.0049,-0.1949,12.7705,1.1616,37.0295,42.595,42.655,16.076,4.5534,1.81,3.2837,-72264.0,25.4621,7.212,-0.4443,4.3095,1.0431,57.7367,45.5646,42.599,69.555,43.6571,69.555,97.5694,78.3818,100.0,,,1.75,42.6798,,65.6028,-19.685,42.5787
1998-03-13,6.6667,19179.8769,397260.8763,16.1297,,-0.0502,100.0,5.0,95.0,44.4476,42.796,41.1444,1.0,221.5973,22.5498,43.4447,29.6462,42.6045,25.0376,,0.0236,-0.7293,,,,0.0,42.9456,0.7049,0.7356,-0.0307,-0.0502,-0.0532,0.003,13.0928,1.2212,47.4854,43.25,42.875,15.3952,4.3258,3.94,3.1693,277366.0,28.3698,7.9714,-0.1172,9.5957,1.096,61.2749,45.3364,42.796,87.3803,65.024,87.3803,100.0,94.2423,100.0,,,1.19,42.6758,,69.2498,-0.0,42.8073
1998-03-16,6.9452,713964.8769,636744.8294,17.2932,,0.1585,100.0,0.0,100.0,45.4272,43.04,40.6528,0.815,299.0533,32.0149,44.1403,39.3986,43.0116,24.1631,,0.9246,-0.785,,,,0.0,43.2151,0.9683,0.7822,0.1862,0.1585,-0.0793,0.2378,13.4307,1.2823,56.1641,44.19,43.94,14.3221,4.1095,4.88,3.1034,972151.0,32.9444,9.4528,0.3693,11.619,1.1162,66.0075,41.0,43.04,99.1898,85.375,99.1898,100.0,100.0,100.0,,,2.0,42.6905,,76.5798,-0.0,43.1963
1998-03-17,7.3052,1409630.7969,898177.8912,18.8908,,0.4292,100.0,80.0,20.0,46.9122,43.299,39.6858,0.98,325.9944,41.7075,45.1754,49.2466,43.6115,23.0896,,2.4264,-0.4149,,,,0.0,43.6585,1.3575,0.8973,0.4603,0.4292,-0.0643,0.4934,13.7895,1.3448,63.0218,45.405,45.19,12.6924,3.904,5.18,3.1578,1696803.0,37.3235,11.4802,0.9949,11.738,1.1174,70.8538,41.0588,43.299,99.7216,95.4306,99.7216,99.1647,100.0,100.0,,,3.5,42.7649,,82.3548,-0.8353,43.7934
1998-03-18,7.4444,7500415.7969,2861452.29,20.5512,,0.8058,100.0,75.0,25.0,48.3566,43.6395,38.9224,0.7384,272.5439,44.9059,46.2307,52.0981,44.2437,21.9149,,3.6116,0.4504,,,,0.0,44.376,1.722,1.0622,0.6598,0.8058,0.0293,0.7765,14.1541,1.4089,85.6924,45.875,45.625,11.7402,3.7088,6.81,3.1796,7787588.0,37.2773,11.7762,1.8564,15.6768,1.1568,72.453,41.2252,43.6395,99.7216,99.5443,99.7216,100.0,100.0,100.0,,,2.37,42.9234,,87.0645,-0.0,44.4554
1998-03-19,7.5556,8493067.7969,3720321.7904,22.281,,1.2307,100.0,70.0,30.0,49.7298,44.0455,38.3612,0.7933,227.6761,47.3329,47.2671,55.1471,44.8872,20.8272,,4.5649,1.7039,,,,0.0,45.3182,2.0477,1.2593,0.7884,1.2307,0.1833,1.0474,14.5225,1.4744,87.803,46.25,46.125,11.1813,3.5234,8.12,3.1233,9276566.0,38.6763,12.1874,2.8157,18.9366,1.1894,73.6664,41.496,44.0455,98.5721,99.3384,98.5721,96.5517,100.0,100.0,,,1.5,43.1675,,86.637,-2.439,45.1564
1998-03-20,7.5926,8597963.8769,3766842.4487,23.98,,1.5724,100.0,65.0,35.0,50.9111,44.508,38.1049,0.12,185.935,48.1346,48.1947,56.2607,45.4932,20.1948,,4.0731,3.3589,,,,0.0,46.4437,2.2996,1.4674,0.8322,1.5724,0.387,1.1855,14.8898,1.5415,88.9579,46.375,46.315,10.8199,3.3472,9.25,3.0502,9713633.0,38.6545,11.958,3.5685,22.0238,1.2202,74.0673,41.8861,44.508,96.974,98.4226,96.974,94.3704,100.0,100.0,,,1.0,43.5015,,86.8853,-3.5748,45.8426
1998-03-23,7.6667,8842152.7769,3521129.8727,25.631,,1.9629,100.0,60.0,40.0,52.0334,44.958,37.8826,0.5,156.5183,49.745,49.0724,57.0,46.0891,20.107,,3.1442,4.3719,,,,0.0,47.4325,2.5105,1.676,0.8345,1.9629,0.6304,1.3326,15.2584,1.6101,89.1891,46.625,46.44,10.4638,3.1798,9.0,2.9663,10043618.0,38.2052,11.6101,4.4136,21.0526,1.2105,74.8725,42.3733,44.958,96.2518,97.266,96.2518,97.8333,100.0,100.0,,,1.0,43.9274,,86.778,-1.1949,46.5323
1998-03-24,7.5007,8738171.0909,3067423.294,26.6439,,2.3394,100.0,55.0,45.0,52.7638,45.3455,37.9272,-0.6039,117.2865,39.5296,49.612,45.8899,46.5215,20.2309,,1.6208,5.4433,,,,0.0,47.8488,2.5579,1.8524,0.7055,2.3394,0.9176,1.4217,15.6121,1.6801,85.9616,46.625,46.44,13.2221,4.0908,7.75,3.0848,9543055.0,35.649,11.0296,5.2209,18.0737,1.1807,69.7648,42.9437,45.3455,86.9846,93.4035,86.9846,68.75,66.6667,0.0,,,2.07,44.4408,,80.708,-11.489,47.0725
1998-03-25,7.2963,8493021.6437,2524957.2973,27.0525,,2.7883,95.0,50.0,45.0,53.171,45.6765,38.182,-0.4768,81.8824,28.1877,49.8127,34.8152,46.7814,20.2976,,-1.1998,5.4505,,,,0.0,47.9755,2.4557,1.973,0.4827,2.7883,1.2485,1.5397,15.9485,1.7515,82.3681,46.625,46.44,15.9506,5.0663,6.62,3.2533,9028892.0,32.989,10.4781,6.1956,15.529,1.1553,64.0939,43.4799,45.6765,61.8868,81.7077,61.8868,19.0769,33.3333,0.0,,,2.37,45.0247,,72.6717,-24.1728,47.4443
1998-03-26,7.5378,9030651.6437,2244561.908,26.8645,,3.2213,90.0,45.0,45.0,53.7925,46.058,38.3235,0.449,73.5618,34.7793,50.2675,23.2934,47.1717,20.2728,,-3.0355,4.6406,,,,0.0,48.2754,2.4777,2.074,0.4038,3.2213,1.612,1.6092,16.2978,1.8242,82.999,46.625,46.44,18.3201,6.193,7.63,3.3483,9566522.0,29.4466,9.9542,7.1125,17.6416,1.1764,67.3897,43.9839,46.058,55.4096,68.0936,55.4096,78.4017,10.1924,30.5771,,51.3207,3.63,45.6775,,74.6413,-9.1912,47.9399
1998-03-27,7.4444,8904806.2449,1885761.9029,26.807,21.3461,3.6145,85.0,40.0,45.0,54.2393,46.4015,38.5637,-0.2331,79.3452,29.9273,50.5311,25.7147,47.4649,20.1591,,-4.2238,3.5165,,,,0.0,48.4408,2.4165,2.1425,0.274,3.6145,1.996,1.6184,16.6374,1.8983,85.4536,46.625,46.44,17.4352,5.8833,6.87,3.383,9240922.0,29.5059,9.9565,7.9311,15.8368,1.1584,64.9637,44.4577,46.4015,54.0912,57.1292,54.0912,64.7948,12.8822,8.0696,,51.4572,1.63,46.3728,0.5359,68.1758,-14.9816,48.3391
1998-03-30,7.797,9289244.0233,1689868.2938,27.1134,21.412,3.9406,100.0,35.0,65.0,54.9777,46.908,38.8383,0.8092,92.8182,38.7024,51.176,32.9347,47.9568,20.0376,,-4.4641,2.1653,,,,0.0,49.018,2.5308,2.2201,0.3107,3.9406,2.3862,1.5544,16.9973,1.9738,86.0051,47.065,47.0,15.8303,5.5892,10.13,3.3772,9738700.0,31.3782,11.0787,8.5698,23.8353,1.2384,69.3512,44.903,46.908,78.9206,62.8071,78.9206,93.5652,43.7845,92.7068,,52.1525,3.25,47.1057,0.5587,70.7702,-3.0833,48.9323
1998-03-31,7.8711,9217646.1662,1433324.4724,27.6278,21.7191,4.2189,100.0,30.0,70.0,55.658,47.452,39.246,0.4286,106.7541,40.3542,51.8079,37.4019,48.4495,19.9851,,-4.6576,0.7444,,,,0.0,49.6428,2.6314,2.3024,0.329,4.2189,2.7654,1.4535,17.3586,2.0507,87.9937,47.315,47.565,15.0453,5.3097,10.88,3.3429,10239885.0,33.0242,11.6547,9.096,25.7515,1.2575,70.1771,45.4698,47.452,81.2751,71.4289,81.2751,85.4651,66.9255,100.0,,52.8172,1.75,47.8335,0.5819,68.7044,-7.6161,49.5249
