date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Upper Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,LEAD SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD,MACDEXT,MACD_Signal,MACD,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
02/01/1998,11.5322,-18311.215,,,,,,,,,,,0.2897,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,279900,,,,,,,,,,,,,,,,,,,,,,
05/01/1998,11.2345,-276353.2439,,,,,,,,,,,-0.6377,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-657200,,,,,,,41.63,,,,,,,,,,1.56,,,,,
06/01/1998,11.3047,-481656.6053,,,,,,,,,,,0.2101,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,130900,,,,,,,41.6087,,,,,,,,,,1.19,,,,,
07/01/1998,11.2008,-558056.2236,,,,,,,,,,,-0.3282,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-191950,,,,,,,41.5876,,,,,,,,,,1.31,,,,,
08/01/1998,10.9536,-1131127.922,,,,,,,,,,,-0.8302,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-932750,,,,,,,41.5435,,,,,,,,,,1.06,,,,,
09/01/1998,10.375,-1789027.922,,,,,,,,,,,-0.84,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-1900250,,,,,,,41.4636,,,,,,,,,,2.75,,,,,
12/01/1998,10.4789,-1080925.794,,,,,,,,,,,0.6596,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-711650,,,,,,,41.265,,,,18,10.7138,,,,,0.94,,,,,
13/01/1998,10.7261,-937813.7941,,,,,,,,,,,-0.38,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-115350,,,,,,,41.0744,,,,40.3341,22.704,,,,,1.07,,,,,
14/01/1998,10.8497,-1135563.177,,,,,,,,,,,-0.6914,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,401350,,,,,,,40.8914,,40.0842,24.5007,61.9186,40.0842,,,,,1.62,,,,,
15/01/1998,10.8834,-849513.1768,-142458.9022,,,,,,,,,,0.3871,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,687400,,,,,,,40.7158,,57.1612,39.9831,69.2308,57.1612,,,,,0.31,,,,,
16/01/1998,11.1642,-307413.1768,95484.3588,,,,,,,,,,0.8986,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1229500,,,,,,,40.5471,,77.0498,58.0984,100,77.0498,,,,,1,,,,,
20/01/1998,11.007,-509444.4268,119861.717,,,,,,,,,,-0.2768,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,776950,,,,,,,40.3853,,77.0077,70.4062,61.7925,77.0077,,,,,1.12,,,,,
21/01/1998,10.9002,-679418.4268,64855.1166,,,,,,,,,,-0.07,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,329650,,,,,,,40.2299,,66.052,73.3699,36.3636,66.052,,,,,1,,,,,
22/01/1998,10.7261,-679418.4268,36456.4967,,,,,,,,,,-0.4205,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-448450,,,,,,,40.0807,,39.2372,60.7657,19.5556,39.2372,,,,,1.06,,,,,
23/01/1998,10.4452,-1060033.506,-99580.1455,,,,,,,,,,-0.4921,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-1407600,,,,,,,39.9374,,20.7508,42.0134,6.3333,20.7508,,,,,1.19,,,,,
26/01/1998,10.5688,-918569.8698,-101167.6016,,,,,,,,,,0.4318,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-1080000,,,,,,,39.7999,,15.6296,25.2059,21,15.6296,,,,,0.88,,,,,
27/01/1998,10.4789,-1394063.203,-243913.2941,,,,,,,,,,-0.1267,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-1890500,,,,,,,39.6679,,13.2444,16.5416,12.4,13.2444,,,,,1.5,,,,,
28/01/1998,10.6194,-1348789.989,-265730.2097,,,,,,,,,,0.4464,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-1467950,,,,,,,39.5412,,27.6978,18.8573,49.6933,27.6978,,,,,0.75,,,,,
29/01/1998,11.094,-1118903.857,-177352.4325,,,,,,,,,,0.5474,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-616750,,,,,,,36.5,,48.4755,29.8059,83.3333,48.4755,,,,,2.19,,,,,
30/01/1998,11.2008,-353414.727,118489.7844,,,,,,,36.4763,41.0507,38.7635,-0.1739,63.4843,,,,38.7635,,,,,,,,0,,,,,,,,,,,39,39.065,,6.25,,,557000,,6.43,,,,,36.535,38.7635,76.3422,50.8385,96,76.3422,,,,,0.69,38.5517,,,-34.1131,38.5211
02/02/1998,11.8327,1130685.273,700957.9837,,,,100,25,75,36.2809,41.3531,38.817,1,186.778,6.8722,,16.2317,39.0841,,,,,,,,0,39.9052,,,,,,,,,52.1833,39.535,39.315,24.4538,5.9375,1.07,3.0192,2041100,33.9305,8.2385,,2.6059,1.0261,53.4361,36.5696,38.817,93.1111,72.6429,100,93.1111,,,,,2.25,38.5302,,,0,38.8417
03/02/1998,12.077,1832385.273,1098785.158,,,,100,20,80,35.8748,42.0592,38.967,0.896,218.2107,12.0455,,21.3148,39.4571,,,,,,,,0,40.0077,,,,,,,,,58.2307,39.97,39.75,23.1967,5.6406,3,2.9556,2742800,35.7641,8.6966,,7.5,1.075,56.0227,36.6809,38.967,98.6667,89.3733,100,98.6667,,,,,1.25,38.5552,,,0,39.2401
04/02/1998,11.9029,1907066.247,1185405.206,,,,95,15,80,35.6799,42.4671,39.0735,-0.4425,179.5904,7.5632,,21.3148,39.7354,,,,,,,,0,40.0582,,,,,,,,,52.9672,39.97,39.75,22.006,5.3586,2.13,2.9964,2093650,33.9282,8.2617,,5.2919,1.0529,53.7816,36.8704,39.0735,95.2708,95.6829,85.8124,95.2708,,,,,1.25,38.62,,,-9.5385,39.5651
05/02/1998,12.077,1960978.442,1130230.451,,,,100,10,90,35.4384,43.0206,39.2295,0.5366,181.9853,11.2984,,24.2423,40.0463,,,,,,,,0,40.1556,,,,,,,,,56.7454,39.97,39.94,21.0941,5.0907,3.12,2.9218,2830450,34.5942,8.3487,,7.8235,1.0782,55.6492,37.0543,39.2295,92.1586,95.3653,90.6634,92.1586,,,,,1,38.7416,,,-5.5233,39.9391
06/02/1998,12.3748,2409018.842,1147469.047,,,,100,5,95,35.1497,43.8153,39.4825,0.848,173.2889,17.3115,,28.4456,40.4286,,,,,,,,0,40.4052,,,,,,,,,61.3296,40.5,40.315,20.0035,4.8361,5.06,2.8508,3335000,35.9078,8.6812,,12.9744,1.1297,58.6558,37.3073,39.4825,91.5158,92.9817,98.0716,91.5158,,,,,1.25,38.9411,,,-0.9174,40.3991
09/02/1998,12.6051,2949005.958,1222019.914,,,0.9339,100,0,100,35.1175,44.6415,39.8795,0.5031,162.3609,21.6373,,32.6912,40.8525,,,,,,,,0,41.0669,,,,,,,,,67.1202,41.035,40.75,18.6779,4.5943,7.94,2.8403,3917900,36.8213,9.0572,2.3467,21.4943,1.2149,60.8187,37.6485,39.8795,95.618,93.0975,98.1191,95.618,,,,,1.63,39.2229,,,-0.716,40.9132
10/02/1998,12.445,3166566.596,1210649.116,,,1.4022,95,0,95,35.2504,45.2086,40.2295,-0.3404,131.5323,17.1529,,32.6912,41.1818,,,,,,,,0,41.4482,,,,,,,,,66.3881,41.035,40.97,17.8164,4.3646,7,2.8605,2781750,35.1228,8.6043,3.5125,18.7617,1.1876,58.5764,38.086,40.2295,92.1472,93.0937,80.2508,92.1472,68.1369,89.379,,,1.13,39.5621,,,-7.9345,41.3351
11/02/1998,12.3242,3006444.016,1044990.322,,,1.7738,90,45,45,35.3855,45.6425,40.514,-0.4032,105.3914,13.8206,,32.0482,41.4388,,,,,,,,0,41.6638,,,,,,,,,62.8622,41.035,40.97,17.6052,4.2064,5.69,2.8148,2368100,34.2114,8.1741,4.4267,14.8992,1.149,56.9103,38.4972,40.514,77.944,88.5698,55.4622,77.944,24.3957,64.1775,,,0.62,39.9565,,,-13.3501,41.6828
12/02/1998,12.6472,3672344.016,1094098.967,,,2.2266,85,40,45,35.4401,46.2129,40.8265,0.625,98.8798,19.4306,,23.5401,41.7665,,,,,,,,0,41.9755,,,,,,,,,63.4745,41.035,40.97,19.4591,4.8061,6.25,2.8373,3034000,31.4411,7.7654,5.532,16.1791,1.1618,59.7153,38.8838,40.8265,77.6001,82.5638,97.0874,77.6001,71.769,54.7672,,,2,40.4032,,73.3991,-0.7557,42.0986
13/02/1998,12.5063,3701791.547,1024094.994,,,2.601,80,35,45,35.5981,46.6179,41.108,-0.4568,91.7641,15.4743,,23.5401,42.0154,,,,,,,,0,42.1659,,,,,,,,,65.6638,41.035,40.97,18.7096,4.5658,5.63,2.8317,2693250,30.23,7.3771,6.4346,14.529,1.1453,57.7371,39.2472,41.108,75.1217,76.8886,72.8155,75.1217,21.1556,39.1068,,,0.94,40.8829,,73.4612,-7.0529,42.437
17/02/1998,12.5936,3944383.547,979545.8241,,,2.8147,75,30,45,35.6706,47.0394,41.355,0.2533,85.6809,17.263,,23.5401,42.2702,,,,,,,,0,42.3413,,,,,,,,,65.1416,41.035,40.97,18.1233,4.3375,4.94,2.7554,2982050,29.2827,7.0083,6.9257,12.4277,1.1243,58.6315,39.5887,41.355,86.801,79.8409,90.5,86.801,61.362,51.4289,,,0.75,41.3756,,76.9833,-3.1486,42.7782
18/02/1998,12.5063,4018204.301,895759.9651,,,2.9035,70,25,45,35.8755,47.3535,41.6145,-0.4057,74.4322,14.7078,,20.7396,42.4711,,,,,,,,0,42.4981,,,,,,,,,65.1963,41.035,40.97,18.3666,4.3706,5.19,2.7553,2590800,27.9783,6.6578,7.0943,13.2432,1.1324,57.3539,39.9098,41.6145,79.4385,80.4537,75,79.4385,15.8148,32.7775,,,1.06,41.8593,,74.1122,-7.0529,43.0663
19/02/1998,12.3823,4067103.859,795610.1579,,,2.7994,65,20,45,36.1982,47.5438,41.871,-0.4425,58.5269,11.0912,,15.8733,42.611,15.6467,,-0.989,0.4312,,,,0,42.6063,,,,,,,7.9688,0.4224,65.053,41.035,40.97,19.3459,4.5921,5.13,2.7723,2165750,26.6464,6.325,6.7975,13.2182,1.1322,55.5456,40.2116,41.871,72.8333,79.6909,53,72.8333,0,25.7256,,,1.13,42.3225,,69.6961,-12.5945,43.2878
20/02/1998,12.3992,4017352.073,666481.4724,,,2.6592,60,15,45,36.6806,47.6424,42.1615,-0.3393,57.4657,11.4917,,15.8733,42.7433,17.2118,,-0.3971,0.3429,,,,0,42.7411,0.0926,1.3808,1.4734,0.4243,2.2349,2.6592,8.3291,0.462,69.8181,41.035,40.97,18.8771,4.3625,5.81,2.6938,2630100,26.0007,6.0087,6.4224,15.2134,1.1521,55.7459,40.4953,42.1615,58,70.0906,46,58,6.4902,7.435,,,0.56,42.7623,,70.4478,-11.8388,43.4905
23/02/1998,12.3992,4193008.073,608957.4218,,,2.5877,55,10,45,37.4712,47.5328,42.502,0,51.082,11.4917,,14.479,42.863,18.9332,,-0.6132,0.2746,,,,0,42.9185,0.0291,1.3881,1.4172,0.169,2.4187,2.5877,8.6859,0.5031,72.3817,41.095,40.97,18.9912,4.2643,6.81,2.6159,2630100,25.4217,5.7083,6.2186,18.3114,1.1831,55.7459,40.762,42.502,48.3333,59.7222,46,48.3333,6.4902,4.3268,,,0.5,43.1578,,71.5442,-11.8388,43.6656
24/02/1998,12.6106,5092808.073,816365.09,,,2.5028,50,5,45,38.2683,47.4477,42.858,0.7768,62.9641,16.6903,,19.7319,43.0427,20.8267,,-0.4397,0.0857,,,,0,43.1859,0.023,1.3938,1.4169,-0.0382,2.541,2.5028,9.0465,0.5458,73.7365,41.095,40.97,18.0438,4.0511,7.12,2.5686,3529900,26.915,6.0429,5.9813,18.9211,1.1892,58.3452,41.0127,42.858,62.6667,56.3333,96,62.6667,100,37.6601,,,1.12,43.4897,,69.2627,-2.3929,43.8797
25/02/1998,12.9093,5315816.073,897955.7643,,,2.4155,100,0,100,39.2918,47.2742,43.283,0.62,113.0803,23.3851,,31.3937,43.3062,22.9095,,-0.8471,0.0928,,,,0,43.6575,0.073,1.4121,1.485,-0.1968,2.6123,2.4155,9.4141,0.5902,74.2831,41.81,41.94,16.7627,3.8486,8.5,2.5616,4459100,32.1038,7.3707,5.7408,22.7821,1.2278,61.6926,41.2483,43.283,74.4777,61.8259,81.4332,74.4777,100,68.8301,,,1.63,43.7694,,71.0652,-6.4189,44.1609
26/02/1998,13.2981,6175963.073,1123384.562,,,2.3003,100,0,100,40.2717,47.2323,43.752,0.97,160.0176,30.9854,,36.5712,43.6761,25.2005,,-0.8509,-0.4314,,,,0,44.3355,0.1756,1.456,1.6316,-0.3201,2.6205,2.3003,9.7919,0.6362,75.4207,43.345,42.94,15.3548,3.6561,9.38,2.5743,5374150,33.061,7.8722,5.4274,24.8083,1.2481,65.4927,41.6075,43.752,91.9253,76.3566,98.3425,91.9253,100,100,,,2,44.0155,,74.9322,-0.6961,44.533
27/02/1998,13.4221,6875771.073,1336145.746,,,2.2378,100,0,100,40.8656,47.4514,44.1585,0.88,213.3044,33.2092,46.515,39.3405,44.0527,27.6556,,0.8637,-0.5352,,,,0,44.9096,0.2456,1.5174,1.7629,-0.3423,2.5801,2.2378,10.1703,0.6838,75.8265,43.755,43.53,14.7047,3.4733,8.13,2.5279,6294950,33.7781,7.9786,5.2378,20.5823,1.2058,66.6046,42.0589,44.1585,92.2877,86.2302,97.0874,92.2877,100,100,,,1,44.2314,,76.8146,-1.4218,44.9023
02/03/1998,13.2446,6373121.073,1141782.526,25.7153,,2.1589,100,0,100,41.6353,47.3937,44.5145,-0.38,200.5693,27.0397,46.8152,40.7032,44.3334,30.1149,,3.0174,-0.2401,,,,0,45.1929,0.2225,1.573,1.7955,-0.3483,2.5072,2.1589,10.5386,0.7331,70.8534,44.88,44.25,14.0774,3.2997,7.12,2.5401,5792300,33.4036,7.8296,5.0135,17.8536,1.1785,63.5198,42.5711,44.5145,90.8489,91.6873,77.1167,90.8489,62.6519,87.5506,,,1,44.4222,,70.8459,-13.3333,45.1729
03/03/1998,13.439,6709354.279,1065455.181,26.147,,1.9892,95,0,95,41.8158,47.7692,44.7925,0.9084,161.3372,30.7379,47.1877,34.3496,44.6531,31.9314,,5.9189,0.6064,,,,0,45.4666,0.2261,1.6295,1.8555,-0.4164,2.4056,1.9892,10.9101,0.784,67.4446,45.035,44.875,15.4159,3.6347,5.56,2.5155,6203950,31.5477,7.4382,4.5765,13.1972,1.132,65.369,43.114,44.7925,88.0894,90.4087,90.0641,88.0894,74.845,79.1656,,,1.31,44.5994,,74.7243,-4.96,45.4753
04/03/1998,13.2812,6550440.082,886807.188,26.5571,,1.853,90,5,85,41.9757,48.0223,44.999,-0.6173,129.4407,25.3115,47.3957,34.3496,44.889,33.5314,,6.9198,2.1694,,,,0,45.5857,0.1658,1.6709,1.8368,-0.4475,2.3005,1.853,11.2723,0.8364,63.6804,45.035,44.875,14.8778,3.4529,4.13,2.5041,5904600,30.4466,7.0663,4.2276,9.6047,1.096,62.6558,43.6026,44.999,78.5148,85.8177,68.3636,78.5148,0,45.8323,,,0.81,44.7783,,71.7525,-13.92,45.698
05/03/1998,13.0333,6170490.082,612211.901,26.5129,,1.6392,85,0,85,42.3762,48.0088,45.1925,-0.5682,78.0264,17.2608,47.4038,25.6724,45.0186,35.4759,,5.0693,3.7442,,,,0,45.6275,0.048,1.683,1.731,-0.548,2.1872,1.6392,11.6221,0.8904,64.923,45.345,45.28,17.3162,3.9703,3.87,2.5193,5524650,29.2781,6.7129,3.7106,9.1317,1.0913,58.6304,44.0424,45.1925,52.8092,73.1378,0,52.8092,0,24.9483,,,0.88,44.9656,,63.1713,-32.1691,45.8171
06/03/1998,13.2446,6232590.082,463980.929,26.581,,1.504,80,0,80,42.6606,48.1244,45.3925,0.5849,86.3041,21.7697,47.5361,27.8754,45.2073,37.4768,,-1.3659,4.5089,,,,0,45.7168,0.0042,1.684,1.6882,-0.5627,2.0667,1.504,11.9758,0.9458,63.8799,45.785,45.44,16.4192,3.7718,4,2.4817,5890350,29.1109,6.6873,3.3777,9.3023,1.093,60.8849,44.4381,45.3925,37.0736,56.1326,42.8571,37.0736,33.4562,11.1521,,,1.19,45.1661,,63.1245,-19.5313,45.9892
09/03/1998,13.1742,6186683.264,346554.1865,26.6457,,1.4594,75,20,55,42.8059,48.2481,45.527,0,69.0721,19.485,47.5942,27.8754,45.3542,38.5389,,-7.0875,3.0457,,,,0,45.7587,-0.0548,1.6703,1.6155,-0.4915,1.9508,1.4594,12.3236,1.0027,60.1366,45.785,45.44,16.0947,3.5832,2.69,2.4173,5553700,28.5355,6.3529,3.257,6.1053,1.0611,59.7425,44.7943,45.527,24.9695,38.2841,32.0513,24.9695,16.5037,16.6533,,,0.44,45.3825,,55.8605,-24.4141,46.1185
10/03/1998,13.1572,6432486.597,345221.1992,26.4287,,1.4216,70,15,55,42.8682,48.3668,45.6175,0.2533,53.0176,18.9213,47.6232,22.3039,45.4814,38.3641,,-6.4521,1.706,,,,0,45.7834,-0.108,1.6433,1.5353,-0.4188,1.8404,1.4216,12.6672,1.061,55.0681,45.785,45.44,17.507,3.834,1.81,2.3797,5055450,27.5583,6.0353,3.1543,4.033,1.0403,59.4607,45.1149,45.6175,36.4921,32.8451,34.5679,36.4921,20.6259,23.5286,,,0.75,45.617,,54.351,-25.5859,46.2293
11/03/1998,13.3151,6455372.014,320573.8643,26.617,,1.4955,65,10,55,42.9962,48.5328,45.7645,0.3889,78.3117,22.5128,47.74,30.1958,45.6499,37.4192,,-7.231,0.7348,,,,0,45.8574,-0.1149,1.6146,1.4997,-0.2554,1.751,1.4955,13.0131,1.1208,63.726,45.785,45.44,16.3737,3.6423,2.94,2.3863,5604700,30.5394,6.7935,3.3038,6.6351,1.0664,61.2564,45.4034,45.7645,42.8325,34.7647,61.8785,42.8325,100,45.7099,,,1.44,45.8658,,58.6395,-14.6484,46.3848
12/03/1998,13.4729,6862437.514,410868.626,26.4834,,1.5655,100,5,95,43.1978,48.7242,45.961,0.78,73.379,25.9648,47.9328,23.9448,45.8556,36.0129,,-4.3533,-1.1764,,,,0,46.0061,-0.0922,1.5915,1.4993,-0.1107,1.6763,1.5655,13.361,1.182,68.1187,45.875,45.44,17.1195,3.9602,3.93,2.4496,6107250,27.8991,6.4538,3.4444,8.9562,1.0896,62.9824,45.663,45.961,62.3155,47.2134,90.5,62.3155,100,73.542,,,2,46.1066,,61.8514,-3.7109,46.5796
13/03/1998,13.4729,6574493.069,318837.012,26.5184,,1.5233,100,0,100,43.2792,48.9358,46.1075,0,99.7203,25.9648,48.0895,27.1833,46.0417,34.5418,,1.0625,-1.0687,,,,0,46.108,-0.0876,1.5696,1.482,-0.0823,1.6056,1.5233,13.7055,1.2446,67.7978,45.875,45.875,16.5109,3.7622,2.93,2.4118,6107250,28.8383,6.5711,3.3363,6.5285,1.0653,62.9824,45.8967,46.1075,75.5196,60.2225,74.1803,75.5196,100,100,,,0.81,46.319,,60.6112,-12.2807,46.7557
16/03/1998,13.5095,6793729.433,321959.5572,26.5066,,1.3958,95,15,80,43.4664,49.1046,46.2855,0.8636,87.2756,26.8036,48.2389,26.2828,46.2225,33.2048,,1.4832,-0.3743,,,,0,46.2545,-0.0862,1.5481,1.4619,-0.1439,1.5397,1.3958,14.0479,1.3086,64.5773,45.94,45.875,16.4989,3.6441,3.56,2.3309,6408700,28.2638,6.2426,3.0443,8.0216,1.0802,63.4018,46,46.2855,81.3962,73.0771,79.5082,81.3962,100,100,,,0.44,46.5149,,65.0001,-9.7466,46.9302
17/03/1998,13.5969,6474542.64,192408.4775,26.8501,,1.2863,100,10,90,43.6203,49.3067,46.4635,0.2358,111.4119,28.8276,48.4146,33.3762,46.4156,31.7388,,2.1917,-0.2691,,,,0,46.4141,-0.0751,1.5293,1.4542,-0.1904,1.4767,1.2863,14.3899,1.374,66.3792,46.095,46.155,15.7055,3.4619,3.56,2.31,7177650,31.4413,6.9305,2.7957,7.966,1.0797,64.4138,46.2684,46.4635,76.2295,77.7151,75,76.2295,100,100,,,1.06,46.6921,,61.248,-13.181,47.1173
18/03/1998,13.5969,6204504.342,35997.3521,27.1764,,1.2609,95,5,90,43.8814,49.4326,46.657,0,108.8454,28.8276,48.557,33.3762,46.5903,30.1586,,2.9272,0.5452,,,,0,46.5901,-0.0782,1.5097,1.4316,-0.1738,1.4347,1.2609,14.7285,1.4408,68.8717,46.095,46.155,15.0308,3.2888,3.87,2.2919,7177650,30.0906,6.5839,2.7327,8.7201,1.0872,64.4138,46.5962,46.657,76.5027,78.0428,75,76.5027,100,100,,,0.94,46.8522,,57.1079,-13.181,47.2874
19/03/1998,13.6335,6327907.831,8003.2424,27.4864,,1.1619,90,0,90,44.3053,49.4527,46.879,0.5814,103.1746,29.7305,48.6944,33.3762,46.7608,28.6068,,1.549,1.2443,,,,0,46.8158,-0.0814,1.4894,1.4079,-0.2348,1.3967,1.1619,15.065,1.5089,66.2877,46.19,46.315,14.7262,3.1244,4.44,2.2159,7935700,29.4807,6.2547,2.5096,10.1047,1.101,64.8652,46.8846,46.879,68.9815,73.9046,56.9444,68.9815,100,100,,,0.43,47.0066,,55.2005,-11.5456,47.4515
20/03/1998,13.8082,6580940.547,76333.9488,28.0203,,1.1208,100,10,90,44.7592,49.4988,47.129,0.1481,136.0765,33.9377,48.9164,38.1647,46.974,27.1795,,0.0946,1.3689,,,,0,47.1197,-0.0532,1.4761,1.4228,-0.2383,1.3591,1.1208,15.4044,1.5784,67.1029,46.5,46.44,14.1168,2.9681,5,2.1672,8596850,31.5426,6.632,2.4106,11.3636,1.1136,66.9688,47.1385,47.129,72.3838,72.6227,85.2071,72.3838,100,100,,,0.87,47.1583,,58.049,-4.4484,47.6535
23/03/1998,13.5264,6371825.33,30811.3096,28.0811,,1.1466,95,5,90,45.4186,49.2394,47.329,-0.5507,75.8899,21.5791,48.9176,29.2373,47.0717,25.9055,,-0.5458,1.1366,,,,0,47.1929,-0.1101,1.4486,1.3385,-0.1819,1.3285,1.1466,15.7303,1.6491,66.2516,46.875,46.44,16.2998,3.4497,4,2.2257,8131400,29.7691,6.3004,2.4598,9.0909,1.0909,60.7895,47.413,47.329,51.782,64.3824,13.1944,51.782,0,66.6667,,,1.19,47.294,,44.3854,-22.242,47.7365
24/03/1998,13.7547,6529744.478,59634.3855,28.2994,,1.1271,90,0,90,45.9216,49.1424,47.532,0.8617,109.714,27.2987,49.0571,32.4462,47.2373,24.7636,,-0.5809,0.9724,,,,0,47.3293,-0.1014,1.4232,1.3218,-0.1605,1.2876,1.1271,16.0611,1.7212,64.1396,47.405,47.065,15.5718,3.2772,4.06,2.1756,8349700,30.5301,6.4254,2.409,9.0726,1.0907,63.6494,47.6518,47.532,55.9487,60.0382,69.4444,55.9487,46.2808,48.7603,,,0.94,47.424,,51.4337,-10.0686,47.8775
25/03/1998,13.6138,6434467.318,35688.8759,28.2512,,1.1178,100,0,100,46.2221,49.0919,47.657,-0.3086,81.4801,21.5388,49.0784,27.3349,47.3394,23.7475,,-0.817,0.7785,,,,0,47.3731,-0.1356,1.3893,1.2538,-0.12,1.2378,1.1178,16.3836,1.7945,56.7414,47.625,47.25,16.1165,3.4834,2.5,2.2559,7756050,28.2418,6.1041,2.3822,5.4573,1.0546,60.7694,49.25,47.657,41.5381,49.7562,41.9753,41.5381,0,15.4269,,,1.62,47.546,,49.3383,-23.5,47.9516
26/03/1998,13.439,6069417.318,-93503.7303,28.2054,,1.0738,95,0,95,46.2632,49.1008,47.682,-0.6377,26.8706,14.7611,48.9764,27.3349,47.3728,22.8826,,-0.2749,0.5202,,,,0,47.376,-0.2021,1.3388,1.1367,-0.114,1.1879,1.0738,16.6967,1.869,50.143,47.625,47.625,15.5925,3.3092,0.5,2.2433,7391000,27.3236,5.7989,2.2823,1.0595,1.0106,57.3806,49.25,47.682,38.3745,45.2871,3.7037,38.3745,0,15.4269,,48.6285,0.69,47.6538,,46.9378,-48,47.9548
27/03/1998,13.4024,5889839.442,-194993.3271,27.894,26.8046,0.9604,90,45,45,46.2589,49.0981,47.6785,0.1062,8.5056,13.3658,48.8576,21.978,47.3907,22.1852,,-0.5161,0.7541,,,,0,47.3769,-0.2537,1.2754,1.0217,-0.1791,1.1395,0.9604,17.0053,1.9447,42.8046,47.625,47.625,16.5497,3.5238,-0.07,2.2558,7068900,25.8735,5.509,2.0353,-0.147,0.9985,56.6829,49.25,47.6785,19.5219,33.1448,12.8866,19.5219,0,0,,48.4193,1.13,47.7537,0.4577,45.3624,-52,47.9431
30/03/1998,13.5433,6191872.442,-122683.7233,27.5558,26.8514,0.8251,85,40,45,46.3383,49.1247,47.7315,0.75,15.2832,17.4303,48.8393,21.131,47.4544,21.6215,,-1.2487,0.2613,,,,0,47.3893,-0.2525,1.2123,0.9598,-0.2631,1.0883,0.8251,17.3158,2.0216,48.6687,47.625,47.625,16.0527,3.4076,1.06,2.2247,7556050,24.6546,5.2335,1.7427,2.2553,1.0226,58.7151,49.2112,47.7315,19.0301,25.6422,40.5,19.0301,29.1719,9.724,,48.3685,1,47.8531,0.4438,48.2341,-36.6154,47.9795
31/03/1998,13.5095,5929655.461,-165382.1318,27.4864,27.0218,0.6844,80,35,45,46.348,49.14,47.744,-0.2925,47.1099,16.0548,48.7955,26.1677,47.5007,21.1926,,-0.5798,-0.0365,,,,0,47.3931,-0.2572,1.148,0.8908,-0.3398,1.0242,0.6844,17.6221,2.0996,51.0707,47.625,47.625,15.2511,3.2372,0.25,2.2293,7147300,26.0617,5.5318,1.4409,0.5242,1.0052,58.0274,49.1524,47.744,29.2955,22.6158,34.5,29.2955,32.9005,20.6908,,48.2881,1.06,47.9411,0.4291,43.4276,-40.3077,47.9993
01/04/1998,13.6673,6474471.37,5535.5932,27.104,26.8085,0.5869,75,30,45,46.4093,49.2157,47.8125,0.4242,41.078,20.6222,48.8535,19.8382,47.5958,20.9225,,-0.9825,-0.0002,,,,0,47.422,-0.2214,1.0926,0.8713,-0.3735,0.9603,0.5869,17.9309,2.1787,48.9181,47.625,47.625,16.362,3.5153,1.37,2.2295,7825750,24.4605,5.2552,1.2318,2.9069,1.0291,60.3111,49.0953,47.8125,51.7094,33.345,80.1282,51.7094,100,54.0241,,48.3607,1.32,48.0263,0.415,50.0451,-23.0769,48.0713
02/04/1998,14.3183,7014723.841,246851.7586,27.7353,27.1582,0.6079,100,25,75,46.2884,49.7926,48.0405,0.7833,265.6551,35.7915,49.3168,39.7302,47.9019,20.7441,,-0.9923,-0.6685,,,,0,47.8167,-0.0499,1.0802,1.0303,-0.2955,0.9033,0.6079,18.2597,2.2591,55.9802,48.75,48.69,14.3388,3.3396,4.56,2.3051,8779350,33.2432,7.7425,1.2708,9.8595,1.0986,67.8958,47.25,48.0405,66.9423,49.3157,86.1985,66.9423,100,77.6335,,49.0131,2.88,48.1234,0.4057,55.5417,-10.5948,48.3568
