date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Middle Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Hist,MACD_Signal,MACDEXT,MACD_Hist,MACD_Signal,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2005-09-27,18.4333,-2128779.8261,,,,,,,,,,,-0.7609,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2576944.0,,,,,,,,,,,,,,,,,,,,,,
2005-09-28,19.5794,12585955.813,,,,,,,,,,,0.9023,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,17986864.0,,,,,,,19.1,,,,,,,,,,1.33,,,,,
2005-09-29,19.3025,11020204.938,,,,,,,,,,,-0.3958,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,15096247.0,,,,,,,19.1143,,,,,,,,,,0.48,,,,,
2005-09-30,20.0665,18623689.7886,,,,,,,,,,,0.8621,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,23469705.0,,,,,,,19.1436,,,,,,,,,,0.87,,,,,
2005-10-03,20.5345,19791533.9651,,,,,,,,,,,0.7059,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,26305898.0,,,,,,,19.2008,,,,,,,,,,0.85,,,,,
2005-10-04,21.1649,21491528.8518,,,,,,,,,,,0.6792,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,31047989.0,,,,,,,19.3028,,,,,,,,,,1.06,,,,,
2005-10-05,21.2031,22963484.1733,,,,,,,,,,,0.1786,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,33472386.0,,,,,,,19.4626,,,,87.5,89.2543,,,,,0.56,,,,,
2005-10-06,21.566,21232438.5733,,,,,,,,,,,-0.0333,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,37800000.0,,,,,,,19.6145,,,,85.1064,87.4345,,,,,0.8,,,,,
2005-10-07,21.1554,20979958.6983,,,,,,,,,,,-0.125,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,35780161.0,,,,,,,19.8176,,77.3767,84.6885,59.5238,77.3767,,,,,0.8,,,,,
2005-10-10,21.2127,21207995.9614,4592271.189,,,,,,,,,,-0.3684,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,37224397.0,,,,,,,20.0086,,64.6631,76.4914,49.359,64.6631,,,,,0.19,,,,,
2005-10-11,20.993,20634033.4814,3600115.3262,,,,,,,,,,-0.56,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,35174531.0,,,,,,,20.1881,,42.4276,61.4891,18.4,42.4276,,,,,0.5,,,,,
2005-10-12,20.7829,19619235.8961,2544060.0301,,,,,,,,,,-0.3415,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,32727078.0,,,,,,,20.3568,,25.5275,44.2061,8.8235,25.5275,,,,,0.41,,,,,
2005-10-13,20.7351,20402654.2461,2130028.6994,,,,,,,,,,0.025,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,31302681.0,,,,,,,20.5154,,17.6856,28.5469,25.8333,17.6856,,,,,0.4,,,,,
2005-10-14,21.27,21657648.2279,2166329.5402,,,,,,,,,,0.7636,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,33682842.0,,,,,,,20.6644,,40.5523,27.9218,87.0,40.5523,,,,,0.69,,,,,
2005-10-17,21.0885,21960235.0387,2080518.4567,,,,,,,,,,-0.1892,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,32438874.0,,,,,,,20.8046,,60.2778,39.5052,68.0,60.2778,,,,,0.42,,,,,
2005-10-18,20.525,18527513.3124,764046.2408,,,,,,,,,,-0.6,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,27571582.0,,,,,,,20.9363,,56.1111,52.3137,13.3333,56.1111,,,,,0.95,,,,,
2005-10-19,20.4199,20152035.2457,672924.0185,,,,,,,,,,0.0133,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,23641287.0,,,,,,,23.0,,38.509,51.6326,34.1935,38.509,,,,,0.75,,,,,
2005-10-20,20.0761,19361103.5156,322811.739,,,,,,,,,,-0.5238,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,21923056.0,,,,,,,22.9785,,19.4982,38.0394,10.9677,19.4982,,,,,0.63,,,,,
2005-10-21,20.9739,20215456.7425,422077.1297,,,,,,,,,,0.6667,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,24381501.0,,,,,,,22.9572,,38.6206,32.2093,70.7006,38.6206,,,,,1.41,,,,,
2005-10-24,21.3082,21246830.523,752479.4351,,,,,,,23.2007,21.589,19.9773,0.7317,68.7791,,,,21.589,,,,,,,,0.0,,,,,,,,,,,20.94,21.05,,2.3,,,25745576.0,,4.2,,,,,22.9361,21.589,58.2207,38.7798,92.9936,58.2207,,,,,0.41,21.8443,,,-17.6923,21.8101
2005-10-25,21.0121,20911863.0944,712656.2478,,,,0.0,35.0,35.0,22.9531,21.724,20.4949,-0.2976,51.4132,32.6877,,24.2023,21.6281,,,,,,,,0.0,22.2888,,,,,,,,,69.3928,21.395,21.1,17.8069,2.435,2.7,3.2614,24573190.0,29.1784,3.99,,13.9896,1.1399,66.3438,22.9153,21.724,77.2472,58.0295,68.0473,77.2472,,,,,0.84,21.8821,,,-26.3158,21.8493
2005-10-26,21.3177,21545037.0075,833042.4392,,,,0.0,30.0,30.0,22.9326,21.815,20.6974,0.6957,71.6948,35.3251,,24.2023,21.694,,,,,,,,0.0,22.2902,,,,,,,,,62.348,21.395,21.55,17.1979,2.3133,1.82,3.1569,26029490.0,28.1805,3.7905,,8.878,1.0888,67.6625,22.8946,21.815,82.6744,72.7141,86.9822,82.6744,,,,,0.46,21.9006,,,-23.4483,21.906
2005-10-27,21.5469,22486592.0075,1106145.8866,,,,0.0,25.0,25.0,22.821,21.9325,21.044,0.8333,99.3088,37.2657,,25.6135,21.7765,,,,,,,,0.0,22.3081,,,,,,,,,61.1355,21.795,21.59,16.7267,2.1976,2.35,3.047,26971045.0,28.2456,3.711,,11.6279,1.1163,68.6328,22.8742,21.9325,85.0099,81.6438,100.0,85.0099,,,,,0.36,21.9155,,,-15.6028,21.977
2005-10-28,22.8268,26816083.0075,2494876.6254,,,,0.0,100.0,100.0,23.2216,22.077,20.9324,0.8824,264.0657,46.6701,,39.9492,21.9787,,,,,,,,0.0,22.438,,,,,,,,,58.56,22.46,22.375,14.9001,2.0877,2.89,3.0524,31300536.0,34.725,4.8654,,13.7554,1.1376,73.3351,20.85,22.077,95.6607,87.7817,100.0,95.6607,,,,,1.53,21.9315,,,-0.0,22.1644
2005-10-31,23.5717,26830111.4075,2840650.3617,,,,65.0,100.0,35.0,23.8163,22.236,20.6557,0.5037,369.0233,51.1566,,50.7584,22.236,,,,,,,,0.0,22.6387,,,,,,,,,58.0258,22.85,23.1,13.4365,1.9833,3.18,3.1019,33194370.0,41.1371,6.0722,,14.7907,1.1479,75.5783,20.8805,22.236,93.8813,91.5173,81.6438,93.8813,,,,,1.45,21.9596,,,-14.8889,22.4123
2005-11-01,23.8965,28438938.2536,3235761.7629,,,0.55,60.0,95.0,35.0,24.3701,22.379,20.3879,0.8205,269.4711,52.9719,,50.7584,22.5011,,,,,,,,0.0,22.831,,,,,,,,,56.1341,23.02,23.1,13.0638,1.8842,2.86,2.9867,35518231.0,39.9962,5.7685,2.4989,12.9061,1.1291,76.4859,20.9699,22.379,90.6075,93.3832,90.1786,90.6075,,,,,0.4,22.0146,,,-7.3333,22.6774
2005-11-02,26.3129,33215086.8053,4622921.715,,,0.6885,55.0,100.0,45.0,25.6498,22.6465,19.6432,0.8,300.0372,63.5755,,65.2102,22.982,,,,,,,,0.0,23.4995,,,,,,,,,61.8204,24.285,24.475,10.6661,1.7899,5.35,3.1358,43213137.0,50.6515,8.5001,3.0838,24.0991,1.241,81.7878,21.0575,22.6465,87.5001,90.663,90.678,87.5001,100.0,100.0,,,3.08,22.1318,,,-7.5862,23.1699
2005-11-03,26.6185,33409424.6453,4831965.3977,,,0.9367,50.0,100.0,50.0,26.6788,22.911,19.1432,0.54,245.7997,64.6371,,65.2102,23.4475,,,,,,,,0.0,24.113,,,,,,,,,60.8168,24.445,24.475,10.3104,1.7005,5.29,3.0435,45642360.0,48.9623,8.0751,4.1429,23.4278,1.2343,82.3186,21.2688,22.911,92.2809,90.1295,95.986,92.2809,100.0,100.0,,,0.55,22.3187,,,-3.1724,23.6674
2005-11-04,27.5067,35060415.434,5003528.9372,,,1.2247,45.0,100.0,55.0,27.7794,23.2435,18.7076,0.813,205.7444,67.5319,,68.2838,23.9573,,,,,,,,0.0,25.0053,,,,,,,,,65.4384,24.91,24.925,9.5599,1.6154,6.65,3.0115,48089009.0,50.7245,8.5714,5.3384,30.0226,1.3002,83.766,21.4737,23.2435,94.2213,91.3341,96.0,94.2213,100.0,100.0,,,1.23,22.582,,75.1602,-2.454,24.2282
2005-11-07,27.6309,35122575.5292,4638625.9667,,,1.5792,40.0,100.0,60.0,28.7153,23.5795,18.4437,-0.0667,172.934,67.9184,,69.6331,24.4309,,,,,,,,0.0,25.7576,,,,,,,,,65.6038,24.975,25.14,8.973,1.5347,6.72,3.0295,49394371.0,50.1245,8.5728,6.7936,30.2566,1.3026,83.9592,21.7748,23.5795,93.8125,93.4382,89.4515,93.8125,100.0,100.0,,,1.05,22.9072,,73.2719,-5.8275,24.7698
2005-11-08,28.1084,35977420.3292,4339650.2818,,,1.8967,35.0,100.0,65.0,29.6225,23.952,18.2815,0.4714,151.9133,69.3932,,70.4637,24.907,,,,,,,,0.0,26.5629,,,,,,,,,70.9894,25.225,25.275,8.567,1.4579,7.45,2.96,53134317.0,49.4431,8.4142,8.0538,33.8944,1.3389,84.6966,22.1575,23.952,93.1505,93.7281,94.0,93.1505,100.0,100.0,,,0.77,23.299,,70.2846,-3.0508,25.327
2005-11-09,29.8945,39495651.3292,4942265.5214,,,2.2944,30.0,100.0,70.0,30.8386,24.429,18.0194,1.0,154.6051,74.0835,,74.7683,25.5158,,,,,,,,0.0,27.8179,,,,,,,,,76.2883,26.16,26.075,7.6788,1.385,9.54,2.9427,56652548.0,53.1877,9.5934,9.5989,43.8419,1.4384,87.0417,22.6101,24.429,94.4838,93.8156,100.0,94.4838,100.0,100.0,,,1.87,23.7723,,77.0831,-0.0,26.0268
2005-11-10,31.3271,40406760.6424,5029391.4899,,,2.7867,25.0,100.0,75.0,32.2215,24.9835,17.7455,0.5872,167.1534,77.0527,,79.8958,26.2096,15.6467,,2.8892,0.3516,,,,0.0,29.241,,,,,,,0.2414,4.7626,80.7108,26.91,27.405,6.597,1.3158,11.09,3.0961,61877481.0,59.0309,11.7738,11.463,51.0825,1.5108,88.5263,23.2184,24.9835,91.7534,93.1292,81.2601,91.7534,100.0,100.0,,,2.81,24.3335,,73.224,-8.8482,26.824
2005-11-11,31.8524,39571498.8003,4342051.3918,,,3.2916,20.0,95.0,75.0,33.518,25.5375,17.557,0.3158,152.5242,78.0244,,79.8958,26.8896,17.2118,,2.6601,-0.2369,,,,0.0,30.4143,2.7647,1.0715,1.6931,3.2916,1.5973,1.6943,0.2655,5.0484,81.3971,27.185,27.405,6.2195,1.25,11.08,3.0652,65051476.0,55.6531,11.1851,13.3133,49.753,1.4975,89.0122,24.0777,25.5375,90.1094,92.1155,89.0681,90.1094,100.0,100.0,,,1.15,24.973,,69.218,-4.6529,27.6209
2005-11-14,32.2345,38354493.9431,3278906.0433,,,3.7779,15.0,100.0,85.0,34.6898,26.121,17.5522,0.2381,137.7405,78.7145,,80.7901,27.543,18.9332,,2.518,-0.4039,,,,0.0,31.4313,2.9696,1.0212,1.9484,3.7779,1.725,2.0529,0.2908,5.3355,83.9629,27.385,27.675,5.8662,1.1875,11.67,3.0478,67891154.0,55.2085,11.1758,15.0095,52.8533,1.5285,89.3572,24.8683,26.121,85.5639,89.1422,86.3636,85.5639,100.0,100.0,,,1.15,25.6801,,66.8991,-5.4945,28.403
2005-11-15,32.3586,40389882.9431,3193524.3513,,,4.1608,10.0,95.0,85.0,35.6647,26.7405,17.8163,0.125,116.1155,78.9407,,71.8641,28.1465,20.8267,,2.0933,0.4486,,,,0.0,32.3109,3.1068,0.9267,2.1801,4.1608,1.722,2.4387,0.3175,5.6209,86.0162,27.45,27.675,8.5745,1.7381,12.39,3.0377,69926543.0,52.376,10.617,16.2408,57.6547,1.5765,89.4704,25.7351,26.7405,87.7343,87.8026,87.7712,87.7343,100.0,100.0,,,1.04,26.4441,,68.4013,-4.5421,29.142
2005-11-16,32.0912,40228250.4987,2816846.5767,,,4.4572,5.0,90.0,85.0,36.3964,27.3515,18.3066,0.2,105.8597,74.7304,,71.8641,28.6659,22.9095,,2.6622,2.5807,,,,0.0,32.753,3.1565,0.7811,2.3754,4.4572,1.6273,2.8299,0.3454,5.9007,91.2816,27.45,27.675,8.3659,1.6512,12.22,2.9813,68471851.0,51.1022,10.0862,17.0995,57.1562,1.5716,87.3652,26.524,27.3515,82.4231,85.2404,73.1343,82.4231,0.0,66.6667,,,0.48,27.231,,68.238,-6.5934,29.7952
2005-11-17,32.7789,41995725.7563,2969052.653,,,4.7491,0.0,100.0,100.0,37.0573,28.0165,18.9757,0.697,102.7881,76.2434,,73.5261,29.2044,25.2005,,3.7902,2.2463,,,,0.0,33.3507,3.2169,0.6732,2.5437,4.7491,1.5276,3.2215,0.3746,6.1849,93.9343,28.14,27.78,7.8157,1.5686,13.3,2.9652,71184720.0,51.2291,10.2819,17.8879,63.2731,1.6327,88.1217,27.2418,28.0165,82.4851,84.2141,86.5497,82.4851,35.9357,45.3119,,,1.32,28.0205,,69.1925,-1.6987,30.4589
2005-11-18,31.5659,40937594.0448,2424726.6258,,,4.7713,0.0,95.0,95.0,37.4162,28.571,19.7258,-0.8725,84.6592,58.6105,34.3976,68.0045,29.5706,27.7206,,4.1229,-0.3144,,,,0.0,33.2708,3.1262,0.466,2.6602,4.7713,1.1951,3.5762,0.405,6.4535,90.8396,28.16,28.125,9.0491,1.8602,11.09,3.1506,69764345.0,47.5159,9.7678,17.681,50.5009,1.505,79.3052,27.9726,28.571,57.3216,74.0766,12.2807,57.3216,0.0,11.9786,,,1.49,28.7863,,59.3334,-11.6732,30.9383
2005-11-21,30.5535,40903247.1052,1970689.5315,60.0822,,4.7408,5.0,90.0,85.0,37.5284,29.055,20.5816,-0.5101,54.8249,45.795,34.3767,46.7492,29.801,30.4927,,3.707,-2.8045,,,,0.0,33.0228,2.935,0.2199,2.7152,4.7408,0.8486,3.8922,0.4365,6.7089,87.5048,28.16,28.125,15.7944,3.3672,9.68,3.372,68058447.0,43.5263,9.2794,17.3279,43.3886,1.4339,72.8975,28.6304,29.055,40.3396,60.0488,22.1884,40.3396,0.0,11.9786,,,1.79,29.5177,,55.9342,-19.9222,31.2639
2005-11-22,31.0406,41558093.8947,1814153.8322,59.4155,,4.6483,0.0,85.0,85.0,37.5245,29.58,21.6355,0.4474,53.8878,47.9259,34.4306,46.7492,30.0581,33.2661,,2.8254,-5.571,,,,0.0,32.9089,2.7925,0.0618,2.7306,4.6483,0.4946,4.1537,0.4691,6.9668,89.2263,28.32,28.27,14.9527,3.1988,10.5,3.3285,69189546.0,41.2069,8.8154,16.7447,47.7273,1.4773,73.963,29.2223,29.58,24.053,40.5714,37.69,24.053,6.9984,2.3328,,,1.14,30.2169,,57.7756,-16.3217,31.592
2005-11-23,31.5563,41842262.1052,1675610.5829,58.9848,,4.5466,0.0,80.0,80.0,37.4521,30.116,22.7799,0.5526,60.7356,50.1118,34.5551,50.8012,30.3421,34.709,,1.4162,-6.3265,,,,0.0,32.9378,2.692,-0.0309,2.7229,4.5466,0.1973,4.3493,0.5029,7.2276,89.4066,28.44,28.375,13.9122,3.0389,10.72,3.3404,70989278.0,42.6428,9.3147,16.1203,48.0287,1.4803,75.0559,29.7551,30.116,37.9939,34.1289,54.1033,37.9939,14.1773,7.0586,,,1.52,30.8644,,59.4414,-12.2267,31.9215
2005-11-25,31.3749,41672076.5219,1412455.6059,58.5756,,4.3904,0.0,75.0,75.0,37.1754,30.6305,24.0856,-0.3333,54.9256,47.8138,34.6088,50.8012,30.5809,35.6709,,0.7346,-5.2366,,,,0.0,32.9197,2.5675,-0.1243,2.6918,4.3904,-0.0809,4.4714,0.5378,7.4838,88.583,29.11,28.46,13.5977,2.887,10.29,3.2648,70617964.0,41.6787,8.8489,15.3269,45.6117,1.4561,73.9069,30.2346,30.6305,47.7499,36.5989,51.4563,47.7499,15.7525,12.3094,,,0.48,31.4306,,54.5907,-13.9573,32.1819
2005-11-28,31.9097,41612426.6396,1157416.7341,58.3224,,4.0897,0.0,70.0,70.0,36.9726,31.106,25.2394,0.4235,61.6881,50.18,34.7384,53.5115,30.8504,36.0722,,-0.2956,-7.1764,,,,0.0,33.0161,2.4854,-0.1652,2.6505,4.0897,-0.4163,4.506,0.5739,7.743,88.254,29.5,29.275,12.9554,2.7426,9.51,3.1992,72308044.0,42.7804,9.0565,14.0435,39.7908,1.3979,75.09,30.6661,31.106,62.8571,49.5336,83.0116,62.8571,100.0,43.3099,,,1.0,31.9044,,55.4756,-10.8057,32.4466
2005-11-29,31.4226,41176575.5361,809183.0505,57.8366,,3.6773,0.0,65.0,65.0,36.6284,31.517,26.4056,-0.4598,46.6832,43.9241,34.7399,48.6062,31.0456,35.9068,,-2.361,-4.1001,,,,0.0,32.9977,2.352,-0.2388,2.5908,3.6773,-0.775,4.4523,0.611,7.9946,85.7324,29.67,29.62,14.1816,2.9755,8.22,3.2186,71158982.0,41.0065,8.6036,12.4474,33.3063,1.3331,71.9621,31.0545,31.517,64.0819,58.2296,57.7778,64.0819,0.0,38.5842,,,0.87,32.2845,,50.8075,-16.7343,32.6175
2005-11-30,32.0816,42163313.6694,907123.8541,57.4433,,3.2635,0.0,60.0,60.0,36.1656,31.9455,27.7254,0.7667,56.3033,47.0645,34.8497,49.9706,31.2879,35.7838,,-2.2144,2.9251,,,,0.0,33.0945,2.2757,-0.2521,2.5278,3.2635,-1.0562,4.3197,0.6492,8.2506,85.7684,30.935,29.875,13.569,2.8267,8.57,3.1288,73009116.0,40.675,8.4735,10.8867,34.2526,1.3425,73.5322,31.4041,31.9455,75.1349,67.358,84.6154,75.1349,50.1985,50.0662,,,0.9,32.5795,,55.571,-10.2674,32.8149
2005-12-01,32.7407,41760358.8397,736511.8412,57.3098,,2.8353,0.0,100.0,100.0,36.1006,32.282,28.4634,0.2979,91.4534,50.0113,35.0532,54.7733,31.5729,35.5367,,-0.8011,4.5234,,,,0.0,33.2551,2.2451,-0.2262,2.4713,2.8353,-1.2717,4.107,0.6885,8.5109,83.9784,31.095,31.27,12.7025,2.6854,6.73,3.1095,74005899.0,43.47,9.1898,9.3118,24.4283,1.2443,75.0056,31.7187,32.282,71.2739,70.1636,71.4286,71.2739,97.303,49.1672,,,1.35,32.8001,,56.721,-8.9918,33.0372
2005-12-02,32.7407,40783656.1397,288991.3549,57.183,,2.4087,0.0,95.0,95.0,35.9306,32.6025,29.2744,-0.3,91.3357,50.0113,35.2129,54.7733,31.8307,34.6081,,0.0333,3.9869,,,,0.0,33.3885,2.1955,-0.2206,2.4161,2.4087,-1.4359,3.8445,0.7289,8.7685,80.7118,31.56,31.355,12.4544,2.5511,6.41,3.0123,74005899.0,42.6211,8.7303,7.7928,22.9996,1.23,75.0056,32.073,32.6025,75.8242,74.0777,71.4286,75.8242,97.303,81.6015,,,0.4,32.9654,,52.4007,-9.205,33.2275
2005-12-05,30.8973,42410516.7428,597280.3156,55.4279,,1.9279,0.0,90.0,90.0,35.621,32.78,29.939,0.2143,-36.2146,27.9381,34.985,22.0812,31.8801,33.2732,,0.8593,2.5101,,,,0.0,33.3396,1.9777,-0.3507,2.3284,1.9279,-1.604,3.532,0.7703,9.0044,74.0485,31.625,31.66,23.6749,5.2935,3.55,3.4807,70991422.0,37.0932,8.2938,6.1625,12.3264,1.1233,63.9691,34.94,32.78,56.7014,67.9332,27.2472,56.7014,0.0,64.8687,,,2.9,33.0656,,47.2273,-39.4817,33.2035
2005-12-06,32.1103,44207813.7896,1240967.5585,54.069,,1.4958,0.0,85.0,85.0,35.2568,33.0145,30.7722,0.924,15.7189,34.6034,35.0049,28.2511,32.0458,31.7132,,0.896,0.4162,,,,0.0,33.3572,1.8858,-0.3541,2.2399,1.4958,-1.6859,3.1817,0.8127,9.2505,74.6476,31.875,31.97,21.911,5.0289,4.69,3.436,73110993.0,39.1658,8.9891,4.7246,16.2115,1.1621,67.3017,34.9044,33.0145,53.8657,62.1304,62.9213,53.8657,30.1963,42.4998,,,1.71,33.1421,,53.5774,-22.2222,33.2835
2005-12-07,32.4255,45210854.4487,1710628.2259,52.8904,,1.2142,0.0,80.0,80.0,34.799,33.2405,31.682,0.625,65.2719,36.217,35.0685,30.4954,32.2272,30.1347,,0.765,0.5823,,,,0.0,33.3931,1.8186,-0.337,2.1556,1.2142,-1.5972,2.8114,0.8561,9.4975,73.9287,32.81,32.185,21.061,4.7774,4.52,3.3621,75212602.0,39.5421,8.9696,3.7926,15.3585,1.1536,68.1085,34.8692,33.2405,54.1199,54.8957,72.191,54.1199,37.5067,22.5677,,,0.88,33.2039,,54.9275,-17.9673,33.3726
2005-12-08,32.1485,44776520.3598,1609053.2682,51.7706,,1.0211,0.0,75.0,75.0,34.6451,33.3585,32.0719,-0.6444,51.0338,33.1773,35.0578,30.4954,32.3636,28.6229,,1.3261,0.3815,,,,0.0,33.4009,1.7221,-0.3468,2.0689,1.0211,-1.416,2.4371,0.9005,9.7391,69.7767,33.155,33.045,20.6302,4.5386,2.36,3.2884,74183916.0,38.7332,8.5212,3.1566,7.5399,1.0754,66.5886,34.8343,33.3585,68.279,58.7549,69.7248,68.279,23.7354,30.4795,,,0.45,33.2435,,54.3665,-33.7731,33.4125
2005-12-09,32.3586,45295204.9987,1586258.3281,50.6135,,0.8926,0.0,70.0,70.0,34.6914,33.4125,32.1336,0.6528,52.082,34.3472,35.0763,28.6292,32.5081,27.231,,1.2925,-2.4528,,,,0.0,33.4075,1.6445,-0.3396,1.984,0.8926,-1.1892,2.0818,0.9459,9.9805,66.306,33.155,33.1,20.7757,4.4916,1.08,3.2099,75282307.0,37.4433,8.0951,2.7388,3.2927,1.0329,67.1736,34.7997,33.4125,77.0672,66.4887,89.2857,77.0672,77.4146,46.2189,,,0.72,33.2765,,55.3156,-28.8043,33.4622
2005-12-12,32.244,44730191.4987,1252950.8,49.5143,,0.7261,30.0,65.0,35.0,34.7203,33.433,32.1457,-0.2,51.9327,33.0101,35.0588,28.6292,32.6273,25.9886,,-0.2884,-2.9316,,,,0.0,33.4101,1.5553,-0.343,1.8983,0.7261,-1.0278,1.7539,0.9923,10.2183,64.2139,33.155,33.1,20.5753,4.267,0.41,3.0899,74152280.0,37.0822,7.6903,2.2125,1.2294,1.0123,66.5051,34.7655,33.433,79.7948,75.047,80.3738,79.7948,0.0,33.7167,,,0.2,33.3124,,55.4969,-32.0652,33.4953
2005-12-13,31.7569,44446563.1654,912447.7234,48.1169,,0.5883,25.0,60.0,35.0,34.6891,33.408,32.1269,-0.68,1.2277,27.3404,34.9402,21.5661,32.6866,24.9375,,-0.7548,0.4294,,,,0.0,33.4088,1.4271,-0.377,1.8041,0.5883,-0.8684,1.4567,1.0395,10.4487,59.5509,33.155,33.1,23.0479,4.7137,-0.5,3.0932,73544505.0,35.7223,7.3058,1.7832,-1.4815,0.9852,63.6702,34.7317,33.408,62.4529,73.1049,17.6991,62.4529,0.0,25.8049,,,0.75,33.3508,,53.9569,-45.9239,33.4779
2005-12-14,32.0339,44581683.8472,733194.1614,46.7894,,0.4218,20.0,55.0,35.0,34.6556,33.391,32.1264,0.3182,18.2034,29.1481,34.8804,21.5661,32.7679,24.0933,,0.1989,0.9987,,,,0.0,33.4097,1.3334,-0.3765,1.7099,0.4218,-0.7667,1.1885,1.0877,10.6796,64.3639,33.155,33.1,22.5375,4.478,-0.34,2.9787,73969170.0,34.9313,6.9405,1.2717,-1.0035,0.99,64.5741,34.6982,33.391,48.7041,63.6506,48.0392,48.7041,25.7996,8.5999,,,0.44,33.3965,,61.1083,-38.0435,33.4904
2005-12-15,32.1198,44629319.0359,608365.7951,45.5957,,0.3211,15.0,50.0,35.0,34.6581,33.3925,32.1269,-0.0189,34.8818,29.7193,34.8356,22.9162,32.85,23.3508,,0.1862,0.1838,,,,0.0,33.4107,1.2521,-0.3663,1.6184,0.3211,-0.6355,0.9565,1.1368,10.9091,63.5855,33.155,33.1,21.922,4.2541,0.03,2.901,74810725.0,34.9563,6.7835,0.9634,0.0893,1.0009,64.8597,34.665,33.3925,40.867,50.6747,56.8627,40.867,33.9518,19.9171,,,0.53,33.439,,53.8202,-35.5978,33.5132
2005-12-16,33.5716,47346415.6513,1366524.4051,44.9775,,0.303,10.0,100.0,90.0,34.8625,33.434,32.0055,0.8077,172.7409,38.5296,35.0637,33.2316,33.069,22.6478,,0.3448,0.2105,,,,0.0,33.4296,1.2953,-0.2584,1.5537,0.303,-0.473,0.776,1.1869,11.1515,65.8045,33.57,33.38,19.9031,4.0414,0.83,2.9028,79226007.0,39.7153,8.0643,0.9052,2.4184,1.0242,69.2648,31.38,33.434,63.5387,51.0366,85.7143,63.5387,100.0,53.2505,,34.3339,1.87,33.4832,,58.9737,-8.2547,33.6806
2005-12-19,33.6671,47635500.2227,1644432.1633,44.3902,52.2362,0.2896,5.0,95.0,90.0,35.1634,33.544,31.9246,0.125,185.4736,39.0586,35.2694,33.2316,33.2767,22.0266,,0.2631,-0.8049,,,,0.0,33.4889,1.3224,-0.1851,1.5075,0.2896,-0.3524,0.642,1.238,11.3925,70.1775,33.62,33.38,19.3416,3.8393,2.2,2.8293,80237803.0,38.5948,7.6611,0.8627,6.6566,1.0666,69.5293,31.4212,33.544,77.4576,60.6211,89.7959,77.4576,100.0,77.9839,,34.6073,0.56,33.5541,0.9857,61.362,-5.8962,33.8535
2005-12-20,33.734,48854632.0282,1996533.4422,43.3409,51.3782,0.3005,0.0,90.0,90.0,35.3412,33.7105,32.0798,0.0486,141.562,39.4427,35.4503,23.4048,33.4713,21.5033,,-0.302,-0.3999,,,,0.0,33.6096,1.3341,-0.1387,1.4728,0.3005,-0.2399,0.5405,1.2899,11.6317,70.2994,33.835,33.44,22.2556,4.5174,3.33,2.8863,81751208.0,35.8567,7.2781,0.8932,10.4095,1.1041,69.7213,31.462,33.7105,89.1701,76.7222,92.0,89.1701,100.0,100.0,,34.8388,1.44,33.6468,0.9524,64.8816,-4.3689,34.0227
2005-12-21,34.8705,49631354.2857,2206210.7344,42.8069,50.8958,0.541,40.0,100.0,60.0,35.8534,33.911,31.9686,0.6766,232.9201,45.5795,35.813,32.6595,33.7607,21.0735,,-0.2115,0.8446,,,,0.0,33.84,1.4231,-0.0398,1.4629,0.541,0.0539,0.4871,1.3429,11.8805,71.2197,34.43,34.19,20.472,4.2915,4.01,2.8827,83631101.0,40.3295,8.4542,1.6029,12.3385,1.1234,72.7898,31.5024,33.911,89.4571,85.3616,86.5753,89.4571,100.0,100.0,,35.3262,1.68,33.748,0.9248,66.4837,-8.7189,34.2893
