date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Upper Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD_Hist,MACDEXT,MACD_Signal,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2003-02-04,7.7682,209115944.3927,-1836961.0525,16.1712,15.0149,1.6832,95.0,90.0,5.0,73.9055,76.2639,71.5471,-0.5,-45.9672,7.7166,74.8897,21.1067,73.3574,21.2915,232.3363,-0.7743,-1.8426,-0.9918,-0.7916,73.8159,1.0,71.4642,1.0473,1.3475,-0.3002,1.6832,2.1165,-0.4333,63.5857,62.5547,49.1738,73.505,71.425,34.059,16.5341,0.1,3.3205,300546283.0,22.1873,10.7709,2.3118,0.137,1.0014,53.8583,64.05,73.9055,75.3718,65.3987,75.3718,61.3559,36.662,0.0,73.8967,74.5357,1.69,74.2194,0.2847,57.9821,-38.6441,74.1281
2003-02-05,7.8139,207191167.8495,-2439258.6814,16.2456,15.1455,1.3232,90.0,85.0,5.0,73.9535,76.2392,71.6678,-0.0494,-6.6279,9.8016,74.7751,17.6594,73.3739,22.7114,237.302,1.5763,-1.519,-0.977,-0.8415,73.7791,1.0,71.4833,0.9407,1.2661,-0.3255,1.3232,1.9909,-0.6677,63.6851,62.5604,48.5808,73.505,71.425,32.9032,15.7074,0.96,3.2462,305922383.0,23.0264,10.9924,1.8112,1.3229,1.0132,54.9008,64.1975,73.9535,64.452,69.7171,64.452,64.2712,8.9878,16.9775,74.0767,74.3362,1.62,74.2806,0.277,58.9155,-35.7288,74.0923
2003-02-06,7.7745,206925651.9616,-2548384.7046,16.3724,15.4409,0.8996,85.0,80.0,5.0,74.0185,76.1296,71.9074,-0.1682,-55.5021,7.5996,74.6029,18.7801,73.3535,23.4034,242.9119,3.186,-0.6423,-0.9515,-0.8903,73.7926,1.0,71.503,0.8169,1.1763,-0.3594,0.8996,1.8188,-0.9192,63.7799,62.5665,49.7905,73.505,71.425,32.8988,15.272,1.3,3.1726,301863783.0,22.4956,10.4428,1.2279,1.8091,1.0181,53.7998,64.3435,74.0185,62.4633,67.429,62.4633,61.7627,5.6592,0.0,74.2328,74.0683,1.07,74.2944,0.2678,60.623,-38.2373,74.0168
2003-02-07,7.6906,205734617.4789,-2740321.3492,16.6571,15.7709,0.4838,80.0,75.0,5.0,73.961,76.1831,71.7389,-0.4335,-98.6444,2.9591,74.3055,22.0661,73.2598,23.3267,254.1224,1.9825,0.6734,-0.8736,-0.9618,73.7828,0.0,71.5126,0.6475,1.0705,-0.423,0.4838,1.599,-1.1152,63.8658,62.573,45.4143,73.505,71.425,33.6838,15.5384,-1.15,3.1871,297467783.0,21.5057,9.9206,0.6587,-1.5642,0.9844,51.4795,64.4881,73.961,45.4516,57.4556,45.4516,10.3208,5.6592,0.0,74.3611,73.6375,2.03,74.2467,0.2565,59.0702,-43.5932,73.8598
2003-02-10,7.8171,209664830.8122,-1319198.3387,16.9174,16.1716,0.1435,75.0,70.0,5.0,73.971,76.1839,71.7581,0.7,-59.2635,9.1704,74.2603,21.8645,73.2884,22.8317,268.2836,-1.7083,0.672,-0.728,-0.9996,73.8014,0.0,71.523,0.6024,0.9769,-0.3745,0.1435,1.3595,-1.216,63.9627,62.5799,49.311,73.505,71.425,32.3549,14.7615,0.2,3.1011,302121983.0,20.7449,9.4646,0.195,0.2726,1.0027,54.5852,64.6312,73.971,45.4723,51.129,45.4723,64.3333,30.2583,90.775,74.4644,73.5893,1.8,74.1819,0.2453,61.278,-35.5254,73.8216
2003-02-11,7.8,207721678.9603,-1236178.3019,16.975,16.3155,-0.1466,70.0,65.0,5.0,73.9425,76.1694,71.7156,-0.2222,-12.7565,8.1903,74.188,18.0682,73.2991,22.4589,292.8025,-2.389,-0.7128,-0.3778,-0.9218,73.8566,0.0,71.5362,0.5475,0.891,-0.3436,-0.1466,1.1072,-1.2538,64.0571,62.5873,48.4473,73.505,71.425,31.3776,14.0234,-0.57,3.0444,298528483.0,21.774,9.7314,-0.1988,-0.7706,0.9923,54.0951,64.7729,73.9425,44.5514,45.1584,44.5514,59.0,55.7422,76.4515,74.5448,73.5058,1.35,74.1138,0.234,43.312,-36.6102,73.7672
2003-02-12,7.7937,205682828.1667,-1738560.9665,17.0296,16.4695,-0.1888,65.0,60.0,5.0,73.9005,76.1395,71.6615,0.1905,-16.3078,7.8082,74.1108,18.0682,73.303,22.3355,309.982,-0.5874,-1.1399,-0.0875,-0.7662,73.8873,0.0,71.552,0.4934,0.8115,-0.3181,-0.1888,0.8667,-1.0556,64.1499,62.5951,48.8707,73.505,71.425,30.4732,13.3223,-0.84,2.9805,295148283.0,21.1465,9.2448,-0.2561,-1.1324,0.9887,53.9041,64.9132,73.9005,61.3958,50.4732,61.3958,60.8541,81.7655,78.07,74.6043,73.4201,1.26,74.0498,0.2227,48.9444,-37.0169,73.7098
2003-02-13,7.7894,208871890.6667,-771328.4459,17.2798,16.2992,-0.2278,60.0,55.0,5.0,73.8905,76.1384,71.6426,0.025,-59.7421,7.5417,74.0333,22.0323,73.3027,22.554,-42.9384,-0.129,-1.0021,0.036,-0.6812,73.8975,0.0,71.561,0.4422,0.7376,-0.2955,-0.2278,0.6345,-0.8622,64.2414,62.6033,44.9638,73.505,71.425,31.8699,13.7461,-0.2,2.9422,290045783.0,20.362,8.7826,-0.3087,-0.2721,0.9973,53.7709,65.052,73.8905,59.7616,55.2362,59.7616,59.4306,76.1003,73.7795,74.6446,73.3386,1.6,73.9845,0.2113,52.2002,-37.2881,73.6526
2003-02-14,7.9701,213974390.6667,1318001.0803,17.1428,16.2152,-0.2177,55.0,50.0,5.0,74.078,76.0181,72.1379,0.8462,38.6314,16.7483,74.2716,14.5398,73.4643,22.7215,-24.8963,1.0141,-1.1834,0.3437,-0.421,73.9156,0.0,71.7034,0.5326,0.6966,-0.164,-0.2177,0.4169,-0.6346,64.349,62.6121,50.4779,74.065,71.425,30.5146,13.0588,3.75,2.853,295148283.0,22.7675,9.7434,-0.2946,5.2632,1.0526,58.3742,65.1895,74.078,73.4282,64.8619,73.4282,100.0,83.9498,100.0,74.6741,73.7125,1.82,73.9113,0.2022,59.7798,-25.7627,73.7583
2003-02-18,8.1284,218893725.6667,3618151.4701,16.6302,16.0905,-0.1411,50.0,45.0,5.0,74.16,76.3467,71.9733,0.9188,139.854,23.753,74.7436,6.8914,73.7525,22.5684,-1.3944,2.3647,-0.4088,0.6897,-0.0243,73.9638,1.0,71.7898,0.7163,0.7006,0.0157,-0.1411,0.2142,-0.3553,64.4704,62.6214,46.5966,74.43,71.425,29.3592,12.4059,1.64,2.7622,300466483.0,25.5735,10.8063,-0.1906,2.191,1.0219,61.8765,65.3256,74.16,86.0373,73.0757,86.0373,98.6813,91.2598,100.0,74.7043,74.404,1.6,73.8248,0.1965,64.3544,-15.661,73.988
2003-02-19,8.1815,224012357.0953,5858854.6777,16.0248,15.9128,-0.1282,45.0,40.0,5.0,74.2215,76.6414,71.8016,0.9429,169.5858,25.9537,75.2365,4.5215,74.0608,22.2233,44.6588,1.544,0.3227,1.0,0.7029,74.1143,1.0,71.8627,0.8919,0.7388,0.1531,-0.1282,0.053,-0.1812,64.5956,62.6312,43.8259,74.68,71.425,28.6108,11.7856,1.23,2.6752,306245583.0,26.1355,10.7659,-0.1729,1.6235,1.0162,62.9769,65.4604,74.2215,99.1644,86.21,99.1644,98.8119,100.0,100.0,74.7442,75.0963,1.05,73.7811,0.1939,70.0571,-12.2712,74.2575
2003-02-20,8.1603,223936652.9286,6218795.148,15.3941,15.7162,-0.0075,40.0,35.0,5.0,74.298,76.9317,71.6643,-0.0625,157.3158,24.4414,75.6196,3.4113,74.3207,21.9102,72.2685,1.2548,0.3836,0.8889,0.9525,74.2597,1.0,71.95,1.0034,0.7917,0.2117,-0.0075,-0.0478,0.0403,64.7176,62.6417,50.4817,74.68,71.425,27.9257,11.1963,1.53,2.6106,302611783.0,26.0833,10.4576,-0.0101,2.033,1.0203,62.2207,65.5938,74.298,96.071,93.7576,96.071,90.7197,97.2621,91.7863,74.7985,75.6042,0.96,73.7912,0.1933,66.8081,-13.6271,74.5021
2003-02-21,8.3261,229520899.0824,7577504.1032,14.7276,15.3756,0.2696,35.0,30.0,5.0,74.4305,77.5541,71.3069,0.774,183.0486,31.2217,76.2269,2.0637,74.7045,21.4634,98.0267,2.1719,0.6589,0.6014,0.9902,74.3863,1.0,72.1442,1.2038,0.8741,0.3296,0.2696,-0.0716,0.3412,64.8539,62.6527,50.4482,75.36,71.425,26.4797,10.6365,2.65,2.5634,308661383.0,27.5956,11.0848,0.3623,3.5007,1.035,65.6109,65.7258,74.4305,96.0026,97.0793,96.0026,98.4762,97.2621,100.0,74.8749,76.4151,2.08,73.8642,0.1958,69.9985,-3.0508,74.888
2003-02-24,8.2623,226990890.5718,6639472.8675,14.1109,14.9716,0.4578,30.0,25.0,5.0,74.554,77.9826,71.1254,-0.3404,164.3854,26.6215,76.6344,2.3948,74.9945,20.8387,114.5751,3.112,1.5109,0.349,0.9094,74.4964,1.0,72.2977,1.2991,0.9591,0.34,0.4578,-0.0367,0.4945,64.9828,62.6644,56.3739,75.36,71.425,25.8431,10.1047,2.47,2.5145,304414583.0,27.1112,10.6005,0.6138,3.2811,1.0328,63.3108,65.8566,74.554,89.3564,93.81,89.3564,78.8732,76.7311,38.407,74.9749,76.9109,0.94,74.0092,0.1997,73.9544,-7.1186,75.2042
2003-02-25,8.2517,230049422.4867,6625313.6197,13.4567,14.4577,0.5858,25.0,20.0,5.0,74.752,78.408,71.096,0.4894,119.1661,25.8475,76.9599,1.0268,75.2474,20.3217,133.5498,2.5588,2.8556,0.0253,0.7248,74.6164,1.0,72.618,1.3511,1.0375,0.3136,0.5858,0.0447,0.5411,65.1095,62.6766,57.6416,75.36,71.425,26.9907,10.2794,3.96,2.4524,299622883.0,26.4421,10.0705,0.7829,5.3739,1.0537,62.9238,65.986,74.752,81.1165,88.8251,81.1165,66.0,53.0484,20.7382,75.0975,77.2759,0.94,74.2178,0.2042,74.6465,-7.7966,75.499
2003-02-26,8.1486,227161696.0716,5098397.9208,12.9059,14.0049,0.8746,20.0,15.0,5.0,74.9145,78.6097,71.2193,-0.4434,86.9413,18.4543,77.0567,2.4398,75.3839,20.1516,145.4301,-0.0047,3.4027,-0.181,0.5674,74.7582,1.0,72.7884,1.299,1.0898,0.2092,0.8746,0.1628,0.7118,65.2252,62.6894,60.2877,75.36,71.425,26.9743,10.0455,3.25,2.4283,296221783.0,25.6895,9.567,1.1677,4.426,1.0443,59.2272,66.1141,74.9145,53.7957,74.7562,53.7957,16.5138,19.7151,0.0,75.2368,77.3067,1.06,74.4575,0.2076,67.137,-14.3729,75.6827
2003-02-27,8.2262,231348637.8107,5342468.6046,12.4472,13.7157,1.132,15.0,10.0,5.0,75.1135,78.8952,71.3318,0.2957,80.6801,22.0806,77.2649,3.7315,75.5768,20.2518,155.8552,-1.4826,2.6886,-0.356,0.409,74.929,1.0,73.0282,1.3016,1.1322,0.1695,1.132,0.3139,0.8181,65.3471,62.7026,62.3891,75.36,71.425,26.8095,9.7932,3.98,2.3594,301185683.0,24.8807,9.0886,1.51,5.4201,1.0542,61.0403,66.241,75.1135,43.9387,59.6169,43.9387,49.3023,16.3803,28.4026,75.3902,77.5049,1.15,74.7344,0.2109,67.1,-9.4237,75.9203
2003-02-28,8.3335,234201623.6375,5864404.956,11.9507,13.9117,1.4288,10.0,5.0,5.0,75.3245,79.3423,71.3067,0.8031,105.2774,26.8201,77.6199,2.5181,75.8476,20.227,165.5123,-1.8604,2.2864,-0.5077,0.2502,75.1219,1.0,73.3255,1.3694,1.1796,0.1898,1.4288,0.4969,0.9319,65.4778,62.7165,62.0724,75.395,71.425,25.863,9.3035,4.22,2.2936,305658883.0,27.1992,9.7842,1.9029,5.6873,1.0569,63.41,66.3666,75.3245,51.9387,49.891,51.9387,90.0,42.8009,100.0,75.5586,77.9133,1.27,75.0586,0.2149,67.4098,-2.5763,76.2352
2003-03-03,8.2411,229588303.2186,4076921.9705,11.6751,13.7933,1.7085,100.0,0.0,100.0,75.444,79.5757,71.3123,-0.4974,96.8915,20.1913,77.76,6.4394,76.0097,19.9787,176.4951,-2.7717,1.6358,-0.6626,0.0611,75.2891,1.0,73.4357,1.3376,1.2112,0.1263,1.7085,0.7024,1.0061,65.5985,62.7309,68.178,75.395,75.52,24.494,8.8384,2.39,2.3265,300790683.0,27.8657,10.055,2.2732,3.1799,1.0318,60.0957,66.4909,75.444,59.506,51.7945,59.506,39.2157,49.722,20.7634,75.738,78.0054,1.91,75.4143,0.2182,58.0317,-23.9075,76.4472
2003-03-04,8.2974,231053290.3154,3441181.919,11.3402,13.7557,1.9991,95.0,20.0,75.0,75.646,79.8772,71.4148,0.5081,80.4027,22.7796,77.9688,4.9772,76.2069,19.694,186.9207,-2.4994,0.596,-0.7872,-0.1205,75.4678,1.0,73.693,1.3396,1.2369,0.1027,1.9991,0.9387,1.0604,65.7233,62.7459,63.0361,75.395,75.52,24.3428,8.6464,4.04,2.2746,305115883.0,26.8929,9.5522,2.6561,5.4565,1.0546,61.3898,66.7493,75.646,61.9172,57.7873,61.9172,56.5359,57.4885,51.7022,75.9265,78.2014,1.24,75.7858,0.2213,54.2341,-17.0951,76.6982
2003-03-05,8.3813,233742424.9611,3723905.4744,11.1814,13.7135,2.1224,90.0,15.0,75.0,75.9345,80.2185,71.6505,0.7795,94.3885,26.5186,78.2841,8.1644,76.4605,19.5564,195.342,-1.5607,-0.1552,-0.869,-0.2646,75.6889,1.0,74.1941,1.389,1.2673,0.1217,2.1224,1.1754,0.947,65.8548,62.7614,68.249,75.62,75.52,23.4598,8.2141,5.77,2.2197,309230583.0,27.6311,9.6746,2.8124,7.8933,1.0789,63.2593,67.0025,75.9345,59.3682,60.2638,59.3682,82.3529,55.9728,95.4529,76.1246,78.5504,1.27,76.1522,0.2248,59.9987,-6.9409,77.0053
2003-03-06,8.3803,235783747.4963,4150539.9651,11.0306,13.7015,2.111,85.0,10.0,75.0,76.201,80.5165,71.8855,0.507,90.9527,26.4371,78.5457,8.1644,76.6891,19.6701,202.3941,0.4672,-0.4923,-0.9232,-0.381,75.9344,1.0,74.612,1.411,1.2961,0.115,2.111,1.38,0.731,65.9849,62.7775,67.5313,75.62,75.52,22.9695,7.8034,5.33,2.154,306146883.0,27.0536,9.1909,2.7897,7.2487,1.0725,63.2185,67.2507,76.201,71.142,64.1425,71.142,74.537,80.4591,94.2223,76.3315,78.8166,0.71,76.502,0.2284,59.499,-7.0694,77.2839
2003-03-07,8.4908,240827489.3682,5552577.401,11.1752,13.9161,2.1047,100.0,5.0,95.0,76.538,80.9033,72.1727,0.9163,106.1167,31.2871,78.9514,13.9225,76.9949,20.0018,206.8347,1.3746,0.4424,-0.9502,-0.4514,76.227,1.0,75.2507,1.4952,1.3359,0.1593,2.1047,1.563,0.5417,66.124,62.7943,72.6178,76.135,75.845,21.6103,7.4132,6.74,2.1467,312134483.0,28.601,9.8113,2.7722,9.2127,1.0921,65.6436,67.4939,76.538,83.732,71.4141,83.732,94.306,96.5584,100.0,76.5495,79.2868,2.03,76.8363,0.233,67.2873,-1.898,77.6362
2003-03-10,8.444,240827489.3682,5621358.4065,11.3126,14.115,2.1249,95.0,0.0,95.0,76.8925,80.9897,72.7953,0.2917,108.3701,27.5422,79.2122,13.9225,77.2296,20.322,208.9083,0.3256,0.5937,-0.9608,-0.4834,76.552,1.0,75.826,1.509,1.3705,0.1385,2.1249,1.734,0.3909,66.2574,62.8116,77.2039,76.6,75.98,21.0925,7.0426,7.09,2.101,308067383.0,27.9157,9.3208,2.7913,9.7969,1.098,63.7711,67.8708,76.8925,82.4969,79.1236,82.4969,78.6477,83.4013,55.9817,76.7769,79.5393,0.8,77.1389,0.2374,63.4729,-7.3529,77.9145
2003-03-11,8.3813,238423830.8316,4373663.0647,11.2863,14.1306,2.0255,90.0,0.0,90.0,77.158,81.0395,73.2765,-0.6748,92.1273,22.6059,79.321,10.7868,77.3859,20.511,208.7042,1.0147,0.4973,-0.9598,-0.4803,76.7901,1.0,76.106,1.4555,1.3875,0.068,2.0255,1.8619,0.1636,66.3835,62.8295,72.8666,76.6,76.03,21.6405,7.1305,5.31,2.0889,304417383.0,26.8736,8.8547,2.6558,7.2186,1.0722,61.303,68.2365,77.158,73.2762,79.8351,73.2762,46.875,51.9939,0.0,77.0092,79.5739,1.23,77.4037,0.2406,56.9818,-14.7643,78.1028
2003-03-12,8.4015,244076377.2602,5264174.0099,10.7696,13.8996,1.9416,85.0,10.0,75.0,77.441,80.9969,73.8851,0.1741,52.1951,23.6082,79.4404,0.9533,77.5453,20.6039,210.728,0.9428,1.1132,-0.9691,-0.511,77.0277,1.0,76.4056,1.4122,1.3924,0.0198,1.9416,1.9518,-0.0102,66.5103,62.8479,67.1609,76.6,76.03,25.5617,8.5739,5.66,2.1213,310279283.0,25.0789,8.412,2.5394,7.7112,1.0771,61.8041,68.5912,77.441,64.7576,73.5102,64.7576,68.75,22.5089,11.545,77.243,79.633,2.24,77.653,0.2429,70.5693,-12.4069,78.284
2003-03-13,8.8107,253573091.4693,8171594.4622,11.1841,14.232,2.0026,100.0,5.0,95.0,77.9195,81.7072,74.1318,0.8204,209.2099,40.1419,80.2331,19.0602,78.0562,20.6332,207.0643,0.3138,1.1349,-0.9514,-0.455,77.3417,1.0,77.443,1.6693,1.4478,0.2215,2.0026,2.0156,-0.013,66.6743,62.867,72.9713,78.105,77.545,22.6918,8.1452,9.57,2.1647,320790483.0,33.379,11.9814,2.6063,13.0488,1.1305,70.071,68.9353,77.9195,70.9119,69.6486,70.9119,97.1108,37.1817,100.0,77.4899,80.6623,4.03,77.9225,0.2488,74.9461,-1.6231,78.8048
2003-03-14,8.9169,258593213.5472,10215433.0846,11.7943,14.4685,2.2059,100.0,0.0,100.0,78.45,82.4663,74.4337,0.5325,269.8025,43.4861,81.0877,23.3876,78.6137,20.6412,194.7655,0.1472,1.3841,-0.864,-0.2549,77.7407,1.0,78.5628,1.9315,1.5445,0.3869,2.2059,2.0709,0.135,66.8466,62.8869,78.5106,79.455,78.675,21.7113,7.738,10.61,2.1237,328369883.0,34.967,12.4623,2.8561,14.4748,1.1447,71.7431,69.5015,78.45,87.4347,74.368,87.4347,96.4432,70.515,100.0,77.7595,81.7448,1.54,78.2048,0.258,76.94,-2.3658,79.3753
2003-03-17,9.2453,267551489.8005,12973233.7757,12.8963,14.7633,2.4728,100.0,0.0,100.0,79.05,84.2395,73.8605,0.9103,287.1053,52.1767,82.3734,33.8346,79.4124,20.609,172.9256,-0.7219,1.2698,-0.6146,0.1232,78.2694,1.0,80.1515,2.3614,1.7079,0.6535,2.4728,2.1235,0.3493,67.0481,62.9077,79.7287,81.745,81.075,19.5257,7.3511,12.0,2.1637,338385183.0,39.4951,14.8692,3.1797,16.0,1.16,76.0883,70.2349,79.05,97.2066,85.1844,97.2066,98.0658,100.0,100.0,78.0677,83.4086,3.79,78.5265,0.2727,80.0262,-1.6327,80.1896
2003-03-18,9.3601,275112577.6793,15327840.7676,14.0843,15.0545,2.6735,100.0,0.0,100.0,79.6295,86.0001,73.2589,0.5354,252.8782,54.7375,83.6637,36.6553,80.2379,20.6259,156.6795,-0.2543,0.5231,-0.3694,0.3959,78.8602,1.0,81.6104,2.7574,1.9178,0.8396,2.6735,2.1847,0.4888,67.2585,62.9295,80.4212,82.38,82.07,18.5014,6.9835,11.59,2.1427,346434083.0,39.9137,15.0658,3.4113,15.1523,1.1515,77.3687,71.2528,79.6295,97.9924,94.2112,97.9924,99.4681,100.0,100.0,78.426,85.0209,1.98,78.916,0.2922,82.0422,-0.4942,81.0496
2003-03-19,9.3377,278951037.0342,16118976.9892,15.2279,15.311,2.9831,100.0,0.0,100.0,80.1735,87.356,72.991,-0.129,191.6685,53.06,84.722,36.9563,80.9648,21.3191,150.8593,3.5902,0.4196,-0.2733,0.487,79.4447,1.0,82.6723,3.0196,2.1382,0.8814,2.9831,2.2816,0.7015,67.4646,62.9521,80.8581,82.38,82.28,17.7348,6.6343,10.88,2.1286,339088883.0,38.5272,14.4125,3.7798,14.1317,1.1413,76.53,72.4349,80.1735,97.7891,97.6627,97.7891,95.8333,96.1689,88.5067,78.8376,86.2497,1.55,79.3728,0.314,82.5417,-3.104,81.8344
2003-03-20,9.4738,284892437.0342,16867707.5353,16.4815,15.6045,3.2999,100.0,0.0,100.0,80.7915,88.7844,72.7986,0.68,168.3044,56.1126,85.849,40.3004,81.7443,22.5334,153.1157,7.2306,2.6846,-0.3109,0.4522,79.8944,1.0,83.9137,3.2926,2.3691,0.9236,3.2999,2.4144,0.8854,67.6814,62.9758,81.6115,82.915,82.855,16.6789,6.3026,12.36,2.1194,346393883.0,39.1971,14.8118,4.1493,16.0958,1.161,78.0563,73.6993,80.7915,97.3937,97.725,97.3937,96.8796,96.1689,100.0,79.305,87.5456,2.25,79.9061,0.3381,86.2502,-1.6141,82.6893
2003-03-21,9.5418,290583746.3509,17451449.5836,17.762,15.9364,3.5772,100.0,20.0,80.0,81.3635,90.1715,72.5555,0.0559,150.9223,57.5651,86.9176,42.0903,82.5106,22.8026,152.9347,6.2854,4.9635,-0.3079,0.455,80.3693,1.0,84.9836,3.5201,2.5993,0.9208,3.5772,2.5758,1.0014,67.9025,63.0004,81.9888,83.235,83.165,15.9629,5.9875,11.44,2.0887,353843483.0,39.1676,14.6913,4.4625,14.6011,1.146,78.7825,75.1088,81.3635,96.607,97.2633,96.607,97.1081,96.1689,100.0,79.8281,88.7262,1.61,80.5105,0.3636,87.2932,-1.394,83.5463
2003-03-24,9.3037,286855459.1715,14917484.5387,18.5311,15.9939,3.7533,95.0,15.0,80.0,81.8535,90.8903,72.8167,-0.5641,106.237,40.4412,87.4121,33.144,82.9905,22.4744,157.3033,4.1459,6.2822,-0.3795,0.3859,80.9114,1.0,85.2982,3.4795,2.7753,0.7042,3.7533,2.7678,0.9855,68.099,63.0259,75.8057,83.235,83.165,18.263,7.0081,9.8,2.1915,346190683.0,36.3709,13.9567,4.6504,12.6045,1.126,70.2206,76.5959,81.8535,76.7917,90.2641,76.7917,36.3874,66.6667,0.0,80.3939,89.0616,2.74,81.1743,0.3865,77.3417,-17.8283,84.1355
2003-03-25,9.4259,287516758.2145,12735140.8487,19.3658,16.1358,3.9597,90.0,10.0,80.0,82.406,91.6949,73.1171,0.5263,103.4746,43.7451,88.0267,35.2254,83.5343,21.7795,163.7081,-0.2877,7.5076,-0.4803,0.2805,81.4388,1.0,85.7664,3.4998,2.9202,0.5796,3.9597,2.992,0.9677,68.305,63.0523,79.9914,83.235,83.165,17.2728,6.6577,11.05,2.1728,352772183.0,36.0591,13.8989,4.8743,14.2305,1.1423,71.8725,77.9343,82.406,64.8632,79.4207,64.8632,61.0942,39.7647,19.2942,80.9939,89.5832,2.09,81.9119,0.4077,74.8982,-9.391,84.7876
2003-03-26,9.5747,294123189.9902,12786670.2815,20.2862,16.3667,4.3229,100.0,5.0,95.0,83.077,92.5514,73.6026,0.7103,104.5794,47.4787,88.7899,37.7745,84.1596,21.9645,169.5753,-5.0395,6.004,-0.5675,0.1809,81.9952,1.0,86.5659,3.5875,3.0537,0.5338,4.3229,3.2498,1.0731,68.523,63.0796,83.5718,83.755,83.395,16.319,6.3248,13.42,2.1508,362455583.0,36.1322,14.0039,5.2873,17.5013,1.175,73.7393,79.1389,83.077,62.4841,68.0463,62.4841,89.9705,20.1306,41.0975,81.6243,90.323,2.14,82.7388,0.4284,72.7404,-2.4131,85.5203
2003-03-27,9.5407,295746357.2033,12161788.228,21.1606,16.5557,4.7401,95.0,0.0,95.0,83.6955,93.2243,74.1667,0.1639,94.9028,45.1607,89.3685,37.7745,84.6949,21.935,175.6634,-5.2273,3.9727,-0.6516,0.0756,82.5446,1.0,87.0991,3.5898,3.1609,0.4289,4.7401,3.5314,1.2087,68.7355,63.1079,84.103,83.825,83.65,15.7956,6.0086,12.37,2.1185,354204483.0,34.9734,13.3037,5.763,15.9798,1.1598,72.5803,80.382,83.6955,77.1986,68.182,77.1986,80.531,29.3176,27.5609,82.2775,90.7947,1.22,83.6065,0.4472,69.2746,-4.8601,86.1587
2003-03-28,9.4886,295031136.5137,10572967.3297,21.8987,16.7869,5.1119,90.0,40.0,50.0,84.239,93.7421,74.7359,-0.3103,80.885,41.574,89.757,35.9224,85.1325,21.6921,181.6708,-5.3308,2.9786,-0.7274,-0.0292,83.0986,1.0,87.4041,3.5116,3.231,0.2806,5.1119,3.8246,1.2872,68.9411,63.1371,80.488,83.825,83.65,15.9747,5.9582,10.87,2.0886,349595283.0,33.8857,12.6385,6.1788,13.8613,1.1386,70.787,81.4884,84.239,78.8594,72.8473,78.8594,66.0767,28.252,16.0974,82.9436,91.0029,1.16,84.4732,0.4632,67.0236,-8.4683,86.6915
2003-03-31,9.0657,289173213.8946,7097931.8261,21.23,16.2851,5.0442,85.0,35.0,50.0,84.627,93.6263,75.6277,-0.6607,22.9516,16.8822,89.3488,8.5252,85.1494,21.4283,191.856,-4.8572,0.8265,-0.8373,-0.2055,83.6874,1.0,87.2661,3.0928,3.2034,-0.1106,5.0442,4.088,0.9561,69.1048,63.1669,71.8415,84.09,83.65,25.0609,10.1203,7.76,2.3668,335734283.0,29.7321,12.0066,6.0773,10.0064,1.1001,58.4411,82.4731,84.627,54.1698,70.0759,54.1698,15.9016,14.5528,0.0,83.5979,90.0914,4.95,85.2745,0.4718,54.6591,-37.7761,86.7935
2003-04-01,9.1518,288291816.0844,4750615.1054,20.5948,15.8881,4.9064,80.0,30.0,50.0,85.029,93.5269,76.5311,0.0803,24.3508,19.8759,89.1249,8.5252,85.2418,21.4336,200.6421,-0.6101,-0.1012,-0.911,-0.3525,84.2081,1.0,87.1879,2.7941,3.1215,-0.3275,4.9064,4.3017,0.6047,69.2749,63.1975,75.4032,84.48,83.65,24.0756,9.6142,8.04,2.3185,343784383.0,28.5632,11.4063,5.8885,10.2971,1.103,59.938,83.3494,85.029,37.0529,56.694,37.0529,29.1803,8.6273,9.7845,84.2259,89.5106,1.57,85.9722,0.4751,51.6989,-31.8115,86.9357
2003-04-02,9.4387,293843228.8361,5124833.6765,20.4284,15.7295,4.6285,75.0,25.0,50.0,85.5265,93.682,77.371,0.7181,58.7313,28.8657,89.4042,17.2669,85.5826,21.7373,205.4662,0.0074,0.9631,-0.9424,-0.43,84.588,1.0,87.3256,2.7436,3.0459,-0.3024,4.6285,4.4493,0.1791,69.4704,63.2288,76.0138,84.48,83.65,22.3823,9.1335,9.95,2.2972,350977083.0,31.725,12.946,5.5264,12.6157,1.1262,64.4329,84.1294,85.5265,40.21,43.8109,40.21,75.5481,17.3871,42.3769,84.8272,89.6975,2.87,86.5875,0.477,59.0734,-11.9293,87.2968
