date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Lower Band,Real Upper Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,LEAD SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Hist,MACD_Signal,MACDEXT,MACD_Signal,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,7.5287,31732.0,,,,,,,,,,,0.52,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,793300.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,7.4797,-427518.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,334050.0,,,,,,,20.0,,,,,,,,,,0.13,,,,,
1998-01-06,7.5287,1558782.0,,,,,,,,,,,0.4615,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2320350.0,,,,,,,19.87,,,,,,,,,,0.13,,,,,
1998-01-07,7.4571,1685557.0,,,,,,,,,,,-0.25,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2066800.0,,,,,,,20.0,,,,,,,,,,0.37,,,,,
1998-01-08,7.2689,1314857.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1696100.0,,,,,,,20.0,,,,,,,,,,0.5,,,,,
1998-01-09,7.1033,1187110.6585,,,,,,,,,,,-0.4634,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1368750.0,,,,,,,19.9862,,,,,,,,,,0.82,,,,,
1998-01-12,7.2012,1857110.6585,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2038750.0,,,,,,,19.9452,,,,18.3575,36.9565,,,,,0.51,,,,,
1998-01-13,7.4346,2088146.6585,,,,,,,,,,,0.76,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2483050.0,,,,,,,19.9055,,,,48.4908,90.4,,,,,0.74,,,,,
1998-01-14,7.4571,1391196.6585,,,,,,,,,,,-0.6842,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3180000.0,,,,,,,18.62,,71.1961,46.0148,71.1961,86.2319,,,,,0.25,,,,,
1998-01-15,7.4797,1915866.0134,429084.091,,,,,,,,,,0.1935,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4136750.0,,,,,,,18.6338,,89.0705,69.5858,89.0705,90.5797,,,,,0.31,,,,,
1998-01-16,7.7169,12999366.0134,3927566.0293,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,15220250.0,,,,,,,18.6475,,92.2705,84.1791,92.2705,100.0,,,,,0.63,,,,,
1998-01-20,8.0707,16065696.6585,5977362.3885,,,,,,,,,,0.7097,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,19022500.0,,,,,,,18.6845,,95.9209,92.4207,95.9209,97.1831,,,,,1.0,,,,,
1998-01-21,7.8599,15202707.1849,5997931.304,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,17656100.0,,,,,,,18.769,,88.0093,92.0669,88.0093,66.8449,,,,,0.63,,,,,
1998-01-22,7.7884,14761719.1849,5320765.0145,,,,,,,,,,0.14,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,15818650.0,,,,,,,18.8509,,73.5708,85.8337,73.5708,56.6845,,,,,0.5,,,,,
1998-01-23,8.0444,15348226.4312,4746652.4731,,,,,,,,,,0.8986,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,16554450.0,,,,,,,18.9304,,71.6209,77.7337,71.6209,91.3333,,,,,0.75,,,,,
1998-01-26,8.0707,15117668.5365,4006915.0603,,,,,,,,,,0.1842,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,17284550.0,,,,,,,19.0075,,75.6698,73.6205,75.6698,78.9916,,,,,0.38,,,,,
1998-01-27,8.0707,14892142.2207,3268271.8309,,,,,,,,,,-0.3158,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,17284550.0,,,,,,,19.1148,,83.1055,76.7987,83.1055,78.9916,,,,,0.19,,,,,
1998-01-28,7.9992,15450580.0585,2846668.7463,,,,,,,,,,-0.3243,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,15695150.0,,,,,,,19.2178,,73.6695,77.4816,73.6695,63.0252,,,,,0.44,,,,,
1998-01-29,7.9503,15684100.0585,2489708.5075,,,,,,,,,,0.36,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,15208650.0,,,,,,,19.3167,,60.4595,72.4115,60.4595,39.3617,,,,,0.5,,,,,
1998-01-30,7.9277,15574224.0585,2082381.6364,,,,,,,20.3805,18.7482,22.0128,-0.24,68.8957,,,,20.3805,,,,,,,,0.0,,,,,,,,,,,20.155,20.155,,2.43,,,14997350.0,,3.12,,,,,19.4116,20.3805,45.1219,59.7503,45.1219,32.9787,,,,,0.25,20.3246,,,-20.5212,20.7361
1998-02-02,7.811,15115336.0585,1580430.6767,,,,75.0,30.0,45.0,20.418,18.788,22.048,-0.74,43.5046,12.1951,,6.189,20.4157,,,,,,,,0.0,21.0541,,,,,,,,,66.8011,20.155,20.155,28.8429,2.6185,0.75,2.2964,14393550.0,32.6486,2.964,,3.75,1.0375,56.0976,19.5027,20.418,26.4123,43.9979,26.4123,6.8966,,,,,0.5,20.4612,,,-30.6189,20.7713
1998-02-03,7.7884,15126876.0585,1235083.4044,,,,70.0,25.0,45.0,20.459,18.845,22.073,0.52,23.1398,11.0546,,3.6483,20.4418,,,,,,,,0.0,21.0464,,,,,,,,,67.1537,20.155,20.155,29.4952,2.6176,0.82,2.2483,14105050.0,31.7288,2.8158,,4.1268,1.0413,55.5273,19.5902,20.459,18.6416,30.0586,18.6416,16.0494,,,,,0.25,20.5864,,,-32.5733,20.7972
1998-02-04,7.6943,14902076.0585,909997.3926,,,,65.0,20.0,45.0,20.481,18.8807,22.0813,-0.75,1.6212,6.3147,,0.1556,20.4416,,,,,,,,0.0,21.0394,,,,,,,,,63.7934,20.155,20.155,30.5084,2.6667,0.44,2.2378,13655450.0,30.6036,2.675,,2.2,1.022,53.1573,19.6742,20.481,9.9475,18.3338,9.9475,6.8966,,,,,0.31,20.6933,,,-40.7166,20.7954
1998-02-05,8.0933,16178276.0585,1100344.2612,,,,60.0,15.0,45.0,20.5655,18.9376,22.1934,0.52,84.53,21.3055,,14.9111,20.5424,,,,,,,,0.0,21.0594,,,,,,,,,65.9985,20.185,20.155,27.0548,2.5334,1.69,2.2677,14931650.0,36.5371,3.4213,,8.531,1.0853,60.6527,19.7549,20.5655,40.982,23.1903,40.982,100.0,,,,,1.06,20.7995,,,-6.1889,20.8924
1998-02-06,8.0444,16752782.8767,1260979.7622,,,,55.0,10.0,45.0,20.6685,19.1123,22.2247,0.1364,69.7691,18.8504,,11.1769,20.6213,,,,,,,,0.0,21.0788,,,,,,,,,63.5645,20.185,20.155,27.8149,2.5967,2.06,2.2703,13527300.0,34.815,3.2502,,10.668,1.1067,59.4252,19.8323,20.6685,65.0965,38.6753,65.0965,88.3929,,,,,0.44,20.8978,,,-10.4235,20.969
1998-02-09,8.1159,16347039.6335,1082959.6387,,,0.6304,100.0,5.0,95.0,20.803,19.4386,22.1674,-0.8378,102.3647,21.3008,,16.7241,20.7107,,,,,,,,0.0,21.1267,,,,,,,,,64.9577,20.345,20.245,26.3305,2.4669,2.69,2.2538,14127800.0,36.9063,3.4577,3.0701,14.2554,1.1426,60.6504,19.9066,20.803,89.1958,65.0914,89.1958,79.1946,,,,,0.5,20.9785,,,-9.5385,21.054
1998-02-10,8.0933,16221389.6335,871702.8028,,,0.5836,95.0,0.0,95.0,20.9215,19.7627,22.0803,-0.6842,86.7954,20.0953,,15.4929,20.7858,,,,,,,,0.0,21.1587,,,,,,,,,65.5214,20.655,20.62,26.4402,2.4035,2.37,2.1912,13786750.0,36.1349,3.2848,2.8339,12.3889,1.1239,60.0477,20.0047,20.9215,80.9184,78.4036,80.9184,75.1678,91.8397,91.9276,,,0.19,21.0363,,,-14.8,21.1203
1998-02-11,8.0444,15763639.6335,560386.1151,,,0.5201,90.0,0.0,90.0,21.0025,19.9622,22.0428,-1.0,70.5394,17.4337,,14.016,20.8415,,,,,,,,0.0,21.1703,,,,,,,,,63.9963,20.685,20.75,26.6641,2.3533,1.62,2.1388,13329000.0,35.357,3.1206,2.5184,8.2025,1.082,58.7168,20.098,21.0025,64.2113,78.1085,64.2113,38.2716,63.9655,0.0,,,0.19,21.0742,,,-22.3214,21.163
1998-02-12,8.0933,15763639.6335,382085.0961,,,0.4674,85.0,5.0,80.0,21.087,20.1821,21.9919,0.0,77.8101,19.316,,14.016,20.9042,,,,,,,,0.0,21.1891,,,,,,,,,64.9815,20.715,20.75,26.0733,2.2357,1.69,2.0637,14783250.0,34.5735,2.9645,2.2569,8.531,1.0853,59.658,20.1866,21.087,55.9201,67.0166,55.9201,54.321,46.8674,48.6746,,,0.19,21.1019,,59.5068,-16.5179,21.2104
1998-02-13,8.0444,15516189.6335,195674.6705,,,0.4174,80.0,0.0,80.0,21.162,20.4436,21.8804,-0.5385,57.7079,16.5198,,12.423,20.9485,,,,,,,,0.0,21.1977,,,,,,,,,66.4065,21.0,20.935,26.5095,2.1939,1.5,2.0029,14535800.0,34.0304,2.8163,2.0096,7.5491,1.0755,58.2599,20.2708,21.162,30.8642,50.3319,30.8642,0.0,16.2249,0.0,,,0.13,21.1205,,60.651,-26.738,21.2374
1998-02-17,8.0444,15496601.6335,95394.7081,,,0.359,75.0,0.0,75.0,21.2055,20.5501,21.8609,0.24,43.6847,16.5198,,9.6583,20.9887,,,,,,,,0.0,21.2023,,,,,,,,,46.1421,21.0,21.125,27.1718,2.2042,0.87,1.9613,14535800.0,32.9817,2.6755,1.7219,4.2439,1.0424,58.2599,20.3507,21.2055,28.6333,38.4725,28.6333,31.5789,16.2249,0.0,,,0.25,21.134,,48.1127,-33.557,21.2572
1998-02-18,8.0707,15568447.7873,68558.9808,,,0.2918,70.0,55.0,15.0,21.2055,20.5501,21.8609,-0.4615,56.4061,17.6709,,9.6583,21.0317,,,,,,,,0.0,21.2033,,,,,,,,,36.6962,21.0,21.125,26.7211,2.094,0.0,1.8874,15469800.0,32.4345,2.5417,1.393,0.0,1.0,58.8355,20.4267,21.2055,30.9564,30.1513,30.9564,61.2903,13.7227,41.1682,,,0.13,21.152,,44.1937,-28.8591,21.2795
1998-02-19,7.9992,15586205.7873,56998.3669,,,0.2519,65.0,50.0,15.0,21.224,20.5858,21.8622,-0.48,5.1848,13.2106,,3.7677,21.0525,15.6467,,0.1268,-0.4788,,,,0.0,21.204,,,,,,,0.2211,4.0367,38.8462,21.0,21.125,28.8396,2.2393,0.37,1.8844,15025850.0,31.0978,2.4146,1.198,1.772,1.0177,56.6053,20.4989,21.224,40.8049,33.4649,40.8049,29.5455,13.7227,0.0,,,0.32,21.1842,,43.7951,-41.6107,21.2838
1998-02-20,8.0218,16774805.7873,425278.2642,,,0.2436,60.0,45.0,15.0,21.255,20.6651,21.8449,0.6129,-13.2794,14.2906,,1.0257,21.077,17.2118,,0.0139,-0.2453,,,,0.0,21.2067,0.3911,-0.1268,0.5178,0.2436,0.4183,-0.1748,0.241,4.2094,40.4354,21.0,21.125,29.2376,2.2473,0.62,1.8579,16214450.0,29.8436,2.2939,1.1551,2.9966,1.03,57.1453,20.5674,21.255,50.9453,40.9022,50.9453,62.0,21.7935,24.2122,,,0.31,21.2186,,53.306,-37.5839,21.292
1998-02-23,7.9992,16824763.6821,553172.2555,,,0.2557,55.0,40.0,15.0,21.249,20.6615,21.8365,0.0,-7.9665,12.8129,,1.0257,21.0935,18.8482,,-0.0192,-0.2319,,,,0.0,21.207,0.357,-0.1287,0.4857,0.2557,0.3767,-0.121,0.2617,4.3798,37.9303,21.0,21.125,28.4962,2.135,-0.12,1.8147,16078850.0,29.0868,2.1792,1.2094,-0.5615,0.9944,56.4065,20.6325,21.249,47.1818,46.3107,47.1818,50.0,8.0707,0.0,,,0.19,21.2446,,59.515,-41.6107,21.2915
1998-02-24,7.9992,16518913.6821,457888.2288,,,0.1818,50.0,35.0,15.0,21.2395,20.6586,21.8204,0.0,14.6135,12.8129,,2.4537,21.1084,20.3936,,-0.0997,-0.0777,,,,0.0,21.2075,0.3262,-0.1276,0.4538,0.1818,0.3321,-0.1503,0.2831,4.5485,35.9879,21.0,21.125,28.0237,2.0282,-0.19,1.7522,16078850.0,29.4335,2.1302,0.8577,-0.8862,0.9911,56.4065,20.6944,21.2395,54.0,50.709,54.0,50.0,8.0707,0.0,,,0.12,21.2678,,55.3546,-41.6107,21.2916
1998-02-25,8.0933,16518913.6821,377282.197,,,0.1542,45.0,30.0,15.0,21.2425,20.6568,21.8282,0.0,79.281,17.7239,,6.9299,21.1457,21.7762,,-0.0351,-0.0207,,,,0.0,21.2091,0.3183,-0.1084,0.4267,0.1542,0.2914,-0.1372,0.3053,4.718,45.9691,21.0,21.125,26.8147,1.9268,0.06,1.7173,17869200.0,30.8079,2.2137,0.726,0.2799,1.0028,58.862,20.7532,21.2425,63.0952,54.759,63.0952,89.2857,33.3333,100.0,,,0.31,21.2899,,62.2663,-24.8322,21.3164
1998-02-26,8.1648,16770968.9452,390208.0226,,,0.1554,40.0,25.0,15.0,21.2645,20.6472,21.8818,0.3158,116.2383,21.2716,,11.2183,21.1975,22.9521,,-0.0991,-0.1608,,,,0.0,21.2187,0.3237,-0.0824,0.4061,0.1554,0.2567,-0.1014,0.3282,4.8878,53.9558,21.065,21.125,25.8674,1.8305,0.44,1.6748,18553350.0,32.4045,2.293,0.7314,2.0706,1.0207,60.6358,20.809,21.2645,77.0952,64.7302,77.0952,92.0,66.6667,100.0,,,0.25,21.3144,,61.8315,-12.0805,21.359
1998-02-27,8.1648,16770968.9452,360022.4037,,,0.1401,35.0,20.0,15.0,21.293,20.6528,21.9332,0.0,113.0658,21.2716,21.6402,11.2183,21.2444,23.8892,,-0.1445,0.083,,,,0.0,21.2319,0.3242,-0.0655,0.3897,0.1401,0.2259,-0.0859,0.3519,5.0558,56.9357,21.065,21.125,25.4137,1.7389,0.57,1.6187,18553350.0,31.8362,2.1784,0.6583,2.6989,1.027,60.6358,20.8621,21.293,90.5873,76.9259,90.5873,90.4762,100.0,100.0,,,0.12,21.3395,,60.6546,-12.0805,21.3995
1998-03-02,8.3756,16770968.9452,314944.432,9.4803,,0.1534,100.0,15.0,85.0,21.3525,20.5988,22.1062,0.5,233.5604,30.9894,21.7849,23.8972,21.3402,24.6547,,-0.0833,0.2359,,,,0.0,21.2964,0.3656,-0.0193,0.3849,0.1534,0.2031,-0.0497,0.3762,5.2277,58.5388,21.345,21.375,23.007,1.652,1.19,1.6519,19259250.0,37.4559,2.6895,0.719,5.6505,1.0565,65.4947,20.9125,21.3525,90.5873,86.0899,90.5873,89.2857,100.0,100.0,,,0.68,21.3691,,68.2739,-6.0302,21.4907
1998-03-03,8.4208,17277968.9452,429190.3134,10.2012,,0.1874,100.0,10.0,90.0,21.4335,20.6112,22.2558,0.25,217.245,32.8588,21.9294,23.8972,21.4383,25.2278,,-0.0646,0.5115,,,,0.0,21.4151,0.4034,0.0148,0.3886,0.1874,0.1915,-0.0041,0.4014,5.3991,62.5494,21.405,21.375,22.225,1.5694,1.62,1.6145,19766250.0,36.1828,2.555,0.8769,7.8072,1.0781,66.4294,20.9999,21.4335,93.254,91.4762,93.254,100.0,100.0,100.0,,,0.24,21.405,,69.5903,-0.0,21.5876
1998-03-04,8.4472,17355160.8807,461471.0341,11.0619,,0.2381,100.0,5.0,95.0,21.521,20.6621,22.3799,0.4194,209.2672,33.9573,22.0643,27.4169,21.5337,25.5221,,0.1594,1.0224,,,,0.0,21.5429,0.434,0.0363,0.3977,0.2381,0.19,0.0482,0.4272,5.5696,64.7321,21.44,21.47,21.2433,1.4909,1.75,1.5981,20108100.0,37.2918,2.6173,1.1121,8.4582,1.0846,66.9786,21.0821,21.521,92.4286,92.0899,92.4286,88.0,100.0,100.0,,,0.31,21.4444,,69.8341,-5.5046,21.6834
1998-03-05,8.1423,16659277.5474,211307.447,10.9226,,0.2525,95.0,0.0,95.0,21.5805,20.8789,22.2821,-0.8772,48.2319,11.6977,22.0312,8.2742,21.5428,25.6101,,0.4771,0.8313,,,,0.0,21.5477,0.3884,-0.0074,0.3958,0.2525,0.191,0.0615,0.4537,5.7302,62.4854,21.845,21.78,27.9087,2.1064,1.19,1.7784,19185650.0,32.9437,2.4864,1.1788,5.8219,1.0582,55.8488,21.1856,21.5805,65.0,83.5608,65.0,7.0,66.6667,0.0,,,0.88,21.4804,,55.2983,-59.6154,21.6938
1998-03-06,8.2815,16966927.5474,187646.6662,10.7901,,0.2703,90.0,50.0,40.0,21.6055,20.8819,22.3291,0.52,74.0212,18.231,22.0677,8.2742,21.5864,25.9065,,0.5675,0.6816,,,,0.0,21.5579,0.3778,-0.0144,0.3922,0.2703,0.1926,0.0777,0.4809,5.8929,59.8475,21.845,21.78,26.5391,2.0011,0.5,1.7452,19493300.0,31.3271,2.3621,1.2603,2.3256,1.0233,59.1155,21.2818,21.6055,46.3333,67.9206,46.3333,44.0,43.1168,29.3505,,,0.37,21.5153,,58.9182,-35.8974,21.7338
1998-03-09,8.2589,16501127.5474,12699.3771,11.158,,0.2963,85.0,45.0,40.0,21.634,20.9049,22.3631,-0.1071,108.1964,16.7564,22.086,18.1479,21.6201,26.1093,,0.8257,0.4894,,,,0.0,21.5682,0.3604,-0.0254,0.3859,0.2963,0.2053,0.091,0.5088,6.0533,67.9186,21.845,21.78,24.6148,1.901,0.57,1.7901,19027500.0,35.5297,2.744,1.3793,2.6673,1.0267,58.3782,21.3713,21.634,29.6667,47.0,29.6667,38.0,17.3588,22.726,,,0.56,21.5582,,49.9526,-39.7436,21.7656
1998-03-10,8.5864,18204262.7746,481882.206,11.832,,0.354,100.0,40.0,60.0,21.6965,20.8068,22.5862,0.9205,166.3405,30.0687,22.2575,24.6377,21.7334,25.8186,,0.9273,-0.3682,,,,0.0,21.6438,0.4121,0.021,0.3911,0.354,0.2275,0.1265,0.5373,6.2209,71.3484,22.03,21.94,21.8193,1.806,1.25,1.8418,21052850.0,36.0858,2.9868,1.6427,5.7978,1.058,65.0343,21.4545,21.6965,58.899,44.9663,58.899,94.697,44.8691,82.5307,,,0.94,21.6164,,58.3736,-3.7234,21.8776
1998-03-11,8.8914,19974965.9746,1193418.7263,13.2162,,0.4411,100.0,35.0,65.0,21.8025,20.5864,23.0186,0.592,247.1871,39.5438,22.5498,39.516,21.9131,25.0743,,0.7087,-1.4187,,,,0.0,21.854,0.5125,0.0971,0.4154,0.4411,0.2592,0.1818,0.5666,6.3949,80.1483,22.435,22.5,18.8264,1.7157,2.12,1.9543,25569950.0,43.4261,3.9574,2.0366,9.8605,1.0986,69.7719,21.5685,21.8025,72.3744,53.6467,72.3744,84.4262,68.4189,100.0,,,1.25,21.6966,,59.0102,-12.6667,22.0608
1998-03-12,8.3756,18780065.9746,995813.7823,13.939,,0.4644,95.0,30.0,65.0,21.8465,20.6325,23.0605,-0.6173,94.1092,12.4241,22.5503,27.6714,21.9452,24.0625,,0.0137,-1.4758,,,,0.0,21.863,0.476,0.0485,0.4275,0.4644,0.2953,0.1691,0.5966,6.5534,76.8978,22.435,22.5,21.2406,2.1299,0.88,2.2787,24375050.0,37.493,3.7596,2.1384,4.1179,1.0412,56.2121,21.7874,21.8465,67.1151,66.1295,67.1151,22.2222,60.8436,0.0,,,1.37,21.782,,45.5794,-58.3333,22.1034
1998-03-13,8.7031,19525365.9746,1061587.7795,14.664,,0.4963,90.0,25.0,65.0,21.9275,20.6055,23.2495,1.0,127.4344,22.4932,22.7058,28.4388,22.057,23.2184,,-0.335,0.0519,,,,0.0,21.9167,0.5114,0.0671,0.4443,0.4963,0.3334,0.163,0.6272,6.7191,76.0932,22.435,22.5,19.463,2.0234,1.62,2.2715,25120350.0,34.9325,3.6316,2.2746,7.5349,1.0753,61.2466,21.9865,21.9275,54.6433,64.711,54.6433,57.2816,45.7094,37.1282,,,0.87,21.8775,,51.7401,-29.3333,22.2247
1998-03-16,8.7747,19936271.2378,1122729.9276,15.5538,,0.5617,85.0,20.0,65.0,22.0245,20.5996,23.4494,0.6579,146.5584,24.489,22.8713,32.4618,22.1764,23.1243,,-0.017,0.9781,,,,0.0,21.9926,0.5484,0.0833,0.4651,0.5617,0.375,0.1868,0.6585,6.885,78.6999,22.435,22.5,18.7419,1.9222,1.94,2.2218,26421550.0,36.7583,3.77,2.5661,9.0781,1.0908,62.2445,22.1677,22.0245,48.3346,56.6977,48.3346,65.5,27.2053,44.4876,,,0.38,21.9808,,56.3755,-23.0,22.3564
1998-03-17,8.8462,19427588.8054,883822.7663,16.6155,,0.6306,80.0,15.0,65.0,22.131,20.603,23.659,-0.5135,157.1875,26.4818,23.0452,36.7869,22.3024,23.8181,,0.4362,1.8638,,,,0.0,22.083,0.5864,0.097,0.4894,0.6306,0.4186,0.2121,0.6904,7.0512,81.4334,22.435,22.5,17.8271,1.8261,2.13,2.2001,27174400.0,38.5761,3.9515,2.8701,9.9672,1.0997,63.2409,22.3326,22.131,64.7367,55.9049,64.7367,71.4286,44.4838,51.8357,,,0.5,22.0865,,53.3882,-16.6667,22.4969
1998-03-18,8.8236,19427588.8054,705740.4942,17.5501,,0.6575,75.0,10.0,65.0,22.231,20.6367,23.8253,0.0,124.8256,25.3819,23.1808,35.3078,22.4108,25.1154,,1.3572,0.7683,,,,0.0,22.1574,0.6047,0.0922,0.5124,0.6575,0.4636,0.1939,0.723,7.215,78.3116,22.435,22.5,18.219,1.7948,2.0,2.121,26663200.0,38.1062,3.7539,2.9825,9.3284,1.0933,62.6909,22.4827,22.231,71.0702,61.3805,71.0702,76.2821,62.833,92.1758,,,0.12,22.1921,,55.6844,-18.6667,22.6216
1998-03-19,8.8914,19192253.6702,493851.0677,18.6502,,0.6801,70.0,5.0,65.0,22.3495,20.7127,23.9863,0.3243,130.2407,27.3762,23.3269,39.5508,22.5259,26.9003,,0.8066,-1.3654,,,,0.0,22.2607,0.6264,0.0912,0.5352,0.6801,0.5091,0.171,0.7563,7.3791,80.7826,22.435,22.5,17.4187,1.7051,2.37,2.0906,27333000.0,40.2121,3.9362,3.0738,11.1529,1.1115,63.6881,22.6192,22.3495,76.4875,70.7648,76.4875,81.7518,81.3371,100.0,,,0.43,22.3067,,50.7682,-12.6667,22.7539
1998-03-20,8.9629,19153671.6702,349997.3871,19.7342,,0.7004,65.0,0.0,65.0,22.4745,20.7931,24.1559,0.48,127.9545,29.4708,23.4835,40.3302,22.6482,28.5312,,0.3457,-0.0348,,,,0.0,22.3762,0.6515,0.093,0.5585,0.7004,0.554,0.1464,0.7903,7.5434,86.4676,22.53,22.56,16.8392,1.6198,2.5,2.0374,28297550.0,39.6021,3.8094,3.1523,11.7316,1.1173,64.7354,22.7435,22.4745,81.087,76.2149,81.087,85.2273,97.3919,100.0,,,0.32,22.4344,,47.095,-6.5972,22.893
1998-03-23,9.0118,19757671.6702,451512.028,20.764,,0.7991,60.0,0.0,60.0,22.609,20.9107,24.3073,0.6842,117.9753,30.906,23.6383,40.3302,22.7713,28.9304,,0.7276,0.3013,,,,0.0,22.5047,0.6741,0.0925,0.5816,0.7991,0.6035,0.1956,0.8248,7.7074,86.8168,22.595,22.625,16.4962,1.5388,2.69,1.9647,28901550.0,38.7955,3.6189,3.5811,12.6588,1.1266,65.453,22.8566,22.609,88.993,82.1892,88.993,100.0,100.0,100.0,,,0.19,22.5739,,61.4964,-2.1818,23.0325
1998-03-24,9.0344,19757671.6702,451994.1968,21.8136,,0.8646,100.0,0.0,100.0,22.7465,21.0653,24.4277,0.0,114.0111,31.5824,23.7786,41.7566,22.8883,28.5501,,0.6342,0.0368,,,,0.0,22.6303,0.6889,0.0858,0.6031,0.8646,0.6505,0.2141,0.8601,7.8703,87.2624,22.75,22.75,16.2758,1.4619,2.75,1.8868,29825000.0,39.6132,3.558,3.8572,12.9412,1.1294,65.7912,22.9595,22.7465,92.1346,87.4049,92.1346,91.1765,100.0,100.0,,,0.12,22.718,,53.3188,-2.2901,23.165
1998-03-25,8.8914,19033121.6702,180562.4297,22.365,,0.9181,95.0,0.0,95.0,22.8525,21.2329,24.4721,-0.52,78.7377,23.521,23.8266,32.8427,22.958,27.7545,,0.782,0.1489,,,,0.0,22.6851,0.6623,0.0474,0.6149,0.9181,0.701,0.2171,0.8959,8.0278,82.7593,22.815,22.81,19.1723,1.7088,2.12,1.9018,29100450.0,37.9243,3.3801,4.08,9.8605,1.0986,61.7605,23.0695,22.8525,70.8683,83.9987,70.8683,21.4286,66.6667,0.0,,,0.38,22.8479,,46.7689,-17.6,23.2482
1998-03-26,8.9177,19344721.6702,152252.8496,22.728,,0.9049,90.0,25.0,65.0,22.9525,21.3862,24.5188,0.6842,65.0763,24.4189,23.8766,29.6251,23.0277,26.9974,,0.6964,-0.3005,,,,0.0,22.7374,0.6396,0.0197,0.6199,0.9049,0.7463,0.1585,0.9324,8.1844,80.7677,22.815,22.81,20.1376,1.7433,2.0,1.8415,29412050.0,37.0919,3.2111,4.0059,9.2208,1.0922,62.2095,23.1686,22.9525,48.8445,70.6158,48.8445,33.9286,37.046,11.138,,23.9785,0.19,22.9716,,50.9103,-14.8,23.328
1998-03-27,8.7747,19191465.2186,78067.0732,22.746,16.1132,0.7998,85.0,20.0,65.0,23.0335,21.5728,24.4942,-0.8065,35.3905,16.5969,23.847,23.0873,23.0546,26.4841,,0.6187,-0.3258,,,,0.0,22.7582,0.5841,-0.0286,0.6127,0.7998,0.7728,0.027,0.9694,8.3357,79.3749,22.815,22.81,22.0004,1.9062,1.62,1.8723,29162000.0,35.2083,3.0505,3.5284,7.4689,1.0747,58.2984,24.06,23.0335,20.9215,46.8781,20.9215,7.4074,3.7127,0.0,,23.888,0.44,23.092,0.3691,46.7921,-30.0,23.362
1998-03-30,8.5639,19191465.2186,40621.3398,22.109,16.1551,0.7861,80.0,15.0,65.0,23.0585,21.6356,24.4814,0.5,-32.594,6.2362,23.7163,10.005,23.0256,26.3149,,0.5628,-0.4865,,,,0.0,22.7581,0.4894,-0.0987,0.588,0.7861,0.7901,-0.004,1.0069,8.4798,76.8808,22.815,22.81,26.7862,2.3709,0.5,1.9587,28751800.0,32.742,2.898,3.4594,2.2472,1.0225,53.1181,24.0519,23.0585,15.2385,28.3349,15.2385,4.3796,3.7127,0.0,,23.6613,0.62,23.1943,0.3649,38.8883,-52.4,23.335
1998-03-31,8.658,19518179.5043,125564.3271,21.7662,16.4141,0.7088,75.0,10.0,65.0,23.09,21.702,24.478,0.5536,-21.6077,9.9946,23.6459,15.2536,23.0231,26.2348,,0.4578,-1.0306,,,,0.0,22.7612,0.4295,-0.1269,0.5563,0.7088,0.7958,-0.087,1.045,8.625,76.9772,22.815,22.81,25.1137,2.2523,0.63,1.9623,29323550.0,34.1541,3.0631,3.11,2.8163,1.0282,54.9973,24.0247,23.09,15.1249,17.095,15.1249,33.5878,6.89,20.6699,,23.5346,0.56,23.2824,0.3579,42.4356,-42.4,23.3294
