date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Upper Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Hist,MACD_Signal,MACDEXT,MACD,MACD_Signal,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,8.875,26700.0,,,,,,,,,,,0.3333,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,26700.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,9.0,4300.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,71500.0,,,,,,,8.5,,,,,,,,,,0.5,,,,,
1998-01-06,8.5,-21671.4286,,,,,,,,,,,-0.5714,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,10900.0,,,,,,,9.375,,,,,,,,,,0.875,,,,,
1998-01-07,8.25,-49571.4286,,,,,,,,,,,-0.6667,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-72800.0,,,,,,,9.375,,,,,,,,,,0.375,,,,,
1998-01-08,8.25,-65771.4286,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-72800.0,,,,,,,9.35,,,,,,,,,,0.375,,,,,
1998-01-09,8.688,-41707.4286,,,,,,,,,,,0.876,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-40800.0,,,,,,,9.3255,,,,,,,,,,0.5,,,,,
1998-01-12,8.375,-41707.4286,,,,,,,,,,,0.5,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-48500.0,,,,,,,9.3015,,,,25.0,26.68,,,,,0.438,,,,,
1998-01-13,8.375,-77007.4286,,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-48500.0,,,,,,,9.278,,,,33.3333,34.4578,,,,,0.5,,,,,
1998-01-14,8.563,-102948.2286,,,,,,,,,,,0.126,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,56100.0,,,,,,,9.2549,,36.1378,32.4252,50.08,36.1378,,,,,0.5,,,,,
1998-01-15,8.375,-133048.2286,-47295.1775,,,,,,,,,,-0.3333,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,26000.0,,,,,,,9.2323,,34.4711,35.0222,20.0,34.4711,,,,,0.375,,,,,
1998-01-16,8.125,-194128.2286,-66343.5071,,,,,,,,,,-0.8,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-75800.0,,,,,,,9.2102,,28.1219,32.9103,14.2857,28.1219,,,,,0.625,,,,,
1998-01-20,8.5,-145928.2286,-52768.4141,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-27600.0,,,,,,,9.1739,,30.4762,31.0231,57.1429,30.4762,,,,,0.375,,,,,
1998-01-21,7.875,-164056.8,-48186.0202,,,,,,,,,,-0.1429,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-154500.0,,,,,,,9.1386,,32.9004,30.4995,27.2727,32.9004,,,,,1.0,,,,,
1998-01-22,7.938,-157723.1102,-39915.5923,,,,,,,,,,0.6684,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-135700.0,,,,,,,9.0731,,39.8185,34.3984,35.04,39.8185,,,,,0.187,,,,,
1998-01-23,7.938,-157635.9102,-32875.7997,,,,,,,,,,-0.496,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-135700.0,,,,,,,9.0102,,33.7487,35.4892,38.9333,33.7487,,,,,0.125,,,,,
1998-01-26,7.5,-188535.9102,-36838.9937,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-166600.0,,,,,,,8.9498,,24.6578,32.7417,0.0,24.6578,,,,,0.625,,,,,
1998-01-27,7.438,-234670.6302,-49790.53,,,,,,,,,,-0.6992,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-282400.0,,,,,,,8.8918,,18.5481,25.6515,16.7111,18.5481,,,,,0.625,,,,,
1998-01-28,7.125,-322770.6302,-78594.2921,,,,,,,,,,-0.6667,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-370500.0,,,,,,,8.8097,,5.5704,16.2588,0.0,5.5704,,,,,0.375,,,,,
1998-01-29,7.0,-502270.6302,-140346.3501,,,,,,,,,,-1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-550000.0,,,,,,,8.7086,,5.5704,9.8963,0.0,5.5704,,,,,0.25,,,,,
1998-01-30,7.0,-571570.6302,-174899.7965,,,,,,,8.0845,9.2533,6.9157,0.0,-145.2152,,,,8.0845,,,,,,,,0.0,,,,,,,,,,,8.0,8.1875,,2.625,,,-550000.0,,1.25,,,,,8.589,8.0845,0.0,3.7136,0.0,0.0,,,,,0.375,8.1706,,,-100.0,7.7945
1998-02-02,7.375,-571570.6302,-173135.3158,,,,95.0,5.0,-90.0,8.0095,9.1581,6.8609,0.5,-96.571,-32.4114,,26.868,8.0169,,,,,,,,0.0,7.0253,,,,,,,,,39.135,8.0,8.1875,27.1798,2.4937,-1.5,6.5254,-419200.0,15.6676,1.4375,,-16.9014,0.831,33.7943,8.4778,8.0095,14.2857,6.6187,42.8571,14.2857,,,,,0.625,8.0837,,,-84.2105,7.7269
1998-02-03,7.5,-539203.9635,-146375.4238,,,,90.0,0.0,-90.0,7.9345,9.008,6.861,0.0,-76.9331,-28.7509,,26.868,7.9677,,,,,,,,0.0,7.0573,,,,,,,,,40.9175,7.844,8.0625,26.0587,2.3691,-1.5,6.3458,-322100.0,15.0213,1.3656,,-16.6667,0.8333,35.6246,8.3743,7.9345,40.9524,18.4127,80.0,40.9524,,,,,0.375,7.9945,,,-76.4706,7.6784
1998-02-04,7.5,-567037.2968,-130977.3991,,,,85.0,0.0,-85.0,7.8845,8.941,6.828,-0.3333,-58.886,-28.7509,,22.5504,7.9232,,,,,,,,0.0,7.0769,,,,,,,,,46.273,7.844,7.9375,24.9743,2.2506,-1.0,6.2785,-322100.0,15.7833,1.4223,,-11.7647,0.8824,35.6246,8.2781,7.8845,63.1746,39.4709,66.6667,63.1746,,,,,0.375,7.9064,,,-73.3333,7.637
1998-02-05,7.125,-609237.2968,-126198.4437,,,,80.0,25.0,-55.0,7.8282,8.9202,6.7363,-0.6661,-83.1067,-34.7473,,27.7285,7.8471,,,,,,,,0.0,7.0793,,,,,,,,,47.9626,7.844,7.9375,26.1733,2.3881,-1.125,6.6736,-364300.0,14.8094,1.3512,,-13.6364,0.8636,32.6264,8.1887,7.8282,54.4444,52.8571,16.6667,54.4444,,,,,0.563,7.8166,,,-93.3333,7.5647
1998-02-06,7.125,-713937.2968,-146084.467,,,,75.0,20.0,-55.0,7.772,8.8869,6.6571,-1.0,-87.9563,-34.7473,,27.7285,7.7784,,,,,,,,0.0,7.0816,,,,,,,,,44.0914,7.844,7.9375,25.4396,2.2687,-1.125,6.5154,-364300.0,14.3943,1.2837,,-13.6364,0.8636,32.6264,8.1054,7.772,27.7778,48.4656,0.0,27.7778,,,,,0.25,7.7223,,,-93.3333,7.4977
1998-02-09,7.375,-562937.2968,-92893.7977,,,-0.5777,70.0,15.0,-55.0,7.7064,8.7501,6.6626,1.0,-69.5187,-26.8605,,27.7285,7.7399,,,,,,,,0.0,7.1013,,,,,,,,,47.9441,7.7815,7.9375,24.7104,2.1552,-1.313,6.1493,-213300.0,13.9817,1.2195,-7.3028,-15.1128,0.8489,36.5697,8.0281,7.7064,18.8889,33.7037,40.0,18.8889,,,,,0.25,7.6297,,,-80.0,7.4599
1998-02-10,7.5,-542203.9635,-56092.1181,,,-0.5614,65.0,10.0,-55.0,7.6626,8.663,6.6622,0.6667,-40.4583,-23.0693,,18.4888,7.7171,,,,,,,,0.0,7.1173,,,,,,,,,50.1408,7.7815,7.9375,23.6405,2.0475,-0.875,5.9945,-151100.0,16.2628,1.4085,-7.1435,-10.4478,0.8955,38.4653,7.9561,7.6626,33.3333,26.6667,60.0,33.3333,100.0,66.6667,,,0.375,7.5484,,,-73.3333,7.4402
1998-02-11,9.5,-273203.9635,49653.307,,,-0.4139,60.0,100.0,40.0,7.7189,8.9686,6.4691,0.8824,159.1449,18.135,,24.5818,7.8869,,,,,,,,0.0,7.1943,,,,,,,,,57.2536,8.25,8.25,18.7881,1.9451,1.125,5.6143,117900.0,31.0357,3.2131,-5.2544,13.4328,1.1343,59.0675,7.0,7.7189,66.6667,39.6296,100.0,66.6667,100.0,100.0,,,2.125,7.4973,,,-0.0,7.6152
1998-02-12,8.938,-287079.5635,83983.8985,,,-0.3058,55.0,100.0,45.0,7.7376,9.0473,6.4279,-0.562,175.6019,7.4901,,24.5818,7.987,,,,,,,,0.0,7.212,,,,,,,,,57.5611,8.25,8.25,17.0541,1.8478,0.375,6.2283,6000.0,28.1714,3.0524,-3.8732,4.3793,1.0438,53.745,7.025,7.7376,78.7789,59.593,76.3368,78.7789,79.8705,93.2902,,,1.0,7.4751,,56.8922,-22.48,7.7313
1998-02-13,8.563,-373945.4835,62754.1751,,,-0.198,50.0,95.0,45.0,7.747,9.0774,6.4166,-0.4,134.2922,1.0919,,24.5818,8.0419,,,,,,,,0.0,7.2211,,,,,,,,,54.9441,8.25,8.25,16.0779,1.7555,0.188,6.541,-102800.0,26.5588,2.8998,-2.5039,2.2448,1.0224,50.546,7.0498,7.747,78.9614,74.8023,60.5474,78.9614,62.1227,80.6644,,,0.625,7.4813,,54.5425,-37.48,7.81
1998-02-17,8.813,-366612.2835,50697.6542,,,-0.0685,45.0,90.0,45.0,7.7814,9.1828,6.38,-0.124,128.123,5.0577,,24.5818,8.1153,,,,,,,,0.0,7.2475,,,,,,,,,58.8714,8.25,8.25,15.3385,1.6677,0.688,6.3213,-73700.0,25.3374,2.7548,-0.8645,8.4677,1.0847,52.5289,7.0743,7.7814,68.7836,75.508,69.4667,68.7836,68.2623,70.0851,,,0.5,7.5132,,59.3311,-27.48,7.9115
1998-02-18,8.688,-388125.8835,34311.3271,,,0.0721,40.0,85.0,45.0,7.7908,9.2137,6.3679,0.168,119.9728,2.8865,,24.5818,8.1698,,,,,,,,0.0,7.2574,,,,,,,,,57.7083,8.25,8.25,14.8011,1.5843,0.188,6.3075,-106100.0,24.4497,2.6171,0.9098,2.2118,1.0221,51.4433,7.0985,7.7908,63.9341,70.5597,61.7882,63.9341,10.5296,46.9715,,,0.375,7.5626,,59.2668,-32.48,7.9978
1998-02-19,8.875,-375716.2725,28437.1307,,,0.1779,35.0,80.0,45.0,7.8408,9.3402,6.3414,0.714,108.6723,5.9474,,22.6762,8.237,15.6467,,1.0412,1.3259,,,,0.0,7.3037,,,,,,,0.0796,1.4973,62.7937,8.25,8.25,14.7759,1.5671,1.0,6.112,-77100.0,23.4423,2.4862,2.2385,12.6984,1.127,52.9737,7.1225,7.8408,56.2516,62.9898,37.5,56.2516,75.8894,51.5605,,,0.437,7.6336,,59.623,-25.0,8.1011
1998-02-20,8.625,-420516.2725,9194.3112,,,0.262,30.0,75.0,45.0,7.8751,9.4129,6.3374,0.0,89.2955,1.4477,,22.6762,8.274,17.2118,,1.4429,-0.3321,,,,0.0,7.3275,0.0781,0.2592,-0.1811,0.4413,0.262,-0.1792,0.087,1.5685,60.6038,8.25,8.25,14.2457,1.4887,0.687,6.1921,-121900.0,22.6011,2.3619,3.2931,8.6546,1.0865,50.7238,7.1463,7.8751,39.7627,53.3162,20.0,39.7627,7.3264,31.2485,,,0.375,7.7217,,56.622,-35.0,8.1758
1998-02-23,8.438,-432902.1173,-3454.5484,,,0.345,25.0,70.0,45.0,7.9001,9.4573,6.343,-0.5708,53.5741,-1.8351,,11.2697,8.2896,18.9332,,0.7435,-1.2843,,,,0.0,7.3419,0.079,0.2081,-0.1291,0.4217,0.345,-0.0767,0.0948,1.6372,57.2573,8.25,8.25,17.2613,1.7893,0.5,6.2724,-209400.0,21.6461,2.2438,4.3386,6.2988,1.063,49.0825,7.1698,7.9001,27.5222,41.1789,25.0667,27.5222,0.0,27.7386,,,0.438,7.8291,,42.5402,-42.48,8.2294
1998-02-24,8.375,-401102.1173,1803.1498,,,0.4492,20.0,65.0,45.0,7.9439,9.5028,6.385,0.75,33.5223,-2.9488,,4.4542,8.2977,20.0769,,0.4232,-1.1129,,,,0.0,7.3671,0.0738,0.1623,-0.0885,0.4136,0.4492,0.0356,0.1028,1.7046,56.1319,8.25,8.25,18.8433,1.9498,0.875,6.3021,-273000.0,20.6002,2.1316,5.6485,11.6667,1.1167,48.5256,7.1931,7.9439,27.5222,31.6024,37.5,27.5222,0.0,2.4421,,,0.5,7.953,,45.2264,-45.0,8.2746
1998-02-25,8.5,-352102.1173,19381.0127,,,0.5493,15.0,60.0,45.0,7.997,9.5557,6.4383,0.6,29.9399,-0.5659,,1.1919,8.317,20.3702,,0.0571,-1.0137,,,,0.0,7.4016,0.0788,0.1338,-0.055,0.4067,0.5493,0.1426,0.1112,1.7726,59.6641,8.25,8.25,18.9124,1.9773,1.062,6.2666,-224000.0,19.3687,2.025,6.8955,14.278,1.1428,49.7171,7.2162,7.997,39.3741,31.4728,55.5556,39.3741,26.7858,8.9286,,,0.625,8.0871,,56.7042,-40.0,8.3276
1998-02-26,8.25,-352102.1173,24810.0464,,,0.6319,10.0,55.0,45.0,8.0533,9.5624,6.5441,0.5,21.8426,-5.1861,,1.1919,8.3106,20.4026,,-0.0785,-0.3534,,,,0.0,7.4298,0.0619,0.0936,-0.0317,0.3851,0.6319,0.2468,0.1198,1.8373,59.9794,8.25,8.25,18.006,1.8785,1.125,6.4367,-292600.0,18.4404,1.9238,7.9411,15.7895,1.1579,47.4069,7.239,8.0533,42.1296,36.342,33.3333,42.1296,0.0,8.9286,,,0.5,8.2093,,56.7599,-50.0,8.3516
1998-02-27,8.125,1208282.1192,521261.4493,,,0.6743,5.0,50.0,45.0,8.1095,9.5392,6.6798,-0.3079,-7.0877,-7.4495,8.5211,9.7291,8.2929,20.4147,,-0.0486,-0.3985,,,,0.0,7.4529,0.038,0.0557,-0.0177,0.3306,0.6743,0.3437,0.1287,1.9002,18.3224,8.25,8.25,20.7179,2.2215,1.125,6.7087,-4353600.0,17.044,1.8276,8.4646,16.0714,1.1607,46.2753,7.2617,8.1095,46.2815,42.5951,49.9556,46.2815,0.0,8.9286,,,0.812,8.3025,,61.7134,-55.0,8.3585
1998-03-02,7.75,1075776.3984,634806.8895,19.1894,,0.5357,0.0,45.0,45.0,8.147,9.4954,6.7986,-0.5721,-31.9247,-13.9373,8.4009,9.7291,8.2412,20.3105,,-0.295,-0.4435,,,,0.0,7.4586,-0.0111,0.0053,-0.0164,0.1249,0.5357,0.4108,0.1379,1.9587,16.8678,8.3125,8.3125,19.8657,2.1105,0.75,6.9636,-4538600.0,16.3429,1.7362,6.7309,10.7143,1.1071,43.0314,7.284,8.147,34.4154,40.9422,19.9573,34.4154,0.0,0.0,,,0.437,8.3707,,56.5435,-73.6842,8.3242
1998-03-03,7.625,1197797.675,662372.5312,18.9372,,0.4384,25.0,40.0,15.0,8.1595,9.4834,6.8356,-0.3351,-64.7027,-16.0033,8.2739,14.1459,8.1825,20.1137,,-0.3619,-0.0374,,,,0.0,7.4599,-0.0594,-0.0344,-0.025,-0.0132,0.4384,0.4515,0.1473,2.0154,14.2016,8.3125,8.3125,21.2032,2.1929,0.25,6.8878,-4908600.0,15.9479,1.6494,5.5158,3.3898,1.0339,41.9984,7.3062,8.1595,27.471,36.0559,12.5,27.471,0.0,0.0,,,0.25,8.4138,,59.6333,-78.9474,8.2745
1998-03-04,7.5,1150397.675,598351.8818,18.6024,,0.3498,20.0,35.0,15.0,8.1595,9.4834,6.8356,0.0,-68.9125,-18.0735,8.1414,12.2395,8.1175,19.96,,-0.2746,-0.0112,,,,0.0,7.4601,-0.1065,-0.0652,-0.0413,-0.1209,0.3498,0.4706,0.1569,2.0702,12.7864,8.3125,8.3125,20.6771,2.0833,0.0,6.8191,-4956000.0,16.1675,1.6289,4.4011,0.0,1.0,40.9632,7.3281,8.1595,10.8191,24.2352,0.0,10.8191,0.0,0.0,,,0.25,8.4331,,54.3239,-84.2105,8.2117
1998-03-05,7.516,1150746.0621,517876.841,18.2842,,0.2387,15.0,30.0,15.0,8.1603,9.4827,6.8379,0.5161,-76.9437,-17.6827,8.03,12.2395,8.0602,19.85,,-0.288,-0.2096,,,,0.0,7.4603,-0.141,-0.0797,-0.0612,-0.2293,0.2387,0.468,0.1667,2.1247,11.5949,8.3125,8.3125,20.6104,1.9791,0.016,6.485,-4945200.0,16.1153,1.5475,3.0023,0.2133,1.0021,41.1586,7.3499,8.1603,4.7762,14.3554,1.8286,4.7762,3.6785,1.2262,,,0.031,8.4293,,52.8993,-83.5368,8.1504
1998-03-06,7.625,1150746.0621,437875.5205,17.6376,,0.1309,10.0,25.0,15.0,8.1853,9.4459,6.9247,-0.252,-67.497,-14.9543,7.9539,5.3529,8.0188,19.8077,,-0.3903,-0.3508,,,,0.0,7.4626,-0.1576,-0.0771,-0.0805,-0.3134,0.1309,0.4442,0.1768,2.1797,12.576,8.3125,8.3125,20.0606,1.8802,0.5,6.2366,-4881900.0,18.0221,1.6891,1.6422,7.0175,1.0702,42.5228,7.3714,8.1853,7.2762,7.6238,20.0,7.2762,75.4119,26.3635,,,0.25,8.4039,,47.8978,-78.9474,8.0995
1998-03-09,7.563,1088396.4621,345502.333,16.8361,,-0.0001,5.0,20.0,15.0,8.2072,9.4071,7.0073,-0.4987,-70.8821,-16.1187,7.8774,1.6072,7.9754,19.9856,,-0.5497,-0.3756,,,,0.0,7.4639,-0.1739,-0.0747,-0.0992,-0.3944,-0.0001,0.3943,0.1871,2.2335,14.1101,8.4375,8.3125,19.2499,1.7862,0.438,6.2212,-4975800.0,18.6409,1.7297,-0.0014,6.1474,1.0615,41.9406,7.3926,8.2072,12.8762,8.3095,16.8,12.8762,62.6699,47.2534,,,0.375,8.3568,,43.8611,-81.5579,8.0402
1998-03-10,7.563,1000596.4621,248367.6351,16.0747,,-0.1103,0.0,15.0,15.0,8.2166,9.393,7.0402,0.0,-73.639,-16.1187,7.8119,1.6072,7.9361,20.4474,,-0.6838,-0.0466,,,,0.0,7.4646,-0.1846,-0.0683,-0.1163,-0.4313,-0.1103,0.321,0.1976,2.2868,13.3227,8.5,8.375,18.5918,1.6969,0.188,6.1165,-4975800.0,18.0037,1.6432,-1.3762,2.5492,1.0255,41.9406,7.4137,8.2166,17.8667,12.673,16.8,17.8667,62.6699,66.9172,,,0.312,8.2905,,32.8153,-86.0889,7.9788
1998-03-11,7.813,1001257.5821,186262.1937,15.5616,,-0.1792,0.0,10.0,10.0,8.2322,9.378,7.0865,0.5008,-58.1226,-9.4249,7.8014,5.8136,7.9244,21.1126,,-0.6049,0.3676,,,,0.0,7.468,-0.1709,-0.0437,-0.1272,-0.4101,-0.1792,0.2309,0.2083,2.3421,18.1692,8.5,8.4375,17.3418,1.612,0.313,6.0247,-4562600.0,19.4826,1.811,-2.2317,4.1733,1.0417,45.2875,7.4346,8.2322,27.8933,19.5454,50.08,27.8933,100.0,75.1133,,,0.625,8.2088,,38.2946,-79.3882,7.9404
1998-03-12,8.5,1251957.5821,223690.6773,15.5611,,-0.2072,0.0,5.0,5.0,8.1822,9.1801,7.1844,1.0,4.05,6.2138,7.9176,15.552,7.9792,21.7422,,-0.4482,0.666,,,,0.0,7.5119,-0.1035,0.019,-0.1225,-0.3402,-0.2072,0.133,0.2193,2.4037,17.6576,8.219,8.5,15.7784,1.5314,-1.0,5.7756,-4311900.0,21.5899,2.0955,-2.5687,-10.5263,0.8947,53.1069,7.4552,8.1822,55.6267,33.7956,100.0,55.6267,100.0,87.5566,,,0.875,8.1203,,53.5543,-50.0,7.9659
1998-03-13,8.875,1385457.5821,261144.0863,16.209,,-0.2289,90.0,0.0,-90.0,8.1791,9.1677,7.1905,0.4286,91.806,13.3309,8.0859,28.5183,8.0645,22.1465,,-0.1913,0.7789,,,,0.0,7.5193,-0.0196,0.0823,-0.1019,-0.2769,-0.2289,0.048,0.2305,2.4684,20.4441,8.1875,8.3125,14.4108,1.4548,-0.063,5.7479,-4000400.0,25.9095,2.6157,-2.8184,-0.7049,0.993,56.6654,7.4757,8.1791,78.2318,53.9173,84.6154,78.2318,100.0,100.0,,,0.875,8.05,,59.6719,-15.3846,8.0319
1998-03-16,8.625,1294357.5821,223739.2004,16.8245,,-0.2553,85.0,95.0,10.0,8.1822,9.176,7.1884,-1.0,94.3831,7.6008,8.1856,28.5183,8.1179,22.3716,,-0.0204,0.6627,,,,0.0,7.5254,0.0265,0.1027,-0.0762,-0.2262,-0.2553,-0.0291,0.242,2.5299,22.0809,8.1875,8.3125,13.7814,1.3821,0.062,5.8727,-4091500.0,24.7779,2.4849,-3.1218,0.724,1.0072,53.8004,7.4959,8.1822,84.6154,72.8246,69.2308,84.6154,80.5427,93.5142,,,0.438,7.995,,53.9603,-30.7692,8.0743
1998-03-17,8.5,1267224.2487,179463.9409,16.814,,-0.277,80.0,90.0,10.0,8.1665,9.1295,7.2036,-0.5,67.6066,4.8116,8.2484,16.6145,8.1543,22.4524,,0.082,0.8036,,,,0.0,7.538,0.0523,0.1028,-0.0505,-0.1782,-0.277,-0.0987,0.2537,2.5896,21.3904,8.1875,8.3125,16.4245,1.688,-0.313,6.1023,-4172900.0,22.9697,2.3607,-3.3646,-3.5516,0.9645,52.4058,7.516,8.1665,71.7949,78.214,61.5385,71.7949,62.5623,81.035,,,0.75,7.9554,,50.1095,-38.4615,8.1046
1998-03-18,8.563,1267402.9154,145093.2795,16.804,,-0.2549,75.0,85.0,10.0,8.1603,9.1112,7.2094,0.168,67.4842,6.1029,8.3136,16.6145,8.1932,22.3308,,0.3231,1.1764,,,,0.0,7.5454,0.0769,0.1019,-0.025,-0.1013,-0.2549,-0.1536,0.2657,2.6494,21.1531,8.1875,8.3125,15.817,1.6036,-0.125,5.9735,-4105900.0,22.1201,2.2426,-3.0795,-1.4388,0.9856,53.0515,7.5358,8.1603,64.4342,73.6148,62.5333,64.4342,15.157,52.754,,,0.375,7.9362,,52.0583,-34.5846,8.1424
1998-03-19,8.5,1237502.9154,108328.6199,16.7945,,-0.2204,70.0,80.0,10.0,8.1415,9.0491,7.234,-1.0,74.6813,4.6092,8.3578,16.6145,8.2224,22.0972,,0.8005,1.2067,,,,0.0,7.5607,0.0903,0.0923,-0.002,-0.0279,-0.2204,-0.1926,0.2779,2.7079,21.1547,8.1875,8.3125,15.4169,1.5234,-0.375,5.8639,-4135800.0,21.5605,2.1305,-2.6509,-4.2254,0.9577,52.3046,7.5554,8.1415,50.8811,62.37,28.5714,50.8811,0.0,25.9064,,,0.25,7.9368,,51.1398,-38.4615,8.1747
1998-03-20,8.25,1183002.9154,66099.5665,16.3938,,-0.1099,65.0,75.0,10.0,8.1228,9.0048,7.2408,-0.3333,44.5425,-1.2009,8.3499,8.7801,8.2251,21.9767,,1.2008,0.208,,,,0.0,7.5718,0.0798,0.0654,0.0144,0.0949,-0.1099,-0.2048,0.2904,2.7633,21.1284,8.1875,8.3125,17.3855,1.6972,-0.375,5.9668,-4190300.0,20.7323,2.024,-1.3289,-4.3478,0.9565,49.3996,7.5749,8.1228,30.3683,48.5612,0.0,30.3683,0.0,5.0523,,,0.375,7.9554,,48.0795,-53.8462,8.185
1998-03-23,7.875,1173436.2487,39771.0537,15.8091,,-0.0391,60.0,70.0,10.0,8.0946,8.9705,7.2188,0.1653,-32.158,-9.1665,8.2745,4.6989,8.1917,22.0005,,0.9683,-1.0671,,,,0.0,7.5789,0.0408,0.0211,0.0197,0.1578,-0.0391,-0.1969,0.303,2.8144,21.3398,8.1875,8.3125,21.6116,2.1124,-0.563,6.2559,-4219000.0,19.6717,1.9228,-0.4748,-6.6722,0.9333,45.4167,7.5941,8.0946,12.8571,31.3688,10.0,12.8571,0.0,0.0,,,0.5,7.986,,38.3442,-76.9231,8.1614
1998-03-24,7.938,1148834.6487,17556.9663,15.0882,,0.0111,55.0,65.0,10.0,8.0728,8.9414,7.2042,0.126,-18.3674,-7.6319,8.2206,1.3927,8.1676,21.8396,,0.4275,-1.3703,,,,0.0,7.5853,0.0148,-0.0039,0.0187,0.1868,0.0111,-0.1757,0.3158,2.8657,22.7663,8.1875,8.3125,20.5073,2.0068,-0.437,6.2108,-4119800.0,19.944,1.9516,0.1348,-5.2179,0.9478,46.184,7.6132,8.0728,9.6,17.6085,18.8,9.6,10.0502,3.3501,,,0.5,8.0279,,31.9983,-73.0462,8.1465
1998-03-25,7.75,1098634.6487,-9099.43,14.4035,,0.0675,50.0,60.0,10.0,8.0353,8.8915,7.1791,-1.0,-44.6431,-11.5381,8.1398,1.3927,8.1278,21.3652,,0.0755,-1.089,,,,0.0,7.5907,-0.0208,-0.0316,0.0108,0.2127,0.0675,-0.1452,0.3288,2.9145,22.5944,8.1875,8.3125,20.1008,1.9064,-0.75,6.1647,-4170000.0,19.5487,1.8541,0.8273,-8.8235,0.9118,44.2309,7.6321,8.0353,9.6,10.6857,0.0,9.6,0.0,3.3501,,,0.188,8.0766,,32.7103,-84.6154,8.1158
1998-03-26,7.563,1021803.3388,-43623.4244,14.0754,,0.1108,100.0,55.0,-45.0,8.0009,8.8749,7.127,-0.5974,-72.7773,-15.289,8.0362,7.8419,8.074,20.7616,,-0.1511,-0.8112,,,,0.0,7.5899,-0.0633,-0.0593,-0.004,0.2183,0.1108,-0.1075,0.3419,2.961,22.4154,8.1875,8.3125,22.1075,2.0611,-0.687,6.2082,-4298600.0,18.8924,1.7614,1.3647,-8.3273,0.9167,42.3555,9.5,8.0009,8.1333,9.1111,5.6,8.1333,0.0,3.3501,,7.9662,0.313,8.123,,30.7758,-96.1231,8.0708
1998-03-27,7.531,956604.9388,-74526.0562,13.7637,16.4766,0.139,100.0,50.0,-50.0,7.9712,8.8665,7.076,0.124,-71.7224,-15.9311,7.9413,7.8419,8.0223,20.1621,,-0.3389,-0.6866,,,,0.0,7.5884,-0.0984,-0.0755,-0.0229,0.2026,0.139,-0.0637,0.3553,3.0067,57.4366,8.1875,8.3125,21.5006,1.9581,-0.594,6.0888,-4385300.0,18.3737,1.6733,1.7229,-7.3108,0.9269,42.0344,9.48,7.9712,3.2444,6.9926,4.1333,3.2444,0.0,0.0,,7.8389,0.25,8.155,0.0279,27.5591,-98.0923,8.026
1998-03-30,7.5,922804.9388,-91147.4914,13.2791,16.1082,0.0989,100.0,45.0,-55.0,7.9587,8.8728,7.0447,0.0,-62.9064,-16.5759,7.8543,4.0709,7.9725,19.5892,,-0.5864,-0.4291,,,,0.0,7.5873,-0.1273,-0.0836,-0.0438,0.1208,0.0989,-0.0219,0.3688,3.0516,62.3466,8.1875,8.3125,20.6074,1.8601,-0.25,6.0583,-4419100.0,18.9952,1.7146,1.2329,-3.2258,0.9677,41.712,9.4602,7.9587,3.2444,4.8741,0.0,3.2444,0.0,0.0,,7.7279,0.375,8.1699,0.0106,26.8886,-100.0,7.9812
