date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Upper Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,LEAD SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,10.6796,3130155.0,,,,,,,,,,,0.75,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4968500.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,10.6186,1839368.8889,,,,,,,,,,,-0.151,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-5078700.0,,,,,,,133.63,,,,,,,,,,5.76,,,,,
1998-01-06,10.6796,1861980.3556,,,,,,,,,,,0.368,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3400600.0,,,,,,,133.63,,,,,,,,,,3.75,,,,,
1998-01-07,10.5518,2757708.8108,,,,,,,,,,,-0.0867,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-4286000.0,,,,,,,133.63,,,,,,,,,,3.69,,,,,
1998-01-08,10.6283,5628613.3465,,,,,,,,,,,0.4039,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5416400.0,,,,,,,133.5074,,,,,,,,,,4.63,,,,,
1998-01-09,10.3433,-920918.8027,,,,,,,,,,,-0.5435,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-5525400.0,,,,,,,133.3873,,,,,,,,,,5.63,,,,,
1998-01-12,10.5469,7137748.3376,,,,,,,,,,,0.8668,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4273800.0,,,,,,,133.1617,,,,40.9818,59.4438,,,,,5.63,,,,,
1998-01-13,10.7611,15018480.3764,,,,,,,,,,,0.6383,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,12642000.0,,,,,,,132.8101,,,,57.4943,98.4772,,,,,4.12,,,,,
1998-01-14,10.6796,16092901.2995,,,,,,,,,,,-0.3077,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5795200.0,,,,,,,124.37,,59.6109,80.3566,80.3566,83.1488,,,,,3.25,,,,,
1998-01-15,10.7758,19621866.6841,6639778.5614,,,,,,,,,,0.6186,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,12123000.0,,,,,,,124.4513,,76.3537,91.2102,91.2102,92.0046,,,,,3.12,,,,,
1998-01-16,11.0152,27967566.6841,9159185.8167,,,,,,,,,,0.9349,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,21240900.0,,,,,,,124.6223,,87.6303,91.3242,91.3242,98.8193,,,,,3.07,,,,,
1998-01-20,11.2237,35315714.1841,11695246.0969,,,,,,,,,,0.92,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,29360400.0,,,,,,,124.945,,92.9447,96.2996,96.2996,98.075,,,,,4.0,,,,,
1998-01-21,11.1577,35049268.2767,11584742.8685,,,,,,,,,,-0.089,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,18664500.0,,,,,,,125.4672,,93.7885,93.7417,93.7417,84.3308,,,,,2.81,,,,,
1998-01-22,11.2905,44059611.3839,13353305.912,,,,,,,,,,0.6718,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,38556900.0,,,,,,,126.1158,,93.3366,89.9686,89.9686,87.5,,,,,4.57,,,,,
1998-01-23,11.2595,45099407.0043,13193716.1353,,,,,,,,,,-0.1825,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,30642900.0,,,,,,,126.9417,,89.0477,83.4328,83.4328,78.4676,,,,,2.74,,,,,
1998-01-26,11.5446,53680310.5029,14659288.1456,,,,,,,,,,0.5452,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,39927600.0,,,,,,,127.718,,87.1691,88.106,88.106,98.3503,,,,,3.63,,,,,
1998-01-27,11.8247,61978052.1695,16566368.3033,,,,,,,,,,0.6505,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,52120200.0,,,,,,,128.7093,,87.2118,90.0967,90.0967,93.4721,,,,,4.32,,,,,
1998-01-28,12.135,69420602.1695,18208588.0675,,,,,,,,,,0.6875,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,62043600.0,,,,,,,130.083,,91.4341,96.0996,96.0996,96.4764,,,,,4.31,,,,,
1998-01-29,12.074,65469297.2266,15967845.6649,,,,,,,,,,-0.2624,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,52847200.0,,,,,,,131.8305,,92.7265,91.9833,91.9833,86.0015,,,,,2.63,,,,,
1998-01-30,12.1505,67449961.7835,14229767.4351,,,,,,,122.4532,150.0558,136.2545,0.2363,151.1273,,,,136.2545,,,,,,,,0.0,,,,,,,,,,,138.095,137.25,,4.88,,,59106100.0,,23.64,,,,,133.6605,136.2545,93.1865,91.4766,91.4766,91.9521,,,,,2.37,135.0521,,,-3.6491,139.7174
1998-02-02,12.6139,78421400.4444,15716032.5119,,,,30.0,100.0,70.0,121.6634,153.2206,137.442,0.676,170.9168,57.5479,,71.2264,138.0284,,,,,,,,0.0,150.1514,,,,,,,,,81.2848,140.94,139.75,6.0785,4.636,23.75,2.5817,71405800.0,36.1722,27.588,,18.1118,1.1811,78.7739,135.3074,137.442,91.8324,92.0371,92.0371,98.1577,,,,,5.94,136.281,,,-0.8127,141.4912
1998-02-03,12.6954,84439795.272,16810263.6237,,,,25.0,100.0,75.0,121.3826,156.0514,138.717,0.3233,158.255,58.6037,,72.1366,139.7285,,,,,,,,0.0,151.232,,,,,,,,,86.1708,141.44,140.25,5.8899,4.4042,25.5,2.5113,79077600.0,36.3873,27.2086,,19.5582,1.1956,79.3019,137.4879,138.717,93.1443,95.9193,95.9193,97.6482,,,,,2.32,137.6367,,,-0.7872,143.2472
1998-02-04,12.7711,85914576.2244,16198946.3248,,,,20.0,100.0,80.0,121.3504,158.6516,140.001,0.3163,142.614,59.5877,,73.7699,141.3553,,,,,,,,0.0,152.2892,,,,,,,,,86.2234,141.905,141.185,5.6559,4.184,25.68,2.4653,86820200.0,37.469,27.7182,,19.5836,1.1958,79.7938,139.725,140.001,94.2602,94.8242,94.8242,88.6667,,,,,2.94,139.105,,,-3.5385,144.9704
1998-02-05,12.6595,80427772.2244,12730429.2185,,,,15.0,100.0,85.0,122.1373,160.4527,141.295,-0.6725,121.5164,53.9147,,74.4033,142.6967,,,,,,,,0.0,152.8992,,,,,,,,,85.2116,141.905,141.56,5.3513,3.9748,25.88,2.4913,78443400.0,36.4609,27.0823,,19.9753,1.1998,76.9574,142.1007,141.295,92.0866,85.5162,85.5162,70.2338,,,,,4.0,140.6727,,,-9.6277,146.4408
1998-02-06,12.8786,86205126.0705,11992427.6062,,,,10.0,95.0,85.0,122.8583,162.4947,142.6765,0.8814,112.1131,57.0689,,74.4033,144.1666,,,,,,,,0.0,153.9547,,,,,,,,,85.0566,142.565,141.56,5.1247,3.7761,27.63,2.4252,84702200.0,34.917,25.7281,,21.1724,1.2117,78.5345,144.4316,142.6765,88.0452,83.7951,83.7951,92.4848,,,,,3.12,142.3387,,,-1.8034,148.0441
1998-02-09,12.8021,85931718.0705,10513303.7097,,,9.9292,5.0,100.0,95.0,124.7792,163.5928,144.186,-0.48,101.1228,53.2117,,74.966,145.4069,,,,,,,,0.0,154.8004,,,,,,,,,90.2193,143.815,141.625,4.8973,3.5872,30.19,2.4211,77867000.0,34.2279,25.0717,7.047,23.7717,1.2377,76.6059,146.4362,144.186,81.9244,76.4618,76.4618,66.6667,,,,,3.25,144.0746,,,-4.8971,149.4263
1998-02-10,12.9698,90850954.4342,10517664.2578,,,10.5977,0.0,100.0,100.0,126.4376,164.9094,145.6735,0.7273,100.2857,55.7202,,75.5234,146.7253,,,,,,,,0.0,155.9559,,,,,,,,,94.9457,145.19,143.815,4.7111,3.4079,29.75,2.3566,83879400.0,33.7838,24.4382,7.4641,22.973,1.2297,77.8601,148.3028,145.6735,81.6288,84.6295,84.6295,94.7368,31.6476,39.3422,,,2.75,145.8043,,,-0.7969,150.861
1998-02-11,12.9446,93272187.7675,10333689.2464,,,10.9317,0.0,100.0,100.0,128.0048,166.0232,147.014,-0.1467,93.0857,54.4088,,76.0308,147.8886,,,,,,,,0.0,156.6728,,,,,,,,,95.0266,145.19,144.655,4.5141,3.2375,26.81,2.3375,74321900.0,33.1514,23.7762,7.6403,20.2906,1.2029,77.2044,150.0943,147.014,80.3983,80.1037,80.1037,78.9077,23.4594,31.0359,,,3.0,147.4816,,,-3.6352,152.1245
1998-02-12,12.9291,101397978.1675,11904479.2103,,,10.9994,0.0,95.0,95.0,130.2069,166.5831,148.395,0.276,82.2658,53.5745,,71.8783,148.923,,,,,,,,0.0,157.2185,,,,,,,,,89.5205,145.78,144.97,5.2321,3.6956,27.62,2.302,64739600.0,31.9781,22.5874,7.6309,21.0631,1.2106,76.7872,151.7885,148.395,82.3636,82.3575,82.3575,73.428,26.5943,9.4047,,,2.5,149.1011,,67.207,-4.3406,153.2422
1998-02-13,12.8273,97046735.8317,10080363.5241,,,10.6331,0.0,90.0,90.0,132.6458,166.6632,149.6545,-0.8248,74.8896,48.0349,,71.8783,149.7399,,,,,,,,0.0,157.2813,,,,,,,,,86.4293,147.25,146.185,5.1274,3.5108,25.19,2.2478,59464200.0,31.3383,21.4581,7.3222,19.0386,1.1904,74.0174,153.1946,149.6545,75.7702,64.8493,64.8493,42.2122,13.4802,0.0,,,1.37,150.6405,,64.3966,-9.2252,154.1093
1998-02-17,12.5732,88655544.4898,5747813.1778,,,10.2255,0.0,85.0,85.0,134.8438,166.3782,150.611,-0.8918,49.3744,35.2199,,49.7782,150.1818,,,,,,,,0.0,156.8782,,,,,,,,,80.5642,148.125,147.03,9.8111,6.8353,19.13,2.3282,48755000.0,29.2601,20.3852,6.9973,14.1442,1.1414,67.6099,160.06,150.611,62.8168,41.2436,41.2436,8.0906,3.1349,0.0,,,4.62,152.0218,,60.4351,-21.7959,154.5594
1998-02-18,12.5936,86570082.712,2789321.7271,,,9.6162,0.0,80.0,80.0,136.7472,166.1568,151.452,0.0,36.883,35.6894,,49.0291,150.6054,,,,,,,,0.0,156.5974,,,,,,,,,75.4857,148.125,147.685,9.6785,6.6235,16.82,2.281,58331100.0,28.2981,19.3659,6.5328,12.2052,1.1221,67.8447,159.9982,151.452,42.5031,21.4163,21.4163,13.9461,0.8157,2.4471,,,2.25,153.2134,,54.6289,-21.9394,154.9421
1998-02-19,12.6139,83767908.6788,433854.2388,,,8.64,5.0,75.0,70.0,139.1697,165.5223,152.346,-0.3425,34.5874,36.1764,,49.1526,151.0125,15.6467,,-1.6151,1.6562,,,,0.0,156.3538,,,,,,,1.5535,28.9168,75.4542,148.75,147.685,9.4164,6.2924,17.88,2.2218,67552800.0,27.6214,18.4576,5.8309,13.0511,1.1305,68.0882,159.8732,152.346,25.7543,14.6031,14.6031,21.7726,2.5529,5.2115,,,1.81,154.2231,,54.1207,-20.9293,155.2686
1998-02-20,12.6343,89879840.7346,1375518.2623,,,7.6929,0.0,70.0,70.0,141.56,164.782,153.171,-0.1289,23.163,36.6811,,40.9404,151.4047,17.2118,,-3.4081,0.6331,,,,0.0,156.1912,8.6321,6.6661,-1.966,9.9184,7.6929,-2.2255,1.6966,30.1789,68.2152,148.75,148.38,11.0738,7.3477,16.5,2.1998,78314300.0,26.4267,17.5347,5.1609,11.9022,1.119,68.3406,159.7508,153.171,20.2342,24.6831,24.6831,38.3305,6.3538,11.4027,,,2.87,155.0499,,53.8828,-21.1045,155.5338
1998-02-23,13.2948,104069056.6829,6150447.868,,,3.3313,100.0,65.0,-35.0,117.4438,183.2352,150.3395,0.2931,-518.9237,-60.3549,,65.7061,144.7585,18.9332,,-5.9987,-0.5079,,,,0.0,145.1118,6.9745,0.344,-6.6305,9.1853,3.3313,-5.854,1.8416,30.6933,63.805,120.435,119.715,57.9923,80.4903,-56.63,8.6131,63213850.0,12.0019,16.658,2.2638,-40.962,0.5904,19.8225,159.5446,150.3395,20.0895,20.9822,20.9822,2.8434,5.5381,0.0,,,75.76,155.0284,,16.7603,-97.2116,148.7194
1998-02-24,13.3762,79310413.3604,-333053.6112,,,-0.8483,95.0,60.0,-35.0,103.0568,191.6592,147.358,-0.4072,-320.7895,-59.5439,,60.0693,138.7929,20.8267,,-7.2527,-2.7215,,,,0.0,134.4049,4.6649,-4.5733,-9.2382,7.9135,-0.8483,-8.7619,1.9885,31.2076,65.2929,120.435,119.715,56.568,76.4658,-59.63,8.3347,92789350.0,14.1114,19.0751,-0.5842,-42.067,0.5793,20.228,156.3377,147.358,20.1951,14.9199,14.9199,3.5859,4.0795,0.8357,,,3.32,154.1436,,14.8606,-96.5919,142.2223
1998-02-25,13.8356,101578300.9892,4130119.4484,,,-5.0125,90.0,55.0,-35.0,92.3402,196.3508,144.3455,0.7732,-216.437,-54.8933,,59.9635,133.6641,22.9095,,-21.0535,-3.8056,,,,0.0,125.7616,2.1021,-8.1489,-10.251,6.142,-5.0125,-11.1545,2.1372,31.7449,65.5929,120.435,119.715,55.3272,72.6425,-60.25,7.8247,116525450.0,13.8476,18.1813,-3.4982,-41.4973,0.585,22.5533,153.259,144.3455,13.4887,4.5641,4.5641,7.263,2.1547,5.6284,,,2.88,152.443,,16.8057,-93.097,136.2777
1998-02-26,13.9268,112259812.9892,8979160.4775,,,-8.9747,85.0,50.0,-35.0,83.2701,199.0709,141.1705,0.0,-161.2998,-53.9552,,58.6945,129.077,25.2005,,-35.9441,-8.598,,,,0.0,117.6352,-0.4808,-10.8126,-10.3318,3.9226,-8.9747,-12.8973,2.288,32.2825,65.3952,120.435,119.715,54.7782,69.0104,-63.5,7.4578,131872450.0,14.2579,17.9623,-6.3525,-42.6174,0.5738,23.0224,150.3034,141.1705,8.5918,6.2915,6.2915,8.0257,4.3531,6.5951,,,1.25,149.9469,,17.5572,-92.403,130.6734
1998-02-27,13.8046,103512531.0448,7363345.6909,,,-13.1735,80.0,45.0,-35.0,75.2359,200.7551,137.9955,-0.5625,-129.885,-54.345,106.9475,58.1013,124.8554,27.7206,,-94.8501,-12.4956,,,,0.0,110.9976,-2.9519,-12.8363,-9.8844,1.2774,-13.1735,-14.4509,2.4406,32.8072,61.2923,120.435,119.715,54.127,65.5599,-63.5,7.2326,119989350.0,14.3443,17.3742,-9.459,-42.8331,0.5717,22.8275,147.4661,137.9955,14.3335,32.145,32.145,81.1463,35.3775,93.909,,,1.44,146.6877,,16.3342,-93.3325,125.3
1998-03-02,13.5701,93217494.0341,2757241.8939,64.3268,,-17.3483,75.0,40.0,-35.0,67.8554,201.5476,134.7015,-0.911,-110.4249,-55.1131,101.1164,58.8841,120.8987,30.4927,,-154.8706,-55.6827,,,,0.0,105.0958,-5.2396,-14.3903,-9.1507,-1.7863,-17.3483,-15.5619,2.5949,33.3122,57.6687,120.435,119.715,54.1092,63.7819,-65.88,7.1584,107465950.0,14.0023,16.5054,-12.65,-44.1585,0.5584,22.4435,144.7422,134.7015,26.5943,41.3463,41.3463,34.8668,59.9291,79.2831,,,2.81,142.6586,,15.4165,-95.1171,120.0919
1998-03-03,13.7639,105144590.0341,4417253.4411,64.068,,-21.4685,70.0,35.0,-35.0,61.6018,200.7632,131.1825,0.94,-95.0532,-52.876,96.3975,59.1518,117.4322,31.5633,,-41.2069,-93.4776,,,,0.0,99.7632,-7.2615,-15.349,-8.0875,-5.2402,-21.4685,-16.2283,2.7511,33.8241,52.4247,120.435,119.715,53.5984,61.0928,-70.38,6.823,120154350.0,13.7567,15.6802,-15.8939,-45.4416,0.5456,23.562,142.1273,131.1825,43.6536,57.4695,57.4695,56.3953,91.064,100.0,,,2.0,137.9187,,15.2371,-93.6423,115.3108
1998-03-04,13.4072,99185123.3675,2798586.64,63.8498,,-25.4481,65.0,30.0,-35.0,55.7889,199.2191,127.504,-0.0578,-85.3646,-54.1568,92.0295,59.7043,114.0872,31.5458,,71.3496,-75.1651,,,,0.0,94.9846,-9.0291,-16.0998,-7.0707,-9.0277,-25.4481,-16.4204,2.9089,34.3089,47.5015,120.435,119.715,53.0807,59.0382,-73.57,6.8329,102275950.0,13.393,14.8962,-19.1646,-47.1966,0.528,22.9216,139.617,127.504,44.9557,36.0514,36.0514,16.8919,74.0099,42.7467,,,2.94,132.5259,,34.789,-96.3564,110.6562
1998-03-05,13.0407,93182190.4907,-28036.2976,63.7067,,-29.1365,100.0,25.0,-75.0,50.4369,196.8961,123.6665,0.3699,-79.5803,-55.4658,87.9575,60.9874,110.8465,32.574,,101.0392,-54.2946,,,,0.0,90.6868,-10.5601,-16.6841,-6.124,-13.1199,-29.1365,-16.0166,3.0681,34.7664,42.062,119.655,119.655,53.7114,58.3963,-76.75,6.8648,79212050.0,13.0161,14.1514,-22.3641,-48.9446,0.5106,22.2671,137.2072,123.6665,40.65,28.4291,28.4291,12.0,47.5822,0.0,,,3.06,126.4643,,35.7843,-98.9976,106.1378
1998-03-06,13.4789,106033390.4907,2907184.8914,63.4206,,-32.5784,95.0,20.0,-75.0,46.2577,193.8063,120.032,0.976,-68.845,-50.073,85.0405,57.9845,108.1706,32.5079,,115.1667,-23.6012,,,,0.0,88.6571,-11.7955,-16.7372,-4.9416,-17.1099,-32.5784,-15.4685,3.229,35.2463,46.2658,119.655,119.655,52.3481,55.4764,-72.69,6.4721,92063250.0,13.9218,14.7538,-25.5048,-46.764,0.5324,24.9635,134.3093,120.032,30.5781,27.254,27.254,52.8701,47.5822,100.0,,,2.69,119.7622,,36.2204,-95.6689,102.241
1998-03-09,12.9641,93753230.4907,-63655.976,63.1721,,-36.2118,90.0,15.0,-75.0,42.4994,189.7106,116.105,-0.97,-64.901,-52.1264,82.0587,58.4516,105.4487,31.7585,,55.0368,-5.9034,,,,0.0,86.0232,-12.8044,-16.8401,-4.0356,-21.0391,-36.2118,-15.1727,3.3913,35.6897,42.5976,119.42,119.655,51.4327,53.4526,-78.54,6.5968,78999250.0,13.4865,14.0161,-28.9478,-49.668,0.5033,23.9368,131.5563,116.105,26.4803,23.7577,23.7577,6.403,53.9741,61.9222,,,3.25,113.0445,,29.8405,-99.5793,98.3893
1998-03-10,13.2752,105604830.4907,2497750.5761,62.9361,,-39.7442,85.0,10.0,-75.0,39.7781,184.8629,112.3205,0.1987,-58.8354,-48.2471,79.9419,58.4516,103.1679,30.6879,,19.5529,-3.1397,,,,0.0,84.8126,-13.5588,-16.5764,-3.0176,-24.8982,-39.7442,-14.846,3.5551,36.1478,42.3582,119.42,119.655,50.4566,50.78,-75.69,6.2373,90850850.0,13.2305,13.3153,-32.4469,-48.1519,0.5185,25.8765,128.941,112.3205,29.0723,36.2051,36.2051,49.3421,87.3074,100.0,,,1.91,107.0166,,34.75,-97.2157,95.0936
1998-03-11,13.1433,103967013.1574,2797406.7799,62.6474,,-36.9682,80.0,5.0,-75.0,37.963,178.822,108.3925,-0.5822,-54.7866,-48.8296,78.0762,57.161,101.0271,29.6455,,2.392,-2.364,,,,0.0,83.6086,-14.0962,-16.2456,-2.1494,-28.0086,-36.9682,-8.9596,3.7203,36.5932,39.111,119.265,119.655,49.2965,48.241,-78.56,6.1243,80891150.0,13.4372,13.1495,-30.9004,-49.3312,0.5067,25.5852,126.4565,108.3925,30.7529,32.296,32.296,41.1429,84.6176,91.9306,,,2.25,101.6326,,37.8186,-98.218,92.0812
1998-03-12,13.3355,106020634.7044,3319108.7391,62.2904,,-34.1425,75.0,0.0,-75.0,37.2293,171.8487,104.539,-0.3481,-49.2476,-46.3044,76.7868,55.5079,99.2026,28.6188,,-0.1866,-5.1134,,,,0.0,83.1251,-14.4184,-15.7071,-1.2887,-30.3385,-34.1425,-3.804,3.8869,37.046,37.8963,119.17,119.095,48.2939,45.8289,-77.07,5.8521,92881650.0,13.8173,13.1121,-29.2341,-48.49,0.5151,26.8478,124.0961,104.539,40.9901,54.4693,54.4693,72.9231,97.3102,100.0,,,1.93,96.8912,,35.2559,-96.7123,89.5552
1998-03-13,13.417,107037584.7044,3554370.1098,61.8989,,-31.4936,70.0,0.0,-70.0,37.6108,163.8292,100.72,-0.0486,-44.9224,-45.2055,75.8681,54.4596,97.5995,27.6199,,4.6003,-3.131,,,,0.0,82.9195,-14.548,-15.0663,-0.5184,-31.9102,-31.4936,0.4166,4.055,37.4992,41.6981,118.545,119.0,47.5346,43.5375,-76.38,5.6132,101017250.0,14.015,12.8365,-27.6437,-48.1134,0.5189,27.3973,121.8538,100.72,50.7069,65.3553,65.3553,82.0,97.3102,100.0,,,1.44,92.7957,,46.6294,-96.0755,87.4439
1998-03-16,13.3567,106429332.5305,3133954.0597,61.5349,,-28.9606,65.0,0.0,-65.0,39.0566,154.8334,96.945,-0.3188,-42.9227,-45.5242,75.1079,54.6206,96.1138,26.6931,,2.1515,-2.4827,,,,0.0,82.6704,-14.5228,-14.4221,0.1007,-32.7427,-28.9606,3.782,4.2244,37.9443,42.117,117.36,118.875,47.0074,41.5506,-75.5,5.4407,94022350.0,13.7961,12.1946,-26.0666,-47.9365,0.5206,27.2379,119.7236,96.945,64.8475,74.7179,74.7179,69.2308,97.0685,91.2055,,,1.38,89.3611,,50.0878,-96.53,85.661
1998-03-17,13.0912,102121940.5305,1306526.9429,61.2615,,-26.3349,60.0,0.0,-60.0,41.365,145.124,93.2445,-0.66,-45.6482,-46.955,74.2525,56.0662,94.6144,25.9029,,4.9069,-2.0486,,,,0.0,82.0525,-14.3949,-13.8831,0.5118,-32.8412,-26.3349,6.5063,4.3952,38.3685,43.0892,117.36,117.655,47.696,41.1531,-74.01,5.4172,80561750.0,13.4268,11.5849,-24.359,-47.9401,0.5206,26.5225,117.7,93.2445,65.7772,57.2582,57.2582,20.5438,80.977,51.7254,,,2.31,86.5634,,41.1728,-98.5419,84.0825
1998-03-18,13.316,110069805.4789,2969034.0657,60.9831,,-23.5633,55.0,5.0,-50.0,45.8837,133.3173,89.6005,0.8711,-42.9333,-43.5939,73.858,55.6933,93.3892,25.2777,,4.0797,-0.0149,,,,0.0,81.9749,-14.1544,-13.1925,0.9619,-32.2219,-23.5633,8.6586,4.5672,38.8023,47.3103,117.36,117.655,46.5933,39.0954,-72.88,5.1781,89033650.0,13.2594,11.1257,-22.3965,-47.1319,0.5287,28.203,115.7775,89.6005,60.8821,50.6701,50.6701,62.2356,80.977,100.0,,,1.94,84.3958,,52.031,-96.7452,82.9878
1998-03-19,13.3567,113214062.0827,4379683.7112,60.6379,,-20.8005,50.0,0.0,-50.0,54.0611,117.8519,85.9565,0.4717,-39.1755,-42.9703,73.6521,54.0786,92.3046,24.8192,,2.2952,0.2388,,,,0.0,81.9814,-13.8197,-12.4811,1.3386,-30.9133,-20.8005,10.1128,4.7405,39.2343,45.5013,117.36,117.5,45.9818,37.1407,-72.88,4.9689,96608450.0,13.7044,11.0694,-20.345,-47.0558,0.5294,28.5148,113.9511,85.9565,52.9281,50.856,50.856,69.7885,83.9085,100.0,,,1.06,82.9034,,49.5606,-96.4052,82.2639
1998-03-20,13.3257,113889782.0827,4773616.4106,60.3469,,-17.8756,45.0,0.0,-45.0,79.1283,85.4527,82.2905,-0.124,-25.663,-43.1678,73.5247,54.8184,91.3051,24.5162,,1.494,1.3327,,,,0.0,81.9369,-13.4151,-11.7967,1.6184,-28.8759,-17.8756,11.0003,4.9151,39.6601,46.5117,82.545,82.625,45.4776,36.0336,-73.32,4.8842,82530950.0,13.272,10.5159,-18.0067,-47.2636,0.5274,28.4161,112.216,82.2905,55.6279,65.3575,65.3575,64.0483,98.3484,95.0451,,,2.5,82.0825,,51.7333,-62.0741,81.869
1998-03-23,13.6613,121853475.9029,7034708.1477,59.7969,,-14.6781,40.0,20.0,-20.0,79.1846,85.6214,82.403,0.7528,44.026,-37.7261,73.8693,49.3474,90.597,24.3357,,-2.1879,1.1028,,,,0.0,81.9617,-12.9244,-10.9617,1.9628,-26.0908,-14.6781,11.4127,5.0911,40.1022,51.6442,82.545,82.625,43.4238,34.2319,2.25,4.7382,96293450.0,14.7276,11.6101,-15.2275,2.7567,1.0276,31.137,110.5677,82.403,63.0294,72.8746,72.8746,84.787,98.3484,100.0,,,3.56,81.9586,,54.5576,-31.5556,82.0194
1998-03-24,13.8356,128728261.0881,9507612.9492,59.1998,,-11.7049,35.0,15.0,-20.0,79.1455,85.9425,82.544,0.463,102.2187,-34.9222,74.4362,47.8535,90.0582,24.2504,,-2.1406,-0.3708,,,,0.0,82.0077,-12.359,-10.0972,2.2618,-23.2838,-11.7049,11.5789,5.2684,40.5505,47.6071,82.545,82.625,42.5044,32.5203,2.82,4.54,104363850.0,14.9909,11.4696,-12.505,3.434,1.0343,32.5389,109.0018,82.544,73.4688,82.1744,82.1744,97.6879,98.3484,100.0,,,1.62,81.8845,,58.1967,-15.7037,82.261
1998-03-25,14.4659,123930189.5434,8128268.2448,57.7206,,-8.4146,30.0,100.0,70.0,78.4826,86.9924,82.7375,-0.458,260.0179,-25.2168,75.6976,29.6163,89.9393,24.2328,,1.3686,-0.5691,,,,0.0,82.1481,-11.6864,-8.9961,2.6903,-20.4251,-8.4146,12.0105,5.4472,41.0331,49.4242,84.2,85.095,39.2633,30.8943,3.87,4.4628,135425050.0,21.3206,16.7761,-9.2387,4.5562,1.0456,37.3916,107.5143,82.7375,80.8022,87.3575,87.3575,79.5977,100.0,100.0,,,6.0,81.8897,,59.9054,-18.2207,82.8578
1998-03-26,14.3747,120841952.6502,5842436.5593,56.3154,,-5.299,25.0,95.0,70.0,78.1231,87.6269,82.875,-0.1214,203.8826,-26.0273,76.7475,29.6163,89.7784,24.2615,,2.4513,0.4507,,,,0.0,82.237,-10.9642,-8.0756,2.8886,-17.5146,-5.299,12.2156,5.6275,41.5053,44.0851,84.2,85.095,38.2103,29.3496,2.75,4.3833,124064750.0,20.7488,15.9373,-5.9858,3.2164,1.0322,36.9864,106.101,82.875,84.4572,83.8398,83.8398,74.2337,98.495,95.4849,,82.3225,2.06,81.9916,,59.3463,-23.0111,83.3828
1998-03-27,14.3031,113799074.1971,2135277.1293,54.9804,59.6536,-2.1261,20.0,90.0,70.0,77.8652,88.1908,83.028,-0.8619,172.0615,-26.6844,77.6315,29.6163,89.591,24.3406,,4.1854,0.7471,,,,0.0,82.328,-10.2309,-7.2975,2.9334,-14.533,-2.1261,12.4069,5.8092,41.9683,44.3974,84.2,85.095,37.2854,27.8821,3.06,4.2881,114333750.0,20.2466,15.1404,-2.4737,3.6106,1.0361,36.6578,104.7585,83.028,81.7492,74.0504,74.0504,68.3198,94.584,88.2672,,83.6449,1.81,82.176,-1.5582,55.5524,-26.775,83.8528
1998-03-30,14.3242,114439882.1971,628489.2598,53.7497,58.9089,0.964,15.0,85.0,70.0,77.6694,88.8496,83.2595,-0.08,137.5146,-26.3354,78.471,30.3659,89.4337,24.4734,,6.1006,2.4712,,,,0.0,82.4802,-9.5036,-6.5943,2.9093,-11.4998,0.964,12.4638,5.9923,42.4281,45.3439,84.2,85.095,37.121,26.928,4.63,4.1529,121199550.0,19.8279,14.3834,1.1564,5.5576,1.0556,36.8323,103.4831,83.2595,75.136,67.5179,67.5179,60.0,90.7421,88.4742,,84.8135,1.5,82.436,-1.5241,54.2126,-25.663,84.3206
