date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,AROONOSC,BBANDS,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,HT_SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACDEXT,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,STOCHF,STOCHRSI,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1999-09-28,23.0333,14572489.1893,-242028.6785,18.476,20.8166,-0.2203,40.0,-60.0,61.348,0.4237,-115.9263,-16.3136,59.4919,23.5466,60.2679,23.0333,284.3003,-1.2726,-0.5105,60.7295,1.0,60.3917,-0.284,1.5514,45.6179,60.2145,61.595,61.38,28.7122,10.2251,0.88,3.0501,-3288800.0,17.7677,6.3275,-0.3641,1.5304,1.0153,41.8432,64.6688,61.348,21.005,34.8432,14.8717,60.2107,59.2038,1.18,61.9095,-0.0834,38.6774,-87.5,60.5591
1999-09-29,23.2779,14763325.1893,-141741.4734,18.3601,20.4017,-0.672,35.0,-60.0,61.348,0.3733,-87.2807,-11.9938,59.3358,16.1597,60.1472,22.3407,311.3644,-1.5517,-0.0634,60.8851,1.0,60.3859,-0.3679,1.192,45.6972,59.2211,61.595,61.38,27.4932,9.7139,0.0,2.9942,-2535500.0,19.8437,7.0112,-1.1106,0.0,1.0,44.0031,64.4502,61.348,36.2168,56.446000000000005,100.0,60.2232,59.0432,1.5,61.5714,-0.0887,39.2896,-79.75,60.3355
1999-09-30,24.0433,15139933.4367,32000.5959,17.6917,19.7283,-0.9995,30.0,-60.0,61.2825,0.7423,-26.755,0.2128,59.5569,4.9923,60.2227,21.8095,-29.4254,-1.3987,0.2685,61.0484,1.0,60.3926,-0.4045,0.7953,45.776,56.9037,61.595,61.38,25.766,9.2282,-1.31,2.9386,-1982000.0,23.3157,8.3506,-1.6483,-2.1044,0.9790000000000001,50.1064,64.2381,61.2825,61.093,91.9897,100.0,60.2177,59.4239,2.25,61.2275,-0.0912,48.5879,-55.5,60.2967
1999-10-01,23.4988,14896862.9822,22827.1527,17.0568,19.2994,-1.2013,25.0,-60.0,61.17,-0.6477,-51.052,-7.3487,59.5001,4.9923,60.1596,21.503,-10.3151,-1.8021,0.5691,61.1662,1.0,60.3767,-0.4308,0.3998,45.8544,50.6708,61.595,61.38,24.5881,8.7668,-2.25,2.9932,-2544900.0,22.2498,7.9331,-1.9776,-3.6402,0.9636,46.3257,64.0323,61.17,68.2555,56.3307,55.5459,60.1975,59.3854,1.63,60.8939,-0.0934,44.4602,-72.75,60.1326
1999-10-04,24.3866,15341562.9822,158494.6393,16.4407,18.8924,-1.2159,20.0,-60.0,61.07899999999999,1.0,2.5647,4.9589,59.8623,4.7354,60.3168,21.3565,16.5179,-1.5686,0.879,61.2058,0.0,60.3983,-0.4122,0.0252,45.9324,49.9099,61.595,61.38,23.0565,8.3284,-1.82,2.9219999999999997,-2100200.0,25.3487,9.1564,-1.9959,-2.8603,0.9714,52.4795,63.8327,61.07899999999999,82.7735,100.0,100.0,60.174,59.9441,2.25,60.5761,-0.092,52.7635,-44.625,60.1936
1999-10-05,24.3866,15897519.3924,376481.5926,15.9261,18.5411,-1.2691,15.0,-60.0,61.0415,0.0,18.6373,4.9589,60.1765,6.148,60.458999999999996,21.307,31.6795,-0.7040000000000001,0.9731,61.1776,0.0,60.4097,-0.3656,-0.3141,46.01,54.9251,61.595,61.38,22.0539,7.912000000000001,-0.75,2.9021,-2100200.0,24.9433,8.9486,-2.0784,-1.1988,0.988,52.4795,63.6392,61.0415,83.3602,93.75,100.0,60.1552,60.406000000000006,1.56,60.302,-0.0879,61.6806,-44.625,60.2632
1999-10-06,24.7574,16322713.5953,566721.5388,15.6657,18.3217,-1.3359999999999999,10.0,-60.0,60.9445,0.8116,59.4795,9.7488,60.619,10.7186,60.6772,21.3281,47.5545,0.0196,0.9990000000000001,61.1482,0.0,60.4523,-0.2881,-0.6273,46.0873,53.1997,61.595,61.38,21.1957,7.5164,-1.94,2.8257,-1576300.0,26.285,9.3212,-2.1808,-2.9989,0.97,54.8744,63.4514,60.9445,96.7028,96.3585,100.0,60.1494,61.0296,1.38,60.0853,-0.0806,67.7599,-32.875,60.4259
1999-10-07,24.6351,15862035.1953,446447.3405,15.6183,18.2777,-1.2233,5.0,-60.0,60.8225,-0.248,84.7797,7.8617,60.9443,14.7173,60.8451,21.4056,62.9682,1.7577,0.9512,61.086000000000006,1.0,60.4985,-0.1994,-0.8665,46.1643,52.0764,61.595,61.38,20.4374,7.1406,-2.44,2.7978,-2085900.0,27.4912,9.6051,-1.9926,-3.7608,0.9624,53.9309,57.38,60.8225,87.5207,72.4537,88.9627,60.1604,61.4583,1.25,59.9442,-0.0713,61.4581,-36.75,60.5683
1999-10-08,25.0297,16370032.9096,518293.7739,14.9128,17.820999999999998,-0.9408,0.0,-60.0,60.7475,0.5,83.5556,12.9445,61.4056,1.5090000000000001,61.0922,21.605,71.4833,1.9403,0.8951,61.091,1.0,60.5379,-0.0921,-1.0087,46.24100000000001,47.1622,61.22,61.16,24.1295,8.8536,-1.5,2.8919,-1441700.0,24.8688,9.1249,-1.5312,-2.3098,0.9769,56.4723,57.4425,60.7475,86.5663,90.8867,100.0,60.1938,62.0644,3.5,59.9009,-0.0594,66.9301,-19.8413,60.8176
1999-10-11,24.9073,16621448.0039,580563.5926,14.2426,17.2464,-0.6732,0.0,-55.0,60.6945,0.1226,108.0301,10.9473,61.7454,1.5090000000000001,61.2863,21.8688,86.8679,2.0728,0.7447,61.0717,1.0,60.5647,0.0165,-1.0590000000000002,46.3173,51.3759,60.845,60.97,23.2941,8.4109,-1.06,2.8598,-1766700.0,24.0079,8.6686,-1.0948,-1.6513,0.9835,55.4737,57.5699,60.6945,81.3039,80.5714,74.9902,60.2507,62.4733,1.25,59.9623,-0.0463,67.1491,-19.9164,61.0445
1999-10-12,23.5265,16259906.814000001,438223.2678,14.315,16.8546,-0.4044,0.0,-50.0,60.5105,-0.7140000000000001,4.7655,-8.3196,61.4012,15.6902,61.1285,21.9317,102.8126,2.6617,0.5327,60.9627,0.0,60.5356,0.0645,-1.0293,46.3932,51.4472,60.845,60.595,29.221,11.3003,-3.68,3.2427,-2317200.0,21.295,8.2352,-0.6592,-5.8127,0.9419,45.8402,57.6947,60.5105,62.2237,15.213,0.0,60.3174,61.8911,4.37,60.0885,-0.0374,58.931000000000004,-65.0078,60.9431
1999-10-13,22.8084,16129473.9067,298653.2765,14.8629,17.0549,-0.2633,85.0,-15.0,60.3695,-0.5815,-124.1202,-16.2778,60.7733,25.2732,60.8125,21.8198,122.0719,2.2699,0.2237,60.7694,0.0,60.4709,0.0427,-0.9475,46.4686,51.8604,60.625,60.155,32.8966,13.1153,-2.82,3.4482,-3117700.0,19.6231,7.8234,-0.4306,-4.6512,0.9535,41.8611,63.81,60.3695,37.9017,17.9207,0.0,60.3773,60.9343,3.13,60.2486,-0.0345,53.4347,-82.0793,60.68600000000001
