date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Lower Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Signal,MACDEXT,MACD,MACD_Signal,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2001-08-29,15.7595,77984019.9295,253366.8971,16.4939,18.5263,0.4006,0.0,90.0,90.0,27.4866,25.8394,26.663,-0.1765,174.4898,15.8727,27.0024,7.4472,26.7578,21.6852,201.6411,0.8898,0.1498,-0.918,-0.3688,26.4756,1.0,26.784,0.1382,0.2242,0.086,0.0207,0.4006,0.3799,24.6854,20.7326,65.6821,26.795,26.645,17.4735,2.2405,1.71,2.3364,32848200.0,20.2855,2.6011,1.5175,6.6459,1.0665,57.9363,24.5177,26.663,75.5004,80.4328,75.5004,72.3077,92.1493,89.2986,26.2304,27.2883,0.34,26.586,-0.0164,59.8884,-15.5844,26.8273
2001-08-30,15.7193,78023808.8183,202816.7113,15.7332,18.0696,0.3751,0.0,85.0,85.0,27.5624,25.8906,26.7265,-0.4444,128.2345,14.256,27.0902,1.2816,26.8161,21.465,158.4686,0.9464,0.4254,-0.3982,0.367,26.5811,1.0,26.8276,0.1255,0.2429,0.1174,-0.0222,0.3751,0.3972,24.7123,20.7525,61.1809,26.82,26.665,18.7998,2.4085,1.27,2.3404,32490100.0,19.288,2.471,1.4166,4.8659,1.0487,57.128,24.6162,26.7265,68.8955,74.3312,68.8955,60.1852,63.4092,13.7798,26.2777,27.3755,0.63,26.6276,-0.0045,62.0882,-18.9427,26.8947
2001-08-31,15.5585,77952147.2799,140897.8084,15.0617,17.7941,0.3727,5.0,80.0,75.0,27.595,25.932,26.7635,-0.1692,77.0801,7.9162,27.1138,2.3013,26.8422,21.1891,151.5489,0.7828,0.7521,-0.2848,0.4764,26.6662,1.0,26.8366,0.092,0.2324,0.1404,-0.0343,0.3727,0.407,24.736,20.7724,56.7389,26.82,26.665,19.1727,2.4581,0.74,2.3663,32216100.0,18.3101,2.3475,1.4044,2.8083,1.0281,53.9581,24.7117,26.7635,52.5853,65.6604,52.5853,25.2632,34.3595,0.0,26.3306,27.3696,0.65,26.6726,0.0062,57.7241,-31.2775,26.9293
2001-09-04,15.6102,77750487.2799,38593.9109,14.3667,17.2589,0.3762,0.0,75.0,75.0,27.6151,26.0149,26.815,-0.2667,89.9171,9.6131,27.1492,1.1627,26.8744,20.8868,154.3751,0.0117,0.9812,-0.3318,0.4325,26.732,1.0,26.8559,0.0707,0.2287,0.1581,-0.0356,0.3762,0.4118,24.7605,20.7923,63.198,26.915,26.825,18.2725,2.3352,1.03,2.3509,32552200.0,18.7024,2.3901,1.4146,3.9388,1.0394,54.8066,24.8043,26.815,42.063,54.5146,42.063,40.7407,11.7024,21.3275,26.3875,27.3836,0.6,26.7248,0.016,51.6142,-31.7949,26.969
2001-09-05,15.7423,77830406.4288,18662.5993,13.7065,16.7505,0.3875,35.0,70.0,35.0,27.6875,26.0065,26.847,-0.0426,91.3098,13.8822,27.2202,1.1627,26.9254,20.525,159.3889,-0.7707,0.7609,-0.4129,0.352,26.7908,1.0,26.8749,0.0668,0.2416,0.1748,-0.0231,0.3875,0.4106,24.787,20.8123,61.4116,26.915,26.825,17.5915,2.2184,0.64,2.3004,33088800.0,18.0054,2.2706,1.4529,2.3907,1.0239,56.9411,24.8942,26.847,45.0466,46.565,45.0466,69.1358,32.1034,74.9826,26.4479,27.4504,0.47,26.7847,0.0256,49.4494,-20.0,27.0256
2001-09-06,15.7939,78345893.3141,172830.8354,13.0676,16.3423,0.4001,30.0,65.0,35.0,27.7614,26.0436,26.9025,0.5574,83.2065,15.5256,27.2963,0.9281,26.9801,20.0122,169.32,-0.8966,0.4298,-0.5638,0.1853,26.845,1.0,26.929,0.0651,0.2561,0.191,-0.012,0.4001,0.4122,24.8141,20.8323,70.2515,26.92,26.825,17.454,2.1975,1.11,2.2891,34173100.0,17.133,2.1571,1.4957,4.2061,1.0421,57.7628,24.9814,26.9025,63.3745,50.1614,63.3745,80.2469,65.4367,100.0,26.5115,27.524,0.61,26.8569,0.0351,50.363,-15.3846,27.0878
2001-09-07,15.6791,77931415.5363,88308.4722,12.4161,15.9089,0.4197,25.0,60.0,35.0,27.8013,26.0737,26.9375,-0.8889,76.6192,10.589,27.3242,0.0384,27.0106,19.3846,183.5438,-0.851,0.155,-0.7495,-0.0618,26.8994,1.0,26.9453,0.0461,0.2486,0.2026,0.0113,0.4197,0.4084,24.839,20.8523,75.2581,26.92,26.825,16.8212,2.0876,0.7,2.273,33640200.0,16.8341,2.0892,1.5655,2.6316,1.0263,55.2945,25.0659,26.9375,67.4413,58.6208,67.4413,52.9412,70.0359,35.1251,26.5769,27.5279,0.45,26.9324,0.0436,47.9456,-25.641,27.1257
2001-09-10,15.4551,77669375.03,-37673.4259,12.3926,15.7466,0.4161,20.0,55.0,35.0,27.8036,26.1004,26.952,-0.1139,15.266,1.6712,27.2761,11.9449,27.001,18.8258,196.6603,-0.5243,-0.1561,-0.8801,-0.2867,26.937,0.0,26.9448,0.005,0.2088,0.2038,0.015,0.4161,0.4011,24.8597,20.8724,70.0473,26.92,26.825,20.0573,2.5232,0.29,2.3374,33109400.0,15.777,1.9848,1.5501,1.0894,1.0109,50.8356,25.148,26.952,51.13,60.6486,51.13,20.202,45.0417,0.0,26.6415,27.4255,0.79,27.0032,0.0498,45.0237,-45.641,27.123
2001-09-17,15.1105,77662517.6529,-87968.5109,12.9887,15.9017,0.381,15.0,50.0,35.0,27.8233,26.0407,26.932,-0.4754,-94.289,-10.0724,27.1246,24.3156,26.9352,18.5017,214.6583,0.0818,-0.218,-0.9838,-0.5687,26.9476,0.0,26.9344,-0.0612,0.1273,0.1885,-0.0111,0.381,0.3921,24.8742,20.8924,65.8862,26.905,26.825,24.0996,3.0971,-0.4,2.4423,32691100.0,14.6721,1.8855,1.4193,-1.4976,0.985,44.9638,25.2275,26.932,30.2982,49.6232,30.2982,17.7515,11.7084,0.0,26.7012,27.1822,0.9,27.0574,0.0522,42.6285,-76.4103,27.0619
2001-09-18,14.9554,78378023.9687,127114.4649,14.0786,16.4978,0.2715,100.0,45.0,-55.0,27.9039,25.8661,26.885,-0.4316,-155.8026,-18.645,26.8988,34.7863,26.8261,18.3942,243.6936,0.2819,-0.0119,-0.9472,-0.8964,26.946,1.0,26.8901,-0.1343,0.0206,0.1549,-0.1063,0.2715,0.3778,24.8833,20.9123,40.9522,26.645,26.525,27.9022,3.7022,-0.94,2.5724,27462400.0,13.4999,1.7912,1.0119,-3.5166,0.9648,40.6775,27.8,26.885,19.9981,33.8088,19.9981,22.0408,0.0,0.0,26.7513,26.8453,1.06,27.0898,0.0499,43.7861,-78.8235,26.9531
