date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Lower Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Signal,MACDEXT,MACD,MACD_Signal,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-07-14,13.005,2496435.9148,394590.4758,,,,,,,,,,0.3016,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3941200.0,,,,,,,28.3606,,61.3475,47.1029,61.3475,73.4043,,,,,0.63,,,,,
1998-07-15,12.9761,2729235.9148,502675.0128,,,,,,,,,,0.1579,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3708400.0,,,,,,,28.2581,,68.5445,58.3683,68.5445,71.5909,,,,,0.44,,,,,
1998-07-16,12.8268,2601783.2832,460640.5758,,,,,,,,,,-0.4737,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3304800.0,,,,,,,28.1607,,61.3399,63.744,61.3399,39.0244,,,,,0.44,,,,,
1998-07-17,12.7642,2703689.5332,433992.9697,,,,,,,,,,-0.4062,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2761300.0,,,,,,,28.0682,,44.5953,58.1599,44.5953,23.1707,,,,,0.32,,,,,
1998-07-20,12.6727,3046005.3227,492556.4302,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2219300.0,,,,,,,27.9803,,29.8763,45.2705,29.8763,27.4336,,,,,0.5,,,,,
1998-07-21,12.5234,2949326.2529,440974.83,,,,,,,,,,-0.4419,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2000500.0,,,,,,,27.8614,,20.6417,31.7044,20.6417,11.3208,,,,,0.43,,,,,
1998-07-22,12.5523,3455826.2529,540943.7363,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2507000.0,,,,,,,27.7227,,22.0627,24.1935,22.0627,27.4336,,,,,0.31,,,,,
1998-07-23,12.6727,3706813.7529,612523.0629,,,,,,,,,,0.7812,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2953200.0,,,,,,,27.5649,,34.1302,25.6115,34.1302,63.6364,,,,,0.32,,,,,
1998-07-24,12.586,3896845.3318,646586.1931,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2437400.0,,,,,,,27.4197,,50.4625,35.5518,50.4625,60.3175,,,,,0.31,,,,,
1998-07-27,12.6149,4176699.8773,690785.1751,,,,,,,28.2586,25.5804,26.9195,0.4318,-96.9422,,,,26.9195,,,,,,,,0.0,,,,,,,,,,,27.28,27.315,,2.87,,,2822200.0,,0.51,,,,,27.2861,26.9195,64.5984,49.7304,64.5984,69.8413,,,,,0.44,26.872,,,-85.9425,26.5735
1998-07-28,12.403,4106103.581,623605.4667,,,,100.0,0.0,-100.0,27.983,25.575,26.779,-0.3827,-128.2567,-65.1972,,73.3864,26.8081,,,,,,,,0.0,26.0981,,,,,,,,,14.0738,26.815,26.91,32.2503,3.1565,-2.81,1.9922,2005300.0,4.9502,0.4845,,-9.8389,0.9016,17.4014,27.1633,26.779,55.7196,56.9268,55.7196,37.0,,,,,0.81,26.7675,,,-87.9085,26.4621
1998-07-29,12.2825,4249897.7839,585184.1535,,,,100.0,0.0,-100.0,27.8927,25.4343,26.6635,-0.087,-154.3492,-67.1999,,75.6401,26.6835,,,,,,,,0.0,25.9877,,,,,,,,,15.7051,26.69,26.53,33.2262,3.3187,-2.31,2.0465,1483100.0,4.6082,0.4603,,-8.3064,0.9169,16.4,27.0028,26.6635,46.7249,55.6809,46.7249,33.3333,,,,,0.69,26.664,,,-85.034,26.3403
1998-07-30,12.403,4435572.3871,575346.067,,,,95.0,0.0,-95.0,27.713,25.401,26.557,0.5873,-112.0815,-57.6506,,66.8116,26.5946,,,,,,,,0.0,25.9523,,,,,,,,,20.7366,26.595,26.405,31.1575,3.1527,-2.13,2.0476,1951000.0,6.199,0.6273,,-7.6399,0.9236,21.1747,26.8085,26.557,42.7722,48.4055,42.7722,57.9832,,,,,0.63,26.5605,,,-74.3494,26.2533
1998-07-31,12.1332,4244751.0537,458301.3286,,,,100.0,0.0,-100.0,27.6114,25.2526,26.432,-0.7467,-143.2378,-62.6768,,69.449,26.4609,,,,,,,,0.0,25.8243,,,,,,,,,21.2194,26.22,26.345,31.894,3.3051,-2.5,2.1373,1564200.0,5.7504,0.5959,,-9.0285,0.9097,18.6616,26.6336,26.432,35.5055,41.6675,35.5055,15.2,,,,,0.75,26.4564,,,-92.9368,26.1231
1998-08-03,11.9839,4324477.3695,394123.0971,,,,100.0,0.0,-100.0,27.622,25.011,26.3165,-0.2105,-181.4822,-65.091,,72.6913,26.3103,,,,,,,,0.0,25.6746,,,,,,,,,21.2819,26.065,25.905,34.1763,3.5798,-2.31,2.1824,915000.0,5.4045,0.5661,,-8.4958,0.915,17.4545,26.4539,26.3165,30.9384,36.4053,30.9384,19.6319,,,,,0.63,26.3501,,,-88.1041,25.9753
1998-08-04,11.5889,4114230.561,265142.2818,,,-0.8425,100.0,5.0,-95.0,27.7546,24.5784,26.1665,-0.6702,-225.8413,-70.4188,,77.3495,26.096,,,,,,,,0.0,25.3674,,,,,,,,,21.453,25.655,25.5,38.001,4.2109,-3.0,2.3787,297400.0,4.8534,0.5378,-3.1768,-11.0865,0.8891,14.7906,26.2267,26.1665,16.3291,27.591,16.3291,14.1553,,,,,1.13,26.2342,,,-91.1429,25.7604
1998-08-05,12.1043,4615530.561,347778.1044,,,-0.8089,95.0,0.0,-95.0,27.6281,24.4929,26.0605,1.0,-129.2804,-40.885,,61.5889,26.004,,,,,,,,0.0,25.3479,,,,,,,,,22.026,25.53,25.47,34.4948,4.0003,-2.12,2.3765,798700.0,8.1997,0.9509,-3.0654,-7.7798,0.9222,29.5575,25.9047,26.0605,32.267,26.5115,32.267,63.0137,40.6947,100.0,,,1.07,26.1195,,,-59.8837,25.6617
1998-08-06,11.9213,4498221.0372,312641.7194,,,-0.7954,90.0,0.0,-90.0,27.5523,24.3437,25.948,-0.6032,-116.3685,-44.4818,,61.5889,25.8846,,,,,,,,0.0,25.2957,,,,,,,,,21.4852,25.53,25.44,32.6289,3.8003,-2.25,2.4196,230200.0,7.7562,0.9034,-3.0277,-8.3333,0.9167,27.7591,25.6246,25.948,42.3896,30.3286,42.3896,50.0,62.6072,87.8215,,,0.63,26.0014,,,-70.4142,25.5369
1998-08-07,11.772,4385238.8944,233896.9055,,,-0.7981,85.0,10.0,-75.0,27.4758,24.1642,25.82,-0.3393,-127.8687,-47.2385,,63.6241,25.747,,,,,,,,0.0,25.2114,,,,,,,,,21.629,25.53,25.44,33.2077,3.8603,-2.56,2.4423,-121300.0,7.3825,0.8582,-3.0533,-9.4815,0.9052,26.3808,25.3809,25.82,54.3379,42.9982,54.3379,50.0,88.7697,78.4875,,,0.56,25.8742,,53.2336,-79.5858,25.3932
1998-08-10,11.9213,4385238.8944,180419.763,,,-0.815,80.0,5.0,-75.0,27.3568,24.0702,25.7135,0.5,-91.1501,-39.925,,56.9706,25.652,,,,,,,,0.0,25.1788,,,,,,,,,28.1125,25.53,25.44,31.605,3.6673,-2.13,2.4043,628100.0,8.6637,1.0053,-3.1316,-7.9241,0.9208,30.0375,25.1689,25.7135,57.4879,51.4052,57.4879,72.4638,88.7697,100.0,,,0.56,25.7418,,52.9591,-70.4142,25.2913
1998-08-11,11.6516,4270038.8944,105486.4081,,,-0.8613,75.0,0.0,-75.0,27.2327,23.9133,25.573,-0.5536,-123.0,-45.1095,,61.3268,25.5128,,,,,,,,0.0,25.0819,,,,,,,,,21.9517,25.5,25.345,33.8386,3.9839,-2.81,2.492,269700.0,8.1118,0.955,-3.3242,-10.4074,0.8959,27.4453,25.0,25.573,46.426,52.7506,46.426,16.8142,69.1995,29.111,,,0.75,25.6015,,51.3937,-86.2069,25.1462
1998-08-12,12.0128,4669038.8944,192196.7258,,,-0.8839,70.0,0.0,-70.0,27.029,23.917,25.473,0.4681,-78.9172,-29.3699,,49.24,25.4582,,,,,,,,0.0,25.0747,,,,,,,,,25.5266,25.345,25.315,31.2151,3.7847,-2.0,2.4846,668700.0,10.617,1.2873,-3.4223,-7.4239,0.9258,35.315,25.0,25.473,57.4879,53.8006,57.4879,83.1858,76.3703,100.0,,,0.94,25.4675,,57.4604,-61.9808,25.086
1998-08-13,12.0128,4741592.9484,233282.0797,,,-0.8626,65.0,0.0,-65.0,26.8655,23.9115,25.3885,0.1622,-46.4812,-29.3699,,45.6135,25.4089,15.6467,,0.3426,-0.0793,,,,0.0,25.069,,,,,,,4.8341,0.2698,28.1865,25.28,25.19,30.2436,3.5955,-1.69,2.4346,668700.0,11.296,1.3429,-3.3512,-6.3462,0.9365,35.315,23.75,25.3885,62.8931,55.6023,62.8931,88.6792,76.3703,100.0,,,0.37,25.3393,,62.4184,-58.6806,25.0352
1998-08-14,11.9213,4803392.9484,248545.899,,,-0.8385,60.0,0.0,-60.0,26.7101,23.8919,25.301,0.1579,-59.0537,-31.4568,,47.7304,25.3461,17.1282,,0.1493,-0.2342,,,,0.0,25.0549,0.0956,-0.7146,-0.8102,-0.0045,-0.8385,-0.834,5.0333,0.2936,29.3198,25.185,25.065,30.7288,3.6057,-1.75,2.4195,473000.0,10.8724,1.2758,-3.2688,-6.6038,0.934,34.2716,23.7631,25.301,80.8733,67.0848,80.8733,70.7547,95.5803,86.7409,,,0.44,25.215,,56.6192,-61.9772,24.9744
