date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Upper Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2000-06-30,2.7363,-2612196.3746,,,,,,,,,,,-0.4804,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4777000.0,,,,,,,,,,,,,,,,,,,,,,
2000-07-03,2.9325,-2445748.0988,,,,,,,,,,,0.6466,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5259700.0,,,,,,,10.63,,,,,,,,,,1.25,,,,,
2000-07-05,2.9618,-2544172.0988,,,,,,,,,,,-0.12,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5669800.0,,,,,,,10.6575,,,,,,,,,,1.0,,,,,
2000-07-06,3.3273,-2152036.3845,,,,,,,,,,,0.7798,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6092100.0,,,,,,,10.7194,,,,,,,,,,1.68,,,,,
2000-07-07,3.131,-2344708.8482,,,,,,,,,,,-0.7246,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5854700.0,,,,,,,10.8421,,,,,,,,,,1.38,,,,,
2000-07-10,3.0318,-2512934.6547,,,,,,,,,,,-0.8065,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5646100.0,,,,,,,11.0136,,,,,,,,,,0.62,,,,,
2000-07-11,2.7069,-2769211.7976,,,,,,,,,,,-0.9143,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5336800.0,,,,,,,11.1782,,,,31.5701,3.6923,,,,,1.56,,,,,
2000-07-12,2.8197,-2770847.7976,,,,,,,,,,,0.4133,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5459500.0,,,,,,,11.3363,,,,21.5645,19.0769,,,,,0.88,,,,,
2000-07-13,2.5941,-3046306.1309,,,,,,,,,,,-0.8681,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5159000.0,,,,,,,15.13,,20.4221,8.1317,8.1317,1.626,,,,,1.44,,,,,
2000-07-14,2.4678,-3261701.2528,-293971.8742,,,,,,,,,,-0.5366,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4843600.0,,,,,,,15.0931,,12.6519,8.2594,8.2594,4.0752,,,,,0.82,,,,,
2000-07-17,2.143,-3558864.8892,-398089.5725,,,,,,,,,,-0.8655,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4480400.0,,,,,,,15.0074,,6.4529,2.9674,2.9674,3.201,,,,,1.565,,,,,
2000-07-18,1.861,-3912541.7172,-517026.7514,,,,,,,,,,-0.6921,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4102600.0,,,,,,,14.8385,,4.6976,2.8659,2.8659,1.3214,,,,,1.942,,,,,
2000-07-19,1.8752,-3992651.3258,-544169.859,,,,,,,,,,-0.1103,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4246900.0,,,,,,,14.5724,,2.7429,2.3955,2.3955,2.6641,,,,,0.562,,,,,
2000-07-20,1.9738,-3873151.3258,-467781.1431,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4366400.0,,,,,,,14.3171,,4.0108,6.7711,6.7711,16.3277,,,,,0.562,,,,,
2000-07-21,2.1148,-3839440.2146,-383279.3928,,,,,,,,,,0.1253,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4669800.0,,,,,,,14.0719,,10.3136,21.7743,21.7743,46.331,,,,,1.125,,,,,
2000-07-24,1.8892,-3923020.2146,-340460.5501,,,,,,,,,,-0.8,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4530500.0,,,,,,,13.8365,,17.8626,25.0425,25.0425,12.4688,,,,,1.25,,,,,
2000-07-25,1.7412,-4028326.609,-325499.3718,,,,,,,,,,-0.7211,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4372400.0,,,,,,,13.551,,22.6031,20.9925,20.9925,4.1778,,,,,0.75,,,,,
2000-07-26,1.5226,-4165548.8312,-333449.6539,,,,,,,,,,-0.6667,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4125400.0,,,,,,,13.1954,,18.0177,8.018,8.018,7.4074,,,,,1.219,,,,,
2000-07-27,1.3395,-4244590.4312,-331538.0371,,,,,,,,,,-0.3884,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3947200.0,,,,,,,12.7267,,11.7757,6.3166,6.3166,7.3647,,,,,1.125,,,,,
2000-07-28,1.3253,-3888510.4312,-187318.0087,,,,,,,4.933,15.6785,10.3057,-0.1,-133.4126,,,,10.3057,,,,,,,,0.0,,,,,,,,,,,10.3125,11.0,,9.812,,,3502100.0,,2.875,,,,,12.1586,10.3057,9.1223,13.0321,13.0321,24.3243,,,,,1.25,10.4315,,,-91.0,8.9295
2000-07-31,1.3677,-3733590.8206,-61997.3929,,,,95.0,0.0,-95.0,4.3959,15.6089,10.0024,0.3157,-113.0097,-40.6281,,49.254,9.9017,,,,,,,,0.0,5.893,,,,,,,,,38.1312,10.3125,9.94,41.7644,9.3214,-6.067,19.3122,3825900.0,14.1998,3.1692,,-50.0165,0.4998,29.6859,11.4918,10.0024,14.214,23.2933,23.2933,38.1908,,,,,1.438,9.96,,,-87.3507,8.5254
2000-08-01,1.3535,-3773398.6498,-17759.8691,,,,90.0,15.0,-75.0,3.9647,15.3401,9.6524,-0.6673,-97.6735,-40.8906,,49.254,9.5301,,,,,,,,0.0,5.9071,,,,,,,,,43.4986,10.3125,9.94,40.686,8.8553,-7.0,19.0076,3706900.0,13.8331,3.0108,,-53.8462,0.4615,29.5547,10.8851,9.6524,23.8855,35.3311,35.3311,43.4783,,,,,0.562,9.492,,,-87.9576,8.1443
2000-08-02,1.3253,-3785044.938,-1753.8039,,,,85.0,10.0,-75.0,3.61,14.9693,9.2896,0.182,-94.3665,-41.4315,,50.355,9.182,,,,,,,,0.0,5.9026,,,,,,,,,36.4091,10.3125,9.94,40.5479,8.6626,-7.255,19.0261,3579900.0,13.3883,2.8602,,-55.2551,0.4474,29.2843,10.3329,9.2896,34.8658,45.973,45.973,56.25,,,,,0.687,9.045,,,-89.1618,7.7845
2000-08-03,1.3113,-3744078.4657,17988.3552,,,,80.0,5.0,-75.0,3.5594,14.1262,8.8428,-0.1808,-92.2272,-41.7099,,50.355,8.8611,,,,,,,,0.0,5.8808,,,,,,,,,26.926,9.8465,9.94,39.874,8.2294,-8.937,18.5626,3490400.0,13.1658,2.7172,,-60.5898,0.3941,29.145,9.8304,8.8428,45.1794,54.2341,54.2341,62.9739,,,,,0.343,8.6151,,,-89.7592,7.4534
2000-08-04,1.3113,-3743922.4657,24479.0244,,,,75.0,0.0,-75.0,3.538,13.3409,8.4394,-0.4987,-85.7796,-41.7099,,49.0081,8.5708,,,,,,,,0.0,5.8652,,,,,,,,,21.2568,9.6265,9.375,39.1257,7.818,-8.067,17.957,3490400.0,13.3891,2.6754,,-58.1196,0.4188,29.145,9.3732,8.4394,52.9313,58.5869,58.5869,56.5369,,,,,0.375,8.2074,,,-88.5081,7.1649
2000-08-07,1.3113,-3731989.1324,28705.902,,,-2.6707,70.0,0.0,-70.0,3.606,12.5102,8.0581,0.0853,-79.5603,-41.7099,,49.3233,8.3082,,,,,,,,0.0,5.8535,,,,,,,,,22.7853,9.1565,9.015,38.688,7.4891,-7.627,17.3817,3490400.0,13.1298,2.5416,-28.7542,-56.7485,0.4325,29.145,8.9571,8.0581,54.3069,50.0997,50.0997,30.7882,,,,,0.375,7.8173,,,-87.5381,6.9147
2000-08-08,1.3113,-3807089.1324,3929.9972,,,-2.7246,65.0,0.0,-65.0,3.5848,11.9127,7.7487,-0.832,-67.7337,-41.7099,,45.5059,8.0705,,,,,,,,0.0,5.8455,,,,,,,,,26.4501,9.1565,8.815,37.9148,7.1146,-6.187,16.8352,3490400.0,14.1997,2.6645,-30.1222,-51.5583,0.4844,29.145,8.5785,7.7487,49.975,41.2384,41.2384,36.3901,0.0,0.0,,,0.375,7.4559,,,-86.925,6.7009
2000-08-09,1.3535,-3793516.6965,-2244.3704,,,-2.6533,60.0,5.0,-55.0,3.8164,11.0311,7.4237,0.5994,-60.199,-39.2582,,45.5059,7.8734,,,,,,,,0.0,5.8806,,,,,,,,,23.8698,8.6565,8.815,37.2627,6.7589,-6.5,15.755,3558700.0,13.9554,2.5313,-30.2337,-52.0,0.48,30.3709,8.2339,7.4237,45.6792,45.6994,45.6994,69.92,33.3333,100.0,,,0.312,7.1267,,,-84.6248,6.5343
2000-08-10,1.3253,-3793516.6965,-4566.2143,,,-2.5279,55.0,0.0,-55.0,4.0035,10.2815,7.1425,-0.5,-59.3915,-39.9888,,45.8922,7.683,,,,,,,,0.0,5.8794,,,,,,,,,26.6092,8.3765,8.19,37.0902,6.4839,-5.625,15.4984,3510300.0,13.7558,2.4047,-29.751,-48.913,0.5109,30.0056,7.9204,7.1425,46.3382,52.0767,52.0767,49.92,56.7342,70.2027,,,0.25,6.8491,,45.6545,-83.6483,6.3868
2000-08-11,1.2125,-3818182.2965,-12949.0947,,,-2.2819,50.0,0.0,-50.0,4.1653,9.5632,6.8642,-0.7507,-72.8858,-42.8812,,49.2686,7.4632,,,,,,,,0.0,5.7747,,,,,,,,,29.9825,7.4375,7.75,38.7253,6.7217,-5.565,16.7908,3461100.0,13.1615,2.2845,-28.0461,-50.8684,0.4913,28.5594,7.635,6.8642,47.9854,46.18,46.18,18.7,56.7342,0.0,,,0.75,6.6175,,42.6544,-89.5833,6.2185
2000-08-14,1.1279,-4224223.5755,-144396.2168,,,-2.0186,45.0,0.0,-45.0,4.112,9.1665,6.6392,-0.7267,-87.5791,-44.975,,51.059,7.2286,,,,,,,,0.0,5.6342,,,,,,,,,30.3442,7.1875,7.44,38.9964,6.6987,-4.5,17.8356,2823300.0,12.6343,2.1703,-25.8962,-47.3684,0.5263,27.5125,7.3754,6.6392,41.4345,26.0467,26.0467,9.5202,23.4009,0.0,,,0.688,6.4224,,37.7701,-95.3532,6.041
2000-08-15,1.1279,-4238213.3191,-189494.3927,,,-1.7669,40.0,0.0,-40.0,3.9667,8.9868,6.4767,0.1987,-92.2896,-44.975,,51.059,7.0164,,,,,,,,0.0,5.5438,,,,,,,,,34.4431,7.1875,7.3125,38.6272,6.3637,-3.25,17.0998,2823300.0,12.5147,2.0618,-23.6521,-39.3939,0.6061,27.5125,7.1391,6.4767,28.3223,12.7401,12.7401,10.0,0.0,0.0,,,0.156,6.2494,,37.1717,-95.122,5.8848
2000-08-16,1.1843,-4124213.3191,-154444.1563,,,-1.575,35.0,10.0,-25.0,3.9085,8.7387,6.3236,0.8013,-82.1651,-41.1529,,48.1711,6.8482,14.0638,,-0.0427,0.0303,,,,0.0,5.5076,,,,,,,0.0728,1.2089,38.1585,7.1875,7.3125,37.8722,6.0455,-3.063,15.7684,2937300.0,13.2473,2.1147,-21.8428,-36.8459,0.6315,29.4236,6.9241,6.3236,18.8015,17.6178,17.6178,33.3333,25.5511,76.6533,,,0.312,6.0911,,40.6203,-90.2439,5.768
2000-08-17,1.2689,-4071804.062,-109389.3726,,,-1.3418,30.0,5.0,-25.0,4.0097,8.325,6.1673,0.4286,-59.7939,-35.5119,,38.1389,6.7317,14.6874,,-0.3972,0.0043,,,,0.0,5.5228,-2.2054,-1.7895,0.4158,-2.1734,-1.3418,0.8316,0.0787,1.2531,36.629,7.1875,7.3125,35.8062,5.7433,-3.125,14.7591,3029200.0,16.0347,2.5719,-19.3175,-35.7143,0.6429,32.2441,6.7284,6.1673,22.7736,37.9628,37.9628,70.555,58.8844,100.0,,,0.875,5.9534,,48.8174,-82.9268,5.7015
2000-08-18,1.3817,-3952904.062,-43181.5636,,,-1.1143,25.0,0.0,-25.0,4.4261,7.5836,6.0048,0.8571,-20.5329,-28.3147,,32.8902,6.6739,15.2329,,-0.6418,-0.2832,,,,0.0,5.6086,-2.0895,-1.626,0.4635,-2.0005,-1.1143,0.8862,0.0849,1.3018,29.4792,6.6875,7.0625,33.8618,5.4561,-3.25,13.5909,3148100.0,17.1003,2.7553,-16.5334,-34.6667,0.6533,35.8426,6.5503,6.0048,41.1811,67.9628,67.9628,100.0,92.2178,100.0,,,0.875,5.8451,,55.796,-70.2703,5.6974
2000-08-21,1.3535,-3937504.062,-7270.9541,,,-0.9087,20.0,0.0,-20.0,4.7405,7.0317,5.8861,-0.2907,15.338,-29.3028,,32.8902,6.6097,15.7205,,-0.3086,-0.5943,,,,0.0,5.6514,-1.9695,-1.4894,0.4801,-1.7987,-0.9087,0.89,0.0912,1.3488,32.5212,6.3595,6.469,33.0521,5.1833,-2.375,13.4928,3101900.0,16.6914,2.6176,-13.8741,-28.3582,0.7164,35.3486,6.3883,5.8861,64.2001,86.6748,86.6748,89.4693,98.023,94.0691,,,0.375,5.7709,,57.1537,-63.6417,5.697
2000-08-22,1.4241,-3859104.062,33026.2001,,,-0.7444,15.0,0.0,-15.0,5.0051,6.6265,5.8158,0.75,97.8011,-24.7698,,27.5049,6.5814,16.1613,,0.4391,-0.6143,,,,0.0,5.6873,-1.8437,-1.3404,0.5033,-1.5866,-0.7444,0.8422,0.0977,1.3984,38.5029,5.875,6.1875,31.9788,4.9241,-1.406,12.5786,3258700.0,18.1821,2.7997,-11.5831,-18.2148,0.8179,37.6151,4.75,5.8158,82.7832,93.712,93.712,91.6667,98.023,100.0,,,0.5,5.7246,,63.5268,-45.6348,5.7376
2000-08-23,1.3817,-3859104.062,46509.0177,,,-0.6367,10.0,0.0,-10.0,5.079,6.4901,5.7845,-0.5,93.0857,-26.4011,,27.5049,6.538,16.492,,1.0362,-0.2849,,,,0.0,5.6975,-1.7196,-1.2233,0.4963,-1.3765,-0.6367,0.7398,0.1045,1.4457,40.0297,5.6565,5.75,31.3089,4.6779,-0.625,12.572,3088700.0,17.8012,2.6597,-10.0345,-9.2593,0.9074,36.7994,4.7669,5.7845,89.0477,86.7564,86.7564,79.1333,92.9609,84.8136,,,0.313,5.6968,,67.6705,-31.25,5.7671
2000-08-24,1.3677,-3849430.6066,50874.541,,,-0.5293,5.0,0.0,-5.0,5.0777,6.5039,5.7908,-0.4279,73.8131,-26.951,5.162,29.3989,6.4927,16.6872,,1.2458,0.1984,,,,0.0,5.7002,-1.6002,-1.1226,0.4776,-1.1817,-0.5293,0.6524,0.1114,1.4919,41.695,5.6565,5.594,31.6519,4.631,0.125,12.4259,3021600.0,17.2695,2.5267,-8.4576,2.1051,1.0211,36.5245,4.7836,5.7908,86.7377,79.7448,79.7448,68.4343,78.8984,51.8817,,,0.437,5.6774,,67.7087,-22.2156,5.7936
2000-08-25,1.4805,-3870304.6588,41393.7347,41.7574,,-0.3983,0.0,100.0,100.0,5.0368,6.6136,5.8252,0.4212,195.895,-19.3794,5.3014,12.809,6.4994,16.9594,,0.7816,0.6941,,,,0.0,5.7251,-1.4784,-0.9911,0.4873,-1.0017,-0.3983,0.6034,0.1185,1.5426,52.0932,5.7815,6.0625,29.1615,4.3995,0.688,11.8096,3154100.0,22.5392,3.4004,-6.4507,11.7106,1.1171,40.3103,4.8001,5.8252,77.919,67.2559,67.2559,54.2,78.8984,100.0,,,1.187,5.6695,,61.2672,-28.9263,5.8672
2000-08-28,1.4663,-3854120.915,38901.5293,40.31,,-0.2356,50.0,95.0,45.0,5.0107,6.6834,5.847,-0.3842,139.1871,-20.0121,5.4156,12.809,6.4995,17.4843,,-0.0016,0.7643,,,,0.0,5.7389,-1.3591,-0.8817,0.4773,-0.8316,-0.2356,0.5959,0.1259,1.5922,43.5671,5.7815,6.0625,28.3582,4.1795,0.437,11.6402,3084200.0,21.9183,3.2304,-3.8859,7.2077,1.0721,39.9939,4.8491,5.847,67.9383,56.8141,56.8141,47.8079,81.175,91.6433,,,0.406,5.6797,,60.6108,-31.5789,5.9314
2000-08-29,1.4945,-3891013.715,22606.8698,38.8119,,-0.0642,45.0,90.0,45.0,4.9773,6.7793,5.8783,0.248,161.5999,-18.0766,5.5416,10.3479,6.5114,17.8627,,-0.3316,0.6219,,,,0.0,5.762,-1.2425,-0.776,0.4664,-0.6637,-0.0642,0.5995,0.1335,1.6425,42.5648,5.8125,6.0625,27.7381,3.9705,0.625,11.0857,3157400.0,22.5358,3.2259,-1.0699,10.4167,1.1042,40.9617,4.8971,5.8783,58.9694,52.8382,52.8382,56.5066,97.2144,100.0,,,0.313,5.7143,,53.8297,-26.3158,6.0055
2000-08-30,1.579,-3918870.8579,5022.0665,36.8849,,0.1302,40.0,100.0,60.0,4.9094,6.9597,5.9345,-0.2503,192.8067,-12.3546,5.7226,0.2717,6.558,17.8184,,-0.5906,0.4534,,,,0.0,5.8268,-1.1249,-0.6545,0.4704,-0.5001,0.1302,0.6303,0.1413,1.6961,50.6084,6.0,6.1875,26.0612,3.772,1.125,10.5923,3352400.0,25.92,3.7516,2.1806,19.1489,1.1915,43.8227,4.9442,5.9345,55.9592,58.2254,58.2254,70.3616,97.2144,100.0,,,0.875,5.774,,51.3618,-19.0476,6.1123
2000-08-31,1.72,-3665149.475,78101.2627,35.1341,,0.3153,35.0,100.0,65.0,4.7655,7.2848,6.0251,0.8796,201.5923,-3.5509,5.9957,1.8701,6.6596,17.536,,-0.2532,0.1394,,,,0.0,5.9857,-1.0003,-0.5019,0.4983,-0.3413,0.3153,0.6566,0.1494,1.7554,58.8915,6.3125,6.2655,24.6605,3.5834,1.812,9.75,3628000.0,25.6004,3.72,5.252,31.1715,1.3117,48.2246,5.0209,6.0251,62.0125,74.9741,74.9741,98.054,100.0,100.0,,,0.781,5.8575,,56.9944,-1.1147,6.2733
2000-09-01,1.6918,-3650209.475,105650.819,33.5365,,0.4427,30.0,100.0,70.0,4.7009,7.5181,6.1095,-0.1008,171.7986,-5.1161,6.2114,3.1818,6.7396,17.3388,,0.2837,0.2777,,,,0.0,6.1007,-0.8775,-0.3867,0.4909,-0.1912,0.4427,0.6338,0.1577,1.8128,59.4671,6.3125,6.3125,23.5923,3.4042,1.687,9.8335,3553300.0,25.143,3.628,7.3017,29.0212,1.2902,47.442,5.1263,6.1095,72.3719,83.9163,83.9163,83.3333,96.8305,90.4915,,,0.625,5.9552,,59.2696,-8.6957,6.4138
2000-09-05,1.579,-3675609.475,99234.654,31.8867,,0.514,25.0,95.0,70.0,4.7159,7.6218,6.1688,-0.75,107.9892,-11.1848,6.309,0.5401,6.7644,17.389,,0.1988,0.4179,,,,0.0,6.1363,-0.7684,-0.3318,0.4366,-0.0513,0.514,0.5653,0.1662,1.8647,58.8852,6.3125,6.3125,24.3078,3.484,1.187,10.4555,3502500.0,24.0466,3.4466,8.418,20.4197,1.2042,44.4076,5.2575,6.1688,77.2082,72.7343,72.7343,36.8155,79.3123,47.4453,,,0.625,6.0592,,55.8571,-26.087,6.4986
2000-09-06,1.4381,-3727009.475,71233.9816,30.6704,,0.5228,20.0,90.0,70.0,4.7509,7.643,6.1969,-0.8,45.3622,-18.0791,6.2817,7.5601,6.7273,17.8761,,0.2793,0.4099,,,,0.0,6.1398,-0.6817,-0.3349,0.3468,0.0775,0.5228,0.4453,0.175,1.9098,56.4247,6.3125,6.3125,26.7519,3.8098,0.562,11.3968,3451100.0,22.9913,3.2743,8.5458,9.668,1.0967,40.9604,5.3821,6.1969,65.5667,40.0496,40.0496,0.0,45.9789,0.0,,,0.625,6.1621,,51.3817,-47.8261,6.5182
2000-09-07,1.4945,-3718176.1417,56113.9506,29.5149,,0.5509,15.0,85.0,70.0,4.7735,7.6829,6.2282,0.3333,41.2575,-14.3419,6.3056,7.5601,6.7176,18.8251,,0.4295,0.5792,,,,0.0,6.1477,-0.6081,-0.3136,0.2945,0.1975,0.5509,0.3533,0.1839,1.9569,55.2494,6.3125,6.3125,26.0304,3.6193,0.625,10.7014,3477600.0,22.3712,3.1105,8.969,10.4167,1.1042,42.829,5.5005,6.2282,43.7054,18.3324,18.3324,18.1818,24.3896,25.7235,,,0.375,6.2649,,50.7209,-39.1304,6.559
2000-09-08,1.4099,-3742876.1417,36968.1242,28.5058,,0.5312,10.0,80.0,70.0,4.8013,7.6926,6.2469,-0.6667,15.6704,-18.4188,6.26,9.3328,6.6731,20.1457,,-0.008,0.8027,,,,0.0,6.1487,-0.5511,-0.3233,0.2279,0.3008,0.5312,0.2304,0.1929,1.9999,55.7163,6.3125,6.3125,26.232,3.5634,0.375,11.0763,3452900.0,21.7536,2.955,8.6284,6.383,1.0638,40.7906,5.613,6.2469,21.4809,6.0606,6.0606,0.0,8.5745,0.0,,,0.375,6.3683,,46.0052,-52.1739,6.5611
2000-09-11,1.3535,-3804876.1417,6047.7294,27.5471,,0.5136,5.0,75.0,70.0,4.8832,7.6732,6.2782,-0.4286,1.9325,-21.0555,6.1772,9.3328,6.609,21.3326,,-1.0646,0.74,,,,0.0,6.1463,-0.5103,-0.3471,0.1632,0.384,0.5136,0.1295,0.2022,2.0399,55.2765,6.3125,6.3125,24.5663,3.3852,0.625,11.6901,3390900.0,20.3723,2.8073,8.3327,11.6279,1.1163,39.4722,5.7198,6.2782,10.1512,6.0606,6.0606,0.0,8.5745,0.0,,,0.875,6.4649,,38.987,-60.8696,6.5376
2000-09-12,1.4381,-3732876.1417,15757.7743,26.6364,,0.518,0.0,70.0,70.0,5.0811,7.6128,6.3469,0.25,-5.5644,-15.1778,6.1759,9.3328,6.5867,21.9262,,-2.093,0.2056,,,,0.0,6.1557,-0.4746,-0.3318,0.1428,0.4487,0.518,0.0692,0.2116,2.0832,70.5841,6.3125,6.344,23.6625,3.2159,1.375,10.8445,3534900.0,19.6228,2.6669,8.3744,27.5,1.275,42.4111,5.8213,6.3469,8.2071,12.5,12.5,37.5,29.1833,87.55,,,0.5,6.5495,,35.1841,-48.8976,6.5468
2000-09-13,1.3959,-3735901.7417,17334.8496,25.7712,,0.4723,10.0,65.0,55.0,5.2971,7.5156,6.4063,-0.374,-25.2035,-17.2859,6.1427,9.3328,6.5487,22.433,,-1.8442,-0.5858,,,,0.0,6.1568,-0.4459,-0.3311,0.1148,0.4867,0.4723,-0.0144,0.2211,2.1243,72.203,6.4375,6.344,22.7804,3.0551,1.188,11.0176,3522700.0,18.8912,2.5336,7.6182,23.76,1.2376,41.3571,5.9178,6.4063,12.7408,19.6619,19.6619,21.4857,47.8998,56.1494,,,0.5,6.6166,,32.7591,-55.5477,6.5316
2000-09-14,1.4945,-3691601.7417,30499.5759,24.8235,,0.4515,5.0,60.0,55.0,5.4986,7.4516,6.4751,1.0,10.269,-10.5286,6.1952,6.8179,6.556,23.5468,,-0.5925,-0.9231,,,,0.0,6.1744,-0.4151,-0.2918,0.1233,0.5019,0.4515,-0.0504,0.2309,2.1693,71.4698,6.625,6.344,22.0249,2.9024,1.375,10.1061,3567000.0,19.2133,2.5319,7.246,26.1905,1.2619,44.7357,6.0,6.4751,25.2111,43.4714,43.4714,71.4286,81.2332,100.0,,,0.437,6.6654,,39.1357,-40.0071,6.5525
2000-09-15,1.4663,-3697481.7417,31241.5479,23.6766,,0.4218,0.0,55.0,55.0,5.6236,7.4141,6.5188,-0.1504,4.9991,-12.0542,6.2194,1.8841,6.5506,24.9568,,0.0244,-0.8452,,,,0.0,6.1818,-0.3856,-0.2677,0.1179,0.4996,0.4218,-0.0777,0.2408,2.2126,70.6659,6.8125,6.5,20.9776,2.7573,0.875,10.2662,3537600.0,20.2018,2.6553,6.7494,15.5556,1.1556,43.9729,6.0,6.5188,37.7175,50.019,50.019,57.1429,80.5523,85.5074,,,0.625,6.6881,,42.8864,-50.0,6.5548
2000-09-18,1.4099,-3717581.7417,22309.4866,22.5869,,0.3449,0.0,50.0,50.0,5.6392,7.411,6.5251,-1.0,-32.3456,-15.1019,6.1964,1.8841,6.522,25.3172,,0.8898,-0.8559,,,,0.0,6.1822,-0.3616,-0.2657,0.0959,0.4808,0.3449,-0.1359,0.2509,2.2529,67.8399,6.8125,6.75,20.2667,2.6194,0.125,10.4934,3517500.0,19.5171,2.5225,5.5059,2.0408,1.0204,42.4491,6.0875,6.5251,48.6238,52.381,52.381,28.5714,72.6094,32.3207,,,0.438,6.6813,,37.7106,-75.0,6.5292
2000-09-19,1.579,-3682214.5003,27880.5396,21.7817,,0.2303,0.0,45.0,45.0,5.7006,7.4496,6.5751,0.6539,50.6827,-3.7483,6.3141,6.4821,6.5675,24.9914,,1.4254,-0.3828,,,,0.0,6.2024,-0.3296,-0.2013,0.1283,0.4483,0.2303,-0.2179,0.2611,2.3004,68.0633,6.8125,6.7815,18.9185,2.4884,1.0,9.5257,3568600.0,21.5411,2.8334,3.6405,16.6667,1.1667,48.1259,6.1706,6.5751,53.5337,58.2011,58.2011,88.8889,72.6094,100.0,,,0.875,6.662,,47.1358,-38.7197,6.5745
2000-09-20,1.4099,-3715098.9187,17161.7882,20.8883,,0.0781,10.0,40.0,30.0,5.6932,7.4507,6.5719,-0.9338,-18.9299,-12.8021,6.2807,3.9129,6.5373,24.2432,,0.9528,-0.0949,,,,0.0,6.2027,-0.3053,-0.2084,0.097,0.3957,0.0781,-0.3177,0.2715,2.3399,63.142,6.8125,6.7815,18.5294,2.489,-0.063,10.8849,3530700.0,20.0385,2.6917,1.2249,-0.9979,0.99,43.5989,7.75,6.5719,50.647,41.3591,41.3591,6.6169,50.8588,20.2557,,,0.937,6.6324,,46.0827,-77.4393,6.5435
2000-09-21,1.3535,-3818698.9187,-21746.9545,19.8483,,-0.0437,5.0,35.0,30.0,5.6727,7.4587,6.5657,-0.533,-104.7456,-15.5881,6.2076,0.0897,6.4861,23.247,,0.9504,0.1628,,,,0.0,6.2015,-0.2906,-0.2315,0.0591,0.3319,-0.0437,-0.3756,0.282,2.3765,65.8655,6.8125,6.7815,19.2936,2.5526,-0.125,11.1624,3427100.0,19.3282,2.5571,-0.6815,-2.0408,0.9796,42.2059,7.7344,6.5657,43.7985,31.8353,31.8353,0.0,40.0852,0.0,,6.3244,0.469,6.5966,,39.0891,-90.3459,6.489
2000-09-22,1.2689,-3835996.6355,-41190.9906,19.3188,30.5381,-0.1206,100.0,30.0,-70.0,5.5836,7.504,6.5438,-0.5708,-201.5446,-19.642,6.078,9.2571,6.4041,22.2763,,-0.0237,0.4555,,,,0.0,6.1957,-0.2878,-0.2768,0.011,0.2614,-0.1206,-0.382,0.2927,2.409,67.1301,6.625,6.625,22.3814,2.9249,-0.438,11.7556,3386800.0,18.5887,2.4293,-1.8766,-7.2241,0.9278,40.179,7.6997,6.5438,25.988,4.7697,4.7697,7.6923,6.7519,0.0,,6.1405,0.5,6.5506,-0.5714,37.6009,-94.4444,6.3994
