date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Middle Band,Real Upper Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD,MACD_Hist,MACDEXT,MACD,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-03-10,188.8,17336813.1794,2696916.7963,27.2832,,0.146,80.0,100.0,20.0,17.2624,18.1355,19.0086,-0.6324,182.2555,31.4786,18.6759,23.0044,17.9815,23.2275,,-0.5663,-0.183,,,,0.0,17.9154,0.5547,0.5322,-0.0225,0.3553,0.146,-0.2092,5.102,0.434,63.818,18.19,18.03,15.8661,2.2,0.88,3.7268,43360000.0,25.3469,3.5147,0.8098,4.8889,1.0489,65.7393,16.8196,18.1355,88.6344,79.6439,83.2031,88.6344,67.5173,89.1724,,,0.68,18.0405,,68.2997,-16.7969,18.1829
1998-03-11,190.6,17770040.4522,2523210.7868,27.0692,,0.1478,75.0,95.0,20.0,17.2171,18.179,19.1409,0.2727,167.7677,33.4291,18.8055,23.0044,18.0842,22.6677,,-0.5187,1.0061,,,,0.0,17.9413,0.5554,0.5578,0.0025,0.2885,0.1478,-0.1407,5.2416,0.458,61.4603,18.19,18.03,15.3533,2.09,0.87,3.6225,44419000.0,24.5277,3.3389,0.8161,4.7828,1.0478,66.7145,16.8943,18.179,89.0973,86.513,88.8889,89.0973,78.4146,81.9773,,,0.44,18.0599,,68.7532,-9.7656,18.271
1998-03-12,198.1,19521826.1665,2780152.8023,27.3547,,0.2144,70.0,100.0,30.0,17.053,18.2415,19.43,-0.2321,244.6905,40.8178,19.0498,32.7795,18.2485,22.1608,,0.0216,1.6574,,,,0.0,18.0022,0.5705,0.6313,0.0608,0.2401,0.2144,-0.0257,5.3873,0.4827,62.265,18.53,18.345,14.3751,1.9855,1.25,3.5332,47689000.0,28.3949,3.922,1.1786,6.7349,1.0673,70.4089,16.9668,18.2415,88.6629,88.7982,93.8967,88.6629,100.0,81.9773,,,0.88,18.0918,,73.5351,-4.0752,18.4263
1998-03-13,200.0,20614066.1665,2980055.1902,27.7693,,0.2714,65.0,100.0,35.0,16.908,18.3225,19.737,0.38,215.4914,42.5191,19.2913,35.6463,18.4153,21.6455,,0.5488,1.8007,,,,0.0,18.0942,0.5958,0.6969,0.1011,0.2133,0.2714,0.0581,5.5334,0.5079,71.7601,18.625,18.47,13.8474,1.8863,1.62,3.4496,52240000.0,29.188,3.9759,1.4846,8.8139,1.0881,71.2596,17.0857,18.3225,91.1874,89.6492,90.7767,91.1874,100.0,92.8049,,,0.5,18.1446,,71.4147,-5.5233,18.5938
1998-03-16,200.0,21058816.1665,2932430.6953,28.1632,,0.3199,60.0,95.0,35.0,16.8108,18.4035,19.9962,0.375,172.2916,42.5191,19.4953,35.6463,18.5663,21.3758,,1.2443,1.1531,,,,0.0,18.1819,0.6247,0.7403,0.1156,0.2081,0.3199,0.1118,5.6781,0.5338,71.8107,18.625,18.47,13.5133,1.7919,1.62,3.3571,52240000.0,28.4836,3.7771,1.7414,8.8139,1.0881,71.2596,17.2409,18.4035,90.8313,90.2272,87.8205,90.8313,100.0,100.0,,,0.32,18.2202,,69.096,-5.5233,18.7535
1998-03-17,197.5,21238096.1665,2703406.9751,28.094,,0.4084,55.0,90.0,35.0,16.9251,18.5285,20.1319,-0.26,120.5674,36.7863,19.6216,26.7798,18.679,21.3831,,1.2476,-0.1876,,,,0.0,18.3551,0.649,0.746,0.097,0.2284,0.4084,0.18,5.8188,0.5602,75.0077,18.72,18.47,15.7502,2.0723,2.5,3.3714,51493000.0,27.2713,3.5882,2.2152,14.4928,1.1449,68.3931,17.3884,18.5285,82.6806,88.2331,69.4444,82.6806,36.9328,78.9776,,,0.56,18.3202,,67.3821,-12.7907,18.8818
1998-03-18,198.1,22145096.1665,2652542.0918,27.812,,0.4896,50.0,85.0,35.0,16.9684,18.6285,20.2886,0.5536,97.3287,37.4222,19.737,22.4533,18.7867,21.2182,,0.9106,-0.1877,,,,0.0,18.4858,0.6685,0.7467,0.0782,0.2605,0.4896,0.2291,5.9587,0.5872,71.6968,18.72,18.47,16.5297,2.1587,2.0,3.3345,52400000.0,26.1019,3.4088,2.6458,11.2296,1.1123,68.7111,17.5285,18.6285,72.2798,81.9306,59.5745,72.2798,11.0926,49.3418,,,0.56,18.4372,,67.5306,-11.0465,19.0038
1998-03-19,195.6,21910934.8761,2316087.6752,27.544,,0.6136,45.0,80.0,35.0,17.0254,18.7065,20.3876,-0.6129,82.9217,31.615,19.7867,22.4533,18.8604,20.6528,,1.0396,0.0612,,,,0.0,18.5508,0.6786,0.7188,0.0402,0.3084,0.6136,0.3052,6.0947,0.6147,67.8126,18.72,18.47,16.051,2.0508,1.56,3.3028,51363000.0,25.346,3.2384,3.3063,8.6667,1.0867,65.8075,17.6615,18.7065,53.9992,69.6532,32.9787,53.9992,0.0,16.0085,,,0.37,18.5706,,69.3348,-18.314,19.0925
1998-03-20,197.5,23252934.8761,2394893.807,27.2172,,0.7345,40.0,75.0,35.0,17.0871,18.794,20.5009,0.6757,77.8448,33.8513,19.8599,21.0084,18.9451,19.906,,1.0948,-0.4074,,,,0.0,18.6323,0.6836,0.7039,0.0203,0.3717,0.7345,0.3627,6.2313,0.6428,72.975,18.72,18.47,16.0559,2.0083,1.75,3.2012,52705000.0,24.5963,3.0765,3.948,9.7222,1.0972,66.9256,17.788,18.794,49.7905,58.6898,56.8182,49.7905,20.5083,10.5336,,,0.37,18.7172,,71.6532,-12.7907,19.1919
1998-03-23,194.4,23499174.8761,2287764.1512,26.6091,,0.8296,35.0,70.0,35.0,17.1688,18.863,20.5572,-0.38,52.9914,26.7337,19.8626,15.0538,18.9922,19.2539,,0.8867,-0.9264,,,,0.0,18.6687,0.6788,0.6595,-0.0193,0.4477,0.8296,0.3819,6.3634,0.6714,69.7397,18.72,18.47,17.2593,2.1578,1.38,3.2491,51679000.0,23.3765,2.9226,4.4493,7.6412,1.0764,63.3668,17.9081,18.863,42.6895,48.8264,38.2716,42.6895,0.0,6.8361,,,0.62,18.862,,68.0448,-21.8023,19.2534
1998-03-24,195.0,23187122.2445,1936670.35,26.0313,,0.8698,30.0,65.0,35.0,17.2612,18.935,20.6088,0.0,58.1964,27.5189,19.8718,15.0538,19.0406,18.8057,,0.4418,-1.1374,,,,0.0,18.7079,0.6674,0.622,-0.0455,0.5279,0.8698,0.3419,6.4947,0.7005,73.3154,18.72,18.47,16.9876,2.0499,1.44,3.1259,52526000.0,23.0085,2.7765,4.6544,7.9734,1.0797,63.7594,18.0222,18.935,49.8339,47.4379,54.4118,49.8339,7.3466,9.285,,,0.19,19.0027,,66.0929,-20.0581,19.3141
1998-03-25,193.8,22983548.9112,1552206.7935,25.0422,,0.8087,25.0,60.0,35.0,17.3378,18.9915,20.6452,-0.5733,44.4152,24.7051,19.8542,6.2483,19.0729,18.5951,,0.0501,-0.9227,,,,0.0,18.7311,0.6491,0.5759,-0.0732,0.5939,0.8087,0.2148,6.6236,0.7301,68.9689,18.72,18.47,19.0556,2.3274,1.13,3.1814,51138000.0,21.5956,2.6377,4.3087,6.1918,1.0619,62.3526,18.1306,18.9915,45.1167,45.88,42.6667,45.1167,0.0,2.4489,,,0.75,19.1389,,62.2211,-23.5465,19.3565
1998-03-26,190.6,22180969.9638,998450.5104,24.0357,,0.7756,20.0,55.0,35.0,17.3957,19.0255,20.6553,-0.3421,16.8727,17.4316,19.7774,4.9138,19.0717,18.6241,,-0.1906,-0.5074,,,,0.0,18.7372,0.6209,0.5077,-0.1131,0.65,0.7756,0.1257,6.7479,0.7602,65.0202,18.72,18.47,18.952,2.2711,0.68,3.1728,49965000.0,20.9108,2.5058,4.1219,3.6997,1.037,58.7158,18.2335,19.0255,34.8286,43.2597,7.4074,34.8286,0.0,2.4489,,19.6602,0.38,19.2609,,58.541,-32.8488,19.363
1998-03-27,189.4,21986788.1457,619360.497,22.8622,27.7601,0.7295,15.0,50.0,35.0,17.5345,19.0785,20.6225,-0.4318,-5.4793,14.7888,19.6863,0.5641,19.0591,18.8253,,-0.2164,-0.1507,,,,0.0,18.7439,0.5845,0.4389,-0.1455,0.6955,0.7295,0.034,6.8699,0.7908,64.4967,18.72,18.47,20.3611,2.4075,1.06,3.1494,48541000.0,20.1327,2.3805,3.8692,5.9284,1.0593,57.3944,18.3313,19.0785,22.6662,34.2038,17.9245,22.6662,0.0,-0.0,,19.5092,0.44,19.3603,0.4826,52.0007,-36.3372,19.3549
1998-03-30,190.0,22531748.1457,581369.0827,21.7473,26.5719,0.6235,10.0,45.0,35.0,17.6647,19.1285,20.5923,0.24,-11.9071,15.7863,19.6159,0.5641,19.0535,19.0577,,-0.2089,-0.1707,,,,0.0,18.7519,0.5445,0.3848,-0.1597,0.7194,0.6235,-0.0959,6.9912,0.8218,64.6575,18.72,18.47,19.9178,2.2871,1.0,3.0483,49589000.0,19.6944,2.2615,3.3004,5.5556,1.0556,57.8931,18.4243,19.1285,16.3056,24.6001,23.5849,16.3056,7.8357,2.6119,,19.3969,0.25,19.4313,0.4666,55.1567,-34.593,19.3474
