date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Middle Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD_Hist,MACDEXT,MACD_Signal,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1998-01-02,11.3032,522292.0,,,,,,,,,,,-0.16,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1058700.0,,,,,,,,,,,,,,,,,,,,,,
1998-01-05,11.2634,-911226.4874,,,,,,,,,,,-0.2101,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1413600.0,,,,,,,53.38,,,,,,,,,,1.19,,,,,
1998-01-06,11.1335,-1479291.9195,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-2897900.0,,,,,,,54.69,,,,,,,,,,0.87,,,,,
1998-01-07,11.1461,-1755051.9195,,,,,,,,,,,0.31,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-599900.0,,,,,,,54.69,,,,,,,,,,1.0,,,,,
1998-01-08,11.1859,-1051316.4356,,,,,,,,,,,0.4032,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,548300.0,,,,,,,54.6512,,,,,,,,,,0.62,,,,,
1998-01-09,11.0287,-1842066.4356,,,,,,,,,,,-0.75,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1033200.0,,,,,,,54.6132,,,,,,,,,,1.0,,,,,
1998-01-12,11.0937,243495.2787,,,,,,,,,,,0.8914,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1205900.0,,,,,,,54.5462,,,,67.6,36.9656,,,,,1.75,,,,,
1998-01-13,10.8841,-1464659.8016,,,,,,,,,,,-0.7701,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1349500.0,,,,,,,54.4143,,,,27.6,35.3408,,,,,1.87,,,,,
1998-01-14,10.4776,-4437639.1119,,,,,,,,,,,-0.8103,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-6139300.0,,,,,,,54.2878,,35.4558,35.9208,11.1675,35.4558,,,,,2.38,,,,,
1998-01-15,10.268,-4675726.8124,-1715714.6594,,,,,,,,,,-0.5027,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9564100.0,,,,,,,54.0514,,18.3229,29.7065,16.2011,18.3229,,,,,1.87,,,,,
1998-01-16,10.268,-5981026.8124,-2126563.8683,,,,,,,,,,-0.5,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9564100.0,,,,,,,53.6961,,14.5232,22.7673,16.2011,14.5232,,,,,1.0,,,,,
1998-01-20,10.465,-3365026.8124,-1268950.9203,,,,,,,,,,0.8617,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-6948100.0,,,,,,,53.3621,,22.036,18.294,33.7058,22.036,,,,,0.94,,,,,
1998-01-21,10.3854,-5303914.8124,-1419668.9943,,,,,,,,,,-0.4267,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9256300.0,,,,,,,53.0482,,29.3467,21.9687,38.1333,29.3467,,,,,0.75,,,,,
1998-01-22,9.8762,-8041270.368,-2223242.3382,,,,,,,,,,-0.72,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-12351300.0,,,,,,,52.7531,,25.2797,25.5541,4.0,25.2797,,,,,2.56,,,,,
1998-01-23,10.1633,-7242354.6447,-2095663.4907,,,,,,,,,,0.3145,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-7814600.0,,,,,,,52.3504,,31.2636,28.63,51.6575,31.2636,,,,,3.18,,,,,
1998-01-26,10.2031,-7382368.9304,-1897507.2812,,,,,,,,,,0.3393,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-6507800.0,,,,,,,51.8928,,37.5212,31.3548,56.9061,37.5212,,,,,0.56,,,,,
1998-01-27,10.2953,-7714032.5668,-1749472.0543,,,,,,,,,,0.2879,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-4075600.0,,,,,,,51.4717,,59.2081,42.6643,69.0608,59.2081,,,,,1.32,,,,,
1998-01-28,10.5426,-5354132.5668,-778992.0019,,,,,,,,,,0.8774,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1715700.0,,,,,,,51.0844,,75.3223,57.3505,100.0,75.3223,,,,,1.18,,,,,
1998-01-29,10.3602,-7049929.6682,-850731.7854,,,,,,,,,,-0.4493,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-4055900.0,,,,,,,50.728,,79.7703,71.4335,70.25,79.7703,,,,,1.38,,,,,
1998-01-30,10.4776,-6035741.9759,-480044.5415,,,,,,,54.8716,50.78,46.6884,0.6769,-36.0404,,,,50.78,,,,,,,,0.0,,,,,,,,,,,50.535,50.66,,8.38,,,-2653300.0,,3.75,,,,,50.63,50.78,80.4943,78.5289,71.2329,80.4943,,,,,0.65,50.3545,,,-58.1886,49.864
1998-02-02,11.3158,1231522.0241,2027551.9257,,,,70.0,5.0,-65.0,54.884,50.783,46.682,0.96,82.2926,0.3257,,2.3035,51.0867,,,,,,,,0.0,50.0177,,,,,,,,,56.5762,50.565,50.66,27.55,7.961,0.06,2.7963,5245900.0,26.3094,7.6025,,0.1112,1.0011,50.1629,46.63,50.783,79.7163,79.9936,97.6661,79.7163,,,,,4.13,50.1073,,,-8.5608,50.1707
1998-02-03,11.2236,3579226.0241,3616060.6691,,,,65.0,0.0,-65.0,54.8477,50.7735,46.6993,-0.14,101.4149,-2.135,,2.3035,51.3222,,,,,,,,0.0,50.0354,,,,,,,,,57.2027,50.565,50.38,26.7038,7.563,-0.19,2.7595,1985200.0,25.5012,7.2224,,-0.3535,0.9965,48.9325,46.705,50.7735,85.7395,81.9834,88.3197,85.7395,,,,,0.87,49.9378,,,-7.6,50.4351
1998-02-04,11.0937,3579226.0241,3937172.3669,,,,60.0,90.0,30.0,54.817,50.764,46.711,-0.5,83.8287,-5.5704,,6.4973,51.4763,,,,,,,,0.0,50.0499,,,,,,,,,56.5393,50.565,50.38,27.9443,7.8148,-0.19,2.7524,-134000.0,24.5346,6.8613,,-0.3576,0.9964,47.2148,46.7793,50.764,87.2002,84.2187,75.6148,87.2002,,,,,1.06,49.8337,,,-15.8667,50.6415
1998-02-05,10.7395,1594584.5146,3079134.6387,,,,55.0,85.0,30.0,54.5733,50.667,46.7607,-0.8255,47.8805,-14.2112,,14.8631,51.4547,,,,,,,,0.0,50.0677,,,,,,,,,56.6626,50.565,50.38,30.6549,8.7941,-1.94,2.9078,-2372000.0,22.7215,6.5182,,-3.6473,0.9635,42.8944,46.8528,50.667,67.5091,80.1496,38.5928,67.5091,,,,,2.12,49.7995,,,-38.4,50.6878
1998-02-06,11.3032,5436190.1146,3670526.9282,,,,50.0,80.0,30.0,54.6858,50.695,46.7042,0.952,99.5719,0.9714,,9.2313,51.6914,,,,,,,,0.0,50.0921,,,,,,,,,58.8716,50.565,50.38,27.8451,8.3544,0.56,2.8796,1663300.0,23.1387,6.9423,,1.0491,1.0105,50.4857,46.9255,50.695,69.4538,74.721,94.1538,69.4538,,,,,2.75,49.8699,,,-2.5333,50.9995
1998-02-09,11.0937,4890638.1146,3405191.1441,,,-0.0915,45.0,75.0,30.0,54.7336,50.7105,46.6874,-0.64,96.1311,-4.0213,,8.7821,51.8103,,,,,,,,0.0,50.1071,,,,,,,,,58.4834,50.565,50.38,26.2344,7.9366,0.31,2.9525,-285100.0,21.9985,6.6552,-0.1784,0.589,1.0059,47.9894,46.9976,50.7105,64.8404,67.2678,61.7747,64.8404,,,,,1.75,50.0233,,,-15.8667,51.2133
1998-02-10,11.5379,5610988.7606,3216284.3339,,,0.4121,40.0,100.0,60.0,55.1673,50.8165,46.4657,0.5478,149.3446,6.3162,,8.8967,52.1198,,,,,,,,0.0,50.1736,,,,,,,,,64.6359,51.095,51.69,23.121,7.5398,2.12,3.0483,5404200.0,27.6368,9.0124,0.8023,4.0045,1.04,53.1581,47.0689,50.8165,75.2858,69.86,69.9288,75.2858,100.0,89.0385,,,3.87,50.2664,,,-16.6996,51.6275
1998-02-11,11.4855,3890473.2967,2299178.0518,,,0.8813,35.0,95.0,60.0,55.6274,50.96,46.2926,-0.0979,142.2152,5.0207,,8.8967,52.376,,,,,,,,0.0,50.2596,,,,,,,,,68.9777,51.095,51.69,21.7585,7.1628,2.87,3.0861,2622700.0,26.0081,8.5618,1.7145,5.5256,1.0553,52.5103,47.2625,50.96,65.728,68.6181,65.4804,65.728,93.6888,86.9348,,,1.94,50.585,,,-19.17,52.0079
1998-02-12,11.5254,4487843.2082,1905054.2672,,,1.2985,30.0,90.0,60.0,56.1713,51.21,46.2487,0.5487,112.7325,5.9377,,7.529,52.6259,,,,,,,,0.0,50.4476,,,,,,,,,72.1291,51.095,51.69,21.5861,6.9947,5.0,3.0244,4447100.0,25.1012,8.1337,2.5228,10.0,1.1,52.9688,47.4523,51.21,67.3586,69.4575,66.6667,67.3586,96.338,96.6756,,,1.13,50.969,,51.7367,-17.2925,52.3926
1998-02-13,11.2508,3678874.136,1313235.808,,,1.561,25.0,85.0,60.0,56.4091,51.4445,46.4799,-0.5773,79.4399,-0.9991,,0.9279,52.7273,,,,,,,,0.0,50.5636,,,,,,,,,74.4343,51.095,51.69,23.1789,7.5849,4.69,3.124,3117100.0,23.6131,7.727,3.0315,9.5714,1.0957,49.5004,47.6382,51.4445,54.4094,62.4987,31.0811,54.4094,29.2347,73.0871,,,1.94,51.3916,,49.1122,-30.2372,52.6288
1998-02-17,11.276,3668100.5164,948315.2132,,,1.9086,20.0,80.0,60.0,56.6186,51.685,46.7514,-0.0429,64.8869,-0.3655,,1.1782,52.8304,,,,,,,,0.0,50.6827,,,,,,,,,70.9622,51.095,51.69,22.9716,7.5157,4.81,3.1126,4873200.0,22.4366,7.3407,3.7054,9.8163,1.0982,49.8173,47.8205,51.685,40.5929,54.1203,24.031,40.5929,8.6625,44.7451,,,1.63,51.8035,,52.7262,-29.0514,52.8541
1998-02-18,11.5254,5606500.5164,1329582.6778,,,2.2341,15.0,75.0,60.0,57.0049,51.938,46.8711,0.8681,79.0347,5.8039,,1.4066,53.037,,,,,,,,0.0,50.8499,,,,,,,,,70.7243,51.095,51.69,21.9545,7.1399,5.06,3.0239,6811600.0,22.5809,7.3436,4.3297,10.1322,1.1013,52.9019,47.9991,51.938,38.0946,44.3656,59.1716,38.0946,98.0713,45.3228,,,1.44,52.1829,,50.7134,-17.2925,53.1698
1998-02-19,11.5254,6495591.8744,1647577.2838,,,2.2382,10.0,70.0,60.0,57.3209,52.21,47.0991,0.0,81.9344,5.8039,,2.7495,53.224,15.6467,,1.5873,-0.0602,,,,0.0,51.0313,,,,,,,0.5324,9.9363,70.494,51.095,51.69,21.3936,6.7829,5.44,2.9463,6811600.0,22.6033,7.1665,4.331,10.9766,1.1098,52.9019,48.1741,52.21,55.7454,44.811,84.0336,55.7454,98.0713,68.2684,,,0.81,52.5482,,53.513,-17.2925,53.4614
1998-02-20,11.3682,6039741.8744,1482843.0513,,,2.2069,5.0,65.0,60.0,57.1796,52.566,47.9524,-0.47,64.4995,1.4491,,3.6488,53.3217,17.2118,,1.0356,-1.5876,,,,0.0,51.264,0.8637,0.5652,0.2986,2.2069,1.4054,0.8014,0.5816,10.3794,71.688,51.78,51.69,22.8012,7.3238,7.12,3.0221,4988200.0,21.1958,6.8081,4.263,15.1072,1.1511,50.7245,48.3456,52.566,64.4017,52.7472,50.0,64.4017,35.9872,77.3766,,,2.0,52.91,,50.4103,-24.7036,53.6557
1998-02-23,11.408,6338719.9766,1375777.2568,,,2.1611,0.0,60.0,60.0,57.1442,52.863,48.5818,0.1825,59.4324,2.519,,3.6488,53.4282,18.9332,,0.2598,-1.9385,,,,0.0,51.4549,0.8611,0.6244,0.2368,2.1611,1.6557,0.5053,0.6328,10.82,67.1015,51.875,52.595,21.8215,6.9576,5.94,2.9868,6626600.0,20.2851,6.4677,4.1609,12.2474,1.1225,51.2595,48.5137,52.863,63.8779,61.3417,57.6,63.8779,46.7548,60.2711,,,1.37,53.2389,,52.2529,-27.7978,53.8342
1998-02-24,11.1063,4202619.9766,527238.7721,,,2.1531,0.0,55.0,55.0,56.9078,53.0785,49.2492,-0.6111,20.0049,-5.6526,,8.1841,53.3874,20.8267,,-0.522,-0.6958,,,,0.0,51.5094,0.7344,0.6464,0.088,2.1531,1.8492,0.3039,0.6859,11.2418,63.6104,52.095,52.655,22.8167,7.2397,4.31,3.0504,4490500.0,19.3645,6.1443,4.1332,8.8519,1.0885,47.1737,48.6784,53.0785,35.8667,54.7154,0.0,35.8667,0.0,27.5807,,,1.44,53.5189,,46.4835,-45.7875,53.8472
1998-02-25,11.1712,4895487.1299,352636.3251,,,1.9348,0.0,50.0,50.0,56.6612,53.2875,49.9138,0.1825,-4.8791,-3.7781,,12.4531,53.38,22.9095,,-0.041,1.2259,,,,0.0,51.5709,0.6515,0.6474,0.0041,1.9348,1.9662,-0.0314,0.7407,11.6625,59.687,52.25,53.0,23.7922,7.4977,4.18,3.0095,6427700.0,18.5227,5.8371,3.7024,8.508,1.0851,48.1109,48.8398,53.2875,29.1359,42.9601,29.8077,29.1359,16.3619,21.0389,,,1.37,53.7444,,51.7564,-45.8667,53.8693
1998-02-26,11.2236,5197019.1299,345092.2036,,,1.8472,5.0,45.0,40.0,56.5351,53.45,50.3649,0.3333,6.8641,-2.2383,,11.3108,53.3972,25.2005,,0.5801,-0.1148,,,,0.0,51.6234,0.599,0.6377,-0.0387,1.8472,2.0272,-0.18,0.7974,12.0815,59.5727,52.25,53.0,23.2107,7.1228,3.25,2.9157,8483600.0,18.4936,5.6753,3.5255,6.4599,1.0646,48.8808,48.998,53.45,22.5427,29.1818,37.8205,22.5427,41.7828,19.3816,,,0.75,53.9045,,53.5085,-42.5333,53.8952
1998-02-27,11.1335,3266319.1299,-303679.6828,,,1.5491,0.0,40.0,40.0,56.1217,53.6345,51.1473,-0.8605,-24.2438,-4.7959,54.301,11.3108,53.3717,26.8122,,0.1363,-1.7103,,,,0.0,51.6712,0.5168,0.6135,-0.0967,1.5491,2.0259,-0.4768,0.8559,12.492,59.8671,52.53,53.095,22.8733,6.7667,3.69,2.8328,6552900.0,18.2248,5.3915,2.9487,7.4636,1.0746,47.6021,49.1531,53.6345,32.0847,27.9211,28.626,32.0847,10.4846,22.8764,,,0.43,54.0068,,45.3715,-49.5212,53.8648
1998-03-02,10.9826,2604222.3299,-752146.2834,7.2668,,1.146,0.0,35.0,35.0,55.7007,53.755,51.8093,-0.624,-104.257,-8.9923,54.0381,19.2143,53.2801,28.0213,,-0.2425,-2.5528,,,,0.0,51.6853,0.3891,0.5686,-0.1796,1.146,1.9412,-0.7951,0.9161,12.8911,56.6895,53.155,53.815,25.7488,7.5584,2.41,2.8474,4628200.0,17.4487,5.1219,2.1731,4.82,1.0482,45.5038,49.305,53.755,27.7499,27.4591,16.8033,27.7499,0.0,17.4225,,,1.25,54.0469,,42.5108,-73.9353,53.7481
1998-03-03,11.1985,4660240.8484,-213045.2474,7.743,,0.826,0.0,30.0,30.0,55.6739,53.727,51.7801,0.8889,-69.33,-2.2082,53.9949,16.7905,53.2954,29.8372,,-1.2665,-3.2218,,,,0.0,51.6979,0.3667,0.5283,-0.1615,0.826,1.7847,-0.9587,0.978,13.2966,51.4465,53.155,53.94,24.3351,7.1804,-0.56,2.8044,6848700.0,17.338,5.1158,1.5607,-1.037,0.9896,48.8959,49.4539,53.727,41.1431,33.6592,78.0,41.1431,100.0,36.8282,,,1.62,54.0501,,50.1093,-58.8968,53.7181
1998-03-04,11.0539,4498455.4826,-24613.3266,8.1954,,0.5915,10.0,25.0,15.0,55.6788,53.6865,51.6942,-0.3049,-77.7756,-6.32,53.8293,16.7905,53.2434,32.1412,,-1.9862,-0.1293,,,,0.0,51.707,0.29,0.4806,-0.1906,0.5915,1.6018,-1.0102,1.0416,13.6912,46.047,53.155,53.94,23.4484,6.8214,-0.81,2.7995,5190400.0,16.7062,4.86,1.1144,-1.5123,0.9849,46.84,49.5998,53.6865,46.1011,38.3314,43.5,46.1011,39.3907,46.4636,,,1.06,54.0345,,49.0545,-71.1744,53.6251
1998-03-05,10.9889,3607019.4826,-228928.6929,8.6733,,0.3501,5.0,20.0,15.0,55.7026,53.6615,51.6204,0.06,-86.149,-8.1465,53.6278,17.754,53.1669,34.5549,,-1.119,2.1042,,,,0.0,51.712,0.2018,0.4248,-0.223,0.3501,1.3954,-1.0454,1.1067,14.0787,46.7578,53.155,53.94,23.0836,6.6103,-0.5,2.7706,3752600.0,16.1229,4.617,0.6579,-0.9445,0.9906,45.9268,49.7428,53.6615,51.6111,46.2851,33.3333,51.6111,12.4678,50.6195,,,1.0,53.9826,,51.1363,-76.6904,53.5064
1998-03-06,11.0811,3626726.1492,-285430.2495,9.1273,,0.0746,0.0,15.0,15.0,55.5033,53.743,51.9827,0.5067,-75.3273,-5.0854,53.5319,17.754,53.1396,35.9788,,-0.8153,0.1966,,,,0.0,51.7312,0.1656,0.373,-0.2074,0.0746,1.1636,-1.0891,1.1735,14.4667,50.8799,53.735,54.125,22.4161,6.2798,1.63,2.6868,5230600.0,15.6567,4.3862,0.1398,3.1805,1.0318,47.4573,49.883,53.743,46.1872,47.9665,61.7284,46.1872,57.5894,36.4826,,,0.81,53.8995,,50.5277,-73.7143,53.432
1998-03-09,11.3954,5878354.0181,433830.731,8.717,,-0.1671,0.0,10.0,10.0,55.5455,53.765,51.9845,0.668,15.9727,4.6042,53.7195,0.9216,53.2577,36.0862,,-1.188,0.7895,,,,0.0,51.7495,0.2549,0.3494,-0.0945,-0.1671,0.9058,-1.0729,1.242,14.8658,51.091,53.735,54.315,20.5336,5.9658,0.44,2.7064,9392700.0,20.1586,5.8569,-0.3124,0.8157,1.0082,52.3021,50.0203,53.765,58.9204,52.2396,81.6993,58.9204,100.0,56.6857,,,2.44,53.7886,,55.9156,-48.6653,53.4926
1998-03-10,11.3954,7224074.0181,1116818.3384,8.3273,,-0.3247,75.0,5.0,-70.0,55.5945,53.837,52.0795,-0.16,36.2861,4.6042,53.8791,0.9216,53.3646,35.3675,,-0.6391,2.0871,,,,0.0,51.7939,0.322,0.3439,-0.0219,-0.3247,0.6547,-0.9795,1.3121,15.2609,55.592,53.735,54.315,19.9904,5.6675,1.44,2.64,9392700.0,19.6253,5.564,-0.6051,2.7201,1.0272,52.3021,50.1549,53.837,74.2033,59.7703,79.1822,74.2033,100.0,85.8631,,,0.75,53.6857,,57.9756,-48.6653,53.5512
1998-03-11,11.5254,7415748.5944,1355680.785,8.3208,,-0.3165,70.0,0.0,-70.0,55.5833,53.834,52.0847,0.4237,106.8886,8.4695,54.1268,8.1983,53.5204,34.1475,,-0.2683,0.6568,,,,0.0,51.8086,0.4204,0.3592,0.0612,-0.3165,0.4143,-0.7309,1.3838,15.6583,53.5045,53.705,54.13,19.1514,5.3842,-0.06,2.587,13162300.0,22.572,6.3458,-0.5894,-0.109,0.9989,54.2348,50.2868,53.834,81.321,71.4816,83.0816,81.321,100.0,100.0,,,1.18,53.5976,,59.4649,-30.6667,53.662
1998-03-12,12.2336,-6358811.4056,-3052661.0128,9.75,,-0.0536,65.0,100.0,35.0,56.6346,54.0125,51.3904,-0.34,364.3881,25.737,54.9506,36.9049,53.9832,32.6526,,-0.6674,1.5862,,,,0.0,52.0959,0.7623,0.4398,0.3225,-0.0536,0.2362,-0.2898,1.4573,16.0856,66.4571,55.395,56.255,15.8171,5.115,3.57,2.7976,30380500.0,34.3204,11.0985,-0.0994,6.5134,1.0651,62.8685,50.4161,54.0125,78.1962,77.9068,72.3247,78.1962,100.0,100.0,,,5.63,53.5693,,57.1425,-25.7143,54.0949
1998-03-13,12.2462,-6042056.0865,-4477773.1456,11.0244,,0.1624,60.0,95.0,35.0,57.4222,54.1845,50.9468,-0.2021,250.2072,25.9978,55.667,35.2367,54.4076,31.0059,,0.0146,4.5214,,,,0.0,52.3626,1.0263,0.5571,0.4692,0.1624,0.127,0.0354,1.5326,16.5091,62.6211,55.425,56.255,15.9476,5.0492,3.44,2.7354,35343000.0,33.3014,10.5436,0.3001,6.2545,1.0625,62.9989,50.7225,54.1845,76.1563,78.5578,73.0627,76.1563,100.0,100.0,,,0.94,53.6005,,57.4004,-25.0286,54.5166
1998-03-16,12.4956,-3951298.3722,-3988462.1866,12.4626,,0.3459,55.0,90.0,35.0,58.4829,54.4815,50.4801,0.7143,224.1338,31.054,56.4944,39.7892,54.905,29.3001,,1.5687,5.4575,,,,0.0,53.0572,1.3163,0.7089,0.6074,0.3459,0.0736,0.2723,1.6096,16.9403,66.2741,56.02,56.255,15.0708,4.7968,5.94,2.6935,38965600.0,34.9893,11.1364,0.6355,11.0635,1.1106,65.527,51.0197,54.4815,76.9509,77.1011,85.4651,76.9509,100.0,100.0,,,1.75,53.7145,,62.334,-11.4286,55.0352
1998-03-17,12.6192,-6709901.3722,-4303439.3683,14.1216,,0.6952,50.0,100.0,50.0,59.5027,54.802,50.1013,0.11,207.1271,33.4279,57.3072,45.6427,55.4112,28.1586,,2.7718,3.4842,,,,0.0,53.7921,1.5756,0.8823,0.6933,0.6952,0.0851,0.6101,1.6885,17.3731,71.6142,56.315,56.755,14.1358,4.5569,6.41,2.6998,45693900.0,37.8749,12.2096,1.2717,11.9123,1.1191,66.714,51.308,54.802,79.6932,77.6001,80.5517,79.6932,100.0,100.0,,,2.0,53.9016,,58.8285,-14.4615,55.5817
1998-03-18,12.8099,-3051378.1678,-2876996.3441,15.5851,,1.1069,45.0,95.0,50.0,60.5603,55.1085,49.6567,0.6575,163.2135,36.9523,58.164,43.3921,55.9558,27.961,,2.9721,4.2095,,,,0.0,54.5144,1.8334,1.0725,0.7609,1.1069,0.1692,0.9376,1.7691,17.8107,72.5784,56.77,56.755,14.1177,4.5791,6.13,2.6747,49612200.0,35.7613,11.5991,2.0131,11.1455,1.1115,68.4761,51.7209,55.1085,84.1556,80.2665,86.4499,84.1556,100.0,100.0,,,1.81,54.1684,,61.3104,-5.1282,56.1844
1998-03-19,12.7827,-2635428.1678,-1899558.6211,17.01,,1.5084,40.0,90.0,50.0,61.4336,55.4085,49.3834,0.4205,140.4771,35.8706,58.8688,44.0834,56.4362,27.5943,,4.8936,4.6736,,,,0.0,55.1231,2.0041,1.2588,0.7453,1.5084,0.3285,1.1799,1.8514,18.2426,73.2284,56.77,56.755,13.7257,4.3501,6.0,2.6185,46561900.0,35.3678,11.2092,2.7321,10.9091,1.1091,67.9353,52.1173,55.4085,83.3095,82.3861,82.9268,83.3095,90.1258,96.7086,,,0.88,54.5334,,60.3795,-6.4615,56.7455
1998-03-20,12.7303,-4859785.3106,-2034760.587,18.3637,,1.9466,35.0,85.0,50.0,62.1613,55.7335,49.3057,-0.3393,116.4423,33.7325,59.4197,44.0834,56.8471,27.031,,5.5336,0.3082,,,,0.0,55.7567,2.0951,1.4261,0.669,1.9466,0.5634,1.3832,1.9355,18.6676,71.9028,56.77,56.755,13.4751,4.1326,6.5,2.5439,43730900.0,34.722,10.6487,3.5112,11.9816,1.1198,66.8662,52.4978,55.7335,81.1137,82.8596,73.9645,81.1137,45.4108,78.5122,,,0.56,54.9932,,59.7434,-9.0256,57.2542
1998-03-23,12.7952,-2642719.9773,-1199662.3682,19.4941,,2.4319,30.0,80.0,50.0,62.8629,56.0645,49.2661,0.7467,99.6989,35.0662,59.9389,40.9713,57.2483,26.6316,,4.9486,-1.0661,,,,0.0,56.3636,2.1672,1.5743,0.5929,2.4319,0.8697,1.5622,2.0213,19.0916,70.5616,56.77,56.755,14.1742,4.236,6.62,2.4658,46456800.0,33.8506,10.1163,4.3682,12.1602,1.1216,67.5331,52.8631,56.0645,77.186,80.5364,74.6667,77.186,46.4858,60.6741,,,0.75,55.5262,,60.8978,-5.8462,57.7615
1998-03-24,12.8225,-4212063.9773,-1248307.7907,20.745,,2.8359,25.0,100.0,75.0,63.4685,56.474,49.4795,0.06,97.2743,35.6381,60.3977,44.5118,57.6237,26.0852,,4.8431,-2.6239,,,,0.0,57.2841,2.2094,1.7013,0.5081,2.8359,1.2199,1.616,2.1088,19.5125,73.5988,56.8,56.94,13.692,4.0242,8.19,2.4193,48988000.0,35.659,10.4805,5.0677,15.4528,1.1545,67.819,53.2138,56.474,72.5717,76.9571,69.084,72.5717,59.1834,50.36,,,1.0,56.1216,,58.5559,-8.004,58.2496
1998-03-25,12.9147,-1415063.9773,-264771.1189,21.9333,,3.1393,20.0,95.0,75.0,64.0695,56.89,49.7105,0.4386,87.7818,37.596,60.8603,44.5118,58.0053,25.337,,3.696,-4.1755,,,,0.0,58.1214,2.2524,1.8116,0.4408,3.1393,1.5747,1.5646,2.1979,19.9337,76.4633,57.02,56.94,13.418,3.823,8.32,2.3282,51785000.0,34.9456,9.9564,5.5798,15.6068,1.1561,68.798,53.6531,56.89,73.637,74.4649,77.1605,73.637,100.0,68.5564,,,0.57,56.7648,,58.5939,-3.6561,58.7407
1998-03-26,12.8623,-135759.6295,568706.2774,22.9268,,3.4772,15.0,90.0,75.0,64.5438,57.281,50.0182,0.0,76.0861,35.1373,61.2006,41.8037,58.3267,24.6296,,2.647,-4.0859,,,,0.0,58.6866,2.2404,1.8973,0.3431,3.4772,1.943,1.5342,2.2886,20.3482,73.686,57.02,56.94,13.92,3.8818,7.82,2.2876,49823400.0,33.918,9.4586,6.1537,14.6004,1.146,67.5686,54.0704,57.281,69.3243,71.8443,61.7284,69.3243,36.3612,65.1815,,62.0848,0.82,57.4199,,64.9385,-6.1265,59.1683
1998-03-27,12.6905,-331973.9941,795541.8892,23.3234,15.2951,3.7267,10.0,85.0,75.0,64.787,57.6525,50.518,-0.4862,59.2499,27.2846,61.332,30.8587,58.5394,24.1201,,1.3919,-3.4876,,,,0.0,58.9707,2.1401,1.9459,0.1942,3.7267,2.3187,1.4081,2.3809,20.7503,73.5046,57.02,56.94,16.775,4.7477,7.43,2.352,47954200.0,31.7489,8.9857,6.5703,13.9846,1.1398,63.6423,54.4669,57.6525,58.2963,67.0859,36.0,58.2963,0.0,45.4537,,62.0585,1.81,58.0505,0.4068,55.554,-14.2292,59.4806
1998-03-30,12.6004,342013.1027,1030466.7258,23.6702,15.7066,3.6464,5.0,80.0,75.0,64.8234,58.0385,51.2536,-0.1935,43.6257,23.3287,61.3546,30.2597,58.6908,23.8861,,0.717,-1.8765,,,,0.0,59.165,2.0029,1.9573,0.0456,3.6464,2.6466,0.9998,2.4748,21.1441,73.585,57.035,56.94,16.4654,4.5703,7.72,2.3228,46347000.0,30.7538,8.5364,6.4032,14.73,1.1473,61.6643,54.8435,58.0385,38.9253,55.5153,19.0476,38.9253,0.0,12.1204,,61.8953,0.87,58.6373,0.4163,54.4458,-18.4783,59.7165
